amzn,tsla,2.048298250478305,67685.6798780831,27.028582590265913,12.857142857142856,9,0.07166571138750412,-0.07067066013551881,0.8113515516225946,0.45015083638046977
amzn,mcd,2.1455635981130112,60550.294613378464,56.83189420790786,76.0,1,0.13645696685278172,-0.05793389557280666,0.16433697036978773,0.13645696685278175
amzn,hd,2.5771413843978315,79404.19871778437,56.562473210500045,51.642857142857146,2,0.07464591965597227,-0.08605182922520957,0.1381572880957569,0.14842367439797474
amzn,low,1.6923471031300608,51800.8841909858,34.16223325685454,31.9047619047619,3,0.07816749429987428,-0.08504428956450341,0.2932953981966488,0.216017400902294
amzn,nke,0.9570210516063923,30148.910209679685,17.00245261923173,49.785714285714285,2,0.07550623600290464,-0.0919927409204969,0.4371510653098567,0.1336149522578611
amzn,sbux,0.7402361775147372,21948.940963002286,20.828022612596328,99.71428571428571,1,0.0912364364673214,-0.0901918157278234,0.02318860761242253,0.09123643646732141
tjx,amzn,1.8963849919352214,29565.921820188567,31.88078909871039,63.0,1,0.11241947843448866,-0.12521808023617637,0.19988701558572233,0.11241947843448866
amzn,tgt,1.466102974653361,45757.783412896315,24.310534184018568,35.607142857142854,4,0.05759137856145723,-0.08920727769203379,0.5375252007977551,0.21825010067154402
amzn,bkng,17.082416349933993,517983.09605166083,337.68787200876176,42.952380952380956,3,0.10668884495043793,-0.0813958321287876,0.3013898900673917,0.27067668194318056
tsla,mcd,1.083328823824022,63682.81680333204,71.36583565220093,67.5,2,0.18211250926089348,-0.12152681774629763,0.15336071658162942,0.3011209729711922
tsla,hd,1.3034987219253154,83245.32704732953,79.28630126855565,33.904761904761905,3,0.10274154861493932,-0.13484219112602322,0.018706430578327115,0.2978868696951058
tsla,low,0.8544859896471538,54271.47786671406,49.265557218773516,39.333333333333336,3,0.09549512083104009,-0.1298900352667543,0.09460194812963257,0.28283580174135264
tsla,nke,0.4838421437986483,31567.950311064364,26.072313936466692,55.857142857142854,2,0.09588289335708662,-0.14586540901555578,0.21560578626075888,0.18173182524353138
sbux,tsla,2.961003742296251,64483.98991306391,74.18261531443886,43.57142857142857,1,0.1359131222909353,-0.18902352138355058,0.12409755756261931,0.1359131222909353
