,stock,atr,atr_week,one_week_high,one_week_low,st_dev_of_atr_14_one_week,one_week_range
0,SE,3.6783569880894254,18.391784940447128,64.37999725341797,49.66999816894531,12.506413759504047,14.709999084472656
