,mo,pep,Ratio,Spread
0,51.654998779296875,167.77999877929688,3.24808833112474,25.006481280051645
1,51.255001068115234,167.8699951171875,3.275192500612711,23.423615857022043
2,51.35499954223633,166.94000244140625,3.2507059474142994,24.726822244790412
3,51.349998474121094,166.47000122070312,3.2418696429874125,25.178158508737027
4,51.260101318359375,166.85000610351562,3.254968324531119,24.462639994403645
5,51.59000015258789,167.57000732421875,3.24811023121916,24.973885246057193
6,51.689998626708984,168.25999450683594,3.255175062432552,24.657111775427126
7,51.630001068115234,166.44000244140625,3.2237071276024705,26.253181308540746
8,51.98099899291992,167.43649291992188,3.221109562413904,26.566683203083755
9,51.755001068115234,167.25,3.231571762115911,25.909708008526167
10,51.78499984741211,167.13999938964844,3.2275755504902457,26.131669885035762
11,51.875,167.77000427246094,3.2341205642884034,25.83756303788786
12,51.834999084472656,167.60000610351562,3.2333367235212465,25.85827002716212
13,52.04999923706055,168.0,3.227665753362412,26.260698424921515
14,52.13999938964844,168.5500030517578,3.2326429809130515,26.04659340882833
15,52.28010177612305,168.3699951171875,3.2205368657886604,26.74949063920053
16,52.380001068115234,168.72000122070312,3.2210767044715927,26.772328080718808
17,52.30500030517578,168.8000030517578,3.2272249702110107,26.412408847078524
18,52.30500030517578,168.69000244140625,3.2251219091325334,26.522409457430086
19,52.43000030517578,168.41000366210938,3.2120923647121224,27.268932495306103
20,52.310001373291016,167.32000732421875,3.1986236461781234,27.911069531374096
21,52.33000183105469,167.83999633789062,3.207337864801827,27.465726107537733
22,52.308799743652344,168.01950073242188,3.212069509448283,27.207091408160835
23,52.22010040283203,167.97999572753906,3.2167689152590957,26.915553259342403
24,52.255001068115234,167.9600067138672,3.214237934756304,27.065798328975575
25,52.470001220703125,169.0800018310547,3.22241276724691,26.748225506031844
26,52.58000183105469,169.14500427246094,3.2169075386482944,27.093766690125733
27,52.709999084472656,169.75999450683594,3.2206411962705563,26.963951433895886
28,52.650001525878906,169.14999389648438,3.2127253370228783,27.350029511931382
29,52.529998779296875,168.92999267578125,3.215876577220861,27.122157193621348
30,52.380001068115234,168.74000549316406,3.2214586111545445,26.75232380825787
31,52.51499938964844,168.8300018310547,3.2148910557606105,27.166167405268908
32,52.71500015258789,168.97999572753906,3.2055391300087757,27.76261516994927
33,52.69499969482422,168.8300018310547,3.20390934260955,27.837963476598134
34,52.720001220703125,169.33999633789062,3.2120635890917026,27.42127951635422
35,53.084999084472656,170.49000549316406,3.211641865564849,27.633513223305243
36,53.130001068115234,170.63999938964844,3.211744700905985,27.651475463248403
37,53.11000061035156,170.8699951171875,3.217284751525376,27.346834145873828
38,53.04999923706055,170.66000366210938,3.2169652425345725,27.332888831445388
39,53.119998931884766,170.3000030517578,3.2059489170948927,27.954141887626037
40,52.96500015258789,170.02999877929688,3.210233140554218,27.64566063534977
41,52.65999984741211,169.5,3.218761877917662,27.037339084738278
42,53.39509963989258,171.07000732421875,3.203852197635171,28.21086684586865
43,53.5,171.9600067138672,3.21420573296948,27.712375958010625
44,53.61000061035156,172.13999938964844,3.2109680550238586,27.942926907729515
45,53.630001068115234,172.36849975585938,3.214031257186344,27.78907213135409
46,53.47999954223633,171.89999389648438,3.2142856276714205,27.697743185557897
47,53.6349983215332,171.85499572753906,3.204157753437335,28.321226879240413
48,53.83000183105469,172.32000732421875,3.2011889552789654,28.584006224159452
49,53.31999969482422,170.80999755859375,3.2034883446403004,28.190589041954837
50,53.314998626708984,171.67999267578125,3.220106857318298,27.301928968010827
51,53.43000030517578,172.36000061035156,3.2259030437185867,27.051129615697164
