,intc,ibm,Ratio,Spread
0,51.66999816894531,131.47000122070312,2.5444166030514626,83.9314617902227
1,51.7400016784668,131.24000549316406,2.53652882171791,84.45328757197473
2,51.692100524902344,130.75,2.52940001803587,84.74360313048933
3,51.42499923706055,130.80499267578125,2.5436070902557018,83.57512080477414
4,51.775001525878906,131.2100067138672,2.534234724228525,84.62919342703881
5,52.19499969482422,131.6699981689453,2.5226554064335405,85.92008688116712
6,52.2599983215332,131.9499969482422,2.524875644587871,85.91105384181546
7,52.220001220703125,132.0800018310547,2.52929909505039,85.61430937432513
8,52.08000183105469,132.5850067138672,2.545794970283744,84.52567618844381
9,52.02830123901367,132.19500732421875,2.540828821547064,84.70014657559929
10,51.89500045776367,131.97999572753906,2.543212150753424,84.35945497275753
11,51.63930130004883,131.92999267578125,2.554836904341626,83.34350148079051
12,51.29999923706055,131.5800018310547,2.5649123545404975,82.27901267852093
13,51.439998626708984,132.16000366210938,2.5692069827056425,82.28263915053503
14,50.55500030517578,131.09500122070312,2.593116416365281,79.65826787458283
15,50.52000045776367,131.18930053710938,2.5967794803720916,79.4180614824094
16,50.22999954223633,131.55999755859375,2.6191518765189397,77.83841103160901
17,50.0,131.31649780273438,2.6263299560546876,77.12309058918697
18,49.90520095825195,131.10000610351562,2.626980827372821,76.9443848235675
19,50.005001068115234,130.80999755859375,2.615938301459258,77.65043924491681
20,49.5099983215332,130.02999877929688,2.6263381778937247,76.3668746492051
21,48.244998931884766,128.8000030517578,2.6697068277191907,72.32335133485711
22,48.062801361083984,129.03500366210938,2.6847166625328636,71.32880699123109
23,47.51499938964844,128.3249969482422,2.7007260569637914,69.75514135617212
24,47.42499923706055,128.9499969482422,2.7190300268360037,68.75494946095952
25,47.90340042114258,129.6199951171875,2.70586208865412,70.07930620993952
26,47.790000915527344,129.67999267578125,2.7135381919117565,69.54656972586005
27,48.119998931884766,130.11000061035156,2.703865409359755,70.49225480528355
28,48.845001220703125,130.10000610351562,2.6635275432928496,73.52463288540949
29,48.92499923706055,129.67990112304688,2.650585654476919,74.27823293791246
30,48.92499923706055,129.77000427246094,2.6524273131548775,74.1881297884984
31,48.96500015258789,129.9250030517578,2.6534259705274614,74.19988649655792
32,49.020999908447266,130.14999389648438,2.654984478887731,74.20834697305887
33,49.1349983215332,130.24000549316406,2.6506565572850938,74.59357102239849
34,49.21500015258789,130.27999877929688,2.647160385560749,74.88708871097847
35,48.54999923706055,130.57000732421875,2.689392572112512,71.82482982380117
36,48.380001068115234,130.58999633789062,2.6992557555761563,71.09615384288247
37,48.45500183105469,129.55499267578125,2.6737176303798997,72.44382006811546
38,48.63999938964844,129.5800018310547,2.6640625710746186,73.19002721217785
39,48.48500061035156,129.51499938964844,2.671238481164357,72.60887201842627
40,48.18000030517578,128.94000244140625,2.6762142304834056,71.91238620526346
41,48.14500045776367,128.91000366210938,2.677536658768935,71.79647790879312
42,47.3650016784668,128.60499572753906,2.715190355118383,68.8498333533066
43,47.51499938964844,128.72999572753906,2.7092496555010803,69.35014257687524
44,47.375,128.44500732421875,2.7112402601418206,69.05150267712673
45,47.5,129.07000732421875,2.7172633120888157,68.94760164810654
46,47.48500061035156,128.74000549316406,2.7111720298704007,69.21507414707222
47,47.66999816894531,129.0399932861328,2.7069435335157217,69.6863026534393
48,47.529998779296875,129.39999389648438,2.722490999786191,68.74267374001894
49,47.380001068115234,126.81500244140625,2.6765512786521963,70.70235597152842
50,46.99420166015625,127.04000091552734,2.7033122476306994,68.86904010147097
51,46.869998931884766,127.63999938964844,2.7232771986008597,67.75126631618866
52,47.154998779296875,128.05999755859375,2.7157247560955877,68.51937316497015
53,47.365299224853516,128.44000244140625,2.7116898772595786,69.01606704836692
54,47.76499938964844,128.77999877929688,2.696116412119245,70.34233746707704
55,47.54999923706055,128.58999633789062,2.7043112176890927,69.63604904229086
56,47.19499969482422,127.72989654541016,2.7064285914047383,69.01622966551014
57,47.38999938964844,128.52000427246094,2.7119646745666346,69.03903506097356
58,47.525001525878906,128.41000366210938,2.701946334334907,69.7118314654833
59,47.2599983215332,128.28660583496094,2.7144860429779016,68.73048611590457
60,47.08000183105469,127.94499969482422,2.717608214076783,68.32172436829464
61,47.15999984741211,128.2100067138672,2.7186176235940485,68.3902124212859
62,47.029998779296875,127.7699966430664,2.7167765247596,68.28827510951768
63,47.11000061035156,127.56999969482422,2.707917598005572,68.82178303247267
64,46.86640167236328,127.1500015258789,2.713031019850158,68.22626795407822
65,46.89500045776367,127.01000213623047,2.7083911055854015,68.48548972487401
66,47.03990173339844,126.83999633789062,2.6964341264308795,69.25955876822934
