,ibm,adbe,Ratio,Spread
0,131.47000122070312,454.1549987792969,3.45443823353201,-95.50635592307901
1,131.24000549316406,458.0299987792969,3.4900181317285486,-100.00878160786425
2,130.75,460.20001220703125,3.5196941660193595,-103.51552435394984
3,130.80499267578125,461.2900085449219,3.526547413127377,-104.45550130830924
4,131.2100067138672,463.9800109863281,3.5361633049691132,-106.04063013787618
5,131.6699981689453,466.54998779296875,3.543327973577854,-107.35575557494633
6,131.9499969482422,466.42999267578125,3.53489960942356,-106.47192702607248
7,132.0800018310547,461.6700134277344,3.495381640123406,-101.35729596124258
8,132.5850067138672,458.5350036621094,3.4584227510104335,-96.84463871577606
9,132.19500732421875,461.3399963378906,3.489844326771114,-100.71354521610618
10,131.97999572753906,463.07281494140625,3.5086591145023127,-103.0329129687168
11,131.92999267578125,459.2843017578125,3.4812728511742317,-99.38080753202422
12,131.5800018310547,458.20001220703125,3.482292185976317,-99.25128895795086
13,132.16000366210938,460.1600036621094,3.4818401249336413,-99.6290421257358
14,131.09500122070312,460.45001220703125,3.5123384409741694,-102.82436501387195
15,131.18930053710938,463.0400085449219,3.5295561958876536,-105.15711390719463
16,131.55999755859375,461.19000244140625,3.5055488826381516,-102.29585061624636
17,131.31649780273438,461.0199890136719,3.51075452610854,-102.79010170637855
18,131.10000610351562,461.5050048828125,3.520251589602608,-103.86570442722308
19,130.80999755859375,460.4049987792969,3.519646872350621,-103.55683828025411
20,130.02999877929688,455.44000244140625,3.502576380196971,-100.71966959146124
21,128.8000030517578,460.2522888183594,3.573387250879246,-108.88737008802241
22,129.03500366210938,457.5799865722656,3.5461694391894083,-105.5739888947133
23,128.3249969482422,455.7250061035156,3.5513346342593324,-105.65589853003951
24,128.9499969482422,454.2799987792969,3.5229159327676083,-102.50589843405652
25,129.6199951171875,454.9800109863281,3.5101066820361124,-101.37816338485248
26,129.67999267578125,454.55999755859375,3.5052438558896246,-100.79447731115675
27,130.11000061035156,458.19000244140625,3.5215586833603676,-103.25142552157939
28,130.10000610351562,465.1400146484375,3.575249752704418,-110.22870262767088
29,129.67990112304688,466.0,3.5934635665540458,-112.23472950736357
30,129.77000427246094,469.4501037597656,3.617554814702196,-115.43903291758653
31,129.9250030517578,467.5,3.5982296634140813,-113.06609428048739
32,130.14999389648438,466.79998779296875,3.586630885009807,-111.75230965110103
33,130.24000549316406,468.3194885253906,3.595819016991453,-113.0262597887808
34,130.27999877929688,468.9800109863281,3.599785196350915,-113.57768102767744
35,130.57000732421875,460.3500061035156,3.5256948784602518,-104.15653618831828
36,130.58999633789062,461.1400146484375,3.5312047444681482,-104.89201493511973
37,129.55499267578125,457.25140380859375,3.5294000977090203,-103.82688211550959
38,129.5800018310547,459.6300048828125,3.5470751534798883,-106.13725850337772
39,129.51499938964844,458.44500732421875,3.5397058988123673,-105.12958685317551
40,128.94000244140625,457.7699890136719,3.550255780565032,-106.0231535674917
41,128.91000366210938,458.5899963378906,3.557443047941549,-106.92499721469113
42,128.60499572753906,444.260009765625,3.454453750045828,-93.42706876046253
43,128.72999572753906,445.6000061035156,3.4615087461561136,-94.42606654400026
44,128.44500732421875,441.6400146484375,3.4383587486094895,-91.2435201572386
45,129.07000732421875,443.5799865722656,3.4367394545660037,-91.47849930930244
46,128.74000549316406,442.3699951171875,3.436150196068438,-91.16874903281189
47,129.0399932861328,444.17498779296875,3.442149805510736,-92.15537847878636
48,129.39999389648438,444.04998779296875,3.431607486382061,-91.04830097721816
49,126.81500244140625,445.0,3.509048546567732,-99.05013997781828
50,127.04000091552734,443.1700134277344,3.4884289218669893,-96.60636017029753
51,127.63999938964844,443.32000732421875,3.4732059655601333,-95.11956516846823
52,128.05999755859375,447.2950134277344,3.492855083204846,-97.9488211244543
53,128.44000244140625,449.92608642578125,3.503005900603556,-99.54324519701248
