,tgt,mcd,Ratio,Spread
0,218.72999572753906,264.5799865722656,1.209619127418809,46.78994395776312
1,218.8000030517578,265.0,1.2111517198530999,46.470046159966394
2,218.55999755859375,264.7099914550781,1.2111548060578288,46.4168291723492
3,218.30999755859375,264.80999755859375,1.2129998649627558,45.95930465538573
4,217.44000244140625,265.02899169921875,1.2188603234155884,44.49615341874392
5,217.50999450683594,264.989990234375,1.218288800177625,44.63524869233306
6,217.64999389648438,264.94000244140625,1.2172754875766882,44.885445923984896
7,219.44500732421875,266.7799987792969,1.2157032052460555,45.612450997298716
8,219.17999267578125,266.17999267578125,1.2144356308539714,45.83346663421509
9,220.4600067138672,265.885009765625,1.206046455903063,47.95896389672095
10,220.32000732421875,265.760009765625,1.2062454653722736,47.88375445803786
11,221.8699951171875,266.4150085449219,1.200770786532927,49.44535238516364
12,221.6750030517578,266.375,1.2016465380979622,49.206507914616175
13,220.99000549316406,265.9100036621094,1.2032671028207873,48.69190729105055
14,222.49000549316406,266.9399108886719,1.1997838298263404,49.807110545174915
15,221.67999267578125,267.5199890136719,1.206784544624801,48.0686544308025
16,222.4949951171875,267.6199951171875,1.2028135508227176,49.13416184651749
17,224.4600067138672,267.67999267578125,1.1925509430150254,51.884275601729605
18,223.8800048828125,267.918212890625,1.1967045160235001,50.8166100491439
19,223.80960083007812,267.7200012207031,1.1961953384831014,50.9141387381302
20,224.11000061035156,268.260009765625,1.1970015128063596,50.80372400458203
21,226.88999938964844,268.44000244140625,1.1831284021487527,54.599334340644994
22,226.13499450683594,269.07000732421875,1.1898645227865645,52.889616866438594
23,224.99000549316406,267.9800109863281,1.19107517864597,52.3421945819967
24,225.33999633789062,267.67999267578125,1.1878938360964693,53.14272557865514
25,225.3800048828125,267.75201416015625,1.1880025217826014,53.12791926029946
26,225.66000366210938,267.8900146484375,1.1871399906984004,53.390337649384385
27,224.94000244140625,267.9599914550781,1.1912509493498293,52.29070606631871
28,228.1300048828125,268.8299865722656,1.178406964530423,55.98264939611591
29,228.9199981689453,268.3163146972656,1.172096439120384,57.6260698562864
30,229.16000366210938,268.5899963378906,1.1720631525818954,57.69561374820052
31,228.23500061035156,268.3550109863281,1.175783776671793,56.607776605767704
32,228.19000244140625,268.3800048828125,1.1761251676734876,56.51843201340575
33,228.24000549316406,268.80999755859375,1.1777514506178226,56.159947384552545
34,227.97000122070312,268.489990234375,1.1777426362973238,56.093828712313844
35,231.3699951171875,267.57501220703125,1.1564810383969888,61.87104843407082
36,231.4199981689453,266.989990234375,1.1537031905058708,62.52757845365512
37,233.19000244140625,267.4599914550781,1.146961656395552,64.58881371009625
38,233.50999450683594,267.4949951171875,1.1455398116133169,65.0114222701801
39,233.1999969482422,267.8450012207031,1.1485634851022328,64.21809682537997
40,232.92999267578125,267.9100036621094,1.150173923866547,63.76696838751628
41,231.94000244140625,267.20001220703125,1.1520221151783965,63.06120089090411
42,231.3361053466797,268.4800109863281,1.160562509617704,60.91758478683773
43,232.0399932861328,267.45001220703125,1.1526030854398177,62.95419516356788
44,231.61500549316406,268.1700134277344,1.1578265961513845,61.626430096957286
45,232.52999877929688,268.7349853515625,1.155700282812237,62.369965965023546
46,232.4499969482422,268.5400085449219,1.1552592474531869,62.4505342608178
47,232.3800048828125,268.9049987792969,1.1571778687021874,61.985450217697355
48,231.49000549316406,268.0299987792969,1.1578469584822393,61.58768553867089
49,229.77999877929688,268.04998779296875,1.166550566702849,59.12226097569141
50,229.41799926757812,265.95001220703125,1.1592377801919742,60.704550597234636
51,230.64999389648438,266.42999267578125,1.1551268143339077,61.986413188895774
52,230.83999633789062,266.69000244140625,1.1553024028428782,61.99812090888185
53,231.72000122070312,267.7799987792969,1.1556188389807929,62.16659636910902
54,231.8800048828125,268.45001220703125,1.1577109132057355,61.725399963067396
55,231.94000244140625,268.5400085449219,1.15779945554136,61.721204553013486
56,233.58999633789062,269.760009765625,1.1548440172729573,62.86081613258899
57,233.08999633789062,270.760009765625,1.1616114548868386,61.145779305693345
58,234.7899932861328,269.7900085449219,1.1490694504008754,64.54690137360313
