,low,mcd,Ratio,Spread
0,254.3300018310547,270.0199890136719,1.061691452324369,48.05478979573995
1,251.15499877929688,269.6199951171875,1.0735203218237228,44.46832971477333
2,252.39500427246094,268.9700012207031,1.0656708598334594,46.67524332116106
3,252.19000244140625,269.44000244140625,1.0684008082517382,45.94784695737603
4,251.5,268.43499755859375,1.0673359743880466,46.08650212897423
5,251.7100067138672,267.989990234375,1.0646775379852664,46.795188601256754
6,251.10000610351562,267.05999755859375,1.0635602989531534,46.95927985277409
7,242.5800018310547,262.8999938964844,1.083766146887828,40.421780436564504
8,242.75999450683594,263.54998779296875,1.0856401126897677,39.99778081680465
9,242.60000610351562,263.82501220703125,1.0874897179287748,39.52187898739315
10,243.80999755859375,264.30999755859375,1.0840818678695623,40.55612847439481
11,244.6999969482422,264.4924011230469,1.0808843662511,41.49118575925603
12,244.85499572753906,263.8900146484375,1.0777399655021926,42.28818480278436
13,247.50999450683594,264.3900146484375,1.0681993475666913,45.12173449433372
14,246.33999633789062,261.2900085449219,1.0606885297932909,46.752720323484525
15,247.75,261.6000061035156,1.055903152789165,48.21308790010674
16,247.30999755859375,262.2449951171875,1.060389784909748,47.01564288748362
17,248.13999938964844,262.07000732421875,1.0561376963360767,48.23276010419191
18,248.17999267578125,261.4800109863281,1.0535902115523141,48.872971006281816
19,249.8000030517578,262.42498779296875,1.0505403706444114,49.96203848292093
20,249.5,262.19000244140625,1.050861733232089,49.82034754805743
21,254.35499572753906,262.6000061035156,1.0324153663756166,55.50615441370182
22,251.5800018310547,261.6300048828125,1.0399475434399066,52.99194309170586
23,250.83999633789062,261.2099914550781,1.0413410750621235,52.48282423406299
24,250.89500427246094,260.7300109863281,1.0391996912907313,53.031871281957805
25,250.94000244140625,260.80999755859375,1.039332091420905,53.008383278873325
26,250.42999267578125,260.3999938964844,1.0398115302171924,52.77803150649298
27,250.7899932861328,260.9200134277344,1.0403924415359107,52.710019687243786
28,252.52000427246094,263.239990234375,1.0424520266930914,52.56220116362071
29,253.3520050048828,263.5249938964844,1.040153575620629,53.321836695533236
30,252.05999755859375,262.1300048828125,1.0399508348082003,53.094613654856445
31,252.30499267578125,262.94000244140625,1.0421514043493039,52.59222580354388
32,251.375,262.5552978515625,1.0444765702697663,51.809254979873955
33,251.3000030517578,262.1099853515625,1.0430162442042559,52.16040319790544
34,250.75999450683594,261.44000244140625,1.0425905573796748,52.15236496078448
35,245.8350067138672,260.44000244140625,1.059409747711554,46.968674156044
36,242.69000244140625,258.2799987792969,1.0642383129962454,45.179889553489815
37,243.4949951171875,258.510009765625,1.0616645719605498,45.96060712454384
38,241.72999572753906,257.7065124511719,1.0660924047739628,44.54801559676194
39,241.6300048828125,257.3999938964844,1.0652650279145595,44.728988161675304
40,242.72000122070312,257.4800109863281,1.0608108507390945,46.017543059245995
41,243.41000366210938,257.70001220703125,1.058707564725888,46.66389154975711
42,236.3000030517578,255.19000244140625,1.0799407496643616,40.246763372279176
43,237.27499389648438,256.32000732421875,1.080265573354279,40.34093247216144
44,236.27999877929688,255.8699951171875,1.0829100915824412,39.54165383512235
45,236.6699981689453,256.385009765625,1.0833016932826707,39.51631261147314
46,238.11380004882812,256.1050109863281,1.075557195483045,41.60911271816512
47,238.1800994873047,256.2850036621094,1.0760135049644217,41.51236394984129
48,238.3800048828125,256.54998779296875,1.076222764233471,41.49837600577136
49,237.5,256.0,1.0778947368421052,40.94345180083768
50,237.25999450683594,257.2699890136719,1.0843378360031928,39.3721179263146
51,238.2449951171875,257.6700134277344,1.0815337938200638,40.208835504910596
52,237.08999633789062,257.1099853515625,1.0844404627900885,39.31867616311136
53,235.85000610351562,256.57000732421875,1.08785245149245,38.301753639103524
54,235.8249969482422,256.57000732421875,1.0879678178498167,38.27035277274619
55,234.75,255.22000122070312,1.0871991532298322,38.27061974524109
56,235.25,257.19000244140625,1.0932624970941818,36.928405949064015
57,234.1199951171875,257.364990234375,1.0992866718007248,35.33461244592978
