,bmy,jnj,Ratio,Spread
0,73.18000030517578,177.98379516601562,2.4321371197565766,-8.483072954383431
1,72.88999938964844,177.77999877929688,2.4390177015771046,-8.95098146543637
2,73.13999938964844,177.24000549316406,2.4232978803968788,-7.831934061017222
3,72.81500244140625,176.94920349121094,2.4301201340149756,-8.293895344304616
4,72.7249984741211,176.92999267578125,2.4328634773191653,-8.483153200549253
5,73.06700134277344,177.5500030517578,2.4299615392567095,-8.311010898290277
6,73.21499633789062,177.75999450683594,2.4279178228250573,-8.178213907734914
7,73.58999633789062,178.0,2.41880702348058,-7.549638223469458
8,73.70999908447266,179.6999969482422,2.4379324268109617,-8.971682833255642
9,73.66999816894531,179.00999450683594,2.4298900360539903,-8.374331171334717
10,73.33000183105469,178.5850067138672,2.4353607289593415,-8.73684849699734
11,73.51000213623047,179.02000427246094,2.435314910489281,-8.754926383571757
12,73.4800033569336,178.72000122070312,2.4322263616750237,-8.524406998595623
13,73.73999786376953,179.66000366210938,2.436398275926466,-8.86220588034115
14,73.53900146484375,179.60000610351562,2.442241566053568,-9.26775949198219
15,73.23500061035156,179.86000061035156,2.4559295297517734,-10.231885785843218
16,73.26499938964844,180.00999450683594,2.456971214173919,-10.312396015545914
17,73.37999725341797,179.8699951171875,2.451212889747135,-9.90603667945797
18,73.49500274658203,179.82000732421875,2.446697062441861,-9.589671268720394
19,73.31500244140625,178.71499633789062,2.4376320041825084,-8.901579954411602
20,73.02999877929688,177.22999572753906,2.426810881691835,-8.07670952114455
21,73.3499984741211,175.98500061035156,2.3992502286478103,-6.0905258394037105
22,73.38999938964844,176.4499969482422,2.4042784904714174,-6.462871397808982
23,73.38999938964844,176.27999877929688,2.401962123522799,-6.2928732288636695
24,73.41999816894531,176.9499969482422,2.4101062566232434,-6.893387731027332
25,73.70500183105469,178.10000610351562,2.416389684268014,-7.383266709216258
26,73.74500274658203,177.89849853515625,2.412346490059648,-7.089108361371558
27,73.81999969482422,178.1999969482422,2.4139799198717204,-7.216897607503313
28,74.55999755859375,176.47940063476562,2.366944828506431,-3.782306051871359
29,74.2699966430664,176.24000549316406,2.372963692729845,-4.214615808041486
30,74.12000274658203,176.35000610351562,2.3792498592648506,-4.672034752301414
31,74.1500015258789,176.5800018310547,2.3813890518859524,-4.832546813058798
32,73.91010284423828,176.61000061035156,2.389524487370123,-5.418202870657552
33,73.68000030517578,176.1199951171875,2.3903365144912416,-5.461164668982633
34,73.80000305175781,176.4499969482422,2.3909212689936252,-5.513214161581317
35,74.5999984741211,178.98500061035156,2.399262791840966,-6.195255247971971
36,74.77999877929688,178.97000122070312,2.393287030518803,-5.763336186304201
37,74.56999969482422,178.4499969482422,2.39305347564093,-5.729735252644275
38,74.61000061035156,179.06500244140625,2.4000134161178703,-6.2520899663230125
39,74.55999755859375,178.35499572753906,2.392100342913463,-5.657901144644796
40,74.5250015258789,178.07940673828125,2.389525704020857,-5.4633705428558414
41,74.44999694824219,177.66000366210938,2.386299676890773,-5.217694304967438
42,74.80999755859375,180.02000427246094,2.406362921365732,-6.743855571280335
43,75.00499725341797,180.13999938964844,2.4017066327062557,-6.412189183057649
44,75.22000122070312,180.63999938964844,2.401488918613978,-6.41419345224017
45,75.23999786376953,181.1999969482422,2.408293488741522,-6.927874456755887
