,nvda,ma,Ratio,Spread
0,235.22999572753906,352.69000244140625,1.4993411080528953,110.82282859650824
1,236.49009704589844,351.82000732421875,1.4876733179061483,114.18641181138234
2,237.88929748535156,353.0799865722656,1.4842197202839995,115.69528099739686
3,229.19000244140625,345.5299987792969,1.5076137488485504,106.03041609257723
4,227.75999450683594,344.29998779296875,1.5116789431720636,104.43061433822469
5,226.19900512695312,344.427001953125,1.5226724881474034,101.2145909995376
6,222.99000549316406,352.1600036621094,1.5792636216285716,87.13136714911847
7,221.47000122070312,356.57501220703125,1.6100375231031445,79.70845399603688
8,217.0,352.70001220703125,1.625345678373416,74.73786223433477
9,219.77499389648438,353.0,1.6061881915749958,79.92925172238937
10,218.97079467773438,354.3299865722656,1.6181609382828577,77.00785216544823
11,219.3000030517578,350.5400085449219,1.5984496291237607,81.44929374668492
12,215.96609497070312,361.1400146484375,1.6722069947943816,64.25188679247991
13,223.22999572753906,365.4057922363281,1.6369027425970126,74.36049022151052
14,222.22000122070312,370.0899963378906,1.6654216285883594,67.67762915143224
15,221.99000549316406,371.1300048828125,1.6718320451334059,66.18248688007564
16,216.9600067138672,370.31500244140625,1.7068353197913928,57.04373012395728
17,222.9499969482422,377.6499938964844,1.693877546830179,61.56220484344299
18,228.44000244140625,382.54998779296875,1.6746190846810682,67.52626779265061
19,236.8000030517578,379.95001220703125,1.6045186119528254,86.66967343051958
20,237.41000366210938,378.92999267578125,1.5960995191048828,88.89681038906865
21,238.82000732421875,381.1300048828125,1.5958880880754502,89.48702488706788
22,238.77000427246094,381.5,1.597771885804674,89.01807977840376
23,241.55360412597656,383.1650085449219,1.586252500480561,92.86147866256532
24,240.49009704589844,382.67999267578125,1.5912505228967717,91.24194265317844
25,245.0500030517578,386.3800048828125,1.5767394412201003,96.5654329035405
26,242.3699951171875,394.5400085449219,1.627841797637365,83.1020176903259
27,243.77499389648438,390.82000732421875,1.6031997420136332,89.60234155832238
28,243.143798828125,390.67999267578125,1.606785756242739,88.49329751056818
29,243.89950561523438,391.0,1.603119280679581,89.66874251404828
30,241.06640625,388.9100036621094,1.6132899216939705,86.15237787621219
31,244.30999755859375,390.05999755859375,1.596578123926526,91.42105886168063
32,246.39999389648438,391.9700012207031,1.5907873820215048,93.64690516372961
33,253.5500030517578,395.1199951171875,1.558351371964017,104.64591458005258
34,248.25,395.87750244140625,1.5946727187972054,93.40034226057405
35,247.82000732421875,395.1650085449219,1.5945645906947865,93.2619326600154
36,249.8249969482422,396.8699951171875,1.588592014270732,95.52457804686814
37,249.45989990234375,398.3114013671875,1.5966951061998933,93.36068890212901
38,251.36000061035156,397.8500061035156,1.5827896448816736,97.58215364661292
39,252.4499969482422,396.8800048828125,1.5721133281066415,100.70912578313475
40,250.22500610351562,389.5400085449219,1.5567589131510422,103.64613435564841
41,246.22000122070312,390.4100036621094,1.5856144981177192,94.85071898736525
42,243.1199951171875,390.46240234375,1.6060480840152256,88.6637831777525
43,244.82000732421875,390.739990234375,1.5960296484956487,91.75031382554327
44,243.7176971435547,391.0950012207031,1.6047049754878497,89.21396431792753
45,243.52000427246094,390.83929443359375,1.6049576526629223,89.0784608244234
46,239.47000122070312,390.29998779296875,1.629849191144639,81.60330128021319
47,242.54989624023438,379.3999938964844,1.5642142082003052,98.59803490193364
48,240.00599670410156,377.4100036621094,1.5725023909607159,95.55395564317443
49,240.6699981689453,379.260009765625,1.575850802555757,95.01792812650494
50,243.47300720214844,382.07000732421875,1.5692499620994838,97.75474641602362
51,243.48500061035156,381.7373962402344,1.5678066216946471,98.11109100421935
52,245.3199005126953,385.260009765625,1.5704392874791981,98.2195224513773
53,243.1300048828125,382.1300048828125,1.5717105960121924,97.01598875416413
54,246.75,379.1300048828125,1.5364944473467579,107.17952124665833
55,246.79989624023438,378.17498779296875,1.5323142090175523,108.23327696089278
56,246.69000244140625,375.04998779296875,1.5203290935231577,111.14081042484933
57,250.0449981689453,378.1000061035156,1.512127852475772,114.72992286679862
58,249.4199981689453,377.8599853515625,1.5149546472838076,113.73314421353943
59,248.9615936279297,378.0640869140625,1.5185638933492491,112.62191550915985
60,247.3300018310547,376.1300048828125,1.520761743816822,111.32727471813108
61,241.9698944091797,373.0013122558594,1.541519506658547,103.84896307108583
62,248.02000427246094,374.989990234375,1.511934455990219,113.83272074117063
63,248.9499969482422,374.3900146484375,1.5038763576537615,116.27303934832098
64,248.77999877929688,372.6600036621094,1.4979500180507341,117.66664451986712
65,246.41000366210938,372.3550109863281,1.5111197007119943,113.28170351357873
