,mcd,hd,Ratio,Spread
110,250.97000122070312,358.9100036621094,1.430091253601596,-52.7339370104744
111,253.7100067138672,364.010009765625,1.4347483352367476,-54.47784398047782
112,248.82000732421875,356.8900146484375,1.4343300544292679,-53.34737069287002
113,250.0399932861328,358.9800109863281,1.4356903720419236,-53.94306570914217
114,250.20030212402344,358.5143127441406,1.432909191957835,-53.28101298763654
115,250.4199981689453,358.2699890136719,1.4306764301306552,-52.7675942835125
116,251.5850067138672,358.989990234375,1.426913292343616,-52.060633340124646
117,250.82000732421875,359.135009765625,1.4318435502690758,-53.14266332450757
118,250.6999969482422,359.0,1.43199044423649,-53.154648417043354
119,252.72450256347656,362.0,1.4323898012582963,-53.674930198218654
120,253.08999633789062,363.010009765625,1.4343119641954731,-54.237264460026104
121,253.6300048828125,363.05999755859375,1.4314552323032221,-53.625822115638194
122,252.9344940185547,363.8599853515625,1.4385542263162832,-55.27770725505662
123,253.06199645996094,363.70001220703125,1.4371972769312096,-54.9615625867121
124,248.94000244140625,356.8599853515625,1.4335180439132424,-53.170365227580994
125,249.5399932861328,356.6099853515625,1.4290694676049736,-52.185465695764044
126,247.6199951171875,359.05999755859375,1.450044441639968,-56.98719004615362
127,250.7310028076172,359.9949951171875,1.435781738540755,-54.1116659688421
128,249.47000122070312,358.5,1.4370465316302272,-54.16121021252747
129,248.3249969482422,354.7099914550781,1.428410332484609,-51.773661573712
130,249.32000732421875,355.42498779296875,1.4255774801529257,-51.26991821601377
131,248.38999938964844,356.4800109863281,1.435162493909907,-53.464062783822165
132,248.77999877929688,356.42999267578125,1.432711610357331,-52.93635323618293
133,249.51499938964844,358.3800048828125,1.4363064575655347,-53.98609903218472
134,251.9600067138672,361.0,1.4327670677115105,-53.61132388970902
135,252.85499572753906,360.29998779296875,1.42492730569265,-51.815083277011816
136,252.86000061035156,361.57000732421875,1.4299217213140227,-53.078972571329025
137,252.74000549316406,359.67999267578125,1.4231225166508499,-51.33593409130555
138,255.0850067138672,364.1000061035156,1.4273673344977593,-52.88366985955293
139,256.0199890136719,366.7200012207031,1.432388160914731,-54.35845074485207
140,256.67999267578125,363.2300109863281,1.4151083892429932,-50.06005420470638
141,255.94000244140625,362.9100036621094,1.4179495202012915,-50.64642483870319
142,257.2900085449219,364.93499755859375,1.418379981494219,-51.01786208154267
143,258.2699890136719,365.6700134277344,1.4158439965255782,-50.55254765563968
144,258.5,365.69000244140625,1.4146615181485735,-50.29080742685563
145,258.05999755859375,364.32501220703125,1.4117841418808412,-49.46475472966109
146,259.2900085449219,366.8599853515625,1.4148635630439426,-50.493147388961525
147,257.260009765625,363.5799865722656,1.4132782895542246,-49.69959513731806
148,256.06500244140625,366.0950012207031,1.429695576241327,-53.678315991950065
149,256.9100036621094,366.5849914550781,1.4269004173820121,-53.13330543100046
150,256.5299987792969,366.239990234375,1.4276692471723982,-53.25375366327081
151,257.55999755859375,366.4955139160156,1.4229520010483752,-52.247682060032965
152,258.6549987792969,368.260009765625,1.423749827003541,-52.67096430362398
153,258.8900146484375,368.67999267578125,1.4240796161120166,-52.80308773439152
154,260.07501220703125,369.2699890136719,1.4198595469822244,-51.941638339953336
155,261.3599853515625,369.885009765625,1.4152319807796228,-50.9827581388949
156,261.625,372.45001220703125,1.4236025311305542,-53.223157058808916
157,261.7300109863281,371.4800109863281,1.419325241253029,-52.12453300099674
158,261.67999267578125,372.46319580078125,1.4233537382518167,-53.16898280528472
159,262.1195983886719,373.3699951171875,1.4244260918008624,-53.537330517925916
160,262.1499938964844,373.6300048828125,1.4252527697191113,-53.76011030803199
161,261.67999267578125,370.5400085449219,1.41600435232363,-51.245795549425345
162,261.54998779296875,370.44000244140625,1.4163258257715154,-51.30502608818944
163,261.6000061035156,369.2900085449219,1.4116590211347055,-50.093767201870214
164,261.1000061035156,368.4800109863281,1.4112600627065504,-49.89619526466391
165,261.4599914550781,368.45001220703125,1.409202265159315,-49.42526798012495
166,261.375,367.1499938964844,1.4046867293983143,-48.22935155895579
167,260.6300048828125,364.82000732421875,1.399762116753416,-46.811873181838514
168,258.5799865722656,356.69000244140625,1.3794184428953156,-41.19283577441076
169,259.3500061035156,356.1400146484375,1.3732022605246812,-39.69968860162948
170,260.5199890136719,358.0299987792969,1.374289935044131,-40.156617710958535
171,260.9259948730469,359.5830993652344,1.3781037782003627,-41.21242151546665
172,260.5899963378906,360.27349853515625,1.3825300418209927,-42.31436890874523
173,261.3500061035156,361.9200134277344,1.384809661279996,-43.029984895376465
174,260.0799865722656,359.6700134277344,1.3829207628315405,-42.335569896576494
175,260.4100036621094,360.159912109375,1.3830494491167644,-42.421246735584994
176,260.3599853515625,357.989990234375,1.3749808356725144,-40.31258985041985
177,260.17999267578125,357.0,1.3721270276337862,-39.54306386866592
178,260.8399963378906,358.2099914550781,1.3732939598383331,-39.944649017973354
179,261.2650146484375,358.7799987792969,1.3732416460813828,-39.994072136316625
180,260.5849914550781,357.9049987792969,1.373467431031981,-39.951999389818646
181,259.80999755859375,357.3500061035156,1.37542823394594,-40.34625895128932
182,260.2850036621094,357.4100036621094,1.373148658714443,-39.824444693666244
183,260.8900146484375,360.1700134277344,1.3805434980448819,-41.84340600079475
184,261.3399963378906,361.09149169921875,1.3816924189145463,-42.21372364072648
185,260.739990234375,361.510009765625,1.386477039600521,-43.36715992869643
186,259.7850036621094,359.54010009765625,1.3839909734177491,-42.56696675060062
187,260.1300048828125,361.4100036621094,1.3893437776427333,-44.01429514111664
188,260.1099853515625,361.57000732421875,1.3900658478586423,-44.19881975095735
189,261.5299987792969,366.4800109863281,1.4012924433024516,-47.369518201349145
190,261.45001220703125,366.760009765625,1.4027920927202069,-47.74748863309089
191,261.25,365.7099914550781,1.3998468572443181,-46.94245552289642
192,260.6499938964844,365.27398681640625,1.4013964909643262,-47.24136910578819
193,260.489990234375,364.4700012207031,1.3991708506448652,-46.63336419446825
194,259.9700012207031,363.885009765625,1.3997192293610161,-46.68528192901545
195,259.8500061035156,364.489990234375,1.402693791314264,-47.43723856617948
196,259.114990234375,360.0199890136719,1.3894216953176894,-43.86752244625257
197,258.0799865722656,361.489990234375,1.400689743654932,-46.60524918876701
198,259.2699890136719,362.54998779296875,1.3983492234184138,-46.20767077809911
199,257.2200012207031,356.8999938964844,1.3875281556750036,-43.06860697750597
200,257.05999755859375,356.75,1.387808306964148,-43.114593765404784
201,257.0799865722656,354.7200012207031,1.379804028895072,-41.06011141787008
202,256.80999755859375,355.0799865722656,1.3826563994700034,-41.75079314836416
203,257.989990234375,356.5199890136719,1.3819140374003882,-41.74548009437439
204,257.3800048828125,354.7099914550781,1.3781567515960724,-40.68262385171648
205,257.614990234375,355.30999755859375,1.379228736787937,-40.994807855336894
206,256.75,353.7799987792969,1.377916256199793,-40.52429343960245
207,255.2100067138672,350.6429138183594,1.373938735135446,-39.273471169049806
208,255.7899932861328,350.56298828125,1.370510956185459,-38.48314835810806
209,255.0500030517578,350.2900085449219,1.3734169941328596,-39.11654657999549
210,253.99000549316406,348.57000732421875,1.3723768643865013,-38.69488468627436
211,253.25,349.3900146484375,1.3796249344459526,-40.42128865845542
212,254.02000427246094,352.2049865722656,1.3865246069143902,-42.29311989221771
213,254.31500244140625,351.3800048828125,1.3816723414253544,-41.10680932891558
214,252.22000122070312,350.69000244140625,1.3904131343435278,-42.982871736302634
215,252.85000610351562,351.1400146484375,1.3887285195661905,-42.66122167966666
216,253.32000732421875,351.4700012207031,1.387454567577303,-42.41552667264836
217,256.3500061035156,354.0199890136719,1.3810024598584036,-41.254216695188695
218,255.30999755859375,353.2650146484375,1.3836709021446096,-41.77309808869848
219,254.98500061035156,353.6199951171875,1.38682665360996,-42.52615147340101
220,255.16000366210938,353.4200134277344,1.38509173990977,-42.11181707851291
221,254.89999389648438,353.70001220703125,1.3876030626766898,-42.71028914236917
222,254.39999389648438,353.0400085449219,1.387735915939425,-42.6627111016473
223,253.80999755859375,353.239990234375,1.3917497089641915,-43.58535053879837
224,252.1920928955078,348.4100036621094,1.3815262788848344,-40.737056503804986
225,252.67999267578125,347.4200134277344,1.37494072937352,-39.14946161721242
226,251.97000122070312,346.8500061035156,1.376552781772248,-39.4490882091057
227,251.67999267578125,346.5,1.3767482918134364,-39.45429943225299
228,252.8000030517578,348.3324890136719,1.3778974873760381,-39.914942344989136
229,253.43499755859375,349.42999267578125,1.378775607323111,-40.23467219624525
230,253.10000610351562,350.1000061035156,1.383247718928651,-41.31500032405109
231,250.47000122070312,349.1199951171875,1.3938595177693889,-43.556354086940026
232,251.73500061035156,350.3789978027344,1.3918565036773296,-43.26592069796647
233,251.88999938964844,351.3900146484375,1.3950137579891473,-44.0870870962192
234,252.42999267578125,351.55999755859375,1.3927029582817212,-43.59565855876554
235,251.27000427246094,350.010009765625,1.392963759359421,-43.46648400320823
236,251.02000427246094,348.1700134277344,1.3870209843906518,-41.932700476011355
237,250.89999389648438,347.8299865722656,1.3863291950328718,-41.739668478703386
238,252.07000732421875,347.8999938964844,1.3801721100797475,-40.37658340189825
239,251.22000122070312,345.8800048828125,1.376801222841123,-39.39772542048383
240,250.8800048828125,345.95001220703125,1.3789461315126588,-39.88417768170684
241,250.22500610351562,346.1000061035156,1.3831551510097175,-40.836447647029054
242,251.52000427246094,349.60791015625,1.3899805352163346,-42.75817158313948
243,251.0800018310547,347.9100036621094,1.3856539793089897,-41.59920262617931
244,250.75,346.94000244140625,1.383609182218968,-41.033404558361504
245,253.6300048828125,327.06500244140625,1.2895359229777397,-17.630826998450694
246,254.05999755859375,318.9700012207031,1.2554908458075507,-9.009148714432804
247,254.30999755859375,315.9309997558594,1.2423066446023932,-5.663934438895304
248,252.92999267578125,314.75,1.244415486950426,-6.173235378784292
249,251.97000122070312,313.9200134277344,1.245862649946049,-6.519095533324454
250,253.0,316.6000061035156,1.251383423334054,-7.937492924227237
251,252.7100067138672,316.1700134277344,1.2511179020533219,-7.8626988853622
252,250.26499938964844,310.6004943847656,1.241086428954367,-5.287950102056649
253,250.52000427246094,309.7650146484375,1.2364881421267373,-4.140127318101926
254,251.1199951171875,313.9800109863281,1.25031864085457,-7.620224124175658
255,249.6300048828125,311.75,1.2488482710495856,-7.2152295281442855
256,248.22000122070312,309.9894104003906,1.2488494435416817,-7.181684666386794
257,248.35000610351562,309.44000244140625,1.245983470249755,-6.473040065122697
258,247.97000122070312,308.57000732421875,1.244384424749747,-6.06849440090867
259,239.80999755859375,303.2200927734375,1.2644180637187592,-10.713370476710232
260,240.7899932861328,303.760009765625,1.2615142582136476,-10.052938484107365
261,240.5749969482422,303.42498779296875,1.261249055978366,-9.981255043108554
262,240.47000122070312,303.94000244140625,1.2639414517341414,-10.624873838908293
263,242.2899932861328,308.19000244140625,1.2719881587410369,-12.645654295726224
264,242.9600067138672,310.375,1.2774736229141084,-14.009985074683591
265,245.08999633789062,313.239990234375,1.2780610996563488,-14.26605487097573
266,245.10000610351562,309.0249938964844,1.2608118572056284,-10.038798059219467
267,247.30999755859375,309.9200134277344,1.2531641117917476,-8.226906810194983
268,247.66000366210938,310.55999755859375,1.2539771984429948,-8.438185530184406
269,247.97999572753906,313.3550109863281,1.2636301975366513,-10.841256278899102
270,248.35450744628906,316.20001220703125,1.273180082207346,-13.227536355457524
271,248.2899932861328,316.42999267578125,1.274437155069407,-13.536537073451491
272,249.52000427246094,316.6099853515625,1.268876161952303,-12.209949264001871
273,243.02169799804688,310.7449951171875,1.2786718127518182,-14.304417545775216
274,245.21910095214844,314.86749267578125,1.2840251491551788,-15.735423365160337
275,244.5399932861328,314.04998779296875,1.2842479611320807,-15.749724351045082
276,244.02000427246094,312.07000732421875,1.2788705920018608,-14.406653071920353
277,242.55999755859375,310.80499267578125,1.281353049983858,-14.929929461422894
278,243.82000732421875,313.5199890136719,1.2858665392326474,-16.101601271979128
279,244.8300018310547,315.8299865722656,1.289997076380388,-17.174505803679047
280,240.5500030517578,321.1700134277344,1.3351486566334818,-27.756894483044853
281,241.0749969482422,321.2900085449219,1.3327388265565405,-27.233850173674178
282,239.89999389648438,319.57501220703125,1.3321176337541978,-26.958057783993475
283,239.1300048828125,317.4100036621094,1.327353310671568,-25.73617123939068
284,239.67999267578125,319.67999267578125,1.3337783813612563,-27.332507021333704
285,239.75,319.1600036621094,1.3312200361297575,-26.72676944958915
286,239.5500030517578,320.25,1.336881636068299,-28.061732298085424
287,239.9199981689453,327.70001220703125,1.3658720186229476,-35.058555526008895
288,241.69000244140625,328.79400634765625,1.3603955605377882,-33.98455773379312
289,241.3300018310547,328.010009765625,1.3591762618692202,-33.64150834675076
290,241.05999755859375,326.6199951171875,1.3549323754464775,-32.582208766991535
291,241.26499938964844,326.2650146484375,1.3523097650874427,-31.976131550703094
292,241.25999450683594,326.8599853515625,1.3548039160810854,-32.57723249076094
293,240.92999267578125,327.5899963378906,1.359689562514234,-33.71144662997438
294,239.25999450683594,325.20001220703125,1.3591909206440274,-33.366961831779584
295,237.77999877929688,324.0150146484375,1.3626672399354431,-33.994738879363645
296,237.3000030517578,324.53118896484375,1.367598755968241,-35.09883655917282
297,238.1699981689453,326.7699890136719,1.3720031554179144,-36.27202200750566
298,238.1199951171875,328.19000244140625,1.378254700030092,-37.75328173532814
299,236.49000549316406,325.010009765625,1.3743075910876905,-36.569783876242305
300,236.75,324.4800109863281,1.370559708495578,-35.72133050213274
301,232.71499633789062,321.760009765625,1.3826354761359918,-37.943608531565765
302,233.3800048828125,321.5050048828125,1.3776030429181385,-36.874067106049786
303,234.92999267578125,324.5899963378906,1.3816456240470159,-38.060554086624116
304,235.4149932861328,323.54998779296875,1.374381398892946,-36.42649194136653
305,236.15939331054688,322.7799987792969,1.3667887364312665,-34.744723632669384
306,235.2899932861328,322.2149963378906,1.36943773867191,-35.24460689163528
307,235.77999877929688,324.25,1.375222672316306,-36.679426716476094
308,228.55999755859375,324.8599853515625,1.4213335177704542,-46.1328395360535
309,227.5399932861328,324.6600036621094,1.4268261107569236,-47.1822113473599
310,226.77999877929688,322.0,1.4198783037889138,-45.453087901450665
311,225.9600067138672,321.44000244140625,1.4225526327251585,-45.897458643264095
312,225.94000244140625,321.8699951171875,1.4245817103620644,-46.351953577029924
313,225.42999267578125,322.19000244140625,1.4292242066688416,-47.29664699650181
314,224.3300018310547,322.8399963378906,1.4391298252697597,-49.29396604619058
315,225.19000244140625,324.80999755859375,1.4423819620638278,-50.21059445051737
316,225.22999572753906,321.3345947265625,1.4266953817078665,-46.68620579226371
317,227.61000061035156,324.9100036621094,1.4274856236142581,-47.34646278928722
318,227.93499755859375,324.45001220703125,1.4234321876070262,-46.48839841825657
319,225.56500244140625,321.82989501953125,1.4267722897444217,-46.77117269541424
320,223.92999267578125,319.4700012207031,1.4266512377520157,-46.41392263996108
321,222.7100067138672,316.3900146484375,1.4206367253849006,-44.828237389313934
322,225.1699981689453,318.64111328125,1.4151135403135422,-44.0662124311582
323,222.9499969482422,318.0299987792969,1.4264633466360956,-46.174269183345196
324,223.86000061035156,319.6499938964844,1.4279013357677235,-46.67964518406831
325,223.35000610351562,320.2049865722656,1.433646643483237,-47.85930526535595
326,222.6300048828125,318.0199890136719,1.4284686791480354,-46.556202096739874
327,223.5500030517578,319.57000732421875,1.4295236097591542,-46.979359506703425
328,222.42999267578125,317.1199951171875,1.4257069889824996,-45.9011934006079
329,218.8000030517578,310.4100036621094,1.4186928671508334,-43.637399247775086
330,218.51499938964844,310.17999267578125,1.419490623262337,-43.75647535117702
331,219.30999755859375,313.2850036621094,1.4285030648382002,-45.8877318422687
332,218.50999450683594,314.19500732421875,1.4378976487246644,-47.77762023654737
333,221.4199981689453,316.29998779296875,1.4285068666274183,-46.31827910328304
334,221.17999267578125,317.42999267578125,1.4351659426134848,-47.74225501267035
335,222.02999877929688,317.9700012207031,1.4321037831323546,-47.24113252533483
336,226.3800048828125,317.70001220703125,1.4033925494943396,-41.643033129693215
337,227.47000122070312,318.8500061035156,1.401723323481899,-41.45794365709208
338,227.0500030517578,318.20001220703125,1.4014534592826897,-41.322385039803585
339,227.82000732421875,319.351806640625,1.4017724360185104,-41.53103878333156
340,228.7100067138672,319.5899963378906,1.3973590440129753,-40.679111622117325
341,228.0500030517578,317.68499755859375,1.3930497404400057,-39.58251914859114
342,226.75999450683594,316.80999755859375,1.397115916533695,-40.287587718028995
343,227.6999969482422,321.2799987792969,1.4109793723551347,-43.606225780164216
344,226.86000061035156,321.0199890136719,1.4150576926297682,-44.37508657293092
345,226.00999450683594,318.7449951171875,1.4103137156067083,-43.14122370870394
346,226.0,319.114990234375,1.412013231125553,-43.52346061001038
347,225.24000549316406,317.6099853515625,1.4100957982848292,-42.94933594339802
348,226.0749969482422,319.6600036621094,1.4139555810114315,-43.97661393248598
349,226.17999267578125,318.5,1.4081705292852993,-42.68800612301431
350,232.3699951171875,324.3070068359375,1.3956492389320094,-40.91318077581537
351,233.0050048828125,325.42999267578125,1.3966652469094085,-41.258374115059105
352,233.39999389648438,328.03900146484375,1.4054799059263596,-43.38358011984315
353,233.08999633789062,326.5950012207031,1.401154087914036,-42.31928077060332
354,233.41000366210938,326.4815979003906,1.398747237813398,-41.81391608152439
355,233.89999389648438,329.44000244140625,1.4084652032406824,-44.17215547501821
356,232.61000061035156,328.7900085449219,1.4134818265861357,-45.102211458224936
357,237.64999389648438,332.9486083984375,1.401004068796498,-43.08756927164337
358,236.0,332.20001220703125,1.4076271703687764,-44.359970154917114
359,236.42999267578125,333.2300109863281,1.4094235981442915,-44.86329187089917
360,235.9949951171875,331.0,1.4025721174113717,-43.166088184818655
361,235.3159942626953,325.4200134277344,1.3829064804853481,-38.41777665302306
362,237.07000732421875,329.0299987792969,1.3879022593073653,-39.87935692633511
363,238.2100067138672,331.1199951171875,1.3900339439346971,-40.57302359505213
364,236.08999633789062,329.7099914550781,1.3965436764342998,-41.759717276653426
365,235.4499969482422,328.57000732421875,1.3954980317814432,-41.40363719358016
366,236.58999633789062,329.79998779296875,1.3939726653613809,-41.237287993156606
367,237.10000610351562,331.4100036621094,1.3977646357268287,-42.22261776704409
368,236.30999755859375,332.6600036621094,1.4077271681221415,-44.440260715094446
369,236.30999755859375,334.17999267578125,1.4141593505493577,-45.96024972876632
370,237.47000122070312,336.29998779296875,1.4161788270696714,-46.65941291879569
371,236.72000122070312,333.69940185546875,1.4096797910386458,-44.97746541337688
372,237.25,332.5950012207031,1.401875663733206,-43.22389511512029
373,237.1699981689453,333.8555908203125,1.4076636733053154,-44.58247505692129
374,237.72999572753906,333.9375,1.4046923232301058,-43.978470531014246
375,238.13999938964844,334.989990234375,1.406693504211609,-44.52876727031231
376,238.83999633789062,336.69000244140625,1.409688526226092,-45.37138734535046
377,238.80999755859375,338.8399963378906,1.418868555763683,-47.55812528393836
378,238.16000366210938,331.29998779296875,1.3910815531519816,-40.81426257092148
379,237.97999572753906,331.9700012207031,1.394949185564203,-41.70475894102368
380,236.28500366210938,331.93280029296875,1.4047984220261265,-43.743671151124495
381,234.75999450683594,329.614990234375,1.40405093690176,-43.29377045161062
382,234.7550048828125,329.9599914550781,1.405550401874461,-43.64488321949984
383,234.5,328.5899963378906,1.4012366581573161,-42.58723114993888
384,235.25,329.4700012207031,1.4005101008318943,-42.548597600670185
385,238.02000427246094,326.989990234375,1.3737920526212173,-36.675743438726336
386,236.9199981689453,325.2300109863281,1.3727419107711196,-36.26310803363061
387,237.33999633789062,327.2349853515625,1.3787603876326529,-37.753647119669104
388,237.75999450683594,329.42999267578125,1.385556865271166,-39.43421916469203
389,237.48500061035156,329.8399963378906,1.3888877002344604,-40.181049442665774
390,237.97000122070312,330.2349853515625,1.3877168704356524,-39.98198485600194
391,238.1699981689453,329.67999267578125,1.3842213343845413,-39.18202566961504
392,237.47999572753906,321.1659851074219,1.3523917419802205,-31.51316844912987
393,236.86770629882812,319.75,1.349909639419605,-30.847146809402552
394,236.71499633789062,318.29998779296875,1.3446549340651932,-29.58418158780973
395,236.63999938964844,316.0899963378906,1.335742043412622,-27.46605023799038
396,236.75,317.0050048828125,1.338986293063622,-28.246324398617112
