,mcd,hd,Ratio,Spread
0,268.4800109863281,412.3399963378906,1.5358312703543815,-84.71677246382832
1,267.45001220703125,413.8280029296875,1.547309717859897,-87.46637434050366
2,268.1700134277344,413.989990234375,1.5437594417913387,-86.74646725521343
3,268.7349853515625,416.25048828125,1.5489255622475275,-88.3149587390546
4,268.5400085449219,415.83990478515625,1.5485212316718675,-88.1431928268869
5,268.9049987792969,416.3299865722656,1.5482419012744626,-88.18621587182135
6,268.0299987792969,415.0799865722656,1.5486325727071084,-88.00796070924947
7,268.04998779296875,409.0,1.5258348018127703,-81.90349056874597
8,265.95001220703125,404.489990234375,1.520924879369797,-79.96563850935361
9,266.42999267578125,405.6300048828125,1.5224637467014601,-80.51774848413494
10,266.69000244140625,404.760009765625,1.5177172224690116,-79.32928008238805
11,267.7799987792969,407.9649963378906,1.5235080969364467,-81.19918328556817
12,268.45001220703125,407.54998779296875,1.5181596917889586,-79.96350796100997
13,268.5400085449219,408.55999755859375,1.521412022634419,-80.8632856003244
14,269.760009765625,411.9200134277344,1.5269869458620717,-82.72898145809985
15,270.760009765625,412.125,1.522104391844066,-81.70911678759053
16,269.7900085449219,411.95001220703125,1.5269283485657281,-82.72223619529326
17,269.1199951171875,412.3399963378906,1.5321789678181972,-83.93288710578896
18,269.18499755859375,412.04998779296875,1.530731621487477,-83.56326023972726
19,268.7099914550781,413.30999755859375,1.5381266447164816,-85.40508182156903
20,268.4800109863281,412.8500061035156,1.537730889487111,-85.22678222945332
21,268.510009765625,411.0400085449219,1.5308181952088393,-83.38004062875605
22,268.32000732421875,410.56201171875,1.530120753249146,-83.13476852907088
23,269.260009765625,410.4949951171875,1.5245301204382309,-81.91638876894048
24,268.68499755859375,410.9700012207031,1.5295606563633328,-83.09569928884908
25,268.0,410.5538024902344,1.5319171734710237,-83.51852066932169
26,267.135009765625,409.2099914550781,1.5318471053798033,-83.23419399772787
27,267.19000244140625,407.3800048828125,1.5246828143285391,-81.33684957818805
28,270.5,403.6000061035156,1.4920517785712222,-73.5025961756656
29,269.43499755859375,404.07000732421875,1.4996938444729924,-75.2770669602835
30,269.739990234375,405.8797912597656,1.5047075181811187,-76.71328023786243
31,269.57501220703125,405.8699951171875,1.5055920494792852,-76.9055576371069
32,269.8479919433594,405.4700927734375,1.5025870300289097,-76.171295724063
33,270.010009765625,405.7749938964844,1.5028146336082375,-76.27774911615616
34,269.7099914550781,405.70001220703125,1.5042083165636195,-76.57024522723158
35,270.0199890136719,400.2900085449219,1.4824458367215698,-70.78054067022147
36,269.6199951171875,395.4700012207031,1.4667680750042897,-66.45046636721402
37,268.9700012207031,395.6499938964844,1.4709818645233752,-67.42660487490026
38,269.44000244140625,395.55999755859375,1.4680819253800823,-66.76092695772566
39,268.43499755859375,394.4949951171875,1.4696108879434675,-66.9269059960272
40,267.989990234375,394.4800109863281,1.471995318337559,-67.45698963928113
41,267.05999755859375,393.54998779296875,1.4736388504108435,-67.66606913062402
42,262.8999938964844,383.05999755859375,1.4570559393372287,-62.271464551732045
43,263.54998779296875,384.4150085449219,1.458603780497605,-62.83032970615512
44,263.82501220703125,384.1600036621094,1.4561166905609682,-62.238460827984746
45,264.30999755859375,385.3598937988281,1.4579845535861704,-62.844316054114536
46,264.4924011230469,385.42498779296875,1.4572251836212933,-62.685992815648156
47,263.8900146484375,385.0299987792969,1.4590548236250842,-63.02883762403241
48,264.3900146484375,387.44000244140625,1.4654108739945786,-64.8264156647543
49,261.2900085449219,387.3399963378906,1.482414113325339,-68.52345588973971
50,261.6000061035156,390.489990234375,1.4926987046011664,-71.29374889132335
51,262.2449951171875,388.7799987792969,1.482506839093595,-68.79374184127302
52,262.07000732421875,389.4700012207031,1.4861296231387213,-69.69807829836749
53,261.4800109863281,387.6300048828125,1.4824460325691218,-68.58073970817487
54,262.42498779296875,387.05499267578125,1.474916683548196,-66.84827148513632
55,262.19000244140625,386.70001220703125,1.4748846584775874,-66.78111311628159
56,262.6000061035156,392.2799987792969,1.493830882184603,-71.85890619347028
57,261.6300048828125,387.7149963378906,1.4819209918661784,-68.48201095273545
58,261.2099914550781,387.6639099121094,1.4841082753098986,-68.94537849589683
59,260.7300109863281,388.17999267578125,1.488819761128826,-70.04936593322482
60,260.80999755859375,388.2749938964844,1.4887274166292428,-70.04639550148313
61,260.3999938964844,388.3699951171875,1.4914362681266977,-70.6435902172632
62,260.9200134277344,389.510009765625,1.4928330128785061,-71.14665829658186
63,263.239990234375,392.95001220703125,1.492744365539481,-71.7450342631653
64,263.5249938964844,393.9200134277344,1.4948108245947656,-72.3659483941383
65,262.1300048828125,390.2300109863281,1.4886888327064423,-70.3845999797855
66,262.94000244140625,389.82000732421875,1.4825435601457657,-68.9824698013879
67,262.5552978515625,388.7799987792969,1.480754728472843,-68.41366715143734
68,262.1099853515625,388.07000732421875,1.4805617069632382,-68.24911726540746
69,261.44000244140625,387.0799865722656,1.4805690902600788,-68.07972591359716
70,260.44000244140625,379.57000732421875,1.4574182297883151,-61.79459790832522
71,258.2799987792969,374.3800964355469,1.4495125375753886,-59.250370189586484
72,258.510009765625,373.8999938964844,1.4463656329419365,-58.488538408068116
73,257.7065124511719,373.3900146484375,1.4488963088163493,-58.96272384419547
74,257.3999938964844,372.3599853515625,1.4466200240133271,-58.30813417996303
75,257.4800109863281,371.8999938964844,1.4443839444928088,-57.750133692946584
76,257.70001220703125,372.0,1.4435389304566362,-57.58067102787198
77,255.19000244140625,364.8500061035156,1.4297190431168565,-53.505065712190635
78,256.32000732421875,366.5,1.429853267507186,-53.77097172362034
79,255.8699951171875,364.80999755859375,1.4257631004819933,-52.632167293260245
80,256.385009765625,364.8500061035156,1.4230551405366647,-52.041359505996134
81,256.1050109863281,366.9200134277344,1.4326936127279524,-54.4543236830121
82,256.2850036621094,366.44000244140625,1.4298144534610662,-53.75384844406296
83,256.54998779296875,366.80999755859375,1.4297798285400927,-53.79927741925167
84,256.0,364.1600036621094,1.4225000143051147,-51.82293675449615
85,257.2699890136719,364.9649963378906,1.418606957372302,-51.072381808570874
86,257.6700134277344,364.4849853515625,1.4145417252977528,-50.10240042153794
87,257.1099853515625,362.1199951171875,1.40842447103732,-48.423361272250936
88,256.57000732421875,360.7850036621094,1.4061854205982762,-47.749762575035966
89,256.57000732421875,361.0899963378906,1.4073741514205655,-48.054755250817216
90,255.22000122070312,359.6499938964844,1.4091763661793684,-48.268309463055864
91,257.19000244140625,359.94000244140625,1.3995100860244705,-46.14535956453137
92,257.364990234375,361.125,1.4031628764702366,-47.116023107436895
93,257.8900146484375,360.0299987792969,1.3960602517708927,-45.37794508068209
94,257.44500732421875,355.87310791015625,1.3823267019584498,-41.76612198565477
95,256.276611328125,355.7099914550781,1.387992410277515,-43.03411681844535
96,255.15499877929688,352.82000732421875,1.3827673728210979,-41.51794121193007
97,252.99000549316406,349.54998779296875,1.3816750867749745,-40.8997163977993
98,256.45001220703125,354.3500061035156,1.3817507866501875,-41.461741184856244
99,258.1199951171875,358.5799865722656,1.3891987965111687,-43.64624101068848
100,255.9149932861328,350.1708984375,1.3683094293970568,-37.937952109011185
101,255.91000366210938,350.70001220703125,1.3704036856256616,-38.47317742572853
102,255.55999755859375,350.3500061035156,1.3709109776587347,-38.55187673308286
103,255.02999877929688,347.80999755859375,1.3638003341700549,-36.66103785165195
104,254.57000732421875,348.80999755859375,1.370192825246501,-38.22445895707029
105,251.5,350.12451171875,1.3921451758200796,-43.29927540362406
106,251.84010314941406,352.0199890136719,1.3977916329109115,-44.77817693331446
107,249.30999755859375,347.67999267578125,1.3945689947474658,-43.537183572691966
108,249.82000732421875,351.0299987792969,1.4051316487383128,-46.26250358095445
109,250.3000030517578,354.45001220703125,1.4161007106889127,-49.094593645285904
