,amat,avgo,Ratio,Spread
0,144.8072967529297,616.3651123046875,4.256450649419484,92.21509539786055
1,143.67776489257812,626.1403198242188,4.357948637998077,76.87435721134491
2,150.0288848876953,631.3276977539062,4.208040993082692,102.98078722393248
3,150.92062377929688,640.0809936523438,4.241176438472615,98.62134715405605
4,154.06149291992188,649.4594116210938,4.2155856035918715,104.71890125544545
5,161.22506713867188,658.720703125,4.085721375810781,130.754614996936
6,158.17335510253906,653.5625,4.1319380219020765,120.87614893173159
7,159.5010528564453,657.0892333984375,4.119654520336196,123.89136696045583
8,156.52862548828125,649.7329711914062,4.150889137144116,116.60161850272212
9,155.914306640625,650.0552978515625,4.169311411235076,113.25236493067408
10,158.460693359375,648.0136108398438,4.0894280916101104,127.84083691647393
11,156.90512084960938,655.438232421875,4.177290255874442,112.75145897677444
12,152.3275909423828,628.1624755859375,4.123760322734553,117.47239998858973
13,154.9036865234375,622.3302612304688,4.017530345453127,135.99778348846874
14,149.42446899414062,604.8628540039062,4.047950500179624,126.46749878548374
15,148.2156982421875,606.826416015625,4.0942114985961755,118.54797313476232
16,151.04940795898438,607.6959228515625,4.023159912130042,131.64097491301837
17,158.08419799804688,607.6470336914062,3.8438189356466466,166.35231236039036
18,155.73594665527344,583.4096069335938,3.7461460854955333,179.01922453535158
19,165.4657440185547,582.6084594726562,3.521021604371022,227.7619020316006
20,150.9602508544922,564.4571533203125,3.7391111244534323,174.44044156433327
21,141.75559997558594,550.9561157226562,3.8866620847257214,142.58749797416115
22,137.87159729003906,535.0811157226562,3.8810104926616003,139.3248916650015
23,133.81918334960938,520.9254760742188,3.892756352527385,133.51311396785243
24,138.01031494140625,529.0828247070312,3.833646962777087,146.00668473119802
25,131.76820373535156,521.814453125,3.9600938491430955,122.51836625119645
26,134.3343963623047,544.2642211914062,4.051562637193129,112.71297260575741
27,128.95428466796875,529.7959594726562,4.1084013674828554,100.67186555175911
28,131.23316955566406,547.1753540039062,4.1694897399534,94.52119698583775
29,136.91049194335938,572.3605346679688,4.180545453775431,97.30982827360529
30,137.33656311035156,579.0426635742188,4.216230918120115,92.72707542698654
31,139.46681213378906,589.505615234375,4.226852297081749,92.76047777367071
32,135.255859375,567.4465942382812,4.195356836002368,94.07091474224652
33,134.32449340820312,576.541748046875,4.292156504136615,80.38665102684561
34,134.87936401367188,574.0701904296875,4.256175098597719,85.59221684631919
35,137.47528076171875,586.36962890625,4.265273186985409,86.08361214552681
36,142.87521362304688,597.2330322265625,4.1801024620146165,101.82724222932248
37,138.48590087890625,577.7140502929688,4.171645247830167,99.71880882210704
38,131.27279663085938,560.1880493164062,4.26735823181753,81.70375575158371
39,130.64859008789062,565.2290649414062,4.326331149545221,73.58709367572263
40,138.55526733398438,588.8607788085938,4.250006442477268,88.91386892400467
41,139.66497802734375,583.4290771484375,4.177347001294864,99.81343661978545
42,135.2162322998047,565.6392822265625,4.183220258440669,95.68297267571918
43,132.12489318847656,566.6064453125,4.2884155410762315,79.48388632133143
44,129.2959747314453,564.1348876953125,4.36312800044279,68.01654324907295
45,126.91374969482422,552.1480102539062,4.350576762420123,68.26550787689453
46,132.43258666992188,566.6162109375,4.278525589398535,80.99021560885743
47,134.715576171875,574.44140625,4.2641053289718105,84.41397088511624
48,133.20681762695312,573.884521484375,4.308221844106686,77.53676525844028
