,pypl,tsla,Ratio,Spread
0,118.18199920654297,361.8833312988281,3.0620850360330762,-37.90564002241388
1,119.41999816894531,365.933349609375,3.0642551936040348,-38.56187545287304
2,120.16010284423828,365.8033447265625,3.044299530941213,-36.402987951606576
3,120.18000030517578,364.6666564941406,3.0343372904654218,-35.21175390425458
4,120.84500122070312,366.4100036621094,3.032065869178345,-35.13210380736302
5,121.27999877929688,366.6700134277344,3.0233345738648443,-34.19963497480671
6,121.19000244140625,366.6086730957031,3.0250735680358907,-34.38500569834139
7,122.40989685058594,370.2613525390625,3.0247664777546963,-34.69353309705366
8,120.58999633789062,366.0902099609375,3.035825699298974,-35.51136659324055
9,121.55000305175781,367.9466247558594,3.0271214769051236,-34.736071306621284
10,121.26000213623047,368.5013122558594,3.0389353930726783,-36.08575151034427
11,118.8499984741211,364.7033386230469,3.068601963023659,-38.89443056288144
12,118.16000366210938,362.5699768066406,3.068466194732412,-38.652582916899576
13,118.51000213623047,364.663330078125,3.0770679563311,-39.78646944761704
14,117.91999816894531,364.5566711425781,3.0915593351712376,-41.29721523062551
15,117.13999938964844,365.2492980957031,3.1180578794503555,-44.12808832454715
16,116.81999969482422,364.6600036621094,3.121554567837119,-44.41602361319838
17,117.08000183105469,363.4466552734375,3.104259050131273,-42.489919539325456
18,117.19999694824219,363.6666564941406,3.1029579007134527,-42.38097268594072
19,116.91999816894531,362.4066467285156,3.099612148512444,-41.88853631292926
20,115.63999938964844,359.1999816894531,3.106191487247682,-42.1907901628465
21,117.0199966430664,361.2866516113281,3.087392428435306,-40.494410829066396
22,116.75,362.123291015625,3.1016984241167025,-42.07120431486737
23,116.08889770507812,360.7408752441406,3.107453704665167,-42.50109834220444
24,115.08000183105469,359.1766662597656,3.121104106229174,-43.70262151838608
25,115.98999786376953,361.1433410644531,3.1135731331646084,-43.17468279707958
26,115.79000091552734,358.5533447265625,3.0965829682317656,-41.13294719253969
27,116.66999816894531,361.52001953125,3.098654540199331,-41.687245489755185
28,119.05000305175781,369.3333435058594,3.102337959162329,-42.97615379753688
29,119.91999816894531,377.7933349609375,3.150378091473083,-49.05118805625244
30,121.94999694824219,377.484619140625,3.095404908462904,-43.177544224685505
31,121.5199966430664,381.3974304199219,3.138556953224565,-48.269134904012105
32,121.5199966430664,382.0658264160156,3.1440572495918944,-48.937530900105855
33,121.86000061035156,380.3433532714844,3.1211501014810894,-46.282989411110805
34,121.9000015258789,381.8466796875,3.1324583667575707,-47.676659497494995
35,119.23999786376953,375.6166687011719,3.150089528937346,-48.73863757060809
36,118.87000274658203,372.0,3.1294690956898834,-46.13625331761568
37,117.69000244140625,364.6000061035156,3.0979692288224503,-41.97104794343568
38,118.4800033569336,367.64501953125,3.1030132437089857,-42.850395919263974
39,118.1500015258789,367.6666564941406,3.1118633241287688,-43.776681915509016
40,117.47000122070312,363.6433410644531,3.095627285993115,-41.61748225994279
41,117.63999938964844,363.7200012207031,3.091805534748312,-41.22811870136405
42,112.43000030517578,346.489990234375,3.0818285981844307,-38.28051524132724
43,111.88999938964844,347.5233154296875,3.105937235904917,-40.79416951445427
44,111.19000244140625,344.3666687011719,3.0971010085429453,-39.55645626747247
45,111.7699966430664,344.6666564941406,3.0837135800837645,-38.26647956780158
46,111.5199966430664,346.67333984375,3.1086204293326967,-40.95849929150256
47,112.02999877929688,348.8783874511719,3.1141514884640396,-41.76545483963184
48,112.47000122070312,348.5133361816406,3.098722614021697,-40.19420485896143
49,111.12000274658203,354.933349609375,3.194144535964678,-50.315030523828966
50,111.22000122070312,346.1438903808594,3.1122449791560167,-41.251440928637976
51,111.18000030517578,344.7787780761719,3.1010863206493564,-39.99598495358191
52,112.52010345458984,347.5777282714844,3.0890278057001397,-39.12124941558193
53,112.63999938964844,349.1583251953125,3.09977207996505,-40.373170157804566
54,113.45500183105469,352.3500061035156,3.105636599682034,-41.3306477937312
55,113.04000091552734,352.336669921875,3.1169202677658285,-42.454972502859334
56,113.01000213623047,343.8883361816406,3.042990263526344,-34.088875781146896
57,111.9800033569336,344.8000183105469,3.0791213428660567,-37.82414042494139
58,112.76499938964844,347.806640625,3.0843492440698568,-38.67881740044629
59,112.33999633789062,344.2975769042969,3.06478180637229,-36.334833881621364
60,111.63600158691406,343.5057678222656,3.077016042668186,-37.472917639645175
61,111.80999755859375,344.5433349609375,3.081507400806269,-38.03350170496708
62,111.20999908447266,341.8299865722656,3.0737342809671198,-36.96495643115367
63,110.18000030517578,331.4949951171875,3.0086675821293793,-29.45354749096373
64,110.19999694824219,328.42333984375,2.98024817548771,-26.327074510113732
65,110.22000122070312,328.0566711425781,2.976380579833978,-25.905567186722976
66,110.93000030517578,330.0367126464844,2.975179948963594,-25.93925589798596
67,110.36000061035156,327.2699890136719,2.9654765060138515,-24.735098361509927
68,110.83999633789062,326.93927001953125,2.9496506750403704,-23.088545241405086
69,109.80000305175781,325.2433166503906,2.9621430565632734,-24.24357278345576
70,111.4800033569336,336.6666564941406,3.0199735051694483,-31.061451356718237
71,111.59500122070312,333.6000061035156,2.9893812666729564,-27.679552090156903
72,111.32499694824219,330.96502685546875,2.972962370790298,-25.784747838420458
73,110.47000122070312,332.8512268066406,3.0130462852231883,-30.014786476693928
74,108.3499984741211,327.7433166503906,3.0248576028237846,-30.718536302070618
75,107.88999938964844,326.1333312988281,3.0228318949283373,-30.369567369059837
76,108.2699966430664,328.9866638183594,3.038576466414139,-32.18119612930218
77,105.1094970703125,331.0274353027344,3.1493579983671234,-42.88598888371348
78,104.01000213623047,335.47332763671875,3.2253948730557824,-50.34597670352116
79,103.76959991455078,335.8800048828125,3.2367861604881716,-51.411679497332955
80,104.60990142822266,338.3166809082031,3.234078957051085,-51.54479875262945
81,103.95999908447266,338.7866516113281,3.2588173777882314,-53.79637631887135
82,105.08380126953125,341.1766662597656,3.2467103600932337,-53.10566090849193
83,105.18000030517578,340.85333251953125,3.2406667762935752,-52.51861237513867
84,104.95999908447266,330.3333435058594,3.147230815427165,-42.60172271703635
85,104.61599731445312,330.4366760253906,3.158567375046564,-43.648082939552694
86,103.9928970336914,328.3331604003906,3.1572652533568513,-43.25270046300335
87,103.33999633789062,328.2799987792969,3.176698378292179,-44.989365223917446
88,103.04000091552734,330.75,3.2099184497402162,-48.281757544646666
89,102.5999984741211,330.3666687011719,3.219948085910553,-49.10462495695771
90,102.30999755859375,328.32000732421875,3.209070620260618,-47.85295628372751
91,101.62000274658203,334.8333435058594,3.294955072387276,-56.257806635792576
92,100.47010040283203,332.6231994628906,3.310668528539807,-57.19994220412383
93,99.33000183105469,329.3333435058594,3.3155475428864443,-57.035490332248
94,99.84500122070312,331.5367126464844,3.320513882449023,-57.82706821542888
95,100.87000274658203,337.7833251953125,3.348699474549764,-61.263797447520346
96,99.8904037475586,335.07000732421875,3.3543763440080014,-61.235898880644356
97,100.58999633789062,334.8999938964844,3.329356855442423,-59.14806045611209
98,102.37000274658203,338.8733215332031,3.3102795002564123,-58.241775540861624
99,104.1698989868164,342.4916687011719,3.2878179976397703,-56.92598525673736
100,104.56999969482422,342.0,3.270536492283528,-55.337502281575325
101,104.16000366210938,340.1583251953125,3.2657288137082987,-54.61976825469867
102,103.25499725341797,340.4866638183594,3.2975320601937117,-57.42904212039434
103,103.7699966430664,342.5939636230469,3.301474170818892,-58.12455066763772
104,103.66000366210938,342.6999816894531,3.3060000924418214,-58.53209749702245
105,96.64839935302734,331.94000244140625,3.434511121378533,-66.99334814397963
106,96.83000183105469,331.5133361816406,3.423663429853616,-66.0688467489448
107,95.80999755859375,326.6666564941406,3.409525778292226,-64.01835118002992
108,96.51499938964844,328.4266662597656,3.4028562227291532,-63.845707351163185
109,95.3499984741211,328.3466491699219,3.4435936489190224,-66.9593602743629
110,94.80000305175781,327.32666015625,3.4528127596951657,-67.4470987348086
111,94.9000015258789,325.663330078125,3.4316472586074482,-65.5096382900083
112,93.08000183105469,354.8299865722656,3.8120969015052397,-99.66554275094319
113,91.0999984741211,348.1666564941406,3.821807489854622,-98.43008595813811
114,90.02999877929688,343.6266784667969,3.816801989625447,-96.82334677531398
115,90.76000213623047,346.65966796875,3.819520271147801,-97.85514486240496
116,89.37999725341797,340.1385192871094,3.80553289034815,-95.11706635122579
117,89.55989837646484,336.92333984375,3.761988858311266,-91.40871577441064
118,89.4800033569336,336.36334228515625,3.7590895134794633,-91.06773806779097
119,87.79399871826172,336.7133483886719,3.835266115047489,-96.03966539438233
120,87.63890075683594,342.316650390625,3.9059897766223854,-102.06814449438559
121,86.44499969482422,338.8833312988281,3.9202190120329,-101.90772070204142
122,86.5,336.2433166503906,3.887205972836886,-99.11693121471151
123,86.5,336.6551818847656,3.8919674206331285,-99.52879644908651
124,86.79000091552734,335.913330078125,3.870415100065147,-97.99195193872293
125,86.02999877929688,334.9983215332031,3.893971013443981,-99.16037182718514
126,87.29750061035156,333.88665771484375,3.8246989361715142,-94.57404757262807
127,86.80000305175781,332.69000244140625,3.832833994752594,-94.74120499089474
128,87.01300048828125,332.0622863769531,3.816237625568086,-93.52958936309054
129,86.97000122070312,332.4266662597656,3.8223141496361364,-94.01184509442538
130,87.466796875,335.1600036621094,3.831854093629279,-95.38329396724808
131,87.37000274658203,330.1883239746094,3.7791955315868013,-90.67696042776137
132,87.77999877929688,332.7633361816406,3.7908787970970406,-92.12803185698175
133,85.43090057373047,307.30999755859375,3.5971761446360064,-73.11438302028634
134,84.4000015258789,302.5,3.5841231579509722,-71.1304359237287
135,85.11000061035156,301.6666564941406,3.5444325500034153,-68.35073962522608
136,84.66999816894531,296.6166687011719,3.5032086348853015,-64.5069505433965
137,85.41000366210938,297.8399963378906,3.4871792947834988,-63.70166745414366
138,84.5250015258789,296.57000732421875,3.5086660984373754,-64.85777506090167
139,83.6500015258789,292.1233215332031,3.4922093987389657,-62.809766579206524
140,83.12999725341797,295.510009765625,3.554793931542862,-67.62196618203038
141,83.19999694824219,301.55950927734375,3.6245134656067433,-73.47957234559576
142,84.42009735107422,302.9216613769531,3.588264772038889,-71.4970077007869
143,83.6500015258789,300.7900085449219,3.5958159361403728,-71.47645359092527
144,83.4977035522461,297.42999267578125,3.5621338075444635,-68.53393908590866
145,82.6176986694336,294.0899963378906,3.5596488533842,-67.60634017029636
146,82.68000030517578,293.9566650390625,3.555353942356732,-67.30221856291016
147,85.48999786376953,275.6566467285156,3.2244315547624818,-41.299026100312176
148,85.46499633789062,279.913330078125,3.2751809755127357,-45.62424727029199
149,87.81999969482422,283.6036376953125,3.229374159426546,-42.85867704102222
150,90.9906997680664,288.5233459472656,3.170910287344819,-39.0864009268648
151,91.97000122070312,293.40167236328125,3.1901888492878956,-41.28012371610984
152,92.2699966430664,293.9166564941406,3.1853979320180987,-40.97271674694315
153,92.11000061035156,292.5,3.175550950622055,-39.99466465652182
154,91.20999908447266,305.7366638183594,3.3520081886549122,-55.69854360457208
155,90.62999725341797,302.1666564941406,3.3340689137309325,-53.71852168779927
156,89.94000244140625,301.9009094238281,3.3566922529328296,-55.344288787911154
157,90.16000366210938,300.43499755859375,3.332242517253296,-53.275277567107196
158,89.48999786376953,294.8299865722656,3.2945579797765197,-49.50698395859726
159,89.11000061035156,294.01666259765625,3.2994799751297665,-49.735363743276764
160,87.87999725341797,290.5299987792969,3.30598552411763,-49.620564087962634
161,90.9800033569336,295.5333251953125,3.2483327576486607,-46.12570273339787
162,90.83000183105469,292.1999816894531,3.2169985225030597,-43.20356523495471
163,90.72640228271484,291.8666687011719,3.2169981544256405,-43.15425440194048
164,89.31999969482422,287.51666259765625,3.2189505550828708,-42.65968369881662
165,88.86000061035156,288.6237487792969,3.248072775116257,-45.02778629900894
166,90.98999786376953,296.304931640625,3.2564560786588164,-46.86991078240729
167,91.52999877929688,300.97833251953125,3.2883025951444607,-50.06298258349901
168,91.37999725341797,304.07666015625,3.327606361302187,-53.57251622763397
169,91.52999877929688,304.3033142089844,3.3246292829385964,-53.38796427295213
170,90.43000030517578,302.4068908691406,3.344099191071575,-54.50701679614997
171,91.00540161132812,304.5956115722656,3.347005849973089,-55.11836372005098
172,90.4800033569336,301.5333251953125,3.3325963086649866,-53.496375481581
173,90.7300033569336,302.0446472167969,3.329049223425545,-53.322361128973824
174,90.69999694824219,303.10333251953125,3.3418229627118587,-54.46330436503649
175,87.94000244140625,297.67333984375,3.384959422102444,-56.5994102005655
176,87.72000122070312,296.9700012207031,3.3854308833572397,-56.49917093308821
177,88.92009735107422,302.1754455566406,3.3982806424917857,-58.414737146826354
178,89.04000091552734,304.23382568359375,3.4168219065071863,-60.144420177367635
179,88.97869873046875,304.02166748046875,3.4167915671749802,-60.100312443170424
180,92.02999877929688,312.9970703125,3.4010330812142966,-60.71104762828463
181,92.7300033569336,317.7133483886719,3.426219528600026,-63.50837130811635
182,86.9000015258789,300.1700134277344,3.454200324016605,-61.947085610547504
183,86.68499755859375,296.2125549316406,3.4171144174217583,-58.57902727187178
184,86.09500122070312,294.54833984375,3.4212014131770574,-58.532195987730205
185,85.73500061035156,293.39666748046875,3.422134080501124,-58.36740967632531
186,84.5999984741211,290.8899841308594,3.4384159500882476,-58.97215932123737
187,84.38500213623047,286.63763427734375,3.3967841087993134,-55.309188710333444
188,85.43000030517578,291.0933532714844,3.4073902871547626,-56.900206680324885
189,82.2699966430664,289.4966735839844,3.5188608897115197,-63.96618880044923
190,83.33999633789062,295.2183532714844,3.542337007966282,-66.75462964342961
191,83.08999633789062,291.4166564941406,3.5072411762912674,-63.63826924017741
192,82.92500305175781,290.2200012207031,3.4997888518564384,-62.89391756861076
193,81.7300033569336,287.3666687011719,3.51604865897504,-63.316492080644906
194,81.13999938964844,286.3333435058594,3.5288802768020333,-63.900571603887784
195,81.69499969482422,288.5566711425781,3.53212157684676,-64.602451653531
196,80.25,271.1166687011719,3.3784008560893692,-51.12369261778173
197,79.25499725341797,268.5,3.3877989944466322,-51.23467021482452
198,81.68000030517578,272.6216735839844,3.337679634738068,-48.70857260419825
199,81.16000366210938,269.5066833496094,3.320683479409848,-47.0190728254189
200,80.01000213623047,266.1916198730469,3.326979287162259,-46.856560852638836
201,80.38999938964844,264.7099914550781,3.2928224090665186,-44.33322867538121
202,79.55000305175781,262.4483337402344,3.299161831200396,-44.374291138378055
203,79.01000213623047,268.67333984375,3.4004978177382985,-52.07962631970818
204,77.29000091552734,261.3566589355469,3.3815067387719626,-49.478063011624016
205,76.96849822998047,263.1666564941406,3.419147606437681,-52.16941050931132
206,78.45999908447266,265.750732421875,3.3870855916753055,-50.664767286757154
207,79.30999755859375,268.2583312988281,3.3824024657249607,-50.84222667476027
208,78.91000366210938,265.9333190917969,3.370083725132197,-49.61373593443042
209,78.73999786376953,266.67999267578125,3.3868427725534413,-50.82645414804989
210,79.53099822998047,266.5,3.3508946942846065,-48.47805618073224
211,78.0999984741211,261.57000732421875,3.34916789288916,-47.47092824097726
212,76.80000305175781,258.5154724121094,3.3660867466097377,-47.98012992526017
213,76.06999969482422,251.69000244140625,3.3086631188527686,-43.155851369419196
214,76.20500183105469,249.19000244140625,3.2699953605913774,-40.28576387126398
215,75.63999938964844,246.0,3.252247514344452,-38.64462832804267
216,75.16999816894531,244.81333923339844,3.2567958653288516,-38.74640329110227
217,75.95999908447266,247.68736267089844,3.260760474673694,-39.45476127669619
218,74.94999694824219,248.17333984375,3.311185456286672,-42.709503257023414
219,73.94999694824219,242.24330139160156,3.2757716212097794,-39.5208103012412
220,73.41000366210938,242.55784606933594,3.304152485617329,-41.31566314198378
221,72.52999877929688,239.06333923339844,3.296061536700828,-40.23355372832461
222,73.06999969482422,240.34336853027344,3.2892208777071845,-40.03325394738508
223,74.30000305175781,242.6666717529297,3.266038516632182,-38.98469300699608
224,78.05000305175781,256.1407775878906,3.281752307146411,-42.17875323058365
225,78.07009887695312,256.57666015625,3.2864907800442578,-42.5595461990481
226,78.58999633789062,260.6666259765625,3.3167914254105546,-45.224293456247324
227,77.94999694824219,258.72332763671875,3.31909349282602,-45.03545456089347
228,77.23500061035156,253.4533233642578,3.281586345068123,-41.72550227922733
229,78.85009765625,258.0416564941406,3.2725597578722483,-41.88629639614206
230,78.83999633789062,256.55999755859375,3.2541858127318384,-40.432328664187025
231,78.33000183105469,254.98667907714844,3.255287541383109,-40.25708132722792
232,76.83999633789062,245.3521728515625,3.193026868099637,-34.70719494988825
233,77.7699966430664,245.17999267578125,3.1526295905741217,-31.985562625894147
234,78.63999938964844,242.80332946777344,3.0875296458831634,-27.223921306717415
235,78.7300033569336,245.65501403808594,3.1202210537750674,-29.828873906657662
236,77.75509643554688,242.0,3.1123361823697278,-28.84641656689149
237,77.6500015258789,241.42333984375,3.109122151958868,-28.557857867950787
238,78.11419677734375,245.6599884033203,3.144882729877491,-31.521986865483342
239,78.25,248.7433319091797,3.1788285228010182,-34.233046818521984
240,78.37000274658203,251.4966583251953,3.209093396850288,-36.65740424564339
241,78.68499755859375,252.2133331298828,3.205354781158493,-36.51056944104383
242,78.16999816894531,249.413330078125,3.1906528837199044,-35.12235764673014
243,79.54000091552734,252.6333465576172,3.1761798296421637,-34.58672326687031
244,79.7699966430664,253.9566650390625,3.183611329149233,-35.279543996442925
245,79.2699966430664,250.6199951171875,3.1615996686068835,-33.31354682275105
246,78.2699966430664,245.18666076660156,3.1325753325980443,-30.621557968531334
247,78.1624984741211,238.42999267578125,3.050439754746623,-24.15957949901687
248,77.58999633789062,235.76666259765625,3.0386219065011217,-23.065675573707324
249,77.15570068359375,235.64666748046875,3.0541705329957067,-24.13623489251799
250,76.94999694824219,234.56666564941406,3.048299869422833,-23.620138069955004
251,77.19000244140625,236.5833282470703,3.0649478010660394,-24.97886268982279
252,79.72000122070312,234.88665771484375,2.94639556094041,-16.346591398158694
253,80.83000183105469,239.59002685546875,2.9641224969441837,-18.007065364632666
254,81.91999816894531,240.97889709472656,2.941636993176572,-16.407879051958332
255,81.13500213623047,235.89666748046875,2.907458695624168,-13.477594776648715
256,81.5199966430664,237.9066619873047,2.918384099412737,-14.432186326044217
257,81.02999877929688,236.6666717529297,2.920729054896616,-14.535449528742873
258,81.27999877929688,236.55999755859375,2.910433084539475,-13.743438960315387
259,82.22100067138672,229.7583465576172,2.794399784501457,-4.36217666038624
260,80.66000366210938,222.51332092285156,2.7586574611994323,-1.3963831468442152
261,79.12999725341797,217.8016815185547,2.752454051287698,-0.8790199204249802
262,77.63500213623047,211.2966766357422,2.721667686245028,1.527686830796057
263,77.93000030517578,213.95530700683594,2.7454806386370043,-0.3222516384231824
264,79.11000061035156,216.1977996826172,2.732875717540162,0.6700442080999665
265,80.55000305175781,221.2966766357422,2.7473205245386136,-0.4812885375196174
266,80.73999786376953,221.15333557128906,2.73908027523651,0.18289394917476898
267,81.62999725341797,220.8300323486328,2.7052559081078047,2.9459929904124635
268,81.73999786376953,224.489990234375,2.7463909481441036,-0.4124152175449183
269,80.96549987792969,222.23834228515625,2.7448523460019545,-0.2839338337529682
270,81.13999938964844,223.3333282470703,2.75244429291384,-0.9005563450987211
271,80.83000183105469,223.09666442871094,2.7600724901010425,-1.5137029378748537
272,81.18000030517578,224.9199981689453,2.770633127906075,-2.377569937342315
273,77.69999694824219,213.3949432373047,2.7463957737276634,-0.39240653557095584
274,78.25,213.52366638183594,2.7287369505665935,0.9866187088217657
275,78.9800033569336,215.1666717529297,2.724318341448138,1.3448047525901359
276,78.58999633789062,210.5784912109375,2.6794566868991088,4.863841309377676
277,78.85399627685547,210.15000915527344,2.6650521099455657,6.016038408763961
278,78.26000213623047,208.31666564941406,2.6618535645678683,6.221038752353053
279,78.66999816894531,209.39666748046875,2.6617093219042083,6.264977699109238
280,79.08799743652344,216.22166442871094,2.73393778369786,0.5858611605267185
281,78.94580078125,219.3233184814453,2.7781505325301055,-2.9056030527398207
282,79.14119720458984,217.70985412597656,2.750904229603319,-0.7564895921423158
283,79.56999969482422,220.989990234375,2.7773028915664266,-2.861129925106127
284,79.7699966430664,221.51995849609375,2.776983425075125,-2.842837453474175
285,80.30999755859375,221.9666748046875,2.7638735095557907,-1.8092246842533939
286,80.12999725341797,219.55999755859375,2.7400474863891047,0.1040095359021791
287,80.29499816894531,228.2166748046875,2.8422277851542685,-8.10034319351439
288,80.22640228271484,232.5399932861328,2.898546945513904,-12.611706698746843
289,80.6449966430664,238.4266815185547,2.956496886890922,-17.350883166614665
290,80.0,235.64500427246094,2.945562553405762,-16.33736456316234
291,80.73999786376953,237.09666442871094,2.936545339383807,-15.760434908247106
292,79.97000122070312,234.69110107421875,2.934739245864366,-15.465698383442117
293,80.43000030517578,235.84666442871094,2.9323220630838898,-15.360245319382614
294,84.2300033569336,249.22999572753906,2.958921830637955,-18.326455366096525
295,83.63500213623047,250.37120056152344,2.993617434883322,-21.098764116787805
296,84.08999633789062,249.85667419433594,2.971300809556005,-19.3369414440065
297,84.91320037841797,250.69993591308594,2.9524259455047615,-17.923516473666382
298,84.7301025390625,251.42333984375,2.967343745722934,-19.148854841641935
299,85.29499816894531,252.90000915527344,2.965003981292665,-19.076950062269162
300,85.22000122070312,253.26666259765625,2.9719157353887518,-19.649196050956903
301,83.86000061035156,248.0451202392578,2.957847822966024,-18.15588524080104
302,84.6500015258789,252.26576232910156,2.980103458733899,-20.21086187873871
303,85.9000015258789,257.0516662597656,2.992452406212405,-21.570083938944975
304,85.44999694824219,253.23333740234375,2.9635265821686265,-18.985373103771707
305,85.6365966796875,254.6666717529297,2.9738065456463327,-19.907173120936903
306,85.20999908447266,253.1666717529297,2.9710911216177074,-19.57662451733978
307,85.20999908447266,252.6699981689453,2.9652623035292107,-19.079950933355406
308,84.08999633789062,248.086669921875,2.950251881627067,-17.56693717154556
309,82.93000030517578,248.23309326171875,2.993284605670334,-20.89331041147483
310,82.41000366210938,244.5316619873047,2.967257021246025,-18.617369592656416
311,82.47000122070312,245.3333282470703,2.9748190204401532,-19.25456181537811
312,83.24669647216797,249.0433349609375,2.991630244981561,-20.835378499593105
313,83.01000213623047,248.3878936767578,2.9922646341957706,-20.82879816725108
314,82.4800033569336,246.77333068847656,2.991917078622813,-20.66714494567492
315,83.7750015258789,251.9408416748047,3.0073510842847044,-22.284618533762284
316,85.01000213623047,260.92333984375,3.0693251768846492,-27.881553341510795
317,85.45999908447266,263.239990234375,3.0802713907611476,-28.964606624693545
318,86.9000015258789,261.3600158691406,3.007595066512253,-23.137088051953754
319,88.30000305175781,260.84490966796875,2.954075885083178,-18.784093972907897
320,87.04350280761719,257.85333251953125,2.962350137602303,-19.237018109928357
321,88.31999969482422,258.2966613769531,2.9245545999712,-16.18102797447972
322,87.45500183105469,240.086669921875,2.745259446517121,-0.3422945176126291
323,86.16999816894531,235.65333557128906,2.7347492233812747,0.5684008310356603
324,86.50399780273438,237.38665771484375,2.7442275934597324,-0.24931292064340482
325,86.91999816894531,235.3000030517578,2.7070870686675366,2.9777424728415838
326,87.08999633789062,236.4533233642578,2.7150457378235417,2.2904458751703203
327,86.29000091552734,234.7066650390625,2.7199752294454838,1.844040352156469
328,86.52999877929688,234.51332092285156,2.7101967436865504,2.6953015313495143
329,88.52999877929688,240.69813537597656,2.7188313418599623,1.9931780709569864
330,87.3499984741211,236.90000915527344,2.7120779999264575,2.5565157693557126
331,86.71499633789062,235.55999755859375,2.7164851237578205,2.1557671196970603
332,87.04000091552734,236.84999084472656,2.7211625500164045,1.75672366876708
333,87.4000015258789,237.86643981933594,2.7215839321113093,1.727160746034059
334,87.02999877929688,237.1875,2.7253533646656023,1.391795202384202
335,86.80000305175781,238.3333282470703,2.745775574511846,-0.3845307965588063
336,85.97000122070312,236.4933319091797,2.750882035025816,-0.8198562402056666
337,86.63500213623047,236.15333557128906,2.725842093244787,1.3431373625452636
338,87.00499725341797,236.739990234375,2.7209930200310963,1.7707671476387645
339,87.81500244140625,238.26654052734375,2.7132782998705136,2.464720928794975
340,88.33000183105469,238.9566650390625,2.705271822546834,3.186387674520347
