,v,ma,Ratio,Spread
190,186.60292053222656,304.009521484375,1.629178796437284,1.9508512139669596
191,185.3756561279297,297.87939453125,1.6068959687224535,6.057872746868359
192,183.54974365234375,293.1070861816406,1.5968809345591148,7.820223818096313
193,180.187255859375,289.6427001953125,1.607453861339454,5.741658134373981
194,177.4733123779297,286.0185546875,1.6116144498301979,4.8919561580836195
195,178.7803955078125,289.71258544921875,1.6204941522045053,3.352609387435084
196,179.65843200683594,286.3080749511719,1.5936244781446047,8.204534472028318
197,177.25379943847656,283.8819885253906,1.6015565783340169,6.66666238515214
198,181.24488830566406,290.0121154785156,1.6001119710996698,7.115715510526318
199,185.2359619140625,300.78472900390625,1.623792301969155,2.9222569100178113
200,187.25146484375,303.71002197265625,1.6219366947333835,3.3194549116333043
201,185.1761016845703,299.2300109863281,1.6159213217266972,4.378297287865255
202,183.42002868652344,294.9700012207031,1.6081668034455807,5.743477880397425
203,181.77369689941406,291.7799987792969,1.6051827286142268,6.2195559626142405
204,178.74049377441406,286.04998779296875,1.6003647620778565,6.9494303350703355
205,177.84249877929688,283.3800048828125,1.5934324294132192,8.139097727564238
206,184.24818420410156,293.9599914550781,1.5954566538872532,8.118675058396125
207,182.2127227783203,288.69000244140625,1.5843569979063756,10.033272170586631
208,184.8368682861328,295.0400085449219,1.5962183912799877,8.009084514769345
209,186.75257873535156,300.3800048828125,1.6084383247445444,5.827074491664664
210,185.99427795410156,297.760009765625,1.6009095174374357,7.197035455384114
211,186.80247497558594,296.2799987792969,1.5860603496715933,10.009332922970064
212,189.9454345703125,302.3699951171875,1.5918781928146768,9.100403166471924
213,190.28469848632812,305.6000061035156,1.6060146114453488,6.429657701880135
214,193.94650268554688,311.4100036621094,1.6056489771667124,6.656025165607193
215,202.8765411376953,319.510009765625,1.5748987437082183,13.27689675730787
216,203.8343963623047,319.3699951171875,1.566811101643142,14.995904563138343
217,208.87313842773438,329.4700012207031,1.5773689412661966,13.20210073191939
218,206.697998046875,328.17999267578125,1.5877270016004537,10.906461164782659
219,206.468505859375,333.19000244140625,1.6137570282430427,5.518140998558838
220,200.50184631347656,319.82000732421875,1.5950975674517882,9.052292082730535
221,194.315673828125,309.1700134277344,1.5910708968397458,9.504582011158252
222,196.5406951904297,318.3699951171875,1.6198680624830217,3.972475607936449
223,199.65374755859375,325.1300048828125,1.6284693318235581,2.3442313342642116
224,201.3300018310547,325.75,1.617990349363588,4.487486819322985
225,193.92999267578125,315.6400146484375,1.6275977237627972,2.3987979656189715
226,205.57000732421875,337.2699890136719,1.6406575716161742,-0.04299116073215381
227,205.0,339.2900085449219,1.655073212414253,-3.0026492109162994
228,206.86000061035156,339.3699951171875,1.6405781403647783,-0.016485324285977265
229,209.99000549316406,343.510009765625,1.6358398056083079,1.0032111877841634
230,210.13999938964844,342.760009765625,1.631103125350582,2.000471243494676
231,210.99000549316406,341.2699890136719,1.617469928094432,4.891699387452977
232,210.8000030517578,343.69000244140625,1.6304079576176282,2.158473120073925
233,206.32000732421875,338.25,1.6394435245849022,0.2133484387265161
234,210.3300018310547,344.9599914550781,1.6400893284457037,0.1137023936862851
235,211.72999572753906,348.6400146484375,1.6466255215773897,-1.2584764343179382
236,213.7899932861328,351.2900085449219,1.6431545889744308,-0.5126314130866627
237,211.25999450683594,344.5899963378906,1.6311180786608437,2.0167601635132293
238,209.05999755859375,343.1300048828125,1.6412991910929426,-0.14987173565984002
239,217.0,356.3999938964844,1.6423962852372551,-0.3310251898901948
240,217.0,360.79998779296875,1.6626727548063076,-4.73101908637457
241,217.66000366210938,360.05999755859375,1.6542313309777528,-2.9030342996391276
242,213.67999267578125,356.0899963378906,1.6664639111916737,-5.4939516314488195
243,209.0800018310547,347.5299987792969,1.6621867023901957,-4.516889240177104
244,207.80999755859375,347.4200134277344,1.6718156850455494,-6.500464590226354
245,209.10000610351562,351.1700134277344,1.6794356919046982,-8.123927496647493
246,208.6999969482422,348.8299865722656,1.6714422217206635,-6.4433027124352655
247,214.58999633789062,358.1700134277344,1.6690899834108042,-6.073857307003177
248,213.0399932861328,357.1499938964844,1.676445762072468,-7.608967350435957
249,213.32000732421875,357.510009765625,1.6759328590414688,-7.507389192888493
250,207.91000366210938,346.25,1.6653840310768193,-5.165594356273598
251,206.88999938964844,345.8399963378906,1.6716129216403024,-6.437034533847022
