,mo,wmt,Ratio,Spread
0,51.654998779296875,147.27999877929688,2.851224513789479,6.603117803734136
1,51.255001068115234,147.5399932861328,2.8785482433228284,5.151507850623517
2,51.35499954223633,146.99000549316406,2.8622336053624893,5.999396664112055
3,51.349998474121094,146.69000244140625,2.8566700447972506,6.284501255585241
4,51.260101318359375,147.00999450683594,2.8679224333523248,5.696700559287706
5,51.59000015258789,147.25,2.8542353084799044,6.439482056112695
6,51.689998626708984,147.25999450683594,2.8489069146684893,6.727388569796545
7,51.630001068115234,147.94000244140625,2.865388328120111,5.868644568592572
8,51.98099899291992,148.6300048828125,2.859314129439041,6.224284482418909
9,51.755001068115234,149.3000030517578,2.8847454346539902,4.881025915988488
10,51.78499984741211,149.02000427246094,2.8776673691524213,5.250392728602208
11,51.875,149.85000610351562,2.8886748164533134,4.688506361693527
12,51.834999084472656,149.51499938964844,2.884441053929451,4.904348121674616
13,52.04999923706055,149.8699951171875,2.879346730335345,5.189849816029039
14,52.13999938964844,149.5800018310547,2.868814798274651,5.7479585663078865
15,52.28010177612305,149.64999389648438,2.8624656190862914,6.095339308562274
16,52.380001068115234,149.82000732421875,2.8602520860851457,6.222931432265
17,52.30500030517578,149.8800048828125,2.8655005068030044,5.9395024261836795
18,52.30500030517578,150.0,2.8677946491696495,5.8195073089961795
19,52.43000030517578,149.47000122070312,2.8508487574040267,6.721888046040533
20,52.310001373291016,148.94000244140625,2.847256710596333,6.8944033278745565
21,52.33000183105469,149.44000244140625,2.855723241208118,6.45398580481762
22,52.308799743652344,149.6938934326172,2.861734434095527,6.13693261508493
23,52.22010040283203,149.72999572753906,2.867286630483361,5.836590046678424
24,52.255001068115234,149.8802947998047,2.868247856400066,5.790261998931584
25,52.470001220703125,151.0399932861328,2.8785970987653964,5.2710609344969725
26,52.58000183105469,150.90499877929688,2.8700074842935757,5.73375338242198
27,52.709999084472656,151.00999450683594,2.8649212128580848,6.016026708719551
28,52.650001525878906,152.0800018310547,2.8885089729067386,4.767283317867111
29,52.529998779296875,152.92999267578125,2.9112887155834852,3.559797611482196
30,52.380001068115234,152.02000427246094,2.9022527906170392,4.022934484022812
31,52.51499938964844,151.32000732421875,2.881462612261715,5.125098946386288
32,52.71500015258789,150.99000549316406,2.864270227755119,6.050914182676053
33,52.69499969482422,150.47999572753906,2.855678842376375,6.501341471357989
34,52.720001220703125,151.0800018310547,2.8657055829453513,5.975816305070083
35,53.084999084472656,152.65310668945312,2.87563547748283,5.490060399344827
36,53.130001068115234,152.10000610351562,2.862789441854444,6.177224399453081
37,53.11000061035156,152.66000366210938,2.8744116344889425,5.557644363916268
38,53.04999923706055,152.5,2.8746466011909764,5.5389005951964805
39,53.119998931884766,152.06500244140625,2.8626695312324397,6.182431140993202
40,52.96500015258789,151.93499755859375,2.868592412364416,5.850686032741351
41,52.65999984741211,151.49000549316406,2.8767566641117033,5.3870652121315175
42,53.39509963989258,152.5800018310547,2.8575656354250722,6.4869720731501275
43,53.5,153.3300018310547,2.865981342636536,6.049476084871856
44,53.61000061035156,153.67999267578125,2.8666291909369455,6.0271831812343635
45,53.630001068115234,154.0500030517578,2.872459444035803,5.7167552822008645
46,53.47999954223633,153.99000549316406,2.8793942934040047,5.3298899458194455
47,53.6349983215332,154.5,2.880581799850115,5.281645430047831
48,53.83000183105469,154.97999572753906,2.8790635418134176,5.382576011654692
49,53.31999969482422,154.9199981689453,2.905476351380839,3.923248818689217
50,53.314998626708984,155.11000061035156,2.9093126625843477,3.7183479169983116
51,53.43000030517578,155.74380493164062,2.914913045893314,3.427139997082975
52,53.4900016784668,157.0601043701172,2.93625162538262,2.2895879894355744
53,53.599998474121094,156.8000030517578,2.925373274543343,2.877375884688547
54,53.64500045776367,156.2899932861328,2.913412097166159,3.521449064484301
55,53.75,156.5673065185547,2.912880121275436,3.556935312866841
56,53.84000015258789,156.6999969482422,2.910475417981777,3.692360347325348
57,54.22999954223633,157.86180114746094,2.91096814456936,3.6923860380074984
58,54.279998779296875,157.8896942138672,2.9088006220458587,3.8134434818611567
59,54.29999923706055,157.64999389648438,2.90331484551635,4.112726276187033
60,54.275001525878906,157.19000244140625,2.8961768405746864,4.49824815823294
61,54.189998626708984,157.66000366210938,2.9093930182238914,3.7750185694729623
62,54.11000061035156,157.41000366210938,2.9090741431630276,3.7867000258962094
63,54.459999084472656,156.5,2.8736687960139986,5.739368624020386
64,54.65999984741211,156.2899932861328,2.859311996385459,6.545188743122651
