,ba,lmt,Ratio,Spread
0,193.15150451660156,433.6300048828125,2.245025250867469,93.11812505838952
1,193.86000061035156,433.0400085449219,2.233776989484848,95.64027819406158
2,193.97500610351562,431.6700134277344,2.225389869029682,97.32390756747054
3,192.74000549316406,433.1449890136719,2.247301943908237,92.4809320086257
4,193.8300018310547,433.55999755859375,2.2368054143470086,95.03847878530792
5,193.73060607910156,436.07501220703125,2.250935053746638,92.25239958266752
6,193.7899932861328,437.4100036621094,2.257134108138748,91.07936441327524
7,193.6699981689453,444.54998779296875,2.2953993493879823,83.6121387020886
8,193.02000427246094,443.9800109863281,2.3001761535535974,82.40950146514092
9,193.77000427246094,441.875,2.2804097138723156,86.55985555373798
10,192.50999450683594,441.2250061035156,2.2919589563847187,83.77364640633891
11,195.50999450683594,444.3399963378906,2.2727226680084347,88.84002858103975
12,194.28500366210938,443.25,2.2814421681813277,86.58932281945818
13,194.89999389648438,445.8699951171875,2.287686039405413,85.64648241405962
14,193.47500610351562,442.7250061035156,2.2882800989118093,84.90535282351004
15,194.0800018310547,447.69000244140625,2.306729174658177,81.59025493658498
16,193.77999877929688,445.6099853515625,2.2995664576254025,82.85212646299885
17,193.38499450683594,446.2099914550781,2.3073661562676473,81.17489467409018
18,193.36000061035156,444.2049865722656,2.2972951239662183,83.11173809853847
19,193.3350067138672,443.5199890136719,2.2940490527412587,83.728574198768
20,191.5,441.29998779296875,2.3044385785533614,80.94428431970391
21,190.41000366210938,444.0799865722656,2.3322303347060713,75.19173021880295
22,190.10499572753906,442.3999938964844,2.3271350245342197,76.03992839443663
23,189.5800018310547,440.09619140625,2.3214272980039543,76.91200735812754
24,189.47000122070312,442.1050109863281,2.333377358621244,74.60320245854552
25,190.47999572753906,443.29998779296875,2.327278442546068,76.16260604908678
26,190.02999877929688,445.4849853515625,2.3442876820146386,72.75041095165409
27,190.75,446.0199890136719,2.3382437169786208,74.17893999673186
28,187.6999969482422,440.6700134277344,2.347735858244303,71.21117864425315
29,190.1999969482422,442.0450134277344,2.3241063118840377,76.65398898514968
30,191.16000366210938,443.1400146484375,2.318162827783384,78.17704524490011
31,191.71499633789062,444.3699951171875,2.3178676869596666,78.46059869777537
32,191.72000122070312,444.7449951171875,2.319763156089325,78.09924763449294
33,191.3699951171875,444.70001220703125,2.32377082904096,77.189720451879
34,191.16000366210938,444.0199890136719,2.322766167124127,77.29707087966574
35,186.71499633789062,450.510009765625,2.412821779726547,58.68496336754487
36,184.86500549316406,452.4945068359375,2.4477023416563815,51.65531161253608
37,183.2799072265625,448.1347961425781,2.4450841498332587,51.69226256454618
38,183.95469665527344,448.8399963378906,2.4399485552630695,52.8272969072309
39,182.69000244140625,445.0899963378906,2.4363128271381096,53.12831879148064
40,183.08999633789062,447.885009765625,2.44625604196888,51.42413837324489
41,182.64999389648438,447.0199890136719,2.4474131067697567,51.08921784718234
42,179.10499572753906,454.25,2.5362218298534867,34.19155679097639
43,178.52999877929688,455.1700134277344,2.5495435867359557,31.70345530735824
44,177.98500061035156,454.8599853515625,2.5556085276385248,30.52720572272807
45,179.10000610351562,455.7900085449219,2.5448910832615264,32.637940921948825
46,177.9199981689453,453.8699951171875,2.550977966435295,31.339926230221863
47,178.5399932861328,454.0799865722656,2.5432956404593634,32.820738423650255
