,wmt,cost,Ratio,Spread
0,147.27999877929688,566.5599975585938,3.8468223944488176,-31.20426259377973
1,147.5399932861328,569.6436767578125,3.8609441689011716,-33.34287422477735
2,146.99000549316406,566.3870239257812,3.8532349327119504,-32.085400653792135
3,146.69000244140625,565.906005859375,3.8578362290601236,-32.69487929838988
4,147.00999450683594,568.3099975585938,3.865791570600783,-33.935715180179955
5,147.25,569.1699829101562,3.865330953549448,-33.923292069946
6,147.25999450683594,569.97998046875,3.8705690732746225,-34.69696007532741
7,147.94000244140625,574.8300170898438,3.8855617656050354,-37.07520045381432
8,148.6300048828125,575.5499877929688,3.872367414956097,-35.28704536112025
9,149.3000030517578,576.4949951171875,3.8613193793260274,-33.79664146091136
10,149.02000427246094,575.6099853515625,3.8626356787585725,-33.929413834898924
11,149.85000610351562,576.0800170898438,3.844377668506003,-31.382428707554823
12,149.51499938964844,575.4299926757812,3.8486439154921386,-31.950137638189517
13,149.8699951171875,576.47998046875,3.846533657507524,-31.709732980036392
14,149.5800018310547,580.1500244140625,3.878526656720605,-36.433888618173796
15,149.64999389648438,585.3400268554688,3.9113935899012406,-41.36947325716028
16,149.82000732421875,583.1699829101562,3.892470660798623,-38.58143865247098
17,149.8800048828125,585.1799926757812,3.9043232827041816,-40.37336016888855
18,150.0,584.6199951171875,3.897466634114583,-39.37718611187995
19,149.47000122070312,581.27001953125,3.8888741204528614,-37.95373068056381
20,148.94000244140625,575.5999755859375,3.864643253328678,-34.21020688987278
21,149.44000244140625,579.4299926757812,3.87734196473243,-36.22274794969883
22,149.6938934326172,578.0621948242188,3.861628430984903,-33.93206851660966
23,149.72999572753906,575.3099975585938,3.8423162624373197,-31.048641139686424
24,149.8802947998047,573.989990234375,3.829656133256571,-29.182303893114295
25,151.0399932861328,576.2299194335938,3.8150817336304677,-27.206784690434688
26,150.90499877929688,573.6599731445312,3.8014643503196757,-25.127536962088925
27,151.00999450683594,575.5700073242188,3.811469626258173,-26.655916705663458
28,152.0800018310547,575.8101196289062,3.7862316721206537,-23.00660368292904
29,152.92999267578125,579.6649780273438,3.7903943358989145,-23.77178610931651
30,152.02000427246094,578.2249755859375,3.803611099428744,-25.639547889167716
31,151.32000732421875,574.125,3.7941116323757367,-24.084027652261625
32,150.99000549316406,573.239990234375,3.7965426146058916,-24.39855872224439
33,150.47999572753906,572.8150024414062,3.8065857170713384,-25.827431977472315
34,151.0800018310547,575.1900024414062,3.8071882146560525,-26.021438555464442
35,152.65310668945312,580.8200073242188,3.8048358131734497,-25.93328269258984
36,152.10000610351562,580.72998046875,3.818079928764231,-27.85374995138136
37,152.66000366210938,579.6080932617188,3.796725267638514,-24.696298465124983
38,152.5,579.6635131835938,3.801072217597336,-25.333324028197694
39,152.06500244140625,578.5999755859375,3.80495160817088,-25.850981702262175
40,151.93499755859375,576.5399780273438,3.7946489439011644,-24.263545660262366
41,151.49000549316406,575.3300170898438,3.797808411300146,-24.671109547695437
42,152.5800018310547,576.8049926757812,3.7803446438180854,-22.18400069978634
43,153.3300018310547,579.4249877929688,3.778940721799528,-22.077781771947343
44,153.67999267578125,579.9000244140625,3.773425638023538,-21.280618451008763
45,154.0500030517578,583.6699829101562,3.788834607903607,-23.705606968712004
46,153.99000549316406,582.844970703125,3.7849532431440736,-23.09868301088818
47,154.5,584.2000122070312,3.7812298524726944,-22.59991893156439
48,154.97999572753906,584.780029296875,3.773261359001076,-21.435174562781867
49,154.9199981689453,599.9199829101562,3.872450232383323,-36.79321642527054
50,155.11000061035156,597.1500244140625,3.849848636866104,-33.332608163375426
51,155.74380493164062,601.1400146484375,3.859800490377714,-35.018750074421405
52,157.0601043701172,607.02001953125,3.864889953853512,-36.114069601720075
53,156.8000030517578,607.5880737304688,3.8749238641909414,-37.627579623927204
54,156.2899932861328,607.5499877929688,3.8873249337254596,-39.443354734623995
55,156.5673065185547,607.739990234375,3.8816532247257642,-38.625336870563274
56,156.6999969482422,598.3699951171875,3.8185705601183155,-28.773018402636126
57,157.86180114746094,601.4650268554688,3.8100732570106164,-27.644947573609443
58,157.8896942138672,604.3300170898438,3.8275456805385746,-30.408547848790363
59,157.64999389648438,602.7449951171875,3.823311249304329,-29.694825038595923
60,157.19000244140625,601.8599243164062,3.828868980015151,-30.481801125049515
61,157.66000366210938,601.8699951171875,3.8175185915071475,-28.783440020416833
62,157.41000366210938,600.1099853515625,3.812400555175241,-27.93216826980074
63,156.5,586.3223266601562,3.746468540959465,-17.452329264618697
64,156.2899932861328,589.7899780273438,3.7736899568967748,-21.683344968998995
65,156.0850067138672,589.7050170898438,3.7781016223478954,-22.343500394635498
66,155.1300048828125,587.8900146484375,3.7896602600672793,-23.999883826358996
67,155.1999969482422,589.0700073242188,3.795554245536927,-24.92545869972048
68,154.1999969482422,584.47998046875,3.790402023580668,-23.970383904287132
69,154.30999755859375,584.6699829101562,3.788931321109953,-23.76053940049087
70,153.9499969482422,586.6300048828125,3.8105230042975373,-27.02914633335854
71,154.31539916992188,589.7952880859375,3.82201187476108,-28.866209978047436
72,153.8800048828125,586.559814453125,3.811800076948401,-27.213373706090806
73,153.86000061035156,585.6900024414062,3.806642402950839,-26.416276265763372
74,153.65499877929688,583.8400268554688,3.7996813087354893,-25.311472507929125
