,qcom,nvda,Ratio,Spread
0,158.3699951171875,284.3450012207031,1.7954474331472898,-66.72332651888479
1,158.24000549316406,282.8736877441406,1.7876243549319184,-65.43063626986554
2,158.0050048828125,282.8399963378906,1.7900698560002224,-65.71986731077993
3,158.0749969482422,282.8299865722656,1.7892139303021555,-65.61367903303605
4,159.3300018310547,284.260009765625,1.7840959423765002,-65.31915671413142
5,161.2100067138672,287.4200134277344,1.7828918891981578,-65.89578079892559
6,161.19000244140625,286.5899963378906,1.7779638438932848,-65.09325227009947
7,158.77999877929688,283.82000732421875,1.7875047833872744,-65.63493244349596
8,155.6199951171875,278.8800048828125,1.7920576637520502,-65.03720006721954
9,155.36000061035156,280.2749938964844,1.8040357414739208,-66.78945650360646
10,155.5749969482422,280.385009765625,1.8022498169092396,-66.6040384866003
11,153.3699951171875,278.20001220703125,1.8139142013694607,-67.4490100256227
12,152.07510375976562,276.1700134277344,1.816010685509724,-67.19836613959674
13,152.8000030517578,276.9200134277344,1.8123037166035494,-66.95225701048571
14,154.11000061035156,279.3900146484375,1.8129259200695305,-67.62214538566204
15,153.82000732421875,280.92999267578125,1.8263553458533037,-69.560613193433
16,153.94000244140625,277.8796081542969,1.8051163034122037,-66.34533924109991
17,153.67999267578125,276.6700134277344,1.8002994964440506,-65.49303290488098
18,153.74000549316406,278.4642028808594,1.8112670283027996,-67.2047566749531
19,154.125,277.2300109863281,1.7987348644692822,-65.44153054469658
20,152.80999755859375,272.739990234375,1.784830800287102,-62.75850002043177
21,146.89999389648438,267.36981201171875,1.8200804841430118,-65.50946174913074
22,145.3699951171875,266.75,1.834972889590896,-66.99207385124711
23,144.69500732421875,266.09991455078125,1.8390400572324517,-67.26951241818085
24,143.0500030517578,263.3100891113281,1.8406856588186038,-66.74014410887852
25,145.1199951171875,264.5299987792969,1.8228363263496752,-65.11560625656446
26,145.43870544433594,263.9731140136719,1.8150128138668207,-64.12077063359754
27,147.00999450683594,267.1499938964844,1.817223344526157,-65.13848799974221
28,151.47000122070312,272.2267150878906,1.7972318802007266,-64.08656007718639
29,152.14999389648438,273.135009765625,1.7951693770783395,-64.06045335660673
30,152.6804962158203,274.2300109863281,1.7961037446373795,-64.42647303581484
31,152.9600067138672,272.5058898925781,1.781549934175526,-62.318266922445474
32,152.85499572753906,271.9599914550781,1.779202506013224,-61.916667704566635
33,153.44000244140625,273.85009765625,1.7847373129495645,-63.00289599509401
34,153.80999755859375,273.7132873535156,1.779554591366825,-62.35766263549044
35,148.1999969482422,264.8800048828125,1.7873145096981344,-61.233275571392255
36,146.08560180664062,263.19000244140625,1.8016149379989232,-62.448736449323945
37,145.83839416503906,261.3999938964844,1.7923948998003174,-60.9984244543995
38,146.08999633789062,262.3800048828125,1.796016232870288,-61.63270021371031
39,146.36000061035156,261.010009765625,1.7833425025769276,-59.8916829094847
40,145.88999938964844,259.2294006347656,1.7768825945526676,-58.75691867295413
41,145.47000122070312,259.32000732421875,1.7826356303578048,-59.42465933800625
42,139.24000549316406,244.71780395507812,1.7575250955235884,-53.38330805836023
43,139.3699951171875,244.2899932861328,1.7528162577657025,-52.77687416187166
44,138.3300018310547,241.19500732421875,1.7436203580680585,-51.11097885844626
45,138.60000610351562,242.64500427246094,1.750685379416489,-52.18995361965034
46,138.1999969482422,241.89999389648438,1.7503617889881666,-51.99460962588367
47,139.5,244.65960693359375,1.7538323077676972,-52.96784361416081
48,139.25,243.88999938964844,1.7514542146473855,-52.541769696235974
49,139.61000061035156,245.07000732421875,1.755390059829623,-53.22708837063166
50,137.73190307617188,240.69000244140625,1.7475254248704744,-51.42784211156669
51,137.75999450683594,237.32000732421875,1.7227062774922108,-48.019245590234675
52,139.1699981689453,239.39999389648438,1.7201982973791876,-48.16169747951389
53,139.50999450683594,240.50999450683594,1.7239624684742643,-48.80449739070846
54,140.50010681152344,243.59959411621094,1.7338036222491437,-50.53354951929626
55,139.17999267578125,242.02000427246094,1.7388993893414315,-50.767974058795915
56,137.97000122070312,233.77000427246094,1.694353861014408,-44.1806650668631
57,138.10000610351562,232.9250030517578,1.686640063412917,-43.15701965098819
58,139.17660522460938,234.68829345703125,1.6862625229166992,-43.440918056902404
59,137.57000732421875,232.43150329589844,1.689550708157734,-43.39180950488196
60,137.22999572753906,231.2220001220703,1.6849231751135958,-42.649527997839414
61,137.10499572753906,231.89999389648438,1.6914044062794473,-43.49928858526371
62,136.67999267578125,231.11000061035156,1.6908839112873515,-43.293306656891446
63,136.5399932861328,218.6300048828125,1.6012158754442891,-31.005688921218706
64,136.80999755859375,218.42999267578125,1.5965937911973929,-30.43465452714935
65,136.36000061035156,217.0,1.591375762897487,-29.623018184679268
66,136.88999938964844,219.6508026123047,1.6045788851754104,-31.54553118723078
67,136.07000732421875,218.4600067138672,1.6054971334963988,-31.481514678973667
68,136.125,219.6699981689453,1.6137373602860996,-32.61593880078897
69,135.30999755859375,219.24000549316406,1.6202794283417663,-33.30586910065509
70,138.61000061035156,221.5,1.5980087946371317,-31.031215550494863
71,138.0399932861328,219.9398956298828,1.593305609440199,-30.254377912166092
72,137.5800018310547,217.33990478515625,1.5797347135672015,-28.286477197445237
73,137.94000244140625,217.1125946044922,1.5739639753647,-27.56447775660652
74,136.33999633789062,213.602294921875,1.566688430829246,-26.2528016675719
75,135.72500610351562,213.5399932861328,1.57332830122158,-27.03557933255783
76,136.05999755859375,215.02000427246094,1.5803322661376893,-28.055267001890485
77,141.65499877929688,220.74000549316406,1.5582930881040367,-26.086983994844786
78,141.9499969482422,222.1199951171875,1.5647763289362866,-27.061606456279463
79,140.7794952392578,220.5,1.566279234239727,-27.050038124494307
80,140.72000122070312,220.68499755859375,1.568256080473413,-27.316788466770532
81,140.31500244140625,220.76499938964844,1.573352781587536,-27.95331309456813
82,140.78500366210938,222.84500122070312,1.5828745635120456,-29.387470031294015
83,140.49000549316406,222.0500030517578,1.5805395001038867,-28.997839024937463
84,138.83990478515625,217.42999267578125,1.5660482698561118,-26.645288967044507
85,139.49000549316406,217.9300994873047,1.562334869203118,-26.25206996456629
86,138.61000061035156,215.8300018310547,1.5571026684992038,-25.36121738154955
87,138.14999389648438,215.6999969482422,1.561346409539952,-25.863323596371288
88,138.36000061035156,216.45469665527344,1.5644311629113936,-26.329445831788775
89,137.58999633789062,214.58999633789062,1.559633709204447,-25.522834953485074
90,136.8800048828125,212.57000732421875,1.5529660998054973,-24.478469695839408
91,139.52000427246094,217.8699951171875,1.5615681511285018,-26.15074323673693
92,138.22999572753906,214.6699981689453,1.552991425913626,-24.723391540632434
93,137.283203125,212.61000061035156,1.5486963865256298,-23.964414365397175
94,138.30999755859375,216.0399932861328,1.5619983884000104,-25.983453381377956
