,mo,adm,Ratio,Spread
0,51.654998779296875,88.26000213623047,1.7086439690635467,7.223157963678162
1,51.255001068115234,86.68000030517578,1.691152053435382,8.063772583447872
2,51.35499954223633,86.52999877929688,1.684938166694584,8.398619149301453
3,51.349998474121094,86.63999938964844,1.6872444394192627,8.279374171535267
4,51.260101318359375,87.12999725341797,1.699762486076308,7.623203338663615
5,51.59000015258789,87.25,1.6912192235305374,8.113011529063726
6,51.689998626708984,87.83999633789062,1.699361552942708,7.707860231147777
7,51.630001068115234,88.6050033569336,1.7161534287019944,6.831949008674513
8,51.98099899291992,88.63999938964844,1.7052384738069706,7.445765130462988
9,51.755001068115234,88.88500213623047,1.7174186127297746,6.783010055039128
10,51.78499984741211,88.65499877929688,1.7119822157096578,7.068465513687869
11,51.875,88.9260025024414,1.7142361928181475,6.963825147075056
12,51.834999084472656,88.94000244140625,1.7158291504252872,6.8758843715658315
13,52.04999923706055,89.31999969482422,1.7160422863412215,6.893310300341071
14,52.13999938964844,90.30000305175781,1.7318757980209227,6.079670299939195
15,52.28010177612305,90.0999984741211,1.7234090105629987,6.538651141524568
16,52.380001068115234,90.55999755859375,1.7289040800291136,6.263313760983266
17,52.30500030517578,90.5199966430664,1.7306184134389366,6.164677370836472
18,52.30500030517578,90.45999908447266,1.729471342255614,6.224674929430222
19,52.43000030517578,90.33999633789062,1.7230592373079283,6.5757375016737285
20,52.310001373291016,90.26399993896484,1.725559120039572,6.429918442352644
21,52.33000183105469,90.94000244140625,1.7378176812414874,5.790886358183428
22,52.308799743652344,91.06999969482422,1.7410072519562168,5.621697499814701
23,52.22010040283203,90.375,1.7306554239236722,6.152738360829076
24,52.255001068115234,90.58999633789062,1.7336139027115338,6.0022551560249156
25,52.470001220703125,90.86000061035156,1.7316561558321608,6.129674065757172
26,52.58000183105469,91.04000091552734,1.7314567848066809,6.1530075353853135
27,52.709999084472656,91.13999938964844,1.7290836837919148,6.293306202954042
28,52.650001525878906,90.27999877929688,1.7147197751726901,7.04240260987531
29,52.529998779296875,90.29000091552734,1.7188273941310739,6.810577964011685
30,52.380001068115234,89.88140106201172,1.7159488207174616,6.941910257565297
31,52.51499938964844,90.11000061035156,1.715890729461071,6.9628522183299
32,52.71500015258789,90.2708969116211,1.7124328303201097,7.171653048395996
33,52.69499969482422,90.25,1.7126862230319833,7.155579541744899
34,52.720001220703125,90.43000030517578,1.7152882817017834,7.021794022255932
35,53.084999084472656,91.02999877929688,1.7147970302202213,7.096486290290059
36,53.130001068115234,91.33000183105469,1.7189911536791653,6.879668442491251
37,53.11000061035156,90.88999938964844,1.7113537628529654,7.282700465625311
38,53.04999923706055,91.26000213623047,1.720263966987516,6.801786464226694
39,53.119998931884766,90.9800033569336,1.712726001248538,7.211178181783097
40,52.96500015258789,90.93000030517578,1.716794110133367,6.974669306164287
41,52.65999984741211,90.9000015258789,1.726167903328356,6.440881546736236
42,53.39509963989258,92.98999786376953,1.7415455442711598,5.70970144800026
43,53.5,93.1500015258789,1.7411215238482038,5.743603857236863
44,53.61000061035156,92.98999786376953,1.7345643873358598,6.106941294150147
