,meta,adbe,Ratio,Spread
0,210.69000244140625,459.9549865722656,2.183088809352409,36.824868413370055
1,208.6199951171875,457.9700012207031,2.195235413381392,33.90576713051162
2,207.69000244140625,457.70001220703125,2.203765259890919,31.97249599237246
3,207.83999633789062,446.760009765625,2.1495381910963673,43.26785131315627
4,207.11500549316406,445.177490234375,2.1494217146379975,43.13278372763462
5,207.07130432128906,447.1199951171875,2.15925618753742,41.08674571699534
6,206.610107421875,445.6317138671875,2.156872765944876,41.48239820003842
7,208.19000244140625,448.25,2.153081294699332,42.607065997109046
8,205.79739379882812,443.8999938964844,2.1569757794426065,41.28870565177847
9,206.17999267578125,442.55999755859375,2.146474019205738,43.53512295584535
10,206.52999877929688,450.239990234375,2.1800222383941072,36.684335198391935
11,202.3699951171875,441.2699890136719,2.180510943621574,35.79880686622626
12,202.1300048828125,439.7749938964844,2.175703672255139,36.72523737640968
13,201.63999938964844,437.3999938964844,2.1692124341423655,37.93935772071781
14,202.02499389648438,438.5,2.170523515643233,37.75144810749465
15,203.6416015625,442.69000244140625,2.1738682029837575,37.39137609930641
16,202.08999633789062,438.4100036621094,2.169380036650088,37.995442743060565
17,202.44500732421875,442.3843994140625,2.185207752274064,34.86210905535951
18,201.1405029296875,441.3800048828125,2.194386503235031,32.77598188124382
19,203.67950439453125,443.0400085449219,2.1751820825660717,37.13116618626624
20,200.6199951171875,437.45001220703125,2.1804905934301564,35.4728313808982
21,200.73989868164062,435.30499267578125,2.1685026022960407,37.90191631663943
22,200.19500732421875,434.0400085449219,2.168086079399511,37.87598983482617
23,198.4499969482422,429.17999267578125,2.1626606161536794,38.60187440808728
24,194.82000732421875,447.1700134277344,2.295298206634166,12.011988626681342
25,197.63999938964844,451.43499755859375,2.2841277016429604,14.427891676965784
26,198.4499969482422,448.62689208984375,2.2606545678448677,19.154974994024784
27,199.75999450683594,449.6050109863281,2.2507259879351986,21.280391743554745
28,202.5198974609375,456.9100036621094,2.2561240124577844,20.513928198155455
29,205.92999267578125,460.69000244140625,2.2371195009302136,24.812839174180183
30,207.52999877929688,463.82000732421875,2.234954030995201,25.473433703958804
31,209.25999450683594,462.04998779296875,2.208018732304205,31.34201309331543
32,210.66000366210938,465.2449951171875,2.2085112837243788,31.463789292572713
33,208.77999877929688,466.5069885253906,2.2344429124101066,25.747846997050274
34,207.14999389648438,463.3399963378906,2.2367367124781468,25.05316919608363
35,209.08999633789062,464.860595703125,2.2232560325454673,28.128659869919616
36,209.50999450683594,465.489990234375,2.2218032668564978,28.49428955076185
37,210.52000427246094,465.5,2.211191290864391,30.877109672396116
38,210.05999755859375,462.3380126953125,2.20098075820623,32.94928789726727
39,212.24000549316406,467.6300048828125,2.203307542309097,32.821986505676776
40,209.57000732421875,463.2900085449219,2.2106694295628926,30.836448541801147
41,208.80999755859375,463.44500732421875,2.2194579413956097,28.880898774097673
