,ba,unp,Ratio,Spread
0,193.15150451660156,271.3299865722656,1.4047521258057016,-15.961241882844234
1,193.86000061035156,271.739990234375,1.40173315474479,-15.434531339536989
2,193.97500610351562,271.3500061035156,1.3988915971922098,-14.892496576220992
3,192.74000549316406,270.6400146484375,1.4041714586234995,-15.815319508716243
4,193.8300018310547,272.8900146484375,1.4078832588893684,-16.6242176274763
5,193.73060607910156,273.44000244140625,1.4114445206957067,-17.305618160238396
6,193.7899932861328,273.5899963378906,1.4117859838816977,-17.377095264693935
7,193.6699981689453,274.6700134277344,1.4182372903630114,-18.615759850045038
8,193.02000427246094,275.2300109863281,1.4259144383699325,-20.03512490782768
9,193.77000427246094,275.1300048828125,1.4198792321640807,-18.943531609604975
10,192.50999450683594,275.1499938964844,1.4292764103045774,-20.629400021676332
11,195.50999450683594,275.9649963378906,1.4115134984991349,-17.47805368425429
12,194.28500366210938,275.1600036621094,1.4162699049106935,-18.292641322158715
13,194.89999389648438,276.75,1.4199589977770237,-19.069549071681138
14,193.47500610351562,276.3399963378906,1.4282981657591443,-20.543544940400693
15,194.0800018310547,277.9100036621094,1.4319352897782232,-21.313677576245823
16,193.77999877929688,277.2300109863281,1.4306430629204179,-21.030323813126017
17,193.38499450683594,277.5799865722656,1.4353750004241073,-21.902540970299327
18,193.36000061035156,276.739990234375,1.4312163289244408,-21.09558946934169
19,193.3350067138672,275.92498779296875,1.4271858598341347,-20.313631864868427
20,191.5,273.2099914550781,1.4266840284860476,-20.024727739874066
21,190.41000366210938,266.95001220703125,1.4019747233488078,-15.205850373067108
22,190.10499572753906,265.29998779296875,1.3955445346275914,-13.959081908609903
23,189.5800018310547,258.70001220703125,1.3645954726679097,-8.053209289410091
24,189.47000122070312,259.8999938964844,1.371721075748246,-9.398624574375987
25,190.47999572753906,261.7699890136719,1.3742649878473612,-9.933289531959502
26,190.02999877929688,259.9700012207031,1.368047165661646,-8.72825002103636
27,190.75,259.9599914550781,1.3628308857409075,-7.766314934581118
28,187.6999969482422,254.3800048828125,1.3552477837970192,-6.218786988902849
29,190.1999969482422,255.85000610351562,1.3451630400032988,-4.383497560582441
30,191.16000366210938,256.239990234375,1.3404477156597032,-3.504241205703778
31,191.71499633789062,255.50010681152344,1.3327079868139993,-2.030592942237689
32,191.72000122070312,256.7835998535156,1.339367818790659,-3.3074689472860257
33,191.3699951171875,256.7349853515625,1.3415634211327019,-3.7216032057534676
34,191.16000366210938,257.70001220703125,1.3480854115410914,-4.964263178360028
35,186.71499633789062,255.24000549316406,1.3670032429064587,-8.381072921925437
36,184.86500549316406,253.5800018310547,1.3717036448005924,-9.166972235757612
37,183.2799072265625,253.34500122070312,1.3822846434962959,-11.027655816758681
38,183.95469665527344,254.07000732421875,1.381155316737249,-10.86051184476301
39,182.69000244140625,253.39219665527344,1.3870063674477389,-11.854773959405463
40,183.08999633789062,252.64500427246094,1.3798951844764216,-10.57874314230645
41,182.64999389648438,252.1999969482422,1.3807829475821105,-10.715470200138753
42,179.10499572753906,245.2100067138672,1.3690852436460759,-8.41237968521196
43,178.52999877929688,244.0500030517578,1.3669971697779395,-8.012588837599395
44,177.98500061035156,243.4199981689453,1.3676433257533054,-8.10313489540684
45,179.10000610351562,242.77999877929688,1.3555555025440686,-5.9889686136923785
46,177.9199981689453,241.44000244140625,1.3570144161767865,-6.209079952565304
47,178.5399932861328,242.82000732421875,1.360031457686173,-6.76937921006575
48,178.8000030517578,242.9499969482422,1.3587807203667366,-6.5556056952991355
49,175.0,240.27499389648438,1.3729999651227678,-8.90464846483576
50,175.7021942138672,241.67999267578125,1.375509245955147,-9.381264856575172
51,174.82000732421875,241.25999450683594,1.3800479601822606,-10.127620318448322
52,176.4801025390625,243.6699981689453,1.3807222154974148,-10.342785104512984
53,176.9499969482422,244.5,1.3817462798347273,-10.551531896891646
54,177.60000610351562,245.5800018310547,1.3827702330590932,-10.772146054864322
55,177.99000549316406,244.8000030517578,1.3753581408881954,-9.476522741275488
56,175.77000427246094,240.77000427246094,1.3698014360814577,-8.381623672222986
57,176.87010192871094,245.1999969482422,1.3863281259772906,-11.3571593495179
58,177.54010009765625,243.6999969482422,1.3726476261655511,-8.971343876446753
59,176.46519470214844,243.0500030517578,1.3773254463124944,-9.742499880905171
60,175.2100067138672,242.44000244140625,1.3837109363127378,-10.792003718726676
61,175.67999267578125,242.57000732421875,1.3807491885082415,-10.300632519504433
62,175.19000244140625,242.17999267578125,1.3823847782454388,-10.558441926983932
63,178.08999633789062,241.6999969482422,1.3571789652331967,-6.244317116134795
64,176.57240295410156,240.14500427246094,1.360037017420466,-6.695759328536752
65,176.66000366210938,240.9550018310547,1.3639476782300979,-7.389938566720076
66,176.17999267578125,240.92999267578125,1.3675218679294503,-7.999559741262203
67,176.30999755859375,243.0800018310547,1.3787079870514491,-9.977687327140615
68,176.14999389648438,243.58999633789062,1.3828555479884819,-10.699225277248416
69,175.02999877929688,243.13999938964844,1.3891332976367925,-11.729992084122983
70,177.4149932861328,245.2989959716797,1.3826283304932654,-10.735748649587293
71,178.1300048828125,245.39500427246094,1.377617456609292,-9.886428492589033
72,177.0225067138672,245.22000122070312,1.3852475923700929,-11.175666777481467
73,177.6199951171875,245.2899932861328,1.3809818715753202,-10.455709709953311
74,176.25599670410156,244.49000549316406,1.38713014061935,-11.459086397006928
75,175.68499755859375,244.4550018310547,1.3914392533689455,-12.17900998939652
76,176.27000427246094,245.05999755859375,1.3902535406977352,-12.010558828551098
77,181.22999572753906,244.3300018310547,1.3481763923803214,-4.722877750729452
78,182.76300048828125,245.5,1.3432696954203345,-3.8660653994388667
79,182.26499938964844,245.72000122070312,1.3481469401341273,-4.744481969947799
80,182.96499633789062,245.125,1.339737135005405,-3.224003402296688
81,182.2100067138672,245.2382049560547,1.3459096422797656,-4.335392416109158
82,182.60000610351562,244.5399932861328,1.3392113094865041,-3.121556211895353
83,182.9600067138672,244.66000366210938,1.3372321528427542,-2.7656039274567945
84,183.39999389648438,246.52999877929688,1.344220321612686,-4.053884836486361
85,183.1649932861328,247.02000427246094,1.3486201693932665,-4.854588457614369
86,182.57000732421875,246.64999389648438,1.3509885742539767,-5.2712186961237535
87,182.5,246.4499969482422,1.350410942182149,-5.163779569522916
88,182.89999389648438,247.13999938964844,1.3512302221809909,-5.324943576642653
89,182.25990295410156,247.2550048828125,1.3566066966746857,-6.286223712359742
90,181.9949951171875,246.22999572753906,1.3529492696707968,-5.611453515568343
91,181.1300048828125,242.27499389648438,1.3375751524615231,-2.8000693377842083
92,179.3000030517578,240.67999267578125,1.342331224647582,-3.624543293033497
93,178.8300018310547,242.25999450683594,1.3546943579171082,-5.825941380016047
94,180.39999389648438,243.02499389648438,1.3471452445610113,-4.515228732502123
95,181.1999969482422,242.4600067138672,1.3380795297867651,-2.8925445074187905
96,180.0,241.3000030517578,1.3405555725097655,-3.319076322062074
97,179.8800048828125,242.1699981689453,1.3462863664403013,-4.3477189347569265
98,185.6999969482422,244.3300018310547,1.315724317966218,1.186983543636103
99,185.9250030517578,244.67999267578125,1.3160144609903124,1.1344769268789037
100,186.97000122070312,245.07000732421875,1.3107450699266627,2.126071348866077
101,186.75,244.52000427246094,1.309344065715989,2.385207209598377
102,186.41000366210938,244.47999572753906,1.3115175737600895,1.9757010679873872
103,186.52999877929688,245.69000244140625,1.3171608001354664,0.9243418496275524
104,186.02000427246094,245.72999572753906,1.3209869373383183,0.21007653369545665
105,184.44000244140625,248.4600067138672,1.3471047680819626,-4.608880563682732
106,184.59339904785156,248.23199462890625,1.3447501151682995,-4.178060331171537
107,184.07000732421875,248.52000427246094,1.3501385037417895,-5.158054682686185
108,184.1699981689453,247.69000244140625,1.3448987614920422,-4.195853330006429
109,183.63999938964844,247.75,1.3491069528611932,-4.956570892281718
110,183.80999755859375,247.9149932861328,1.3487568498938916,-4.896806835148084
111,183.60000610351562,247.44000244140625,1.3477123867953302,-4.69944910755936
112,186.5800018310547,246.86000061035156,1.3230785624810932,-0.1795464715586661
113,185.52999877929688,245.35000610351562,1.322427681333516,-0.05777807209125285
114,183.41990661621094,244.1999969482422,1.3313712859924627,-1.6975560749081353
115,183.5399932861328,244.56500244140625,1.3324888928166052,-1.903793029206156
116,182.0500030517578,245.05499267578125,1.3460861772471973,-4.363723579107585
117,181.6999969482422,244.85499572753906,1.347578425096434,-4.626475391285936
118,181.0,244.3699951171875,1.3501104702607045,-5.0669521278823595
119,179.92010498046875,238.07000732421875,1.323198468287146,-0.19471109890710636
120,179.3083953857422,237.5800018310547,1.3249797998579713,-0.5134568070901082
121,178.68499755859375,238.5,1.334751116538432,-2.2576593795135693
122,177.35499572753906,237.39999389648438,1.3385582566909433,-2.916070322145629
123,177.51100158691406,235.6199951171875,1.3273543217647936,-0.9298136595747337
124,177.6199951171875,235.2550048828125,1.3244849192096837,-0.42072130663299845
125,176.9499969482422,234.30999755859375,1.3241593760927237,-0.36152945548539606
126,174.2100067138672,231.17999267578125,1.3270190216770092,-0.854110212711106
127,173.6699981689453,232.38999938964844,1.3381125228295367,-2.778071004147506
128,174.16000366210938,232.22000122070312,1.3333715912824444,-1.960228605392075
129,174.85890197753906,234.02999877929688,1.3383933910860224,-2.846201337342592
130,175.6999969482422,234.73500061035156,1.3359988883750518,-2.439177831754961
131,175.5,236.60000610351562,1.348148182926015,-4.56860254206228
132,175.91000366210938,236.49000549316406,1.3443806524353081,-3.916529423536531
133,171.47000122070312,235.6999969482422,1.3745844478350886,-8.996720299103373
134,170.00999450683594,235.3000030517578,1.384036295832576,-10.527025018161737
135,168.97999572753906,236.81500244140625,1.4014380898863519,-13.403802541296415
136,167.77999877929688,235.1649932861328,1.401627100948286,-13.340328862775664
137,168.75999450683594,235.47000122070312,1.3952951462745218,-12.349668511618802
138,167.2386016845703,234.75,1.4036831068628721,-13.641125478486146
139,166.92999267578125,233.42999267578125,1.3983705919712057,-12.72913514264934
140,146.59500122070312,236.27999877929688,1.6117875562726067,-42.464364087942386
141,152.86000061035156,236.69000244140625,1.5484103198765642,-34.59131019055448
142,157.3000030517578,236.42999267578125,1.503051418237968,-28.461101004440764
143,153.25999450683594,237.14999389648438,1.5473704971711104,-34.52246321134609
144,152.06320190429688,237.10000610351562,1.5592201343539895,-36.05477437757449
145,152.4600067138672,236.75,1.552866257210168,-35.18014618343474
146,154.4600067138672,236.77999877929688,1.53295344093779,-32.56591244351279
147,150.36500549316406,238.0850067138672,1.583380427733174,-39.28498807509513
148,150.19000244140625,238.4499969482422,1.5876555900667815,-39.8813526896804
149,150.72000122070312,239.22000122070312,1.5871815239067522,-39.950636958459796
150,154.59500122070312,238.33099365234375,1.541647477411623,-33.938428884113904
151,154.55099487304688,239.07000732421875,1.5468681228522565,-34.73562406375126
152,154.27000427246094,239.39999389648438,1.5518246403472757,-35.43711287784896
153,154.25,239.14999389648438,1.5504051468167546,-35.213560851731245
154,153.76499938964844,237.3699951171875,1.5437192863096216,-34.07478926530064
155,153.0500030517578,237.57000732421875,1.5522378476783063,-35.22010975621828
156,151.41000366210938,236.0500030517578,1.5590119367445054,-35.86837534256108
157,151.47000122070312,236.32000732421875,1.5601769685066735,-36.05905586726834
158,150.63999938964844,235.72999572753906,1.5648565897680013,-36.566403186931666
159,150.1699981689453,235.22000122070312,1.566358154683296,-36.67780493602359
160,148.85000610351562,234.3300018310547,1.5742693464728057,-37.532988518635165
161,148.00999450683594,235.0800018310547,1.5882711340834308,-39.39358150886585
162,146.10000610351562,233.77000427246094,1.6000684086681616,-40.60881067396733
163,147.0500030517578,235.60000610351562,1.6021761388239515,-41.18280609317168
164,144.77000427246094,232.88999938964844,1.6086895939530634,-41.48722283730254
165,144.36000061035156,229.83999633789062,1.592130752051338,-38.97929229371894
166,146.94000244140625,231.49000549316406,1.5754049383895508,-37.218239078332886
167,148.6300048828125,232.80999755859375,1.566372804348308,-36.30385143719974
168,149.97999572753906,231.9499969482422,1.5465395623134555,-33.659005980711356
169,151.88999938964844,232.80999755859375,1.5327539567720885,-31.993759693474573
170,151.17999267578125,232.36000061035156,1.5369758689476058,-32.482474166068044
171,153.53939819335938,232.5850067138672,1.5148229669427384,-29.588071871781437
172,152.41000366210938,231.24989318847656,1.5172881545305517,-29.7461492196704
173,153.843505859375,232.26499938964844,1.5097484816938378,-28.86599885765156
174,153.63999938964844,232.02999877929688,1.5102186911029758,-28.900057459861216
175,152.57000732421875,233.97000122070312,1.5335255291920213,-32.2547138086251
176,151.75999450683594,232.8300018310547,1.5341988024424118,-32.185645535330536
177,152.97000122070312,233.94000244140625,1.5293194781627848,-31.69587659504171
178,152.30999755859375,232.7899932861328,1.5283960148221942,-31.418469012844838
179,153.01849365234375,233.60000610351562,1.5266128984007132,-31.29176762481103
180,156.19000244140625,237.21499633789062,1.5187591563479257,-30.71365452167231
181,156.92999267578125,237.02999877929688,1.5104187207158222,-29.550303842259183
182,153.5050048828125,233.00999450683594,1.5179309279506454,-30.058531619846008
183,151.88999938964844,231.27999877929688,1.5226808855663148,-30.463760914177698
184,151.30999755859375,230.5399932861328,1.5236269711580546,-30.49058527245427
185,151.4199981689453,231.41000366210938,1.5282657935573083,-31.21516205291806
186,150.16990661621094,232.24000549316406,1.546514949141572,-33.697930251843246
187,149.25999450683594,229.89999389648438,1.5402653246510418,-32.56092824978376
188,150.47000122070312,231.6750030517578,1.539675690651099,-32.736167854416834
189,147.33999633789062,228.7100067138672,1.5522601628777908,-33.9094018647495
190,148.77999877929688,230.01499938964844,1.5460075364757673,-33.310543898870264
191,148.93499755859375,228.6999969482422,1.5355692127249503,-31.79061505113603
192,148.33999633789062,229.1199951171875,1.5445598002799947,-32.99727400846038
193,146.94000244140625,227.67999267578125,1.549475900999599,-33.40822626095007
194,146.97999572753906,227.39059448242188,1.5470853251618144,-33.065952293719306
195,148.8000030517578,229.64999389648438,1.5433467015226077,-32.919090431823946
196,140.69000244140625,225.5800018310547,1.6033833102320325,-39.571462038782386
