,pypl,amzn,Ratio,Spread
0,105.75499725341797,156.3282470703125,1.4782114427718924,-14.147623753215534
1,105.48999786376953,155.33045959472656,1.472466231303951,-13.50951151400728
2,105.21499633789062,154.62550354003906,1.4696146834760135,-13.177806276825187
3,104.30999755859375,153.63241577148438,1.4728445917677726,-13.413044544405672
4,104.4000015258789,152.29000854492188,1.4587165356235352,-11.948477797962148
5,105.0,152.13101196289062,1.4488667805989583,-10.975122385550044
6,103.94999694824219,151.38900756835938,1.4563637519271653,-11.658253710536066
7,104.74359893798828,153.09625244140625,1.4616287199759515,-12.288367864035258
8,103.47000122070312,152.65451049804688,1.475350427148758,-13.575239562474515
9,103.6500015258789,152.67098999023438,1.4729473009425487,-13.347410370034318
10,104.41649627685547,152.9824981689453,1.4651180955480383,-12.618579621529314
11,103.38999938964844,149.77999877929688,1.4486894251233846,-10.809311782477785
12,103.18000030517578,150.03524780273438,1.4541117208662018,-11.349585878791864
13,103.93000030517578,149.65174865722656,1.4399282999884087,-9.948135606524382
14,103.69999694824219,149.68051147460938,1.4433993816732373,-10.28907465903928
15,104.17500305175781,151.27549743652344,1.452128562562791,-11.239349956564759
16,103.22000122070312,150.26600646972656,1.4557838082992318,-11.526052576407416
17,102.4041976928711,148.80599975585938,1.4531240233154872,-11.173310023035079
18,103.37000274658203,147.75650024414062,1.4293943728179523,-8.812954054442692
19,103.80000305175781,148.89999389648438,1.4344893017222586,-9.372821979905531
20,101.9072036743164,146.73324584960938,1.439871182399939,-9.775110278359143
21,101.43000030517578,146.09249877929688,1.4403282888666427,-9.782056151126945
22,101.30000305175781,146.00650024414062,1.4413276983766787,-9.872498750094003
23,100.70999908447266,144.82699584960938,1.4380597474549934,-9.493787959950204
24,98.94499969482422,144.13198852539062,1.456687947545975,-11.194358125628447
25,100.08999633789062,146.04550170898438,1.459141842866634,-11.553803811961565
26,99.0,145.64599609375,1.4711716777146464,-12.633715530486747
27,99.51000213623047,146.6540069580078,1.4737614692966903,-12.949516729110378
28,101.77999877929688,148.7926483154297,1.4619045991352053,-12.007163899132088
29,103.91000366210938,150.04275512695312,1.4439683364352145,-10.3662828833721
30,105.0199966430664,151.34849548339844,1.4411397859570463,-10.1654650989367
31,106.54000091552734,151.124755859375,1.418479017840423,-7.878672059138445
32,108.06999969482422,153.2425079345703,1.4179930449459373,-7.919805492565537
33,109.55999755859375,153.22000122070312,1.3985031456281256,-5.8749721063067355
34,109.37000274658203,153.00799560546875,1.3989941644236674,-5.920840401693461
35,109.19000244140625,153.68194580078125,1.4074726839872576,-6.839099281633658
36,110.20999908447266,153.35299682617188,1.3914617375927152,-5.125741330890243
37,110.93000030517578,153.8354949951172,1.3867799023880425,-4.631004761324796
38,110.80000305175781,151.65451049804688,1.3687229812367854,-2.626461398377792
39,113.22000122070312,154.33499145507812,1.363142464150202,-2.02235587163009
40,111.2699966430664,152.85400390625,1.3737216546934696,-3.188047465457693
41,110.62000274658203,152.14649963378906,1.3753977206305044,-3.3627592187476765
42,110.31999969482422,151.12245178222656,1.3698554405390977,-2.7458959599427786
43,110.80999755859375,152.05050659179688,1.372173178790985,-3.0088922661343886
44,111.94000244140625,153.60000610351562,1.372163683701149,-3.024672119582597
45,109.87999725341797,153.4510040283203,1.3965326525665436,-5.671649514045193
46,107.83000183105469,152.94949340820312,1.4184317055641018,-7.95253242732381
47,107.37999725341797,152.41299438476562,1.4193797567816033,-8.026810293022727
48,106.68000030517578,151.36349487304688,1.4188554034500054,-7.927394357559258
49,107.30000305175781,151.947998046875,1.4161043217639102,-7.670387538751022
50,106.37999725341797,150.9250030517578,1.4187347898893523,-7.896087129027798
51,106.5199966430664,151.20350646972656,1.4194847093019383,-7.984573831745486
52,104.9000015258789,150.43299865722656,1.434060976825769,-9.412833825760409
53,105.6500015258789,151.6219940185547,1.4351348019755112,-9.583878060328864
54,105.44999694824219,151.37899780273438,1.435552415208086,-9.612341691391727
55,106.63999938964844,151.96624755859375,1.4250398389757037,-8.584439012482768
56,106.19999694824219,152.04275512695312,1.4316644020343328,-9.258147888850807
57,106.7300033569336,152.5602569580078,1.429403655575702,-9.056288892015807
58,106.58000183105469,152.0050048828125,1.4262056884157617,-8.70462911319931
59,104.13999938964844,150.1999969482422,1.4422892051905671,-10.211358824663428
60,103.8949966430664,149.75100708007812,1.4413688042606236,-10.094903385755892
61,102.41000366210938,149.30300903320312,1.4578947729150769,-11.66243904314144
62,104.16000366210938,150.63299560546875,1.4461692618033672,-10.617206319634512
63,102.98999786376953,149.91824340820312,1.4556582825305826,-11.490465750016064
64,101.80999755859375,147.68075561523438,1.450552589692786,-10.854554810687894
65,101.33999633789062,147.89849853515625,1.4594286942938992,-11.710215426867315
66,100.80000305175781,144.5675048828125,1.4342013939085039,-9.112137473272305
67,99.19000244140625,144.65451049804688,1.4583577672910888,-11.3843456690282
68,100.2249984741211,145.21600341796875,1.4489000312179072,-10.541071418691594
69,100.78099822998047,145.76824951171875,1.446386244151682,-10.338676741834725
70,100.08000183105469,145.09324645996094,1.4497726199575138,-10.61511378893153
71,100.05500030517578,145.17575073242188,1.4509594751848902,-10.731551836644663
72,99.9000015258789,145.55250549316406,1.456982014714574,-11.318681506762353
73,96.05999755859375,140.61099243164062,1.4637830106738456,-11.589083598918258
74,96.83999633789062,140.76800537109375,1.4536143194381286,-10.687429023362832
75,95.93000030517578,140.1468505859375,1.4609282824986716,-11.301382887338441
76,95.60260009765625,138.54623413085938,1.4491889759204981,-10.145136312454817
77,95.5,138.1114959716797,1.4461936750961224,-9.849653999961568
78,94.95999908447266,138.14549255371094,1.4547756306402464,-10.61657663587588
79,93.63999938964844,137.45350646972656,1.4678930731061233,-11.716184120783161
80,93.37000274658203,134.9029998779297,1.4448216333898314,-9.532135378360643
81,94.68009948730469,135.946044921875,1.43584602950384,-8.797027817795573
82,97.27999877929688,138.50137329101562,1.4237394637024963,-7.8235956352760425
83,97.47589874267578,138.99050903320312,1.4258961530595449,-8.04684259285856
84,96.4000015258789,137.26150512695312,1.4238745119739942,-7.7781197320965205
85,95.51499938964844,136.32749938964844,1.4272889102318636,-8.045299223805848
86,94.88999938964844,136.0155029296875,1.4334018737966758,-8.581595369477988
87,99.89140319824219,139.0605010986328,1.3921168053136317,-4.838347348639168
88,98.81999969482422,137.77975463867188,1.394249697067022,-5.0117827600363185
89,99.62999725341797,137.9499969482422,1.384623113030444,-4.082641166349198
90,99.62999725341797,139.21701049804688,1.3973403024787376,-5.349654716153886
91,98.70999908447266,138.78399658203125,1.405977083063942,-6.165325030397874
92,99.69999694824219,139.6957550048828,1.4011610760369817,-5.733390865364278
93,100.22000122070312,139.23699951171875,1.3893134884831315,-4.568850125438281
94,98.19000244140625,146.29624938964844,1.489930194033237,-14.383352729642645
95,96.82499694824219,146.093505859375,1.508840800041226,-16.033287705768522
96,97.5999984741211,146.4625244140625,1.5006406424575656,-15.350421358444159
97,97.55000305175781,146.18051147460938,1.4985187791029522,-15.136265614361072
98,98.7300033569336,148.2584991455078,1.5016559718884679,-15.61267643161893
99,98.42009735107422,148.02186584472656,1.5039800795636071,-15.796668687976542
100,98.58999633789062,146.81100463867188,1.4891065026061747,-14.355208995168404
101,96.33000183105469,147.5,1.5311948219277332,-18.11162296276894
102,97.06999969482422,147.63116455078125,1.5208732359628612,-17.238411967918246
103,97.7699966430664,147.23550415039062,1.5059374982686182,-15.89266799127234
104,98.61000061035156,148.0082550048828,1.5009456859220998,-15.525308199123835
105,98.34020233154297,148.34849548339844,1.5085233909043436,-16.231737293520844
106,97.16999816894531,146.75250244140625,1.5102655676318317,-16.224025112668848
107,96.56999969482422,145.5364990234375,1.5070570517071018,-15.822380525080952
108,99.91999816894531,145.687744140625,1.4580439032264123,-11.426779347102133
109,97.96499633789062,143.98947143554688,1.469805306161738,-12.381968397676452
110,98.97000122070312,142.98849487304688,1.4447660211116145,-10.016930698032532
111,96.56999969482422,141.40574645996094,1.4642823538037117,-11.69162796160439
112,96.88999938964844,141.82550048828125,1.4637785259748246,-11.677056590045943
113,97.48999786376953,142.50601196289062,1.4617500778082437,-11.543209234274464
114,96.87000274658203,141.85299682617188,1.4643645380837673,-11.731693735057725
115,98.94000244140625,145.72349548339844,1.472847098115831,-12.792647696632976
116,97.83000183105469,146.83499145507812,1.50091984776461,-15.410712164327727
117,98.80000305175781,146.4322509765625,1.4821077576268074,-13.6914199050481
118,98.52999877929688,145.6645050048828,1.4783772131284125,-13.290142137877133
119,98.36000061035156,145.74600219726562,1.4817608915501277,-13.60237243375989
120,99.9000015258789,147.35000610351562,1.474975013542366,-13.116182117113915
121,100.47000122070312,147.3665008544922,1.4667711661590528,-12.359034425958505
122,104.56500244140625,150.14999389648438,1.435948839389374,-9.584512659021392
123,105.48500061035156,150.60000610351562,1.4276911905211365,-8.78584063579303
124,105.73999786376953,150.04049682617188,1.4189568740059655,-7.880231703199378
125,105.86000061035156,149.34449768066406,1.4107736332854353,-7.021356649561632
126,103.97000122070312,147.79360961914062,1.4215024322776586,-8.035704599061809
127,106.32499694824219,151.78823852539062,1.427587518288662,-8.833972766161686
128,107.91999816894531,153.14999389648438,1.4191067132593251,-8.030883750858386
129,109.22000122070312,154.29100036621094,1.4126625035869749,-7.407437458814464
130,109.72000122070312,154.375,1.4069905056733711,-6.81280300809707
131,110.29000091552734,155.14549255371094,1.406704971129151,-6.809653119676035
132,110.54000091552734,155.75,1.4089922083411355,-7.074843523711884
