,goog,nvda,Ratio,Spread
246,126.86250305175781,212.3249053955078,1.6736616438104075,-13.128769868832553
247,129.64599609375,218.72500610351562,1.6870941848859764,-15.123578740222218
248,129.64151000976562,220.42990112304688,1.7003034067286191,-16.83557365504929
249,128.98300170898438,219.0,1.6978981501307815,-16.44785988365486
250,128.41299438476562,217.16000366210938,1.6911061431324454,-15.509984935798759
251,127.2564926147461,215.10000610351562,1.6902870862133952,-15.280323479951324
252,131.3362579345703,228.74009704589844,1.7416370821213225,-22.46357886082824
253,131.09848022460938,225.47279357910156,1.7198734355486187,-19.572593994012852
254,132.3625030517578,227.89999389648438,1.7217866740353835,-19.999290139935386
255,133.6894989013672,230.67999267578125,1.7254907421410208,-20.67912057128972
256,133.50399780273438,229.99009704589844,1.7227206737713727,-20.282808026818874
257,133.875,231.25999450683594,1.727432265223798,-20.96553931693244
258,133.85049438476562,230.13999938964844,1.7193810187065108,-19.884327981530863
259,132.34249877929688,222.88999938964844,1.684190652628938,-15.02095537028585
260,131.67800903320312,219.5,1.666945009357274,-12.682609859350965
261,132.01499938964844,221.9199981689453,1.6810210899894646,-14.569270655480342
262,132.1529998779297,222.2899932861328,1.6820654354533235,-14.72085946975874
263,133.10150146484375,225.8800048828125,1.6970507649943711,-16.80972619744988
264,132.6999969482422,226.1199951171875,1.703993973755572,-17.685157060799572
265,132.75949096679688,226.5800018310547,1.7066953193404628,-18.051005639434283
266,132.77574157714844,226.79989624023438,1.7081425684107654,-18.245181040144463
267,132.42575073242188,222.8300018310547,1.6826787886693029,-14.829199210556329
268,131.62950134277344,223.22560119628906,1.6958630012203135,-16.4849816921889
269,132.1405029296875,225.8300018310547,1.7090142448694914,-18.28064629443323
270,132.11050415039062,225.94000244140625,1.7102349574277829,-18.438124435912517
271,131.03050231933594,222.7841033935547,1.7002461217053493,-16.991488956570794
272,130.50100708007812,221.0,1.6934735213529029,-16.045390551654823
273,130.10049438476562,220.8300018310547,1.6973801896398728,-16.50926330694192
274,129.187744140625,218.8800048828125,1.6942784034107337,-16.003829409055346
275,127.55174255371094,215.49989318847656,1.6895095972344825,-15.212933612442175
276,126.72999572753906,212.7509002685547,1.678773040645837,-13.7644772954467
277,126.96800231933594,211.9040069580078,1.668955981720892,-12.540903145362439
278,126.93900299072266,213.69000244140625,1.683406970330654,-14.372794380494486
279,126.7490005493164,213.19000244140625,1.681985668663768,-14.173501510506004
280,127.9959945678711,222.3249969482422,1.7369683926347574,-21.33494246884128
281,130.0,227.0399932861328,1.7464614868164063,-22.878302076367607
282,129.87673950195312,227.78529357910156,1.7538574994460503,-23.818680444844933
283,129.0292510986328,226.49000549316406,1.7553384489539514,-23.86466883722169
284,128.24374389648438,226.9698944091797,1.7698320987290028,-25.58773975981156
285,129.58349609375,229.61000061035156,1.7719077469883604,-26.107488795124898
286,129.6324920654297,229.6300048828125,1.771392350977183,-26.049949653317686
287,132.68600463867188,244.9250030517578,1.8458992997696566,-36.51230990688775
288,132.8675079345703,242.5,1.825126426841824,-33.80005088729452
289,132.68800354003906,242.83999633789062,1.8301578881214595,-34.424139634232304
290,131.42617797851562,236.5399932861328,1.7997935945820493,-30.12116325419804
291,130.04019165039062,234.51499938964844,1.80340398159467,-30.28969891386568
292,132.96600341796875,242.92999267578125,1.8270083061167814,-34.074159807516466
293,133.7154998779297,245.0,1.8322483199304727,-34.95797748195726
294,133.44149780273438,245.0399932861328,1.8363102731983247,-35.43161981511999
295,133.05450439453125,242.99000549316406,1.8262441140110048,-33.99410666328133
296,133.67974853515625,242.96499633789062,1.8175153604062444,-32.97955563848079
297,134.00650024414062,244.86000061035156,1.827224800022773,-34.35742672092677
298,134.0155029296875,244.1999969482422,1.822177222857299,-33.68317496961832
299,134.17250061035156,247.00010681152344,1.840914536793444,-36.234812646850074
300,134.67950439453125,247.69000244140625,1.8391068749096455,-36.12229936178811
301,134.1645050048828,260.8399963378906,1.9441803652046237,-50.087356408370326
302,135.1894989013672,261.2550048828125,1.9325096032305096,-48.88015962471904
303,135.52700805664062,259.7654113769531,1.916705866246156,-46.856407669717
304,135.70401000976562,261.7401123046875,1.9287573910737934,-48.55097667421548
305,135.69725036621094,262.07000732421875,1.9312845810579153,-48.89156983529789
306,136.3459930419922,264.75,1.9417512322379846,-50.54483071381209
307,136.82749938964844,264.67999267578125,1.9344064157895835,-49.712767961176766
308,135.47650146484375,259.94989013671875,1.9187821306721293,-47.12082062481976
309,137.04824829101562,267.5299987792969,1.9520862332454574,-52.21340608767052
310,137.02842712402344,267.5799865722656,1.9527334012969506,-52.294763826180954
311,134.68350219726562,261.4100036621094,1.940920746768468,-49.83597346491469
312,135.82901000976562,265.5899963378906,1.955326011128224,-52.20302961128509
313,135.80850219726562,266.44000244140625,1.9618801336487368,-53.08549237901012
314,136.47549438476562,267.4100036621094,1.959399413554787,-52.99987923518843
315,139.63238525390625,269.6549987792969,1.9311780593660897,-50.24862490424867
316,141.43560791015625,271.3999938964844,1.918894385273085,-49.13975190416669
317,140.13449096679688,267.45001220703125,1.9085238071075608,-47.24898134353474
318,140.24301147460938,267.5799865722656,1.907973764672832,-47.207205860661034
319,140.0290069580078,265.6600036621094,1.897178373490687,-45.62591693527922
320,140.40875244140625,263.9082946777344,1.8795715373075872,-43.273204229044566
321,140.3385009765625,265.2900085449219,1.8903580036758918,-44.76610149059225
322,139.64450073242188,261.59991455078125,1.8733277227439322,-42.174366128573624
323,140.01150512695312,264.19000244140625,1.8869163802064433,-44.183614965951236
324,139.52499389648438,263.55999755859375,1.8889805345853141,-44.323586483177834
325,138.1824951171875,259.302490234375,1.8765219864822247,-42.19078319948851
326,138.8800048828125,259.3699951171875,1.86758342452569,-41.15437511032171
327,138.98001098632812,258.0899963378906,1.8570296153112242,-39.71610179439655
328,138.54251098632812,256.2300109863281,1.8494685072628272,-38.54852527930127
329,138.32275390625,266.760009765625,1.9285331027057557,-49.42632233087777
330,140.18600463867188,277.7200012207031,1.9810822195591054,-57.437442307823474
331,140.1064910888672,277.6499938964844,1.9817068555401596,-57.49327700532733
332,140.25,279.8299865722656,1.9952227206578654,-59.44614547955395
333,140.27850341796875,280.0050048828125,1.9960649569272901,-59.57605289073835
334,140.88987731933594,281.0050048828125,1.9945010261162812,-59.60846273829931
335,141.3614959716797,281.5350036621094,1.991596097133211,-59.39205483799485
336,141.1855010986328,278.5450134277344,1.972900979634882,-56.68060267280977
337,139.89749145507812,274.5400085449219,1.962436965019335,-54.71406466691674
338,140.50051879882812,276.42010498046875,1.9673956177788454,-55.639780619163375
339,140.62574768066406,275.2401123046875,1.9572526144337992,-54.261594607692714
340,141.38174438476562,277.9599914550781,1.9660246283184866,-55.78499650491757
341,140.61898803710938,274.19000244140625,1.9498789336262856,-53.222182885962624
342,141.57150268554688,277.1700134277344,1.9578093625478685,-54.69469773642196
343,140.84649658203125,277.635009765625,1.9711886096075235,-56.307124091608316
344,140.91700744628906,276.5840148925781,1.9627440285942699,-55.14453528603791
345,140.29550170898438,272.80999755859375,1.9445384508798067,-52.35414324216747
346,140.9082489013672,277.7699890136719,1.9712826692502936,-56.344371107471105
347,141.3470001220703,278.2349853515625,1.968453416848414,-56.11497836598885
348,141.82601928710938,280.8699951171875,1.980384110962042,-57.99186903970484
349,141.94900512695312,282.20001220703125,1.9880379714859122,-59.12724274150709
350,143.0500030517578,284.3450012207031,1.9877315285188948,-59.52973874474044
351,143.77749633789062,282.8736877441406,1.9674406283954262,-56.90705891437467
352,143.29849243164062,282.8399963378906,1.973782079199592,-57.631462450729956
353,143.23974609375,282.8299865722656,1.9745216972609978,-57.714427504454804
354,143.55892944335938,284.260009765625,1.9800928501474977,-58.63929556244791
355,143.70700073242188,287.4200134277344,2.0000418348644113,-61.56495438118823
356,143.3000030517578,286.5899963378906,1.9999301481827507,-61.37907166966097
357,143.33074951171875,283.82000732421875,1.980175281934276,-58.56042180897872
358,142.49349975585938,278.8800048828125,1.9571419423386356,-54.94549166308575
359,142.71725463867188,280.2749938964844,1.9638479916536924,-55.986355286901485
360,142.86949157714844,280.385009765625,1.9625254256204812,-55.855433552755485
361,142.67599487304688,278.20001220703125,1.949872593876592,-53.976673314726796
362,142.4239959716797,276.1700134277344,1.9390694071148618,-52.345500286485176
363,142.67098999023438,276.9200134277344,1.9409693130095274,-52.704595507052446
364,141.0800018310547,279.3900146484375,1.9803658280569845,-57.69257217948298
365,141.61700439453125,280.92999267578125,1.98373065351063,-58.38266376075423
366,141.19400024414062,277.8796081542969,1.9680695190575461,-56.0017462371962
367,141.27700805664062,276.6700134277344,1.9583513073607288,-54.660779298357554
368,141.04750061035156,278.4642028808594,1.97425832911514,-56.81819842884387
369,141.28900146484375,277.2300109863281,1.9621485615446854,-55.20179550422169
370,139.61898803710938,272.739990234375,1.9534591538643966,-53.35481944799933
371,139.78599548339844,267.36981201171875,1.9127081442394755,-47.72032709604851
372,140.46749877929688,266.75,1.8990158030728426,-46.02193473196034
373,140.03298950195312,266.09991455078125,1.9002658980373321,-46.059524855678276
374,140.24449157714844,263.3100891113281,1.8775075309569742,-42.93496591726198
375,140.5749969482422,264.5299987792969,1.8817713286288973,-43.63180166649887
376,139.9770050048828,263.9731140136719,1.8858319907935144,-44.021328113944136
377,140.7530059814453,267.1499938964844,1.8980056023222784,-45.97007100640447
378,143.375,272.2267150878906,1.8987042028797951,-46.89709659184162
379,143.2220001220703,273.135009765625,1.9070743987154755,-48.04753633804894
380,143.9698944091797,274.2300109863281,1.9047733007772694,-47.95888358586548
381,143.57225036621094,272.5058898925781,1.8980401101013258,-46.86409334724716
382,143.13699340820312,271.9599914550781,1.8999979319077427,-47.0070537985665
383,143.50074768066406,273.85009765625,1.9083531067423825,-48.32146474818485
384,143.69300842285156,273.7132873535156,1.9048476356486868,-47.88037321848735
385,142.02749633789062,264.8800048828125,1.864991017321389,-41.68301139891544
386,141.80999755859375,263.19000244140625,1.855934045359955,-40.33723313283717
387,141.3489990234375,261.3999938964844,1.849323275739228,-39.27682335212246
388,142.09774780273438,262.3800048828125,1.8464754645306458,-39.07182800455526
389,141.7314910888672,261.010009765625,1.841580920093255,-38.281488624732546
390,141.47048950195312,259.2294006347656,1.8323920525572701,-36.91395333412747
391,141.0625,259.32000732421875,1.8383341236984936,-37.65026410663937
392,137.91500854492188,244.71780395507812,1.7744102439392468,-28.029434214530017
393,137.69549560546875,244.2899932861328,1.7741320601080761,-27.9490354290047
394,137.15225219726562,241.19500732421875,1.7585931215865764,-25.71381297838757
395,137.39700317382812,242.64500427246094,1.7660138042856588,-26.776455094844938
396,136.66049194335938,241.89999389648438,1.7700799291483804,-27.19708331117447
397,136.93075561523438,244.65960693359375,1.786739624961026,-29.528963880667096
398,137.17649841308594,243.88999938964844,1.7779284513824751,-28.370431800194684
399,136.20249938964844,245.07000732421875,1.7993062419737385,-31.091938090281747
400,136.23574829101562,240.69000244140625,1.7667169260689495,-26.659311874647603
401,135.5030059814453,237.32000732421875,1.751400314740733,-24.44899047174555
402,136.3665008544922,239.39999389648438,1.755563077415417,-25.162367946087063
403,136.2561492919922,240.50999450683594,1.7651313042131507,-26.44701632099397
404,136.93325805664062,243.59959411621094,1.7789658814329037,-28.46499057747302
405,136.40049743652344,242.02000427246094,1.7743337364666836,-27.728573673359353
406,135.60000610351562,233.77000427246094,1.7239675055324362,-20.74547029619372
407,135.18174743652344,232.9250030517578,1.7230506889336605,-20.562425639957798
408,135.5500030517578,234.68829345703125,1.731378002016119,-21.742896749078188
409,134.9499969482422,232.43150329589844,1.7223527866032013,-20.435705509107624
410,134.48348999023438,231.2220001220703,1.7193337274252822,-19.964518998132196
411,134.7060089111328,231.89999389648438,1.721526721569426,-20.290343476292026
412,134.02450561523438,231.11000061035156,1.7243861452758205,-20.578930542528628
413,130.74749755859375,218.6300048828125,1.6721544118642477,-13.285287582057595
414,130.67599487304688,218.42999267578125,1.6715387771716474,-13.198439012292159
415,130.28250122070312,217.0,1.6656112522156326,-12.391208581028781
416,130.89549255371094,219.6508026123047,1.6780623864658624,-14.071861214699357
417,130.56649780273438,218.4600067138672,1.6731704563595342,-13.401748453924728
418,130.25698852539062,219.6699981689453,1.6864354124548615,-15.101584385806053
419,129.8074951171875,219.24000549316406,1.6889626080161146,-15.382981899221637
420,130.95401000976562,221.5,1.6914335038956203,-15.828446022600719
421,130.71450805664062,219.9398956298828,1.682597432372078,-14.647389123786173
422,129.593994140625,217.33990478515625,1.6770831567187938,-13.820778248965258
423,129.66323852539062,217.1125946044922,1.6744344586301325,-13.48387852798702
424,128.16400146484375,213.602294921875,1.666632537065937,-12.346344533785373
425,127.71875,213.5399932861328,1.6719549266347566,-12.98871958080385
426,128.37449645996094,215.02000427246094,1.6749433119648036,-13.430914239454143
427,129.1332550048828,220.74000549316406,1.7093970525626214,-17.95006718301686
428,129.5072479248047,222.1199951171875,1.7151163249655046,-18.738157372685823
429,130.20974731445312,220.5,1.6934216104996984,-16.006352461200255
430,130.0,220.68499755859375,1.697576904296875,-16.523306348828545
431,129.81649780273438,220.76499938964844,1.7005927838626254,-16.89372770650694
432,130.41200256347656,222.84500122070312,1.7087767754523657,-18.0312546609989
433,130.25100708007812,222.0500030517578,1.7047853066905025,-17.491055795679603
434,128.2050018310547,217.42999267578125,1.6959556146046861,-16.109153108576567
435,128.74301147460938,217.9300994873047,1.692752849192787,-15.757779619981495
436,127.7905044555664,215.8300018310547,1.6889361439691335,-15.165166024948423
437,127.890380859375,215.6999969482422,1.6866006301554486,-14.877091874589315
438,128.187744140625,216.45469665527344,1.6885755975065564,-15.161169950584242
439,127.55550384521484,214.58999633789062,1.682326437268358,-14.29708395848748
440,127.27900695800781,212.57000732421875,1.6701105107957854,-12.714692403004921
441,128.5386505126953,217.8699951171875,1.6949765245564736,-16.02110687468313
442,127.42950439453125,214.6699981689453,1.684617696576069,-14.576498665069796
443,126.69149017333984,212.61000061035156,1.6781711251439038,-13.68451840519926
444,126.9074935913086,216.0399932861328,1.7023422902186176,-16.772653537417785
445,128.14450073242188,219.90130615234375,1.716041694301958,-18.676218574417522
446,127.56949615478516,217.5601043701172,1.7054241878179313,-17.245047079196173
447,127.97700500488281,217.8300018310547,1.7021026693251935,-16.870001160142312
448,129.35000610351562,220.61990356445312,1.7056041217956839,-17.486924394860598
449,129.91574096679688,222.75,1.71457283268645,-18.721661245416573
450,129.9550018310547,221.22500610351562,1.7023200568387096,-17.134531190442022
451,129.7272491455078,220.4250030517578,1.6991418881049378,-16.694980646116893
452,129.52450561523438,219.8300018310547,1.6972078047074883,-16.420851224037524
453,130.52700805664062,221.94000244140625,1.700337774884858,-16.944242579509865
454,130.531005859375,222.0500030517578,1.7011284145851062,-17.04791607228488
455,129.82749938964844,217.16000366210938,1.6726810936283367,-13.271320330980547
456,128.75,215.02999877929688,1.6701359128489077,-12.846618530866596
457,128.14549255371094,212.6699981689453,1.6595979611206906,-11.443340886276832
458,128.94949340820312,215.10499572753906,1.668133701360126,-12.605887482178947
459,128.6699981689453,214.47000122070312,1.6668221362613322,-12.413235771714728
460,128.39625549316406,214.6699981689453,1.6719334792467881,-13.046471228823481
461,128.35250854492188,214.82000732421875,1.673672059545562,-13.26571643788289
462,129.36000061035156,216.9499969482422,1.677102627741342,-13.801199984708308
463,128.26150512695312,213.5500030517578,1.6649578752439105,-12.139738612851165
464,126.81500244140625,208.65060424804688,1.64531483051031,-9.52964550387448
465,126.65550231933594,207.85000610351562,1.641065743669504,-8.98148003120399
466,125.56391906738281,203.3282928466797,1.6193210148017543,-6.187359664406859
467,125.38836669921875,201.7799072265625,1.6092394576810427,-4.916811783671495
468,124.92500305175781,202.02999877929688,1.617210276917853,-5.900245242690762
469,122.23500061035156,199.50999450683594,1.6321838549566816,-7.637570022911195
470,122.44999694824219,201.8406982421875,1.648352007125836,-9.62801006874604
