,unh,tmo,Ratio,Spread
0,516.0900268554688,588.969970703125,1.1412155632840126,-30.97348491690161
1,511.2900085449219,592.0172729492188,1.157889383823553,-39.21056648369665
2,507.75,591.5549926757812,1.1650516842457532,-42.575743097491
3,509.8247985839844,589.7550048828125,1.156779753595413,-38.532483281554505
4,509.6099853515625,589.094970703125,1.155972189784956,-38.10470514742974
5,510.4100036621094,592.0599975585938,1.1599694232296758,-40.20475228498037
6,510.3999938964844,592.8699951171875,1.1615791579288872,-41.025572401173804
7,516.0841064453125,592.77001953125,1.1485918906011954,-34.77993489189964
8,519.1900024414062,594.47998046875,1.1450143062718945,-33.131801386851635
9,518.4100952148438,595.2999877929688,1.1483186637140228,-34.795044326981724
10,516.6223754882812,594.1099853515625,1.1499888768659012,-35.53792427640667
11,519.3300170898438,593.02001953125,1.1418943639236203,-31.520456625365
12,518.9000244140625,591.7000122070312,1.1402967515277609,-30.66535733950093
13,520.8099975585938,595.280029296875,1.1429888675090247,-32.18031165514583
14,517.3400268554688,598.2050170898438,1.156309170055706,-38.8570314277506
15,520.1799926757812,599.114990234375,1.1517455470606546,-36.69643380938055
16,519.7550048828125,597.0999755859375,1.14881043948882,-35.14091592049783
17,518.6300048828125,599.5,1.1559300355856976,-38.75729022284304
18,516.989990234375,599.8699951171875,1.1603125910527576,-40.90046901506082
19,514.8099975585938,596.010009765625,1.1577281183195929,-39.39749152807053
20,510.010009765625,590.760009765625,1.15833022578735,-39.33723785316943
21,512.1400146484375,588.1900024414062,1.148494524188222,-34.464269461172194
22,512.1300048828125,589.9199829101562,1.1518949823007225,-36.20507248752199
23,510.5799865722656,587.030029296875,1.1497317653162438,-34.99099851768074
24,509.55999755859375,588.030029296875,1.1539956670740388,-37.09381053797347
25,512.6500244140625,591.5700073242188,1.1539451461069536,-37.29285183603713
26,511.8500061035156,590.1400146484375,1.1529549821458607,-36.727838878174
27,512.4000244140625,592.260009765625,1.15585476492294,-38.253154252617264
28,507.75,589.9749755859375,1.1619398829855982,-40.99572600764725
29,508.7749938964844,589.5,1.1586654357465138,-39.41252712261701
30,508.27850341796875,590.1699829101562,1.1611153706904782,-40.61931548884081
31,508.82501220703125,588.2550048828125,1.1561047330029104,-38.11345221303327
32,508.760009765625,587.989990234375,1.155731541292425,-37.91871819778919
33,507.75,588.2349853515625,1.1585130189100197,-39.25573577327225
34,509.7699890136719,589.8599853515625,1.1571100654490327,-38.696723852283526
35,520.52001953125,587.3099975585938,1.1283139466710443,-24.523804131232623
36,523.780029296875,591.7849731445312,1.1298349307799047,-25.474057482309036
37,522.52001953125,589.10498046875,1.1274304494538467,-24.15638723999723
38,524.2100219726562,591.280029296875,1.1279449161842183,-24.504205596298107
39,519.9899291992188,588.0787963867188,1.130942665163451,-25.86573657370957
40,518.52001953125,585.219970703125,1.1286352477425514,-24.596177077155403
41,518.22998046875,584.1500244140625,1.1272022971069455,-23.839820993665853
42,523.5599975585938,576.1699829101562,1.1004851126841002,-10.096965541513669
43,523.6400146484375,579.6300048828125,1.1069245830496084,-13.470473044576806
44,525.739990234375,580.47802734375,1.1041161755356916,-12.048002110535094
45,527.5499877929688,583.219970703125,1.1055255126496246,-12.832976289298927
46,527.6300048828125,583.0,1.1049409521914608,-12.526491116580928
47,530.72998046875,586.510009765625,1.1051005809915035,-12.684807586530837
48,531.75,587.52001953125,1.1048801495651153,-12.591972336260596
49,531.385009765625,602.4650268554688,1.1337636850561414,-27.931607065640492
50,533.7000122070312,600.6699829101562,1.1254824230304612,-23.633582710569044
51,536.7000122070312,605.9249877929688,1.1289826234608582,-25.64498789129425
52,537.4849853515625,610.8049926757812,1.1364131265476394,-29.676279888190606
53,536.3800048828125,611.3969116210938,1.13985776139189,-31.46290360658645
54,536.2100219726562,614.7849731445312,1.146537640014274,-35.03475063560484
55,537.030029296875,612.1599731445312,1.1398989623467104,-31.523158798089753
56,542.510009765625,609.0800170898438,1.1227074268232917,-22.518248404774795
57,544.0900268554688,611.5399780273438,1.123968365238557,-23.26989502163815
58,545.2100219726562,613.239990234375,1.1247775453862268,-23.758968619186476
59,546.2100219726562,613.3499755859375,1.1229196662683028,-22.787754070053097
60,548.969970703125,614.4500122070312,1.119278002437982,-20.903734397838548
61,546.8800048828125,613.27001953125,1.1213977729221674,-21.98341255943683
62,546.3099975585938,609.1799926757812,1.1150811725909235,-18.50967756630928
63,542.2899780273438,589.4749755859375,1.0870106390869252,-3.151105194448178
64,545.2000122070312,590.7999877929688,1.0836389848953665,-1.329788735379907
65,542.97998046875,590.6599731445312,1.087811695441551,-3.5900721819136834
66,538.8599853515625,590.4299926757812,1.0957020538286462,-7.814630024733901
67,540.8200073242188,588.5599975585938,1.0882733434189595,-3.825459345348918
68,538.3300170898438,586.2999877929688,1.0891088536404596,-4.257626773863649
69,537.4500122070312,585.89501953125,1.0901386291262325,-4.804119704053619
70,535.3159790039062,581.0800170898438,1.0854897665694443,-2.296433749947596
71,536.7000122070312,579.510009765625,1.079765225610019,0.7699901360495005
72,534.5499877929688,576.0,1.077541882244107,1.955393718696655
73,534.6699829101562,574.0399780273438,1.0736341974967445,4.04515440013995
74,534.6699829101562,569.780029296875,1.0656667617576328,8.3051031306087
75,531.7449951171875,566.4500122070312,1.0652662787774718,8.472623709158256
76,534.02001953125,570.7999877929688,1.0688737629986294,6.5824042937856575
77,531.5999755859375,567.8900146484375,1.0682656898591851,6.875826164965588
78,534.2100219726562,570.4749755859375,1.0678851989323732,7.1128471215972695
79,535.1849975585938,572.22998046875,1.0692190234762708,6.4119857454812745
80,535.0900268554688,577.14501953125,1.078594237539659,1.3942643681934896
81,535.385009765625,576.739990234375,1.077243441102047,2.1182291582364314
82,536.239990234375,577.385009765625,1.076728741385488,2.397614424895778
83,538.0599975585938,576.7999877929688,1.0719993874477842,4.950428135762877
84,545.6699829101562,567.4754028320312,1.0399608199182642,22.502928503106205
85,540.4000244140625,571.9099731445312,1.0583085627441151,12.370479587958698
