,aapl,tsla,Ratio,Spread
1422,149.8699951171875,194.64999389648438,1.298792288238097,45.689564644374805
1423,150.36900329589844,195.25999450683594,1.2985388625779497,45.88517570402602
1424,150.55499267578125,194.32000732421875,1.2906912209991273,47.12542893702588
1425,150.05999755859375,194.4600067138672,1.295881713165673,46.18629666736977
1426,148.2050018310547,188.17140197753906,1.2696697119038116,49.48014847245094
1427,148.3582000732422,188.78419494628906,1.272489116564431,49.11468269591047
1428,148.77589416503906,188.15499877929688,1.2646874000338661,50.41821497441095
1429,149.1699981689453,188.3699951171875,1.2627874065121694,50.8394703018976
1430,148.6300048828125,187.7899932861328,1.2634729672127512,50.54769304877869
1431,148.7100067138672,186.16000366210938,1.2518323936350813,52.30683969160237
1432,148.77999877929688,186.94000244140625,1.2564861135582925,51.63983790739167
1433,148.74119567871094,184.8730010986328,1.2429172715403507,53.64419452409053
1434,148.80999755859375,183.6199951171875,1.2339224388797356,55.008276034387684
1435,149.72500610351562,183.8845977783203,1.2281488748191316,56.22088676050948
1436,151.2899932861328,184.75,1.221164704863095,57.88204019765303
1437,150.0,182.45620727539062,1.2163747151692708,58.09323450029178
1438,149.93499755859375,181.3699951171875,1.2096575053886878,59.07450504108329
1439,150.75,183.17999267578125,1.2151243295242538,58.580268437698216
1440,150.5500030517578,178.35000610351562,1.184656276906221,63.08737478005444
1441,151.6199951171875,178.5478973388672,1.1776012603144266,64.61690632351846
1442,150.77000427246094,177.54989624023438,1.1776208211772594,64.24266028649075
1443,151.19000244140625,179.47450256347656,1.1870791696893581,62.99610983631303
1444,151.02000427246094,178.15159606933594,1.1796556153443478,64.04456690332154
1445,151.72000122070312,180.2899932861328,1.1883073545713307,63.03626280829878
1446,151.30999755859375,180.1999969482422,1.1909325216825872,62.46433866265654
1447,148.35000610351562,173.01010131835938,1.1662291486367478,64.87554776784248
1448,148.35000610351562,172.00999450683594,1.1594876132786327,65.87565457936591
1449,147.781005859375,168.76010131835938,1.1419607028453143,68.20693910275352
1450,148.55999755859375,169.8612060546875,1.1433845506607005,68.36345865095532
1451,148.3300018310547,168.13499450683594,1.1335198033526541,69.71835916612022
1452,148.19500732421875,168.06500244140625,1.1340800575940877,69.57041261905215
1453,148.02000427246094,167.8699951171875,1.1341034338047216,69.48289050428176
1454,148.25999450683594,168.8699951171875,1.1390125547954293,68.87033692650002
1455,148.9499969482422,168.80499267578125,1.1332997390690673,70.04929710014875
1456,149.25,168.64999389648438,1.1299832086866626,70.68862854140096
1457,149.67999267578125,169.2899932861328,1.1310128378535425,70.74282041434856
1458,149.65269470214844,168.1199951171875,1.123401055034754,71.8687480308175
1459,150.0449981689453,169.58999633789062,1.1302609111097348,71.03209164195769
1460,150.22999572753906,169.90989685058594,1.1309984802152218,71.01085595778312
1461,151.36500549316406,179.0500030517578,1.1829022333688883,63.703138787020926
1462,151.3000030517578,180.8415985107422,1.195251783629367,61.80660171062494
1463,150.19500732421875,179.35499572753906,1.1941475214310822,61.509270900378176
1464,150.1199951171875,178.94500732421875,1.192013143782277,61.798157662572784
1465,151.0363006591797,181.92999267578125,1.2045448139405546,60.292479603776606
1466,151.1750030517578,183.10499572753906,1.2112121186122906,59.3414012708619
1467,151.13999938964844,183.2899932861328,1.212716646991639,59.0998928976338
1468,148.39990234375,183.30819702148438,1.2352312510076566,54.65800584146303
1469,147.82550048828125,182.16000366210938,1.2322637370441372,54.878870035147266
1470,148.1699981689453,182.9499969482422,1.234730371931572,54.645042687113495
1471,148.02999877929688,182.9600067138672,1.235965738178845,54.40901429713367
1472,145.1300048828125,184.1649932861328,1.2689656658858361,48.52220280572573
1473,145.10000610351562,186.97500610351562,1.2885940609135882,45.66375918556566
1474,145.17999267578125,187.02000427246094,1.2881940605281446,45.747893401238095
1475,144.91700744628906,186.11000061035156,1.284252303369775,46.23332692811528
1476,143.5399932861328,183.67999267578125,1.2796433138298489,46.440247697968836
1477,143.8000946044922,182.92990112304688,1.2721125227780783,47.6102535254446
1478,144.2100067138672,182.9199981689453,1.2684279152131528,48.28192915798409
1479,144.33990478515625,185.86000061035156,1.2876550035625711,45.55163751212363
1480,141.80999755859375,183.0334930419922,1.290695269678469,44.29379762347711
1481,141.3800048828125,182.58250427246094,1.2914308810768573,44.050595130412326
1482,140.53500366210938,180.67010498046875,1.2855879337709832,44.59880266441855
1483,140.86000061035156,180.27999877929688,1.2798523214407,45.51359231846599
1484,140.58999633789062,180.22000122070312,1.2818835330756158,45.13768801788169
1485,141.16000366210938,180.82000732421875,1.2809577970615698,45.45791643549945
1486,141.5,184.71499633789062,1.3054063345433966,42.11182627609177
1487,141.7899932861328,182.14999389648438,1.2846463257030059,45.14500135573926
1488,140.9199981689453,181.2991943359375,1.2865398573067155,44.59125836737994
1489,141.55999755859375,182.49000549316406,1.2891354100061267,44.43367872637291
1490,146.29429626464844,190.53280639648438,1.302393950149689,44.03405172198408
1491,147.0800018310547,190.5489044189453,1.2955459752973197,45.28641702434911
1492,148.02999877929688,194.70750427246094,1.3153246360743216,42.66151673853992
1493,146.77999877929688,192.5509033203125,1.3118333895739993,42.80008546102659
1494,147.8300018310547,194.7154998779297,1.317158205141994,42.33064090316177
1495,147.5449981689453,194.66000366210938,1.3193263484216209,41.92601985841541
1496,147.91879272460938,194.8699951171875,1.3174120172816068,42.319491971819026
1497,148.55999755859375,194.7100067138672,1.3106489628008464,43.51465799177564
1498,148.33999633789062,193.70550537109375,1.3058211551378835,44.163983691394016
1499,148.32000732421875,194.80999755859375,1.3134438237502957,43.02722072483082
1500,146.22999572753906,195.29629516601562,1.3355419604189733,39.166754507435776
1501,146.4600067138672,193.05670166015625,1.3181530302488862,41.77768368016434
1502,146.4499053955078,192.1999969482422,1.3123941352449497,42.61808056326934
1503,146.41000366210938,191.79379272460938,1.309977378098005,42.95986639968823
1504,146.28500366210938,192.49000549316406,1.3158560390631666,42.06185040816735
1505,147.4407958984375,194.5800018310547,1.319716165701441,41.83779485723915
1506,147.8000030517578,194.85000610351562,1.3183356027082183,42.14770387479857
1507,148.48080444335938,184.9600067138672,1.2456829514580348,53.136806584647424
1508,146.8800048828125,185.30999755859375,1.2616420982995094,50.202443654791274
1509,147.19000244140625,184.0800018310547,1.2506284311282194,51.93290743381727
1510,146.69000244140625,183.33999633789062,1.2498465695446683,51.865700035116625
1511,146.10000610351562,182.35000610351562,1.2481177172184095,51.90318496929505
1512,145.86090087890625,181.1199951171875,1.2417309506922172,52.74717831598941
1513,146.60000610351562,182.5,1.244883986369926,52.56040396467538
1514,144.5500030517578,176.92999267578125,1.2240054579066968,54.820833505412345
1515,144.74000549316406,179.3300018310547,1.2389802060600603,52.72756919051671
1516,144.30999755859375,178.26499938964844,1.2352920962199312,53.0983557351444
1517,143.8195037841797,177.875,1.236793309111434,52.69648932862001
1518,142.30999755859375,178.07000732421875,1.251282484569655,50.06449623311526
1519,142.08999633789062,178.9499969482422,1.25941305904955,48.829330965936755
1520,142.9199981689453,179.80999755859375,1.2581164278076808,49.3093067121825
1521,141.88999938964844,173.93040466308594,1.2258115822909434,53.52604302118363
1522,140.6699981689453,173.02000427246094,1.229970900153586,52.46684198492415
1523,140.8061065673828,173.19000244140625,1.229989285716995,52.51658072379846
1524,141.35899353027344,174.6304931640625,1.2353688209209246,51.96868496952067
1525,141.14999389648438,173.2899932861328,1.2277010327979119,52.97177044987129
1526,140.19520568847656,173.02999877929688,1.2342076744320452,51.690330255698605
1527,140.94000244140625,174.03500366210938,1.2348162384519745,51.88774445445376
1528,143.14999389648438,174.6999969482422,1.220398214439132,54.79061835522075
1529,142.69500732421875,170.83999633789062,1.1972387789975256,57.91607691205602
1530,142.11000061035156,170.1649932861328,1.1974174411039842,57.64663004129182
1531,142.75999450683594,173.18800354003906,1.2131410073131244,55.6729866931367
1532,142.01499938964844,172.6699981689453,1.215857472175797,54.98825273829042
1533,142.85009765625,174.0800018310547,1.2186201107818306,54.92645324973035
1534,142.6699981689453,173.52999877929688,1.2163033644523364,55.18569904554702
1535,142.41940307617188,179.25100708007812,1.2586136664553156,49.06012356571629
