,ms,cb,Ratio,Spread
0,90.91999816894531,197.36000061035156,2.1706995664872544,16.912990056406898
1,91.80000305175781,198.97000122070312,2.167429135144165,17.39997879082054
2,93.1500015258789,202.156005859375,2.1702201025000742,17.43092495659596
3,93.74649810791016,203.80999755859375,2.1740545158709947,17.19834238946143
4,94.20999908447266,205.39999389648438,2.180235600175668,16.712836069891438
5,94.29000091552734,205.86000061035156,2.183264382347156,16.443468056513296
6,94.3499984741211,207.11000061035156,2.1951245782707565,15.33643799172651
7,94.37000274658203,206.8800048828125,2.1922220924202045,15.614102484541403
8,94.55500030517578,207.0399932861328,2.189625007856933,15.894950168333251
9,91.61000061035156,201.38999938964844,2.1983407711809595,14.527218253290554
10,92.02999877929688,202.9949951171875,2.205748101811921,13.92304843285825
11,91.52999877929688,202.69500732421875,2.2145199391182144,13.031571618231196
12,91.12999725341797,202.093994140625,2.21764512489377,12.679409479686852
13,90.2699966430664,201.5399932861328,2.2326354357033535,11.184089754689664
14,90.48999786376953,202.0399932861328,2.2327328771771997,11.208337090880972
15,90.7300033569336,203.69000244140625,2.2450126188145925,10.130244037074645
16,88.05000305175781,200.8300018310547,2.2808630876821456,6.603993623500342
17,87.62999725341797,200.52000427246094,2.2882575665565223,5.9131470946801965
18,87.06999969482422,198.8800048828125,2.2841392624311068,6.218711941519585
19,86.68499755859375,198.4199981689453,2.288977375062225,5.761285817051997
20,87.12000274658203,199.02499389648438,2.2844925117302375,6.192876660730148
21,87.48500061035156,199.77000427246094,2.283477200419924,6.317630357812531
22,87.62999725341797,199.47000122070312,2.2762753334780332,6.963150146438009
23,87.44999694824219,202.5399932861328,2.31606632766388,3.4642300950615366
24,87.125,203.93499755859375,2.3407173320928982,1.2947810997861482
25,88.63749694824219,205.23500061035156,2.315442196322328,3.5989512138828545
26,88.5739974975586,204.89999389648438,2.313319932321358,3.782643231567475
27,88.35549926757812,205.1300048828125,2.3216438884193433,3.031966429551231
28,88.66999816894531,204.22000122070312,2.3031465595792313,4.69139871187417
29,88.38999938964844,204.3000030517578,2.311347487979323,3.944179609414958
30,88.69999694824219,204.39999389648438,2.304396853764887,4.582891003699528
31,87.68000030517578,203.82000732421875,2.32458949150103,2.732297775804794
32,87.48750305175781,204.47999572753906,2.3372480479476963,1.6136020434706766
33,88.11499786376953,206.44000244140625,2.3428474998157913,1.1488710495273993
34,88.21499633789062,206.6999969482422,2.343138984629297,1.127165828149201
35,87.98999786376953,206.27850341796875,2.344340361700421,1.0125039210659268
36,87.80000305175781,206.17999267578125,2.348291406712581,0.6582704749758634
37,86.16999816894531,202.11000061035156,2.345479922305368,0.8440762842466243
38,85.29000091552734,203.6999969482422,2.3883221334466875,-2.842891218102069
39,85.36000061035156,204.11000061035156,2.391166812920562,-3.086090562360313
40,85.63999938964844,205.47999572753906,2.399346067164686,-3.788868408143317
41,85.56999969482422,204.6999969482422,2.3921934986359905,-3.175673946697573
42,85.45999908447266,203.77999877929688,2.384507383131039,-2.5177994458478863
43,86.37000274658203,205.57000732421875,2.3801088431985016,-2.139333678397976
44,85.08000183105469,202.27000427246094,2.377409495995465,-1.9133114958742126
45,85.5999984741211,202.92999267578125,2.370677526789113,-1.334184706629999
46,84.66000366210938,200.75,2.3712496021288048,-1.394133130520062
47,84.27999877929688,200.0399932861328,2.373516803316234,-1.5896511538222469
48,83.91999816894531,200.1699981689453,2.385247885324888,-2.5775120085283176
49,83.87000274658203,199.86500549316406,2.383033253224845,-2.3916548853223687
50,83.45999908447266,198.77999877929688,2.381739767072187,-2.2836578762311617
51,82.25,199.07000732421875,2.4203040404160334,-5.457008589898068
52,82.37999725341797,196.77999877929688,2.3886866392330743,-2.8572257919118456
53,84.81999969482422,202.1999969482422,2.3838717009637125,-2.462870858091294
54,84.7699966430664,202.1999969482422,2.385277869003912,-2.5820245909737323
55,84.06999969482422,199.61000061035156,2.3743309305928375,-1.6600714315943903
56,83.8499984741211,199.47999572753906,2.379010129488616,-2.054313884973199
57,83.29000091552734,197.6999969482422,2.3736342270994735,-1.6087496484853445
58,87.5250015258789,203.44000244140625,2.3243644546667532,2.742951539111742
59,87.55999755859375,202.97000122070312,2.318067689356419,3.2963458285868783
60,88.13999938964844,204.92999267578125,2.3250509881424977,2.718457681593604
61,88.88999938964844,204.85000610351562,2.3045337778163058,4.58564116525295
62,87.58000183105469,204.4199981689453,2.334094472426247,1.8940176456204925
63,87.8499984741211,204.74000549316406,2.3305635634527246,2.217393210168352
64,87.41000366210938,203.9600067138672,2.3333714468459643,1.9489154973897471
65,87.25,202.7100067138672,2.323323859184724,2.817638096411683
66,85.91999816894531,201.35000610351562,2.3434591526363766,1.0083384872846453
67,86.05000305175781,202.1999969482422,2.3497965110660353,0.4681400759295671
68,85.25,201.51499938964844,2.3638123095559935,-0.7532130097528422
69,85.6500015258789,201.66000366210938,2.354465850198244,0.05495803992428572
70,85.51499938964844,201.28500366210938,2.353797638996123,0.10825750538742662
71,85.86000061035156,201.4199981689453,2.345911911683139,0.7953764866417417
72,86.75,202.47500610351562,2.3340058340462897,1.8611740991674126
73,86.29000091552734,203.28500366210938,2.3558349925284277,-0.04496871677761893
74,86.33000183105469,203.24000549316406,2.354222184437096,0.09534880241221666
75,86.31999969482422,203.0050048828125,2.3517725393943065,0.3065150301258641
76,86.36000061035156,203.00999450683594,2.3507410036134493,0.3968447563469497
77,85.63999938964844,202.625,2.3660088912201918,-0.9338726806042543
78,85.18000030517578,201.91000366210938,2.370392145324291,-1.3150216000649109
