,tsla,msft,Ratio,Spread
0,349.8166809082031,312.82000732421875,0.8942398244476717,64.9248308686029
1,346.3688049316406,312.54998779296875,0.9023618274591837,61.46103426042844
2,344.8000183105469,313.1120910644531,0.9080976636794904,59.20004134065896
3,342.6600036621094,313.8800048828125,0.9160100435658773,56.114636612749216
4,339.0,313.8399963378906,0.9257817001117717,52.19110910334893
5,340.4599914550781,314.760009765625,0.9245139448555614,52.85216752838681
6,342.3000183105469,314.1099853515625,0.9176452484632667,55.494816392001944
7,337.92999267578125,306.30999755859375,0.9064303382282953,58.562362427870646
8,342.4433288574219,308.6199951171875,0.90122939800554,61.14000224144808
9,337.0,305.9800109863281,0.907952554855573,57.885229925673336
10,340.4633483886719,309.94830322265625,0.910372011229885,57.66750940305439
11,345.1666564941406,311.9700012207031,0.9038242696713058,60.73917550286392
12,347.7878723144531,311.739990234375,0.896350951399808,63.80778567353837
13,352.7566833496094,314.0899963378906,0.8903870887872107,66.83866535678862
14,354.5849914550781,312.29998779296875,0.8807479033768794,70.60860773878716
15,355.2099914550781,315.239990234375,0.8874750086365238,68.34543796276785
16,351.6163330078125,314.82000732421875,0.8953509202236741,64.87373219235934
17,353.8999938964844,315.03338623046875,0.8901762974390327,67.13340334390074
18,352.5576171875,314.4464111328125,0.8919007725355175,66.26667539212463
19,352.739990234375,315.25,0.8937177771948537,65.66058418159497
20,354.8000183105469,314.989990234375,0.8877958680336729,68.15146481692761
21,366.1850280761719,322.4599914550781,0.8805930519584261,73.0106580044228
22,363.5066833496094,318.6000061035156,0.8764625815616602,73.97017743581847
23,364.4666748046875,319.2311096191406,0.8758855930798393,74.37867964065617
24,366.17333984375,318.9700012207031,0.8710901819253444,76.48799067479177
25,369.177001953125,319.07989501953125,0.8643005748772111,79.63085948621955
26,369.57666015625,317.7200012207031,0.8596863262046287,81.4235560480314
27,368.9599914550781,318.2900085449219,0.8626680830343486,80.1857382907329
28,366.1394958496094,317.7699890136719,0.8678932281705957,77.65135212860457
29,360.3944396972656,314.3699951171875,0.8722942434441024,74.82983935566767
30,352.8999938964844,310.0,0.8784358327048649,71.08385730975039
31,353.8516845703125,310.07000732421875,0.8762711069208036,72.04446652215717
32,353.0185546875,309.239990234375,0.8759879222442606,71.97226038128497
33,348.5733337402344,306.989990234375,0.880704174758106,69.40838719413057
34,343.8707275390625,304.82000732421875,0.8864377887169599,66.48576612124015
35,347.4366760253906,307.0899963378906,0.8838732854888599,68.0774577773825
36,345.8752746582031,306.885009765625,0.8872707367385291,66.59155243110047
37,346.0,308.69000244140625,0.8921676371138909,64.92162885216669
