,nue,shw,Ratio,Spread
0,145.73500061035156,260.17498779296875,1.7852608275522834,-5.213988783109841
1,146.11000061035156,257.44000244140625,1.7619601763465274,-1.8229470674050958
2,146.0850067138672,256.69500732421875,1.757161895655729,-1.1216783631597025
3,148.11000061035156,257.32501220703125,1.7373912034745245,1.7910104423953044
4,149.69500732421875,257.04998779296875,1.717158056155032,4.838978168033179
5,149.86000061035156,260.010009765625,1.735019409493215,2.1676092497987725
6,150.52000427246094,259.4100036621094,1.723425433821695,3.9222809610051854
7,149.22999572753906,254.8300018310547,1.7076325747292647,6.245433950209474
8,149.8300018310547,253.9600067138672,1.694987676768685,8.165129928025294
9,149.19500732421875,253.9149932861328,1.7019000691782191,7.0992308560128095
10,148.9600067138672,252.75999450683594,1.6968312507689063,7.843099912647119
11,149.17640686035156,252.69000244140625,1.6939005822680582,8.291680493549848
12,149.0399932861328,252.5850067138672,1.6947464982029663,8.158022905031316
13,149.47000122070312,253.19000244140625,1.6939185145757318,8.305319023109632
14,152.19000244140625,254.72000122070312,1.6736973331659635,11.533917873991413
15,153.41000366210938,254.0825958251953,1.6562322518733568,14.305695443108846
16,152.6300048828125,253.25,1.6592412494151614,13.773696166488378
17,151.47000122070312,252.28500366210938,1.6655773528020987,12.70928507783185
18,150.3699951171875,252.27000427246094,1.677661850529821,10.79984178799566
19,150.5399932861328,251.5399932861328,1.670918058352961,11.827261789334727
20,148.52999877929688,249.83999633789062,1.6820844165570346,10.010806235975053
21,151.2100067138672,251.08999633789062,1.6605382262367403,13.449436266445957
22,149.0449981689453,252.80999755859375,1.6961991389474798,7.941788020893853
23,148.11000061035156,252.60000610351562,1.705489197640724,6.516016545910929
24,147.7677001953125,253.23500061035156,1.7137371717610632,5.282173063781897
25,148.52000427246094,254.64500427246094,1.7145502083699984,5.188313075228223
26,148.05999755859375,253.77999877929688,1.7140348707547772,5.248544349243673
27,149.22999572753906,255.25999450683594,1.7105139838835364,5.815441274428224
28,148.6699981689453,255.33999633789062,1.7174951199483293,4.7557328774547045
29,148.82000732421875,256.0199890136719,1.7203331300468734,4.338178764331474
30,149.4499969482422,256.79998779296875,1.7183003883359342,4.66033652419236
31,148.97000122070312,257.1650085449219,1.726287215128131,3.455571100737643
32,149.4199981689453,257.3800048828125,1.7225271585922495,4.027837060817376
33,149.4550018310547,258.04998779296875,1.7266065680737193,3.4190924847815154
34,149.47000122070312,259.07000732421875,1.7332575447141623,2.4253141402971323
35,152.89999389648438,258.6700134277344,1.6917594751694884,8.826024100535165
36,151.4600067138672,260.739990234375,1.7215104890821484,4.236813279389764
37,150.47000122070312,260.44000244140625,1.730843359663457,2.804802660822304
38,151.625,260.92999267578125,1.7208903061881697,4.335463892405301
39,150.6999969482422,259.69000244140625,1.7232250013289423,3.9571764228957136
40,148.35000610351562,258.30999755859375,1.7412199995350879,1.2259107740844684
41,148.80999755859375,257.9599914550781,1.7334856238641272,2.3806644017469125
42,149.6999969482422,258.0199890136719,1.7235804560696193,3.877706212917417
43,147.1750030517578,255.6300048828125,1.7369118368077339,1.8502548365529492
44,146.61549377441406,256.7569885253906,1.7512268445546606,-0.2555811318865153
45,145.3800048828125,258.7099914550781,1.7795431473786119,-4.370051662006716
46,144.25,259.8900146484375,1.8016638797118718,-7.52699990838201
47,146.61000061035156,262.0799865722656,1.787599655420513,-5.588189379408107
48,146.4499969482422,262.5199890136719,1.7925571490892602,-6.308115609648837
49,146.77999877929688,258.6199951171875,1.7619566512332299,-1.8307889093190397
50,147.25,258.6400146484375,1.7564686903119695,-1.0285489952439661
51,147.89010620117188,260.67999267578125,1.7626601222476885,-1.9486716972390923
52,148.47999572753906,262.3399963378906,1.7668373106589037,-2.576673284910953
53,149.58999633789062,262.5799865722656,1.7553311919278056,-0.8747356136248072
54,151.61000061035156,263.8800048828125,1.7405184606588242,1.3592104986084337
55,150.88999938964844,263.8299865722656,1.748492197226195,0.149598454402053
56,150.8300018310547,264.3299865722656,1.7525027074410748,-0.45536629266041473
57,151.47000122070312,265.75,1.7544728187648349,-0.7557112600587743
58,150.88999938964844,265.8900146484375,1.7621447128634453,-1.910429621769822
59,150.8300018310547,266.6700134277344,1.768017040312925,-2.7953931481291647
60,150.49000549316406,264.1600036621094,1.7553325404995663,-0.8802014125260484
61,151.77000427246094,264.8599853515625,1.7451405277427539,0.6591538186929142
62,150.83999633789062,263.8699951171875,1.7493370559762074,0.02211038859417158
63,155.2100067138672,261.9700012207031,1.687842213058145,9.5673659344842
64,153.1909942626953,262.25,1.7119152549547911,5.755137907523988
65,153.8699951171875,262.1300048828125,1.7035810307472492,7.063033909638477
66,153.77000427246094,261.6199951171875,1.701372100202521,7.398111328493314
67,154.10000610351562,262.0899963378906,1.7007786239919644,7.505442911635555
68,153.86500549316406,261.7200012207031,1.7009715781820893,7.46430830616049
69,152.8000030517578,261.2799987792969,1.709947601838684,6.041106402202445
70,156.9499969482422,263.44000244140625,1.6784963846051018,11.14144915860004
71,159.22999572753906,262.7959899902344,1.6504176162882571,15.774282168156674
72,158.63999938964844,260.69000244140625,1.6432804049696483,16.84808077753479
73,157.6999969482422,259.3900146484375,1.6448320841348552,16.50354967985328
74,156.8699951171875,257.29998779296875,1.6402116134494455,17.1415019126203
75,156.28500366210938,256.20001220703125,1.6393128336288727,17.21804451969689
76,157.27000427246094,256.94000244140625,1.6337508454331378,18.201296736268944
77,157.37649536132812,255.44000244140625,1.623114060679325,19.887601153804326
78,158.8800048828125,257.79998779296875,1.6226081311057243,20.157981109223954
79,161.14999389648438,258.4100036621094,1.6035371607156281,23.519273877289834
80,160.97999572753906,259.364990234375,1.6111628594732599,22.266878290013267
81,161.6300048828125,258.31500244140625,1.5981871845434503,24.454046464496344
82,163.27999877929688,258.9100036621094,1.5856810729896815,26.745682568018424
83,163.24000549316406,258.29998779296875,1.582332633551556,27.285730837451354
84,166.47000122070312,256.6199951171875,1.5415389754035325,34.616548188444085
