,wfc,jpm,Ratio,Spread
0,48.119998931884766,156.77000427246094,3.257897085458654,-25.610942960859937
1,47.970001220703125,156.8000030517578,3.268709590611503,-26.058462101859526
2,47.95000076293945,156.49000549316406,3.263607987554302,-25.804136048476913
3,47.94499969482422,156.58999633789062,3.266033941695799,-25.918047424069748
4,47.790000915527344,156.35000610351562,3.271605003311818,-26.109498082263734
5,47.944400787353516,156.55999755859375,3.265449040712387,-25.889715710635578
6,48.029998779296875,156.69000244140625,3.2623361737195546,-25.781457594128447
7,48.290000915527344,157.75,3.266721826656178,-26.117736203231225
8,48.40999984741211,157.6199951171875,3.2559387650073193,-25.65371290740577
9,48.41080093383789,157.64999389648438,3.256504557979563,-25.681481853383097
10,48.439998626708984,157.64500427246094,3.254438661060122,-25.59522011398942
11,48.47999954223633,157.8000030517578,3.25495058873259,-25.63887588286402
12,48.480098724365234,157.52000427246094,3.249168389034121,-25.358601028965687
13,48.36000061035156,157.25999450683594,3.251860887552886,-25.4328857509551
14,48.70500183105469,157.67999267578125,3.2374496817130445,-24.892569036952516
15,48.680198669433594,157.8249969482422,3.2420779138549585,-25.106613196287917
16,48.68989944458008,158.14999389648438,3.248106808610155,-25.40460792485589
17,48.654998779296875,157.91000366210938,3.245504215885449,-25.26176409543546
18,48.720001220703125,158.05999755859375,3.2442527421659335,-25.230822945420122
19,48.540000915527344,157.72779846191406,3.249439544436821,-25.39965677738683
20,48.779998779296875,158.14999389648438,3.242107377083538,-25.15381538593123
21,48.959999084472656,159.4499969482422,3.256740194646178,-25.95278550904265
22,48.65999984741211,159.0399932861328,3.268392802812371,-26.377833188592625
23,48.46500015258789,158.55999755859375,3.2716392666745326,-26.44062136404485
24,48.689998626708984,158.92999267578125,3.264119884131603,-26.184330629551305
25,48.60499954223633,158.72000122070312,3.2655077196900306,-26.210935107930105
26,48.564998626708984,158.80999755859375,3.2700504900509566,-26.412274456243033
27,48.43000030517578,158.67999267578125,3.276481347839738,-26.658038960788353
28,48.57500076293945,158.82989501953125,3.2697867735436317,-26.404330855447988
29,48.49700164794922,158.4199981689453,3.266593661170069,-26.211545442407775
30,48.45000076293945,158.27999877929688,3.2668729883771017,-26.20237355909284
31,48.505001068115234,158.5749969482422,3.269250457814781,-26.344277743270986
