,intc,lrcx,Ratio,Spread
936,25.725000381469727,373.2799987792969,14.510398182469164,-11.263327312025297
937,25.719999313354492,374.8599853515625,14.574649897324276,-12.913691727090168
938,25.489999771118164,344.8699951171875,13.52961938853949,13.83961561186419
939,25.344999313354492,349.19000244140625,13.777471371144015,7.479080306987157
940,25.139999389648438,347.8599853515625,13.836913038860143,5.924223191559008
941,25.236000061035156,349.82501220703125,13.862141835510908,5.3101717684979235
942,25.330699920654297,349.6400146484375,13.803014355846754,6.827839004812461
943,25.329999923706055,351.79998779296875,13.888669121697202,4.658015109591872
944,25.19099998474121,350.7200012207031,13.92243267171381,3.781916376045274
945,24.829999923706055,338.9599914550781,13.651228050607498,10.461730279377264
946,25.045000076293945,336.3399963378906,13.429426844212683,16.10732844615262
947,25.145000457763672,336.5757141113281,13.38539303972883,17.278872274592686
948,25.198400497436523,334.44000244140625,13.272271090199927,20.166059331566885
949,25.19499969482422,332.8431091308594,13.210681213035894,21.715094635358923
950,24.864999771118164,324.4599914550781,13.048863641332234,25.454267813842023
951,25.040000915527344,327.0799865722656,13.062299305645904,25.29698721026091
952,25.06999969482422,325.2850036621094,12.975070108567472,27.514129812082615
953,25.299999237060547,325.0,12.845850189747269,31.035816369612633
954,25.350000381469727,324.1925048828125,12.78865877729098,32.54695570838015
955,25.334999084472656,325.989990234375,12.867179870322873,30.53836366970239
956,25.47010040283203,324.70001220703125,12.748281595738339,33.72956342136263
957,25.46500015258789,324.3699951171875,12.737875247341135,33.987806921715446
958,25.299999237060547,323.9809875488281,12.805573016549605,32.05482882078451
959,25.289899826049805,311.04998779296875,12.299376032821309,44.84370398563618
960,26.31999969482422,334.79998779296875,12.720364425338751,35.58984860148638
961,25.940000534057617,332.6400146484375,12.823439005396384,32.402259868421936
962,26.31999969482422,339.32000732421875,12.892097692195088,31.06982907023638
963,26.15530014038086,338.6099853515625,12.946132658932349,29.462106296242382
964,26.367900848388672,341.2300109863281,12.941114006319562,29.83391737763918
965,26.420000076293945,340.6099853515625,12.892126584707468,31.187112644770195
966,25.923999786376953,323.3800048828125,12.474155514101975,41.437098114884805
967,26.184999465942383,323.05999755859375,12.337598019766354,45.43003969951906
968,26.135000228881836,320.9700012207031,12.281232003434177,46.816418657112195
969,26.165000915527344,321.1700134277344,12.274794656595613,47.038592983028934
970,26.1200008392334,318.42999267578125,12.191040675522693,49.145347356201285
971,26.094999313354492,318.1099853515625,12.1904577015553,49.11351914898876
972,25.940000534057617,314.95001220703125,12.141480559860488,50.092262309828186
973,26.482500076293945,320.8599853515625,12.115925023211206,51.81664779078335
974,26.40999984741211,318.989990234375,12.078379101756509,52.66637891764168
975,26.31399917602539,315.2799987792969,11.981455067709646,55.02539494031214
976,26.309999465942383,314.3900146484375,11.949449678074197,55.859092901701615
977,26.334999084472656,315.4100036621094,11.976837464485724,55.190912578178484
978,26.354999542236328,314.9599914550781,11.950673379839206,55.922382473841765
979,26.420000076293945,315.510009765625,11.94208966141241,56.287088230707695
980,26.046600341796875,322.46551513671875,12.380330288988219,44.07689181957949
981,25.684999465942383,319.0199890136719,12.42047870924365,42.4337670763357
982,25.809999465942383,322.4267883300781,12.49232061223158,40.78603805195576
983,25.854999542236328,321.6499938964844,12.440533730083496,42.19609886433028
984,25.924999237060547,323.7099914550781,12.486403123681685,41.12117637466605
985,25.700000762939453,319.94500732421875,12.449221705300246,41.719855452904085
986,25.885000228881836,322.3699951171875,12.453930549225769,41.898284176575146
987,26.21489906311035,327.989990234375,12.511586996568797,40.920810968711635
988,25.940099716186523,326.5199890136719,12.587460826525838,38.523681249879246
989,25.969999313354492,328.45001220703125,12.647286133663206,37.0144220014937
990,25.81999969482422,328.6400146484375,12.728118455954725,34.7135405779124
991,25.957399368286133,331.4700012207031,12.769769286890963,33.81711947541453
992,25.889999389648438,328.94000244140625,12.705292012209389,35.398627853873165
993,26.010000228881836,330.42999267578125,12.70395962199445,35.59735691000776
994,26.829999923706055,360.6549987792969,13.442228841030843,16.911847627579505
995,26.43000030517578,360.8699951171875,13.653802154762685,11.067831723461211
996,26.290000915527344,352.0299987792969,13.390261944471128,17.937677923492743
997,26.239999771118164,351.6700134277344,13.402058555458161,17.594019053475222
998,25.989999771118164,350.239990234375,13.475952032273014,15.50590166278198
999,26.114999771118164,355.4750061035156,13.611909217654008,12.029956085667664
1000,26.06999969482422,355.8699951171875,13.65055616735737,11.001700693215014
1001,26.2549991607666,360.6700134277344,13.737193866175824,8.80509889930795
1002,26.239999771118164,363.2799987792969,13.844512269361823,5.984033701912722
1003,26.42300033569336,363.4599914550781,13.755439837924094,8.3793278786776
1004,26.709999084472656,366.3999938964844,13.717708965010184,9.478133219882466
1005,26.859399795532227,366.69000244140625,13.652203892597823,11.290575494420523
1006,26.959999084472656,369.54998779296875,13.707344226350786,9.846279907450707
1007,26.969999313354492,369.3299865722656,13.694104411392692,10.207009972469848
1008,26.677099227905273,368.25,13.803974594613956,7.165141833969926
1009,27.14699935913086,370.010009765625,13.629867701793444,12.017830956810485
1010,27.389999389648438,371.2699890136719,13.554946961918764,14.177484785923298
1011,27.204999923706055,370.7799987792969,13.62911228888497,12.06405850365843
1012,27.280000686645508,374.67498779296875,13.734420027943216,9.224522401715376
1013,27.354999542236328,375.5375061035156,13.728295097343462,9.417430161614789
1014,27.18000030517578,373.95001220703125,13.758278440336198,8.542236385775311
1015,27.375,379.489990234375,13.862648045091325,5.746403719387388
1016,27.360000610351562,381.54998779296875,13.945540178409594,3.4753263149609097
1017,27.375,380.7550048828125,13.908858625856164,4.481389070949888
1018,27.31999969482422,377.57000732421875,13.820278606948502,6.8923914064469045
1019,27.344999313354492,378.19000244140625,13.830316764963655,6.624204979408148
1020,27.385000228881836,378.4700012207031,13.820339531038103,6.907121577375278
1021,27.399999618530273,379.9800109863281,13.867883805711896,5.608191657583063
1022,27.59000015258789,384.2900085449219,13.928597550546812,3.9719884584283704
1023,27.725000381469727,390.0000915527344,14.066729889511372,0.16170458695819434
1024,27.520000457763672,392.9100036621094,14.277252802561835,-5.633081727688648
1025,27.239999771118164,385.05999755859375,14.135829691410734,-1.723402741173686
1026,27.260000228881836,386.55499267578125,14.180300419301837,-2.936940169729155
1027,27.209999084472656,385.9700012207031,14.184859030037833,-3.0555929362310508
1028,27.219999313354492,385.6199951171875,14.166789303627837,-2.5648579883994103
