,mrk,jnj,Ratio,Spread
0,81.30999755859375,177.98379516601562,2.1889533945411404,-32.87061129524986
1,81.16000366210938,177.77999877929688,2.190487811206147,-32.934507597420264
2,81.11000061035156,177.24000549316406,2.1851806701940037,-32.483754284989345
3,80.91999816894531,176.94920349121094,2.1867178385468473,-32.53204784377351
4,81.1500015258789,176.92999267578125,2.180283294503179,-32.10235221186667
5,81.56500244140625,177.5500030517578,2.176791488228106,-31.981714377663934
6,81.56999969482422,177.75999450683594,2.179232501800722,-32.182787281815195
7,81.83999633789062,178.0,2.174975659396368,-31.940932318870495
8,82.625,179.6999969482422,2.174886498617152,-32.23994065342083
9,82.37999725341797,179.00999450683594,2.172978884135721,-31.98719229738066
10,82.17500305175781,178.5850067138672,2.1732278683504966,-31.928055717929823
11,82.21499633789062,179.02000427246094,2.1774616827411517,-32.29167763689202
12,82.1449966430664,178.72000122070312,2.1756650864235967,-32.11660237865189
13,82.41000366210938,179.66000366210938,2.180075181148351,-32.583649298767995
14,82.9000015258789,179.60000610351562,2.1664656549789068,-31.649157185550365
15,82.83999633789062,179.86000061035156,2.1711734495585007,-32.01624238405026
16,82.88999938964844,180.00999450683594,2.171673251686815,-32.07699630683271
17,82.8949966430664,179.8699951171875,2.1698534580039985,-31.92807836625741
18,82.87999725341797,179.82000732421875,2.169643017414591,-31.904859842177558
19,82.7249984741211,178.71499633789062,2.160350554660912,-31.076473711773758
20,82.05000305175781,177.22999572753906,2.1600242429697527,-30.796131049748197
21,82.37000274658203,175.98500061035156,2.1365180859806894,-28.98003550275004
22,82.66999816894531,176.4499969482422,2.1343897527086795,-28.90963284675408
23,82.77999877929688,176.27999877929688,2.129499895853878,-28.543317628551222
24,82.91999816894531,176.9499969482422,2.1339845737540357,-28.963460210461136
25,83.43000030517578,178.10000610351562,2.134723785833029,-29.203273375186626
26,83.37999725341797,177.89849853515625,2.133587243886167,-29.091005780529144
27,83.5199966430664,178.1999969482422,2.1336207388729087,-29.142648606579712
28,83.33000183105469,176.47940063476562,2.117837474581656,-27.761134237732165
29,83.62999725341797,176.24000549316406,2.107377870157243,-26.986340102244014
30,83.29499816894531,176.35000610351562,2.1171740198112374,-27.69421041129513
31,83.30870056152344,176.5800018310547,2.119586557476676,-27.899751608353796
32,83.37000274658203,176.61000061035156,2.118387846851692,-27.820344957578214
33,83.2699966430664,176.1199951171875,2.1150474626787723,-27.508819411817967
34,83.4800033569336,176.4499969482422,2.113679801781977,-27.464024246211295
35,85.16000366210938,178.98500061035156,2.1017495645081583,-27.00074724778767
36,84.79000091552734,178.97000122070312,2.1107441831378595,-27.646088261651784
37,84.33499908447266,178.4499969482422,2.1159660744111815,-27.938121455110007
38,84.28289794921875,179.06500244140625,2.12457101972567,-28.646111351754456
39,83.9800033569336,178.35499572753906,2.1237793355340897,-28.476677752922257
40,83.72989654541016,178.07940673828125,2.126831801848716,-28.6474520254734
41,83.75,177.66000366210938,2.1213134765625,-28.19217050396972
42,84.97000122070312,180.02000427246094,2.1186301245880017,-28.37484647063434
43,84.7750015258789,180.13999938964844,2.1249188575320503,-28.842855699486023
44,85.02999877929688,180.63999938964844,2.1244266962594702,-28.887764512266187
45,84.75,181.1999969482422,2.138053061336191,-29.947473244930734
46,84.75,180.99000549316406,2.135575286055033,-29.73748178985261
47,84.76000213623047,181.38999938964844,2.1400424117275203,-30.11962496837492
48,84.9800033569336,182.2899932861328,2.1450927993080575,-30.62698476634418
49,86.36000061035156,181.55999755859375,2.102362161595805,-27.43412098826701
50,86.57499694824219,182.3800048828125,2.1066128941574918,-27.870426381005785
51,86.5248031616211,182.38189697265625,2.1078568261170396,-27.961898847258567
