,ibm,v,Ratio,Spread
0,131.47000122070312,225.32000732421875,1.7138511084818997,-20.990749104898185
1,131.24000549316406,226.14999389648438,1.7231787902375844,-22.178192556796603
2,130.75,226.50999450683594,1.7323900153486496,-23.29975442075707
3,130.80499267578125,227.0,1.7354077650740116,-23.704290890223376
4,131.2100067138672,227.67999267578125,1.735233450389866,-23.754815115391438
5,131.6699981689453,228.08999633789062,1.7322852548781018,-23.449905018235256
6,131.9499969482422,228.19000244140625,1.7293672430391531,-23.114740038273027
7,132.0800018310547,224.9199981689453,1.7029072914205703,-19.642683578824034
8,132.5850067138672,224.61500549316406,1.6941207083686889,-18.552817759784887
9,132.19500732421875,225.08999633789062,1.7027117808302665,-19.63394145043023
10,131.97999572753906,224.7550048828125,1.7029475083996757,-19.633118700381345
11,131.92999267578125,223.4499969482422,1.693701276080352,-18.405824969656095
12,131.5800018310547,223.25,1.6966864028976623,-18.749780018238482
13,132.16000366210938,223.9499969482422,1.6945368548930304,-18.548344374977887
14,131.09500122070312,221.05499267578125,1.6862198452832482,-17.308555412730527
15,131.18930053710938,223.30999755859375,1.7021967236987157,-19.417001314840405
16,131.55999755859375,223.66000366210938,1.7000608681411418,-19.19087410489496
17,131.31649780273438,224.08999633789062,1.7064877611533777,-19.999311475506687
18,131.10000610351562,224.6999969482422,1.7139587069951825,-20.945781150293328
19,130.80999755859375,224.97500610351562,1.7198609456646654,-21.671518458840865
20,130.02999877929688,222.17999267578125,1.7086825714187142,-20.088770722944076
21,128.8000030517578,224.8699951171875,1.7458850138910658,-24.69041926070264
22,129.03500366210938,225.1750030517578,1.7450691414044541,-24.630191780742052
23,128.3249969482422,225.39999389648438,1.7564776875653916,-25.95866740395948
24,128.9499969482422,225.27670288085938,1.7470082063769314,-24.864008127884773
25,129.6199951171875,226.42999267578125,1.7468754914785276,-24.975993993409986
26,129.67999267578125,225.60000610351562,1.7396670176219726,-24.05275986254847
27,130.11000061035156,226.36000061035156,1.7397586622741308,-24.144440674371396
28,130.10000610351562,227.24000549316406,1.7466563784198275,-25.039978911934725
29,129.67990112304688,228.77000427246094,1.7641130374967848,-27.222900321766303
30,129.77000427246094,228.85000610351562,1.7635046510673569,-27.162864809609204
31,129.9250030517578,227.66000366210938,1.7522416649197012,-25.731964936815046
32,130.14999389648438,227.7100067138672,1.749596752920156,-25.43228964383823
33,130.24000549316406,227.39999389648438,1.746007250501997,-24.982381773516124
34,130.27999877929688,227.74000549316406,1.7480811147302129,-25.260236236147023
35,130.57000732421875,227.00999450683594,1.7386075038132363,-24.0794970965448
36,130.58999633789062,226.99000549316406,1.7381883134895457,-24.028441373371237
37,129.55499267578125,226.50999450683594,1.748369474835216,-25.15702191795873
38,129.5800018310547,227.10479736328125,1.752622273145038,-25.712955814958804
39,129.51499938964844,226.1199951171875,1.7458981290414173,-24.82917966235908
40,128.94000244140625,226.02000427246094,1.7529083294004932,-25.622842874237165
41,128.91000366210938,226.24000549316406,1.7550228769380058,-25.88946787423825
42,128.60499572753906,221.61000061035156,1.723183452996272,-21.733503034348814
43,128.72999572753906,221.38999938964844,1.71980118649446,-21.319228161555742
44,128.44500732421875,221.02000427246094,1.7207364371475018,-21.39215894769879
45,129.07000732421875,220.75999450683594,1.7103895713920243,-20.16078092162408
46,128.74000549316406,218.96749877929688,1.7008504694441993,-18.881170481407935
47,129.0399932861328,219.2899932861328,1.6993955726569203,-18.73742719526433
48,129.39999389648438,219.0,1.692426664063003,-17.88792484251067
49,126.81500244140625,215.75,1.7012971324089623,-18.655490687305246
50,127.04000091552734,215.33670043945312,1.6950306902361947,-17.892500924501007
51,127.63999938964844,214.6699981689453,1.6818395424275987,-16.293287495466018
52,128.05999755859375,215.50999450683594,1.6828830127708656,-16.480527208139904
53,128.44000244140625,215.77000427246094,1.6799283725558496,-16.149937482596926
54,128.77999877929688,216.2801971435547,1.6794548780375098,-16.13171171161693
55,128.58999633789062,216.25,1.681701579894044,-16.396814313646246
56,127.72989654541016,216.86000061035156,1.6978014268825008,-18.343572746773646
