,pypl,nflx,Ratio,Spread
0,186.1999969482422,586.72998046875,3.1510740606072227,-48.20047002717922
1,182.67999267578125,593.739990234375,3.2501642984414785,-65.4460424755099
2,189.13999938964844,604.9199829101562,3.198265754796567,-57.84145464160349
3,191.67999267578125,614.239990234375,3.204507584019666,-59.77560147205429
4,192.00999450683594,614.0900268554688,3.1982190741305705,-58.666049931964835
5,192.00999450683594,613.1199951171875,3.1931670884734036,-57.696018193683585
6,190.10000610351562,610.7100219726562,3.212572342791535,-60.839960474305485
7,189.97000122070312,610.5399780273438,3.2138757388227384,-61.04794820852692
8,191.8800048828125,612.0900268554688,3.189962535331873,-57.04403724158328
9,188.5800018310547,602.4400024414062,3.1946123480321154,-56.98985006943758
10,194.94000244140625,597.3699951171875,3.064378719789649,-33.42606266131361
11,191.13999938964844,591.1500244140625,3.092759371673815,-38.25584258918627
12,187.16000366210938,567.52001953125,3.0322718979842844,-26.19897585988122
13,192.27000427246094,553.2899780273438,2.877671845491253,2.890062255228141
14,187.60000610351562,541.0599975585938,2.8841150317449498,1.5404969943526758
15,182.9499969482422,539.8499755859375,2.95080614698597,-10.770902173392418
16,191.52000427246094,540.8400268554688,2.8239349143186985,13.159143343481897
17,187.1999969482422,537.219970703125,2.869764847547822,4.217366516607509
18,181.00999450683594,519.2000122070312,2.8683499694124537,4.237870156693585
19,178.4199981689453,525.6900024414062,2.9463625593339158,-9.783380784340583
20,174.4600067138672,510.79998779296875,2.927891597704307,-6.408335330270919
21,173.5500030517578,515.8599853515625,2.9723997480871125,-14.11446590577157
22,173.27999877929688,508.25,2.9331140557505857,-7.2896062078890544
23,163.5399932861328,397.5,2.4305981186175427,75.13814499964604
24,162.1699981689453,387.1499938964844,2.3873096026871727,81.50444261545306
25,158.1999969482422,366.4200134277344,2.3161821775989977,90.69034722530773
26,156.97999572753906,359.70001220703125,2.2913748375387994,93.8627962270603
27,158.11000061035156,386.70001220703125,2.445765673988074,70.14865468475597
28,163.52000427246094,384.3599853515625,2.350538009472729,88.22003505885942
29,171.94000244140625,427.1400146484375,2.4842387378353004,69.92390190971645
30,175.8000030517578,457.1300048828125,2.6002843967427434,51.158124813842335
31,132.57000732421875,429.4800109863281,3.239646882842617,-46.89722048602886
32,124.30000305175781,405.6000061035156,3.2630731789654592,-47.06495548219027
33,126.08000183105469,410.1700134277344,3.2532519628081547,-46.459034690874375
34,121.41000366210938,402.1000061035156,3.311918243760059,-51.96857309628109
35,120.26000213623047,403.5299987792969,3.3554797240247702,-56.74257100393987
36,122.94000244140625,412.8900146484375,3.3584675976008924,-58.309610220208754
37,119.0199966430664,406.2699890136719,3.4134599266714014,-63.08828241640498
38,115.29000091552734,391.30999755859375,3.3941364771547313,-58.97447242029381
39,114.12000274658203,396.57000732421875,3.4750262686625835,-67.6366341919782
40,115.45999908447266,407.4599914550781,3.5290143312488067,-74.63014108888052
41,110.54000091552734,398.0799865722656,3.601230172564148,-79.55663863023392
42,105.19999694824219,386.6700134277344,3.6755705764703954,-83.6744720172644
43,103.6500015258789,391.2900085449219,3.775108565215276,-92.80158532962793
44,103.16999816894531,377.3800048828125,3.657846385388478,-80.28734828241761
45,100.72000122070312,367.4599914550781,3.6483318804760523,-77.49150158719641
46,105.0199966430664,390.0299987792969,3.7138641329888795,-87.55786707629431
47,110.94000244140625,390.79998779296875,3.5226246547035416,-71.11350470268081
48,111.93000030517578,394.5199890136719,3.5247028315734648,-71.95476362479201
49,106.51000213623047,386.239990234375,3.6263260021378922,-79.4351806587419
50,106.61000061035156,380.0299987792969,3.5646749517267793,-72.93441096283914
51,101.33999633789062,368.07000732421875,3.6320309909721087,-76.29867905224967
52,99.91000366210938,361.7300109863281,3.6205584799063857,-74.11685370957093
53,93.61000061035156,350.260009765625,3.7416943433594274,-80.96617006526986
54,94.9000015258789,341.760009765625,3.6012645339360527,-68.71507085924628
55,100.22000122070312,358.7900085449219,3.5800239889720156,-70.27543206612103
56,98.55000305175781,356.7699890136719,3.6201925719504913,-73.11147793001129
57,96.56999969482422,340.32000732421875,3.5240758869181046,-62.41900302269977
58,96.87000274658203,331.010009765625,3.417053787348059,-52.236648556674425
59,100.45999908447266,343.75,3.421759935623281,-54.537551306228465
60,107.91999816894531,357.5299987792969,3.3129170204357776,-46.62516498263375
61,112.16000366210938,371.3999938964844,3.311340778976393,-48.16595858724588
62,118.7699966430664,380.6000061035156,3.204513066101315,-38.14525620078916
63,114.6500015258789,374.5899963378906,3.26724807110742,-44.1154785628176
64,117.87000274658203,382.9200134277344,3.248663820353039,-43.082289877387325
65,114.6500015258789,374.489990234375,3.266375798083568,-44.015472459301975
66,116.05000305175781,375.7099914550781,3.237483684403809,-41.164511753587135
67,113.76000213623047,373.8500061035156,3.286304492644267,-45.963452386209894
68,116.16999816894531,378.510009765625,3.2582423666320475,-43.61560504912751
69,121.18000030517578,391.82000732421875,3.2333718958365405,-42.357384237342785
70,118.48999786376953,381.4700012207031,3.2194278681588577,-39.82943926626871
71,115.6500015258789,374.5899963378906,3.2389968992267497,-41.207651784655866
72,116.66999816894531,373.4700012207031,3.2010800298453392,-37.12168311512477
73,121.86000061035156,391.5,3.2127030858289976,-40.06005381657576
74,117.6500015258789,380.1499938964844,3.231194126358465,-40.95199578692615
75,112.48999786376953,368.3500061035156,3.274513406512854,-44.15640481805167
76,113.04000091552734,362.1499938964844,3.2037331118487185,-36.357079009048334
77,111.20999908447266,355.8800048828125,3.200072006227551,-35.40841832380232
78,109.80999755859375,348.0,3.1691103518539827,-31.59937536740779
79,108.25,344.1000061035156,3.178752943219544,-32.235584145669236
80,105.16999816894531,350.42999267578125,3.3320338383276353,-47.52168251906289
81,102.30999755859375,341.1300048828125,3.3342783014675046,-46.538081086433294
82,100.58000183105469,337.8599853515625,3.359116913907693,-48.29858945782678
83,103.66000366210938,348.6099853515625,3.3630134385089665,-50.092477656698804
84,94.9000015258789,226.19000244140625,2.3834562571605966,46.85493646497247
85,89.4000015258789,218.22000122070312,2.440939569307885,38.831890405786055
86,86.02999877929688,215.52000427246094,2.50517269941338,31.732503125038388
87,87.77999877929688,209.91000366210938,2.3913192820824825,42.43120059717299
88,83.69999694824219,198.39999389648438,2.3703703838743215,42.07727178350825
89,82.61000061035156,188.5399932861328,2.28229018149296,48.76775185444322
90,92.08999633789062,199.52000427246094,2.1665763080323632,65.35392630151205
91,87.93000030517578,190.36000061035156,2.164903900257879,62.4173821026466
92,91.52999877929688,199.4600067138672,2.1791763287883157,63.78554796352171
93,90.70999908447266,199.8699951171875,2.2033954044146866,60.99114248950707
94,92.72000122070312,204.00999450683594,2.2002803259377357,62.695881135751904
95,85.43000030517578,188.32000732421875,2.204377931072176,57.187808443375076
96,81.68000030517578,180.97000122070312,2.215597460143933,53.6334641287842
97,79.52999877929688,173.10000610351562,2.1765372659426814,55.2516272359324
98,78.75,177.66000366210938,2.2560000465029764,48.42352833996574
99,75.16999816894531,166.3699951171875,2.213249955697342,49.30351169467875
100,74.29000091552734,174.30999755859375,2.3463453413709843,38.80462967507495
101,78.83000183105469,187.63999938964844,2.3803120009027907,38.67616407906948
102,77.6500015258789,186.50999450683594,2.4019316270673423,36.37493247625281
103,79.75,190.55999755859375,2.389467054026254,38.4313612216431
104,77.18000030517578,177.19000244140625,2.295802043803875,44.32824240635324
105,81.27999877929688,183.47999572753906,2.2573818711015274,49.960334473692
106,80.54000091552734,186.35000610351562,2.313757188790758,44.93853849366391
107,81.18000030517578,187.44000244140625,2.3089431108249907,45.709549519000205
108,78.6500015258789,180.33999633789062,2.2929433291689354,45.452757423359856
109,80.12000274658203,187.8300018310547,2.3443584047938346,42.237260843686784
110,80.41999816894531,191.39999389648438,2.3800049521810944,39.539603500730976
111,85.20999908447266,195.19000244140625,2.29069363382935,49.67808788539875
112,85.20999908447266,197.44000244140625,2.3170989855976263,47.42808788539875
113,82.4800033569336,192.91000366210938,2.3388699783059916,44.01973198389041
114,88.31999969482422,205.08999633789062,2.32212406076253,48.82143704379399
115,86.52999877929688,198.97999572753906,2.299549272328742,49.726425059041134
116,86.80999755859375,197.13999938964844,2.2709365848856953,52.3806093452238
117,88.58999633789062,198.61000061035156,2.2419009913132206,56.08653624005535
118,87.51000213623047,202.8300018310547,2.3177922166577116,48.72609895950541
119,84.11000061035156,192.77000427246094,2.291879715534521,48.899481035357695
120,79.30000305175781,182.94000244140625,2.3069356292710896,44.742843162640895
121,73.72000122070312,169.69000244140625,2.301817683553584,41.76716441610856
122,72.45999908447266,167.5399932861328,2.312172169514072,40.25330561911005
123,75.83000183105469,180.11000061035156,2.3751812773475502,37.482682523881124
124,71.2300033569336,173.35000610351562,2.4336655613345775,30.866678288164618
125,72.9000015258789,175.50999450683594,2.4075444558740005,33.56275527998454
126,72.37000274658203,170.91000366210938,2.361613889398136,36.62160148187863
127,72.97000122070312,178.88999938964844,2.4515553843638087,30.386297384245065
128,73.80999755859375,181.7100067138672,2.4618617087694314,30.008853904902477
129,77.68000030517578,190.85000610351562,2.4568744252540817,32.12215213332473
130,75.94000244140625,189.13999938964844,2.490650425453765,28.772546464978657
131,71.81999969482422,179.60000610351562,2.5006962805161175,26.332285438500346
132,71.47000122070312,178.36000061035156,2.4955925222327404,26.55455599629934
133,69.83999633789062,174.8699951171875,2.5038660407591466,25.30478964268681
134,71.4000015258789,179.9499969482422,2.520308026646461,24.76101267133569
135,74.4000015258789,185.8800048828125,2.49838711116366,27.554485071250607
136,73.23999786376953,184.05999755859375,2.5131076314468985,26.001402684022022
137,75.04000091552734,189.27000427246094,2.5222548236043134,26.02549304482906
138,73.43000030517578,186.97999572753906,2.5463706244103013,23.63389870211392
139,70.47000122070312,177.33999633789062,2.5165317619689573,24.666733490598542
140,71.43000030517578,174.4499969482422,2.4422511018189317,30.3482439250873
141,71.36000061035156,176.55999755859375,2.4742151912619486,28.03469632766274
142,69.55000305175781,174.77999877929688,2.513012093604494,24.55153573767333
143,73.91000366210938,189.11000061035156,2.558652296580801,22.899660434200452
144,74.12999725341797,190.9199981689453,2.575475586708489,21.729366131437782
145,77.73999786376953,201.6300048828125,2.59364561903058,21.516615861531104
146,80.23999786376953,216.44000244140625,2.697407878909411,13.97618524834169
147,82.75,223.8800048828125,2.7054985484327796,13.83483423190955
148,81.05000305175781,220.44000244140625,2.7198025187073123,12.331540024423955
149,81.6500015258789,218.50999450683594,2.676178694712937,16.006239588899742
150,77.04000091552734,213.91000366210938,2.77660956801723,7.2011472115040895
151,86.41999816894531,226.75,2.6238139875531927,21.63655806618578
152,85.86000061035156,226.02000427246094,2.6324249087556053,20.738177897140755
153,86.52999877929688,224.89999389648438,2.599098544657484,23.806426890095818
154,88.56500244140625,226.2100067138672,2.5541692596183863,28.413852215051858
