,pypl,nflx,Ratio,Spread
155,89.62999725341797,221.4199981689453,2.4703782768497367,36.30068119294475
156,97.91999816894531,226.72999572753906,2.315461600972997,55.09657028750672
157,96.9800033569336,229.91000366210938,2.370694944358052,49.18322026723564
158,95.31999969482422,226.77999877929688,2.379143931025535,47.48622204951994
159,96.26000213623047,233.49000549316406,2.4256181208340406,43.50957960631126
160,94.4800033569336,229.94000244140625,2.4337425303926143,41.88365454253437
161,98.91000366210938,244.11000061035156,2.4680011280180114,40.595329888243896
162,99.11000061035156,242.6999969482422,2.4487942231219533,42.58689003200254
163,101.0999984741211,249.3000030517578,2.465875438322306,41.77345300524058
164,101.51000213623047,249.11000061035156,2.454043890926492,43.15567507447287
165,102.08000183105469,245.69000244140625,2.406837755038741,48.23313361957207
166,99.41999816894531,241.14999389648438,2.425568279398839,45.03831228580401
167,99.86000061035156,245.1699981689453,2.4551371587267026,42.29775889492072
168,96.55999755859375,241.16000366210938,2.4975145998297132,36.7119161598398
169,93.58000183105469,226.5399932861328,2.420816294651483,42.66661516047071
170,93.19999694824219,224.5500030517578,2.4093348755843813,43.551617020771346
171,93.76000213623047,229.61000061035156,2.448912066754597,40.12001754371937
172,96.72000122070312,233.97999572753906,2.4191479815392634,44.357187027695716
173,92.69999694824219,223.27999877929688,2.408630055338214,43.367707904151416
174,92.66000366210938,224.57000732421875,2.4235916085555926,41.96140581086581
175,91.80000305175781,220.64999389648438,2.4035946248507156,43.380686434584504
176,93.44000244140625,223.55999755859375,2.3925512812222185,45.23951691386378
177,92.66000366210938,230.0399932861328,2.482624478680018,36.49141984895175
178,91.12999725341797,226.11000061035156,2.4811808123024055,35.9724189187811
179,91.61499786376953,218.38999938964844,2.383779997619952,45.10271790168929
180,94.97000122070312,228.9600067138672,2.410866629155678,44.288479179584556
181,96.16999816894531,227.44000244140625,2.36497875399617,49.2978667118565
182,96.2300033569336,233.57000732421875,2.4272056445625125,43.34234652150491
183,97.6500015258789,236.52999877929688,2.4222221718717782,44.51146376702661
184,95.01000213623047,218.1300048828125,2.295863593077768,55.23479674396066
185,97.66000366210938,224.1199951171875,2.294900539760503,56.95055190870579
186,96.4000015258789,235.3800048828125,2.4417012568161,42.02667419080882
187,94.0,240.1300048828125,2.55457452002992,30.297885486229116
188,95.02999877929688,243.6300048828125,2.5637168053493595,29.79294351814246
189,91.62999725341797,242.85000610351562,2.6503330064702895,20.686326814697903
190,91.18000030517578,236.8699951171875,2.597828408909774,25.357824624836322
191,87.66000366210938,237.0500030517578,2.704197959715824,14.942276192518076
192,86.97000122070312,226.41000366210938,2.603311492287443,23.575868006048463
193,84.26000213623047,224.07000732421875,2.6592689490079207,18.035656437315705
194,85.75,224.36000061035156,2.616443155805849,22.07831883885572
195,91.12000274658203,245.1999969482422,2.6909568652031215,16.853360286278413
196,88.69999694824219,239.7100067138672,2.702480439246708,15.306392856934107
197,86.06999969482422,235.44000244140625,2.7354479293156584,11.928820689414461
198,87.18000030517578,239.0399932861328,2.741913196253353,11.556519343244045
199,92.79000091552734,240.74000549316406,2.5944606435808213,26.169417136496744
200,93.83000183105469,236.72999572753906,2.5229669733331406,33.203569413604896
201,94.41999816894531,240.02000427246094,2.542046271204053,31.629168019018774
202,90.16999816894531,224.75,2.492514190572583,34.54090848429229
203,84.5199966430664,229.97999572753906,2.721012835563162,12.881687023147887
204,83.08999633789062,214.2899932861328,2.579010744141921,24.413496284384532
205,83.80999755859375,220.8699951171875,2.635365726657748,19.927133283199534
206,84.04000091552734,232.50999450683594,2.7666586384327023,8.955943813909695
207,80.47000122070312,230.0,2.8582079844783967,1.0849976101065373
208,84.66000366210938,245.10000610351562,2.8951097980310285,-1.8312071937249392
209,85.29000091552734,240.86000061035156,2.824012170534543,4.2407211830962375
210,84.47000122070312,272.3800048828125,3.2245767840246424,-29.663700160059026
211,84.77999877929688,268.1600036621094,3.1630102326398424,-24.542279737312217
212,83.94000244140625,289.57000732421875,3.4497259816778194,-48.39484724429775
213,83.31999969482422,282.45001220703125,3.3899425497066686,-43.077712716155304
214,89.23999786376953,291.0199890136719,3.2610936349184163,-34.433360320468296
215,88.55000305175781,298.6199951171875,3.3723318444454824,-44.03975181514426
216,87.3499984741211,296.94000244140625,3.3994276774873637,-45.84916458413173
217,86.25,295.7200012207031,3.4286376953125,-47.82776838241497
218,83.58000183105469,291.8800048828125,3.49222300177508,-51.751664217826345
219,83.11000061035156,286.75,3.4502466357133508,-47.9883414703431
220,79.44999694824219,273.0,3.436123480002727,-44.88099812719477
221,76.55000305175781,269.05999755859375,3.5148267385002456,-49.373675594491374
222,75.18000030517578,260.7900085449219,3.468874800296692,-45.08741725348585
223,77.66000366210938,258.6000061035156,3.329899483763321,-35.6859946408571
224,81.12999725341797,263.4599914550781,3.2473807515626247,-30.455839707562863
225,78.68000030517578,254.66000366210938,3.236654838260812,-28.780018647107287
226,86.80000305175781,274.9700012207031,3.1678570455434407,-25.47845478044295
227,91.02999877929688,290.1300048828125,3.187191132301732,-28.338363594504475
228,89.51000213623047,299.2699890136719,3.3434251130750225,-41.89823466678831
229,89.86000061035156,310.20001220703125,3.4520366136220266,-51.81052292478262
230,87.04000091552734,306.0199890136719,3.515854616208764,-55.83057035844104
231,85.63999938964844,295.2799987792969,3.447921542313652,-49.161542050484
232,84.91999816894531,287.9800109863281,3.3911919123385066,-43.95519308738494
233,80.62999725341797,285.04998779296875,3.53528460254146,-53.49974943453435
234,79.91000366210938,286.69000244140625,3.587660984895499,-57.23338072788383
235,80.75,291.5,3.609907120743034,-59.600814441601415
236,80.08000183105469,285.5400085449219,3.565684340858627,-55.58906160350179
237,79.93000030517578,281.1700134277344,3.5177031446793015,-51.655244940030116
238,77.63999938964844,280.9599914550781,3.6187531383795695,-58.104148951559154
239,78.41000366210938,305.5299987792969,3.896569117582382,-80.43511723301705
240,78.52999877929688,316.95001220703125,4.036037401424102,-91.50620564574496
241,74.66000366210938,320.4100036621094,4.291588373236584,-106.21947253393606
242,73.62000274658203,312.5899963378906,4.2459927285509815,-101.42360772120045
243,72.2300033569336,305.55999755859375,4.2303749599543945,-98.43548638875177
244,74.41999816894531,308.4200134277344,4.144316326474122,-94.92737669948943
245,74.22000122070312,310.260009765625,4.1802749213520665,-97.34892951902933
246,73.56999969482422,320.010009765625,4.349735097092005,-108.98902136182599
247,73.80000305175781,315.17999267578125,4.270731431470775,-103.49019435162364
248,73.69999694824219,320.3399963378906,4.346540157428474,-108.94099843951537
249,72.62999725341797,317.8299865722656,4.37601540123022,-109.54236243912513
250,69.7699966430664,290.4100036621094,4.162390965099318,-90.43876588930806
251,69.26000213623047,290.7099914550781,4.197371967781176,-92.22172936596974
