,nue,lin,Ratio,Spread
0,145.73500061035156,323.1050109863281,2.2170721489905287,7.309940014567303
1,146.11000061035156,323.0,2.2106631897249898,8.265162728389896
2,146.0850067138672,324.18499755859375,2.2191531140055067,7.023498226044694
3,148.11000061035156,323.5050048828125,2.184221210922083,12.294620392214597
4,149.69500732421875,324.42999267578125,2.167273301060139,14.96320938934548
5,149.86000061035156,325.2300109863281,2.1702256083126086,14.537269017006565
6,150.52000427246094,326.3699951171875,2.168283190627706,14.89366582938635
7,149.22999572753906,325.0299987792969,2.1780473636997866,13.308914451381895
8,149.8300018310547,325.7550048828125,2.1741640586117548,13.944260949938894
9,149.19500732421875,325.9599914550781,2.184791551011675,12.299594973389333
10,148.9600067138672,325.0957946777344,2.1824367617155196,12.630991017695067
11,149.17640686035156,324.79998779296875,2.177287914549541,13.41742708212081
12,149.0399932861328,324.6000061035156,2.1779389474363153,13.30812764999996
13,149.47000122070312,325.6300048828125,2.1785642752621412,13.253056307736074
14,152.19000244140625,322.0799865722656,2.1163018687529602,22.969946449325846
15,153.41000366210938,323.0199890136719,2.1055992523481986,24.79596892898462
16,152.6300048828125,322.2200012207031,2.11111833134055,23.82751909638114
17,151.47000122070312,322.1650085449219,2.126922862273589,21.2525151922639
18,150.3699951171875,321.54998779296875,2.1383919547405448,19.373567705485073
19,150.5399932861328,320.760009765625,2.1307295341507912,20.548970897868514
20,148.52999877929688,319.54998779296875,2.1514171576059407,17.201870465427703
21,151.2100067138672,320.6700134277344,2.120693070495885,22.15804263266193
22,149.0449981689453,321.94000244140625,2.1600188291892977,15.97947853894118
23,148.11000061035156,320.94000244140625,2.1669029850707826,14.859622833620847
24,147.7677001953125,320.6600036621094,2.1700277072613017,14.363547407071223
25,148.52000427246094,322.45001220703125,2.1710880886826165,14.2791861929054
26,148.05999755859375,321.2900085449219,2.169998742690601,14.396248247398546
27,149.22999572753906,322.5899963378906,2.1616967471262853,15.748916892788145
28,148.6699981689453,320.32000732421875,2.1545706011256835,16.749261928634155
29,148.82000732421875,321.5899963378906,2.160932539381454,15.819378363082365
30,149.4499969482422,321.1199951171875,2.148678498992532,17.717711761237638
31,148.97000122070312,321.17498779296875,2.155970901263129,16.574457760920495
32,149.4199981689453,321.3999938964844,2.150983789553295,17.369698811357523
33,149.4550018310547,321.4800109863281,2.151015402948722,17.3690431189288
34,149.47000122070312,321.45001220703125,2.1505988464694488,17.433048983517324
35,152.89999389648438,322.5299987792969,2.109417996430102,24.129649073036717
36,151.4600067138672,323.94000244140625,2.138782438148059,19.45486143731972
37,150.47000122070312,322.6099853515625,2.1440153036110607,18.540307112304674
38,151.625,324.19000244140625,2.1381038907924568,19.578939375527625
39,150.6999969482422,322.6600036621094,2.1410750510693557,19.011742307964028
40,148.35000610351562,321.7699890136719,2.1689920847670696,14.573784221225026
41,148.80999755859375,321.6600036621094,2.1615483431175795,15.726676585199982
42,149.6999969482422,313.1830139160156,2.0920709438911786,26.221500780739177
43,147.1750030517578,313.8800048828125,2.1326991566117286,19.79976468689432
44,146.61549377441406,314.239990234375,2.143293195996542,18.171242404026145
45,145.3800048828125,314.0450134277344,2.1601664801213816,15.565080157789964
46,144.25,313.2900085449219,2.1718544786476386,13.758102631287272
47,146.61000061035156,314.1000061035156,2.1424186944675467,18.2987722615336
48,146.4499969482422,315.1099853515625,2.1516558000539083,16.926027706906837
49,146.77999877929688,315.3999938964844,2.1487940899272657,17.38420963360454
50,147.25,314.7300109863281,2.1373854735913627,19.119794009836824
51,147.89010620117188,316.54998779296875,2.140440600957932,18.75108600073827
52,148.47999572753906,317.9750061035156,2.141534316090634,18.663483672174152
53,149.58999633789062,317.1199951171875,2.1199278219172073,22.03512275569409
