,de,lmt,Ratio,Spread
0,349.9200134277344,343.7099914550781,0.9822530243074,59.46430048477678
1,346.8800048828125,343.4200134277344,0.9900253937777502,56.24157289071068
2,345.20001220703125,343.0899963378906,0.9938875556357885,54.6303718461509
3,345.8299865722656,343.17999267578125,0.992337292891371,55.26830586154805
4,344.2300109863281,342.94000244140625,0.9962524808885036,53.65953707048241
5,345.55230712890625,342.5899963378906,0.991427315836411,55.537445817877575
6,347.1499938964844,343.03851318359375,0.98815647188484,56.935043286260374
7,351.1300048828125,347.4100036621094,0.9894056299120758,57.162423751150904
8,349.6199951171875,347.8450012207031,0.9949230767082146,54.98262195476807
9,350.0400085449219,347.6167907714844,0.9930773119806774,55.696154568996725
10,350.0899963378906,347.260009765625,0.9919164026339837,56.11069607084435
11,350.05999755859375,347.6050109863281,0.992986954838064,55.73103149998466
12,350.0799865722656,346.94000244140625,0.9910306665582232,56.419137190738276
13,349.3599853515625,346.8999938964844,0.9929585769457752,55.62719006908461
14,350.57000732421875,349.00390625,0.995532700911375,54.921448451792436
15,350.0,349.1099853515625,0.9974571010044643,54.156730434437215
16,350.3999938964844,350.7178039550781,1.0009069921921507,53.011101587281736
17,350.0,350.0,1.0,53.266715785999715
18,350.07000732421875,349.97918701171875,0.9997405652852291,53.368421678918914
19,349.94000244140625,349.69000244140625,0.999285591820724,53.50738664428034
20,350.75,350.2799987792969,0.998660010774902,53.853336023434885
21,351.5899963378906,355.1382141113281,1.0100919190261248,49.96572975860543
22,350.7049865722656,354.57000732421875,1.0110207179821684,49.511314821869156
23,350.3999938964844,353.4599914550781,1.0087328698969604,50.268914087281736
24,350.5899963378906,353.3900146484375,1.0079865892917501,50.55843719918662
25,349.45001220703125,352.8500061035156,1.0097295572405647,49.78120317534107
26,349.55999755859375,353.54998779296875,1.0114143216107163,49.20830868218932
27,349.9100036621094,353.760009765625,1.0110028466269099,49.402715969905024
28,347.69000244140625,353.1099853515625,1.0155885497773829,47.48754668392778
29,347.4200134277344,353.69000244140625,1.0180472879262497,46.59555944267502
30,346.37091064453125,353.8299865722656,1.021534937543844,45.243345415241755
31,347.07000732421875,353.94000244140625,1.0197942633250063,45.94113018230306
32,347.1000061035156,354.4200134277344,1.0210890440665557,45.4957825461315
33,346.1099853515625,355.3999938964844,1.0268412034847405,43.371840996578875
34,345.7099914550781,354.2699890136719,1.024760631078567,44.03965612303117
35,345.3678894042969,355.760009765625,1.030090001647961,42.154339180584635
36,343.7650146484375,354.3500061035156,1.0307913574797691,41.71223384953729
37,342.82000732421875,354.1400146484375,1.0330202645189053,40.830276880456644
38,343.7799987792969,354.48150634765625,1.0311289417835783,41.59804764906588
39,344.19500732421875,355.25,1.0321183992810443,41.309093059569626
40,343.55279541015625,354.9549865722656,1.0331890507498176,40.86203574397272
41,342.0400085449219,353.6000061035156,1.0337972087176917,40.469003058489854
42,341.8599853515625,353.2799987792969,1.033405528336375,40.58099501895121
43,342.5299987792969,352.260009765625,1.0284063031588584,42.375179203210315
44,341.57000732421875,352.5899963378906,1.032262753688475,40.9359301631167
45,342.5299987792969,354.3999938964844,1.0346538847969218,40.23519507235094
46,342.7950134277344,355.7449951171875,1.0377776256426878,39.19641616371249
47,343.239990234375,356.5899963378906,1.0388940871790604,38.86558209319535
48,342.95001220703125,355.3399963378906,1.0361276678520128,39.78051479595465
49,348.25,356.3399963378906,1.0232304273880564,44.9046084090675
50,346.32000732421875,354.1401062011719,1.0225805576102107,44.874407405805336
51,347.3699951171875,353.8290100097656,1.0185940495246262,46.39875611550932
52,346.8399963378906,354.2300109863281,1.021306696824083,45.38534577763554
53,349.0799865722656,355.239990234375,1.0176463959523905,46.96365737546004
54,349.6499938964844,354.8800048828125,1.0149578466398501,47.98228164281526
55,350.1600036621094,354.2799987792969,1.011766035738231,49.17159996181048
56,367.79998779296875,360.489990234375,0.9801250739499522,63.34446944360574
57,369.17999267578125,361.57000732421875,0.979386788280681,63.85903698659994
58,367.6300048828125,362.6099853515625,0.9863449134603411,61.02806042980374
59,367.8800048828125,362.44000244140625,0.9852125628759325,61.486916345537374
60,368.4700012207031,362.3299865722656,0.9833364598797832,62.278668276302405
61,369.5,361.5299987792969,0.9784303079277318,64.2688114417372
62,371.3399963378906,361.92999267578125,0.9746593317312714,65.99491863476405
63,386.5199890136719,361.7699890136719,0.9359670891454864,83.69528273245461
64,379.1086120605469,361.3349914550781,0.9531173388310415,75.56649334738424
65,380.1000061035156,362.17999267578125,0.9528544774007341,75.86704003429665
66,379.34320068359375,361.4200134277344,0.9527520534872881,75.75253665718324
67,376.3977966308594,360.80999755859375,0.9585869013798907,72.95916164091133
68,372.739990234375,359.92999267578125,0.9656328864779469,69.61260041343363
69,372.0799865722656,358.2300109863281,0.9627768864605473,70.5499531366244
70,372.8523864746094,359.18499755859375,0.9633437000491175,70.48746848954957
71,372.0400085449219,357.8699951171875,0.9619126623420035,70.8637747141016
72,376.1300048828125,359.2699890136719,0.9551750308396866,74.18973895732475
73,374.67010498046875,359.739990234375,0.9601513049810257,72.03283504609308
74,376.94000244140625,358.6400146484375,0.9514511920346969,75.75565903960435
75,376.4800109863281,358.0799865722656,0.9511261584224436,75.7841706591029
76,376.2099914550781,358.0199890136719,0.9516493371931664,75.53216280346956
77,379.6600036621094,359.989990234375,0.9481904513564712,77.54862316486125
78,380.92999267578125,360.8900146484375,0.9473919659447759,78.11606092451726
79,381.7099914550781,362.2799987792969,0.9490975004303289,77.62735916054655
80,381.1600036621094,362.5400085449219,0.951149137007319,76.73184288777858
