,dow,ecl,Ratio,Spread
0,63.43000030517578,183.4199981689453,2.8916915857870262,0.5325103633087735
1,63.861000061035156,183.5399932861328,2.8740544794274197,1.6624519619603007
2,63.560001373291016,182.3800048828125,2.869414741067826,1.9495180350101293
3,63.650001525878906,182.27000427246094,2.8636292207841243,2.3205269026086626
4,63.80500030517578,183.0850067138672,2.8694460596846914,1.9550343797569951
5,64.08000183105469,183.24000549316406,2.859550565811027,2.597563903979534
6,64.19999694824219,182.7100067138672,2.845950395623342,3.4755589423346294
7,64.12000274658203,180.3300018310547,2.8123829399035283,5.62357369441051
8,64.37999725341797,180.8000030517578,2.808325734157422,5.907579118937917
9,64.27999877929688,180.27999877929688,2.804604888034954,6.137579133548144
10,64.26499938964844,179.73500061035156,2.7967789981696103,6.639077770111186
11,64.33999633789062,179.27999877929688,2.7864471399373807,7.311577263077254
12,64.125,179.2949981689453,2.7960233632584064,6.673069825345124
13,64.2699966430664,180.38999938964844,2.806752898891108,5.99857145963955
14,64.30999755859375,178.39999389648438,2.7740631421100836,8.104583081125213
15,64.3478012084961,178.46499633789062,2.773443582938265,8.14921450693879
16,64.41999816894531,177.7100067138672,2.758615519482196,9.113581585150143
17,64.25,178.0800018310547,2.7716731802498784,8.25057701702579
18,64.36499786376953,178.2449951171875,2.769284565105532,8.41908752112596
19,64.2699966430664,177.72999572753906,2.765364944930536,8.658575121748925
20,63.72999954223633,176.44000244140625,2.7685548989290774,8.38252992735326
21,63.83000183105469,176.1300048828125,2.759360799471596,8.982542806751013
22,63.90999984741211,177.91200256347656,2.7837897510287775,7.432546319776861
23,63.869998931884766,177.56100463867188,2.7800376954450052,7.667538116259948
24,63.4900016784668,178.39549255371094,2.8098202525991645,5.73102517102555
25,64.11000061035156,179.73800659179688,2.8035876599691587,6.186561870111291
26,64.07499694824219,179.6300048828125,2.8034336861211573,6.193049919599275
27,64.19000244140625,180.36000061035156,2.809783358007928,5.796580108199805
28,63.90999984741211,179.72999572753906,2.8122358966773935,5.614553155714361
29,63.869998931884766,179.82000732421875,2.815406455791409,5.408535430713073
30,63.816898345947266,180.48570251464844,2.8281804223114566,4.588843930323748
31,63.82500076293945,180.16000366210938,2.8227183941801197,4.9380404956756365
32,63.904998779296875,180.56500244140625,2.825522351780459,4.765042910068644
33,64.01000213623047,180.3000030517578,2.8167473368932407,5.334561152299642
34,64.0199966430664,180.05999755859375,2.812558684788605,5.603551583114154
35,63.869998931884766,180.60000610351562,2.8276187431303943,4.628536651416198
