,tmus,chtr,Ratio,Spread
0,127.54000091552734,571.8800048828125,4.4839266173565555,-192.47260315824394
1,127.7249984741211,569.8200073242188,4.461303692555318,-189.86227282148184
2,127.40499877929688,570.4600219726562,4.477532494316503,-191.45422609226824
3,127.2699966430664,570.0999755859375,4.479453057461805,-191.49578554973004
4,127.72000122070312,571.77001953125,4.476746117025305,-191.82715091310973
5,128.1699981689453,572.739990234375,4.468596383058589,-191.45846573030894
6,128.4600067138672,572.239990234375,4.454615914110816,-190.0957451115471
7,128.27499389648438,567.4400024414062,4.423621356001156,-185.84613548876075
8,128.17999267578125,567.1699829101562,4.424793378985106,-185.85872663689685
9,128.07000732421875,566.8499755859375,4.426094660484516,-185.86590494984716
10,128.22000122070312,569.969970703125,4.445250080149698,-188.53969656906406
11,128.22999572753906,569.530029296875,4.441472730818792,-188.07002339362072
12,128.26499938964844,568.8300170898438,4.4348031013653975,-187.26588190639166
13,128.6199951171875,570.0700073242188,4.432203615035282,-187.4498269342269
14,128.1300048828125,554.77001953125,4.329743216966563,-173.60746749597143
15,127.98999786376953,552.9199829101562,4.320024940532269,-172.1739252996619
16,127.69000244140625,555.1599731445312,4.347716833972811,-175.30634522598513
17,128.3800048828125,550.0399780273438,4.284467651558588,-168.13372323410482
18,128.58999633789062,547.7999877929688,4.260051352311554,-165.269048102571
19,129.13999938964844,548.27001953125,4.245547639170874,-164.1029246949367
20,128.35000610351562,545.4600219726562,4.249785711211708,-163.64300787901146
21,130.0,547.9099731445312,4.214692101111779,-161.1845390051538
22,129.8249969482422,553.2100219726562,4.261198035638749,-167.00518884225386
23,129.55999755859375,553.030029296875,4.268524542436535,-167.61351927423
24,129.8719940185547,554.489990234375,4.2695116404785125,-168.14534970074277
25,130.0050048828125,559.530029296875,4.303911451726337,-172.78970657689388
26,130.4499969482422,558.1900024414062,4.27895757378113,-170.125912416103
27,130.7899932861328,561.8200073242188,4.2955886242390875,-172.74449244217283
28,132.4600067138672,561.10498046875,4.236033157395334,-167.06149121855663
29,132.52000427246094,560.3599853515625,4.228493565390046,-166.1380147021809
30,132.1699981689453,560.0,4.23696760050026,-166.81923136856847
31,131.55999755859375,558.2899780273438,4.2436149923056545,-166.923845941016
32,132.1300048828125,563.9099731445312,4.267841915579046,-170.8481769818872
33,132.3209991455078,563.2899780273438,4.256996105417233,-169.66001002501525
34,132.57000732421875,562.1400146484375,4.2403257418070766,-167.76929436906102
35,132.42999267578125,558.8900146484375,4.2202676550524885,-164.93581148985226
36,132.7100067138672,560.885009765625,4.226395760607077,-166.09781775747126
37,132.60000610351562,560.6300048828125,4.227978726072989,-166.17004390384187
38,132.86500549316406,562.6699829101562,4.234899782840905,-167.42169882342824
39,132.51370239257812,558.8900146484375,4.217601686146383,-164.6867909008526
40,131.9700927734375,554.8599853515625,4.204437336451148,-162.27389749601224
41,131.97000122070312,556.7899780273438,4.219064733478201,-164.2041625238777
42,132.69000244140625,561.6900024414062,4.233099646594998,-166.9623193636533
43,133.2100067138672,561.1900024414062,4.212821666219361,-164.91540491733184
44,133.1199951171875,562.0549926757812,4.2221680685985294,-166.04816264250326
45,133.8701934814453,562.8099975585938,4.204147188571894,-164.57146915525226
