,intc,aapl,Ratio,Spread
0,51.80329895019531,178.26019287109375,3.441097313946676,34.35290632775705
1,51.685001373291016,178.36000061035156,3.4509044378689273,33.758020218136046
2,51.5099983215332,177.50999450683594,3.4461269712880145,33.87563409570661
3,51.69049835205078,177.6300048828125,3.436415019120534,34.51102094169887
4,51.7599983215332,177.39999389648438,3.427357025679856,35.03189106928807
5,51.76139831542969,177.84500122070312,3.435861607465285,34.59274275516004
6,51.5,177.61000061035156,3.4487378759291567,33.73378476208806
7,52.595001220703125,180.83999633789062,3.4383495035780327,35.0863970141696
8,52.619998931884766,181.74989318847656,3.454007922420278,34.281116221143556
9,52.67499923706055,181.60000610351562,3.4475559322979032,34.661180983183506
10,52.88999938964844,182.22970581054688,3.4454473040930425,34.93126238711415
11,52.8650016784668,181.86500549316406,3.4401778060898485,35.19134664693707
12,53.1150016784668,182.14500427246094,3.429257244028363,35.957604230870096
13,53.209999084472656,182.0,3.4204097562766145,36.50017506542691
14,53.310001373291016,182.25,3.41868308582167,36.66868718948195
15,52.750301361083984,179.94000244140625,3.411165392396321,36.636325950989864
16,53.249698638916016,180.02999877929688,3.380864181036456,38.63631993194506
17,53.467498779296875,179.5,3.357179671728054,40.07781784238529
18,53.60499954223633,179.4969940185547,3.3485121826579967,40.65626801652807
19,53.560001373291016,180.11000061035156,3.362770649594639,39.85494294236029
20,53.130001068115234,179.66000366210938,3.381517034636919,38.505377668678626
21,55.88010025024414,178.92999267578125,3.202034210291158,50.74462373026959
22,55.5,179.30499267578125,3.230720588752815,48.778894508336755
23,55.3650016784668,179.1300048828125,3.23543754090559,48.38891088958764
24,54.69499969482422,178.27000427246094,3.2593473858146966,46.44493614488838
25,54.459999084472656,177.08999633789062,3.2517443869803806,46.64146054368576
26,54.209999084472656,176.34030151367188,3.252910984906859,46.34489900467461
27,53.84000015258789,174.8350067138672,3.247306950564032,46.3017388569885
28,53.66999816894531,173.52000427246094,3.2330913022624914,46.90527866980373
29,53.564998626708984,173.1999969482422,3.233454707154233,46.78586023721855
30,53.83000183105469,173.0345001220703,3.2144620887277435,48.06040221868245
31,53.81999969482422,172.77000427246094,3.2101450251229924,48.28303887358374
32,54.029998779296875,172.97000122070312,3.201369704398022,48.96189343894944
33,53.98500061035156,172.5740966796875,3.1967045425317013,49.16947949759413
34,54.02000045776367,172.00999450683594,3.184190911685098,49.8800569227137
35,53.86000061035156,172.18499755859375,3.1968992871771498,49.035450437072946
36,53.4900016784668,171.77999877929688,3.211441267320982,47.891994268879024
37,53.459999084472656,172.1999969482422,3.2210998858445046,47.346434480414594
38,53.4900016784668,172.1699981689453,3.2187323381269386,47.50199487923059
39,53.404998779296875,172.1300048828125,3.2231066158087973,47.1862488687653
40,53.595001220703125,173.02000427246094,3.2282862269182173,47.09141453251889
41,53.40999984741211,172.25,3.225051497699004,47.08718334893184
42,54.076499938964844,168.72999572753906,3.1202092575884444,53.39650746891423
43,54.15999984741211,169.9250030517578,3.1374631375645623,52.55094938686373
44,54.17499923706055,168.9167022705078,3.117982550057032,53.622022995570696
45,54.40999984741211,170.6199951171875,3.1358205402623733,52.90221368466394
46,54.90890121459961,170.7949981689453,3.110515679442025,54.815125553082204
47,54.73500061035156,170.58999633789062,3.116652862622393,54.29234892908071
48,55.220001220703125,172.16000366210938,3.11771097168254,54.752081503864794
49,55.577999114990234,172.1999969482422,3.0983482617278537,56.21031851741515
50,55.71730041503906,174.07339477539062,3.124225213330781,54.91990017659584
51,55.733001708984375,174.0,3.1220281460625245,55.059005266791395
52,55.650001525878906,174.44500732421875,3.134681087889937,54.26664006367927
53,55.87139892578125,174.4600067138672,3.1225279851255796,55.17819442783236
54,55.935001373291016,174.8302001953125,3.125595707570573,55.074178808083396
