,abt,tmo,Ratio,Spread
0,117.70189666748047,535.8250122070312,4.55239063581779,54.007410619950164
1,118.69999694824219,539.97998046875,4.549115369431747,54.897021098056015
2,120.54000091552734,542.7249755859375,4.502447083655418,61.45173771672317
3,121.87999725341797,546.864990234375,4.486913378388994,64.08430611215282
4,122.44000244140625,548.3200073242188,4.478275044029158,65.45965619078753
5,122.53500366210938,547.27001953125,4.466234163099621,66.98979727842378
6,122.80000305175781,549.1099853515625,4.471579574148083,66.48918614306022
7,122.55999755859375,548.5250244140625,4.475563277910662,65.86111605392578
8,122.41000366210938,549.6300048828125,4.490074245892243,63.99803939394825
9,119.29000091552734,539.9199829101562,4.5261126562693965,57.939005063373756
10,120.91000366210938,547.3800048828125,4.527168871919816,58.666768998991515
11,120.43000030517578,541.6649780273438,4.497757839863298,61.95577236152654
12,120.07009887695312,542.1599731445312,4.515362094438953,59.64177054908099
13,119.49600219726562,539.9299926757812,4.51839377675964,58.970162910125836
14,119.98500061035156,542.14501953125,4.518439944771539,59.22662218286324
15,120.61000061035156,543.739990234375,4.508249626753651,60.790514144303515
16,120.16999816894531,543.4600219726562,4.522426814125548,58.84663075086108
17,119.77999877929688,546.969970703125,4.56645496975631,53.365554802530355
18,118.91000366210938,545.1799926757812,4.584811839926825,50.75842067941379
19,118.26000213623047,544.2449951171875,4.6021054057672055,48.40819335479249
20,118.18000030517578,542.3800048828125,4.58943986700141,49.86883991362275
21,117.87999725341797,540.3300170898438,4.58372946792868,50.402558203466
22,118.16000366210938,542.72998046875,4.593178433040184,49.417797688966616
23,119.45999908447266,548.9450073242188,4.595220253903135,49.773182039592584
24,120.02999877929688,554.489990234375,4.619595066846031,47.10908033710653
25,120.12999725341797,557.7999877929688,4.643303092867574,44.304493092776156
26,120.66000366210938,559.8125,4.63958630042539,44.970728815977836
27,120.58000183105469,560.0399780273438,4.644551082459087,44.33890711308935
28,120.2699966430664,557.7750244140625,4.637690529495981,45.0370386237182
29,120.36000061035156,556.1599731445312,4.62080400734643,47.1069861683212
30,121.05999755859375,553.9299926757812,4.575664991300498,52.87487739725019
31,120.94999694824219,554.4600219726562,4.584208647892111,51.78888518658492
32,120.8949966430664,554.280029296875,4.584805365712082,51.69089640547098
33,121.63999938964844,558.5499877929688,4.591828268625438,51.18631608725978
34,122.05000305175781,558.3499755859375,4.574764126381527,53.4585607112068
35,121.20999908447266,555.4000244140625,4.582130423307715,52.162980410531745
36,120.9800033569336,554.0700073242188,4.579847842205106,52.33055763360322
37,119.33999633789062,538.0,4.508128175877816,60.11167385049406
38,120.20999908447266,539.6900024414062,4.489559991279604,62.81882211988351
39,121.12999725341797,543.9500122070312,4.490630104358253,63.208648942018144
40,121.36000061035156,544.0750122070312,4.483149385882778,64.24612736912569
41,121.19000244140625,543.4249877929688,4.484074402554018,64.03695039290686
42,121.16000366210938,543.531005859375,4.4860596684626435,63.77931308825519
43,121.41000366210938,547.0800170898438,4.5060538719066106,61.49384692361251
44,117.54000091552734,529.1799926757812,4.502126838131368,59.834179836965845
45,118.45999908447266,528.2999877929688,4.459733174708563,65.3640213075381
46,118.58999633789062,526.89501953125,4.442997181903968,67.42601912176575
47,119.45999908447266,533.0601196289062,4.46224781277596,65.65806973490508
48,119.52999877929688,534.5900268554688,4.472433969003454,64.48195358436043
49,119.37000274658203,534.114990234375,4.474449006826956,64.14834141469986
50,118.87000274658203,534.739990234375,4.498527617387061,60.99625128304761
51,115.99500274658203,525.1699829101562,4.52752248351174,56.03549035026593
52,116.12000274658203,523.47998046875,4.508094799232672,58.357265324585214
53,117.52999877929688,530.3400268554688,4.512380093284652,58.62359305775145
54,118.19999694824219,531.530029296875,4.496870076313312,60.81988213827877
