,tmus,nflx,Ratio,Spread
0,119.80999755859375,586.72998046875,4.8971704567626455,-312.8370255991831
1,118.98999786376953,593.739990234375,4.98983108575346,-321.7373825074952
2,121.0999984741211,604.9199829101562,4.995210491595727,-328.0531860256193
3,120.55999755859375,614.239990234375,5.09489053312104,-338.6180586762018
4,119.91000366210938,614.0900268554688,5.121257677431932,-339.96652769030607
5,118.58000183105469,613.1199951171875,5.170517672876429,-342.062552167621
6,118.16000366210938,610.7100219726562,5.168500364294538,-340.6208017475748
7,117.63999938964844,610.5399780273438,5.189901234231622,-341.6495248223431
8,116.51000213623047,612.0900268554688,5.25354060280401,-345.80455886293316
9,115.9800033569336,602.4400024414062,5.194343723093113,-337.3763418280628
10,114.43000030517578,597.3699951171875,5.220396692511132,-335.87956002885437
11,114.05999755859375,591.1500244140625,5.182798852072418,-330.51255749047687
12,115.36000061035156,567.52001953125,4.919556315261712,-303.8856526455228
13,115.56999969482422,553.2899780273438,4.7874879249664195,-289.171499779374
14,109.73999786376953,541.0599975585938,4.930380974038854,-290.38143565785776
15,105.73999786376953,539.8499755859375,5.105447195879982,-298.39262269110156
16,110.97000122070312,540.8400268554688,4.8737498504646934,-287.325935446672
17,110.8499984741211,537.219970703125,4.846368769491177,-283.982521896207
18,110.12000274658203,519.2000122070312,4.714856513415284,-267.6454241943761
19,108.5199966430664,525.6900024414062,4.844176361066943,-277.8239121015595
20,106.91000366210938,510.79998779296875,4.777850250640338,-266.64541789698114
21,105.37999725341797,515.8599853515625,4.895236276302244,-275.2325426743024
22,104.05999755859375,508.25,4.884201536847205,-270.66555559116455
23,101.62000274658203,397.5,3.9116314628654134,-165.5404811248825
24,106.6500015258789,387.1499938964844,3.6300983437167735,-143.5948075105372
25,105.66999816894531,366.4200134277344,3.467587960415232,-125.1240309869793
26,104.22000122070312,359.70001220703125,3.451352984014142,-121.74671099569079
27,106.02999877929688,386.70001220703125,3.647081171923367,-144.57411954870034
28,108.6500015258789,384.3599853515625,3.5375976065680343,-136.1941944626653
29,108.16999816894531,427.1400146484375,3.948784523240066,-180.0807765789949
30,109.55000305175781,457.1300048828125,4.1727977375485565,-206.88943844997573
31,109.58000183105469,429.4800109863281,3.9193283793559366,-179.17028830003676
32,120.77999877929688,405.6000061035156,3.3581719672366837,-129.47090523592826
33,120.94000244140625,410.1700134277344,3.391516497004009,-133.67205575764203
34,122.05000305175781,402.1000061035156,3.2945513809860114,-123.04316152724121
35,125.44000244140625,403.5299987792969,3.2169163817402513,-116.65818097756701
36,128.0800018310547,412.8900146484375,3.2236883880831337,-119.93220030985842
37,125.12999725341797,406.2699890136719,3.2467833287878896,-120.11282686978032
38,124.4800033569336,391.30999755859375,3.143557093556245,-106.65126780771263
39,125.51000213623047,396.57000732421875,3.1596685568834237,-109.53681906840805
40,127.02999877929688,407.4599914550781,3.2075887221175448,-116.92275151577198
41,127.45999908447266,398.0799865722656,3.1231758154057623,-106.5514659613028
42,124.55000305175781,386.6700134277344,3.104536362532648,-101.84991322277241
43,123.9800033569336,391.2900085449219,3.1560735437182816,-107.78392991977827
44,123.51000213623047,377.3800048828125,3.0554610829539586,-94.95742112995183
45,121.44000244140625,367.4599914550781,3.025856258792274,-89.80938265924831
46,123.66000366210938,390.0299987792969,3.15405132806741,-107.26161617110287
47,125.45999908447266,390.79998779296875,3.114936957155896,-103.88207168495595
48,123.20999908447266,394.5199890136719,3.2020127582598987,-112.78900297147786
49,123.12999725341797,386.239990234375,3.1368472252902073,-104.69343259343347
50,125.61000061035156,380.0299987792969,3.025475654268713,-92.76628381595074
51,123.91999816894531,368.07000732421875,2.9702228273310136,-84.7022587940447
52,123.2300033569336,361.7300109863281,2.935405348797917,-79.95290904979075
53,122.30999755859375,350.260009765625,2.86370711108738,-70.60379926737053
54,119.27999877929688,341.760009765625,2.86519125807489,-69.0888622752502
55,121.95999908447266,358.7900085449219,2.941866277781903,-79.9406503170716
56,123.54000091552734,356.7699890136719,2.8878904514305423,-74.2782490073566
57,124.56999969482422,340.32000732421875,2.7319580007862743,-55.45380881297385
58,124.06999969482422,331.010009765625,2.6679294799694726,-47.29646238011762
59,126.27999877929688,343.75,2.7221254618538726,-54.94173674930008
60,127.76000213623047,357.5299987792969,2.798450162814358,-65.30988045766739
61,128.9499969482422,371.3999938964844,2.88018613948131,-76.43657785548069
62,127.18000030517578,380.6000061035156,2.992608941580782,-89.71696730887615
63,125.97000122070312,374.5899963378906,2.973644460648992,-86.49637115696865
64,125.69000244140625,382.9200134277344,3.0465431298423495,-95.47187006313575
65,124.83000183105469,374.489990234375,2.9999998777634476,-89.02440821308969
66,125.69000244140625,375.7099914550781,2.989179601855966,-88.2618480904795
67,124.29000091552734,373.8500061035156,3.0078848125329056,-89.62928940859408
68,126.48999786376953,378.510009765625,2.992410594972754,-89.21763515268256
69,128.42999267578125,391.82000732421875,3.0508450492040433,-98.05535830329589
70,128.61000061035156,381.4700012207031,2.966099054586268,-87.29037950293193
71,128.35000610351562,374.5899963378906,2.9185039230600416,-81.00974054209948
72,130.75999450683594,373.4700012207031,2.856148798638705,-74.33399373270899
73,132.58999633789062,391.5,2.952711447417997,-88.14528517067211
74,131.9600067138672,380.1499938964844,2.8807970184540452,-78.24759556582356
75,133.7100067138672,368.3500061035156,2.7548424770613202,-62.413328832773544
76,133.27999877929688,362.1499938964844,2.717211863845989,-57.20461488545939
77,132.83999633789062,355.8800048828125,2.6790124562906437,-51.94896449061585
78,130.4199981689453,348.0,2.6683024450683,-49.64778683523835
79,131.44000244140625,344.1000061035156,2.617924526111521,-43.39637479293569
80,134.85000610351562,350.42999267578125,2.598665011603921,-41.86527224540251
81,132.9600067138672,341.1300048828125,2.565658751935322,-36.9223043006767
82,130.75999450683594,337.8599853515625,2.5838176777676423,-38.723977863568365
83,132.83999633789062,348.6099853515625,2.6242848160341805,-44.67894495936585
84,132.6999969482422,226.19000244140625,1.7045215346133622,77.41829704262872
85,132.10000610351562,218.22000122070312,1.6519302887064407,84.00513801811931
86,128.6300048828125,215.52000427246094,1.6755033514055215,78.70573333965356
87,128.80999755859375,209.91000366210938,1.629609561685027,84.73067147073263
88,124.95999908447266,198.39999389648438,1.5877080293699943,87.36527108579091
89,129.83999633789062,188.5399932861328,1.452094875260806,108.47514035163883
90,132.2899932861328,199.52000427246094,1.5082017869704998,103.1431128462003
91,123.13999938964844,190.36000061035156,1.5458827477170984,91.20961497776162
92,126.4000015258789,199.4600067138672,1.5780063631805423,89.62489913871147
93,126.25,199.8699951171875,1.5831286741955446,88.86911188005783
94,132.3699951171875,204.00999450683594,1.5412102593659942,98.83755101307779
95,129.55999755859375,188.32000732421875,1.453535125601177,108.04964449722954
96,126.80000305175781,180.97000122070312,1.4272081771704213,109.03702905007762
97,121.7300033569336,173.10000610351562,1.4219995180313618,105.21914245580919
98,123.0,177.66000366210938,1.444390273675686,103.58687101784213
99,123.27999877929688,166.3699951171875,1.3495295000370082,115.52236137908736
100,124.02999877929688,174.30999755859375,1.405385787907382,109.31133562628739
101,126.33000183105469,187.63999938964844,1.4853162088969623,101.28353600884938
102,126.55000305175781,186.50999450683594,1.4738047412812392,102.92071020107605
103,128.6199951171875,190.55999755859375,1.4815736650041997,103.64266451828868
104,125.23999786376953,177.19000244140625,1.4148036207581671,109.22074435719239
105,125.87999725341797,183.47999572753906,1.4575786441920748,104.40614310495877
106,126.04000091552734,186.35000610351562,1.4784989269272408,101.90498953148719
107,129.88999938964844,187.44000244140625,1.4430672362936685,109.69040334416329
108,129.22000122070312,180.33999633789062,1.3956043540804213,115.24586116032512
109,131.44000244140625,187.8300018310547,1.4290170293840807,112.87362947952525
110,132.74000549316406,191.39999389648438,1.4419164229004136,112.30053737623726
111,134.11000061035156,195.19000244140625,1.4554470326826625,111.6687816594775
112,133.2899932861328,197.44000244140625,1.4812815093895535,107.52841692873002
113,134.55999755859375,192.91000366210938,1.4336356061399844,114.986159416714
114,135.8000030517578,205.08999633789062,1.510235579742396,105.6647541961652
115,136.61000061035156,198.97999572753906,1.4565551192337922,113.64204400203224
116,137.1699981689453,197.13999938964844,1.437194736613185,116.77300397256951
117,138.58999633789062,198.61000061035156,1.433076021779585,118.5765277278264
118,135.2100067138672,202.8300018310547,1.500110877594183,106.5646288168999
119,133.02000427246094,192.77000427246094,1.44918055992252,111.57600881658405
120,130.50999450683594,182.94000244140625,1.401731745776942,115.61967948371912
121,124.62000274658203,169.69000244140625,1.3616594342922237,115.29146821763655
122,124.9000015258789,167.5399932861328,1.3413930443501159,118.08695918923334
123,126.5199966430664,180.11000061035156,1.4235694387383784,109.25153025604541
124,124.27999877929688,173.35000610351562,1.3948343080640024,110.84765264423427
125,127.58999633789062,175.50999450683594,1.3755780197848821,116.31820906511692
126,131.6699981689453,170.91000366210938,1.2980178175655122,130.32383731699602
127,133.1699981689453,178.88999938964844,1.3433205815825027,125.80179496666946
128,135.94000244140625,181.7100067138672,1.336692683908028,129.36748472835032
129,137.0800018310547,190.85000610351562,1.3922527250818846,122.8555284983386
130,136.5399932861328,189.13999938964844,1.3852351595864458,123.3206522977816
131,133.02999877929688,179.60000610351562,1.3500714707325572,124.7690473446406
132,134.3699951171875,178.36000061035156,1.3273796762052366,129.09814941251219
133,134.5399932861328,174.8699951171875,1.2997621810882871,132.98005206729252
134,136.80999755859375,179.9499969482422,1.3153278280790277,133.13309619639992
135,137.55999755859375,185.8800048828125,1.351264962066002,128.9320649504359
136,137.0,184.05999755859375,1.343503631814553,129.46110864200799
