,tmus,nflx,Ratio,Spread
137,136.3300018310547,189.27000427246094,1.3883224655641941,122.706553640787
138,135.72000122070312,186.97999572753906,1.3776893165766977,123.59032640526428
139,134.72999572753906,177.33999633789062,1.3162621684967664,130.94806390254897
140,134.44000244140625,174.4499969482422,1.2976048332361025,133.16954111676282
141,134.9199981689453,176.55999755859375,1.308627334381574,132.16607573780541
142,135.66000366210938,174.77999877929688,1.2883679349930162,135.65201084659728
143,137.3699951171875,189.11000061035156,1.3766470650961713,125.26405616693725
144,134.47000122070312,190.9199981689453,1.4197962105733297,116.76869614951428
145,137.52000427246094,201.6300048828125,1.4661867264295156,113.08986833787006
146,137.4499969482422,216.44000244140625,1.5746817551615395,98.11848273713505
147,133.19000244140625,223.8800048828125,1.6809069808471784,80.85790536784876
148,132.47999572753906,220.44000244140625,1.663949347452935,82.66112773321456
149,134.55999755859375,218.50999450683594,1.6238852442880465,89.38616857198744
150,133.91000366210938,213.91000366210938,1.5974161587050757,92.48772702370351
151,140.91000366210938,226.75,1.6091831247391626,95.784846446138
152,141.6999969482422,226.02000427246094,1.5950600503895407,98.33601547484918
153,143.05999755859375,224.89999389648438,1.5720676480815055,102.59123831987657
154,143.7899932861328,226.2100067138672,1.5731971435851162,102.96408629675673
155,142.35000610351562,221.4199981689453,1.5554618101521591,104.43448914749601
156,143.6999969482422,226.72999572753906,1.5778009780278741,102.23662852272108
157,143.7899932861328,229.91000366210938,1.5989290937972527,99.26408934851455
158,144.55999755859375,226.77999877929688,1.5687603943641277,104.16918681427663
159,144.5800018310547,233.49000549316406,1.614953676415103,97.50529599475274
160,145.5800018310547,229.94000244140625,1.5794751995418381,103.36060129798554
161,144.83999633789062,244.11000061035156,1.6853770145152343,87.48466679954524
162,143.61000061035156,242.6999969482422,1.6899937045940525,86.05915854165417
163,146.4600067138672,249.3000030517578,1.7021711841021887,86.02927792529064
164,146.69000244140625,249.11000061035156,1.698207079312415,86.74949003522235
165,146.6300048828125,245.69000244140625,1.6755779462584282,90.03117569725848
166,145.5500030517578,241.14999389648438,1.6568188858830257,92.08145358945282
167,146.86000061035156,245.1699981689453,1.6694130270326601,91.08138963824487
168,146.3699951171875,241.16000366210938,1.647605463599494,93.96177337845452
169,144.5800018310547,226.5399932861328,1.5668833200794285,104.45530820178399
170,143.86000061035156,224.5500030517578,1.5608925489994758,104.7854780010073
171,145.3300018310547,229.61000061035156,1.57992154212777,103.11427756617147
172,147.07000732421875,233.97999572753906,1.5909429800443644,102.755521029954
173,143.02000427246094,223.27999877929688,1.5611801993372638,104.11903682449824
174,144.88999938964844,224.57000732421875,1.5499344900974787,107.139932233476
175,145.52000427246094,220.64999389648438,1.5162863346496032,112.51229733599828
176,143.9600067138672,223.55999755859375,1.552931280441924,106.00602778976722
177,143.9199981689453,230.0399932861328,1.598387967015485,99.4338002735415
178,141.97999572753906,226.11000061035156,1.5925482984536692,98.8915009532819
179,141.91000366210938,218.38999938964844,1.5389330826150882,106.45014930796455
180,145.5,228.9600067138672,1.5736082935660975,104.15616862427211
181,145.3699951171875,227.44000244140625,1.5645594694975358,105.37647234768266
182,145.6999969482422,233.57000732421875,1.6030886219386202,100.00722142899141
183,145.14999389648438,236.52999877929688,1.6295556922171237,95.77930670037787
184,137.74000549316406,218.1300048828125,1.5836358079253754,97.09703764728422
185,141.92999267578125,224.1199951171875,1.5790883300413996,100.76623429864807
186,141.02000427246094,235.3800048828125,1.6691249308718015,87.40842621803259
187,139.9499969482422,240.1300048828125,1.715827153405512,80.19173592441635
188,140.7100067138672,243.6300048828125,1.7314333967607038,78.44378814825464
189,139.63999938964844,242.85000610351562,1.7391149181107644,76.75709663393528
190,136.77000427246094,236.8699951171875,1.731885557635257,76.12090141488878
191,135.0500030517578,237.0500030517578,1.7552758067018226,71.9757707936918
192,132.3300018310547,226.41000366210938,1.710949901981913,76.34534524523852
193,132.32000732421875,224.07000732421875,1.6933947621026684,78.66230122401785
194,132.67999267578125,224.36000061035156,1.6909859285159965,79.20218297934011
195,135.52000427246094,245.1999969482422,1.8093269570392816,64.90927176949035
196,134.63999938964844,239.7100067138672,1.7803773603722763,68.37058476620868
197,134.1699981689453,235.44000244140625,1.7547887430462876,71.55709416638669
198,138.89999389648438,239.0399932861328,1.7209503512597564,78.8611731218231
199,142.5399932861328,240.74000549316406,1.6889295414088163,85.55245970311606
200,141.22999572753906,236.72999572753906,1.6762019605540357,86.54252914748812
201,139.4199981689453,240.02000427246094,1.7215608049399864,79.0799291555758
202,137.58999633789062,224.75,1.6334763135545383,90.13122608670298
203,137.72999572753906,229.97999572753906,1.6697887378323257,85.2239712673256
204,137.14999389648438,214.2899932861328,1.5624498929826478,99.57689418174184
205,132.94000244140625,220.8699951171875,1.661426140070493,83.291589570605
206,133.0800018310547,232.50999450683594,1.7471445093757048,71.97433108911824
207,131.52000427246094,230.0,1.7487833981781573,70.88805971183248
208,133.83999633789062,245.10000610351562,1.8312911895539767,61.136336540156066
209,136.16000366210938,240.86000061035156,1.7689482530278318,70.72466014128011
210,135.74000549316406,272.3800048828125,2.006630277442634,38.2364331443342
211,136.02000427246094,268.1600036621094,1.9714747481183688,43.10191618136062
212,136.4600067138672,289.57000732421875,2.122013726200355,22.70625113807958
213,139.32000732421875,282.45001220703125,2.027347095595016,36.41941210153047
214,140.6300048828125,291.0199890136719,2.0694018268447043,30.869375616142776
215,140.83999633789062,298.6199951171875,2.1202783504819562,23.75346328680925
216,140.6300048828125,296.94000244140625,2.111498201886912,24.9493621884084
217,151.0,295.7200012207031,1.9584106041106166,50.07533650054873
218,151.55999755859375,291.8800048828125,1.9258380152056311,55.20629647108606
219,152.27999877929688,286.75,1.8830444070044536,61.99612178905025
220,150.02000427246094,273.0,1.8197573138592051,70.53615136412017
221,148.1699981689453,269.05999755859375,1.815887162607697,70.21133056984937
222,148.8300018310547,260.7900085449219,1.7522677238219704,80.00282751176374
223,149.77999877929688,258.6000061035156,1.7265323021170984,84.38286005684708
224,149.89999389648438,263.4599914550781,1.7575717290356547,79.79949971910295
225,148.63999938964844,254.66000366210938,1.7132669853861986,85.69481933861667
226,150.4499969482422,274.9700012207031,1.8276504273728786,69.55741322701337
227,146.19000244140625,290.1300048828125,1.9846090706448833,44.57683463702389
228,145.4600067138672,299.2699890136719,2.057403926856422,33.753989711901596
229,145.0,310.20001220703125,2.139310429014009,21.763512005370586
230,144.8800048828125,306.0199890136719,2.112230664688332,25.666910184911586
231,147.77000427246094,295.2799987792969,1.9982404428631837,43.06922251900451
232,148.8300018310547,287.9800109863281,1.9349593996056684,52.81282507035749
233,149.8800048828125,285.04998779296875,1.9018546737828195,58.163422662989746
234,151.60000610351562,286.69000244140625,1.8910949267749262,60.48853070117897
235,150.1199951171875,291.5,1.9417799725642655,52.266660483595246
236,151.0500030517578,285.5400085449219,1.8903674463818487,60.37060132412793
237,149.89999389648438,281.1700134277344,1.8757173107151721,62.089477746446704
238,148.6199951171875,280.9599914550781,1.8904588930550024,59.34871565130456
239,151.4600067138672,305.5299987792969,2.0172321750684534,41.32579345512667
240,151.80999755859375,316.95001220703125,2.0878072413162303,30.712614709736073
241,152.41000366210938,320.4100036621094,2.1022898495065547,28.63581867599126
242,150.6199951171875,312.5899963378906,2.0753552414782974,32.329315271442084
243,149.38999938964844,305.55999755859375,2.045384555907339,36.52380213073852
244,148.7899932861328,308.4200134277344,2.072854542271688,32.28059084026458
245,143.80999755859375,310.260009765625,2.1574300468172463,18.960199139342222
246,141.57000732421875,320.010009765625,2.2604364851995036,4.046344608755504
247,142.39999389648438,315.17999267578125,2.213342740062874,10.789731612337192
248,140.5800018310547,320.3399963378906,2.2787024624090324,1.43409614412613
249,142.36000061035156,317.8299865722656,2.2325792723349775,8.047541103286989
250,140.1999969482422,290.4100036621094,2.0713980740621585,30.488062707988234
251,142.36000061035156,290.7099914550781,2.042076357183855,35.16753622047449
