,alb,lin,Ratio,Spread
0,218.3300018310547,323.1050109863281,1.4798928606996902,-44.339081627704104
1,220.15499877929688,323.0,1.4671481537596345,-41.90389629022536
2,220.3300018310547,324.18499755859375,1.4713611167995784,-42.86544820252806
3,220.1649932861328,323.5050048828125,1.469375308282439,-42.39614008677745
4,222.77999877929688,324.42999267578125,1.4562797129610667,-39.982262719364485
5,223.27999877929688,325.2300109863281,1.4566016336635896,-40.14387603055093
6,222.41000366210938,326.3699951171875,1.4674249797370476,-42.39467862587361
7,225.83999633789062,325.0299987792969,1.4392047646556063,-36.6752333440063
8,224.76499938964844,325.7550048828125,1.4493137533308273,-38.77280629963195
9,224.22000122070312,325.9599914550781,1.4537507344593705,-39.67365198329145
10,222.33999633789062,325.0957946777344,1.4621561573819832,-41.209864237966656
11,222.1300048828125,324.79998779296875,1.4622067287322174,-41.18217654269074
12,222.1199951171875,324.6000061035156,1.461372290829833,-40.99497542207246
13,223.17999267578125,325.6300048828125,1.459046579304547,-40.671558719937195
14,227.697998046875,322.0799865722656,1.4145051310726091,-31.352905977303465
15,226.02499389648438,323.0199890136719,1.4291339353452635,-34.42901684582989
16,226.31500244140625,322.2200012207031,1.423767747364106,-33.25874324299042
17,225.44000244140625,322.1650085449219,1.4290498804827474,-34.3209593160899
18,226.35000610351562,321.54998779296875,1.4205874933615674,-32.54403678948296
19,224.72000122070312,320.760009765625,1.4273763261980343,-33.83526529447795
20,221.08999633789062,319.54998779296875,1.44533897094377,-37.260069851602054
21,225.67999267578125,320.6700134277344,1.4209058128091074,-32.51954226805702
22,225.27000427246094,321.94000244140625,1.4291294727904578,-34.31300857444785
23,225.0850067138672,320.94000244140625,1.4258613095868795,-33.549215306999315
24,223.27999877929688,320.6600036621094,1.436134026402735,-35.57386870633218
25,225.0399932861328,322.45001220703125,1.4328564780796273,-35.11669866723224
26,224.02000427246094,321.2900085449219,1.4342023141565419,-35.2590271763645
27,224.8699951171875,322.5899963378906,1.4345622063529546,-35.47373815996525
28,221.1999969482422,320.32000732421875,1.4481013189126277,-37.88963950368981
29,222.7899932861328,321.5899963378906,1.443466969025253,-37.12950529521345
30,222.4949951171875,321.1199951171875,1.4432683977815073,-37.03616068622404
31,222.07000732421875,321.17498779296875,1.446278097897562,-37.63378202540207
32,224.7899932861328,321.3999938964844,1.4297789203070872,-34.38588285636558
33,225.99000549316406,321.4800109863281,1.4225408344266468,-32.9337123616848
34,226.13999938964844,321.45001220703125,1.4214646372805537,-32.7121998756096
35,223.88999938964844,322.5299987792969,1.4405734943881066,-36.665008944997
