,googl,nflx,Ratio,Spread
50,134.57150268554688,380.0299987792969,2.8240005587758996,-44.89621625606733
51,133.89950561523438,368.07000732421875,2.748852623712314,-34.622279951155036
52,131.906494140625,361.7300109863281,2.742321470546319,-33.28279240944428
53,126.37850189208984,350.260009765625,2.771515760368007,-35.68264302661484
54,127.10449981689453,341.760009765625,2.6888112557616846,-25.3610985672656
55,133.4199981689453,358.7900085449219,2.689177135878821,-26.545375701693814
56,132.42950439453125,356.7699890136719,2.6940370323428082,-27.010526423911443
57,129.87049865722656,340.32000732421875,2.6204566151889637,-16.981145349101013
58,125.95099639892578,331.010009765625,2.628085677998242,-17.505263533930844
59,129.197998046875,343.75,2.6606449418456335,-22.098456567871807
60,133.28050231933594,357.5299987792969,2.682537899824733,-25.63536403286301
61,133.83900451660156,371.3999938964844,2.7749757646353044,-38.10406508541902
62,136.12550354003906,380.6000061035156,2.795949298300068,-41.567201903212066
63,136.10150146484375,374.5899963378906,2.7522840843504626,-35.617413862183156
64,139.8679962158203,382.9200134277344,2.7377243099763713,-34.4972143461666
65,138.27549743652344,374.489990234375,2.708288866625035,-30.06280495394728
66,141.57200622558594,375.7099914550781,2.653843803388703,-23.011794488868674
67,141.67300415039062,373.8500061035156,2.638823171326708,-20.898403164578014
68,141.45550537109375,378.510009765625,2.675823813096871,-26.10411595726103
69,142.5054931640625,391.82000732421875,2.749508097018601,-36.779671486036165
70,141.93850708007812,381.4700012207031,2.687572309080913,-27.85224570199975
71,139.0675048828125,374.5899963378906,2.6935839300025193,-28.17564728431674
72,140.15049743652344,373.4700012207031,2.6647782780068554,-24.33840048041216
73,142.97149658203125,391.5,2.7383080499221966,-35.29045153043543
74,140.59100341796875,380.1499938964844,2.7039425329821487,-29.91315414324751
75,136.54800415039062,368.3500061035156,2.697586159500537,-28.257138754870965
76,135.8885040283203,362.1499938964844,2.6650524743506576,-23.71182658519936
77,133.28750610351562,355.8800048828125,2.670017732993098,-23.96779749073997
78,128.82350158691406,348.0,2.7013704464880806,-27.288076267020728
79,127.7145004272461,344.1000061035156,2.6942908201683475,-26.170590210828806
80,129.8939971923828,350.42999267578125,2.6978151435032673,-27.03217236889114
81,126.7300033569336,341.1300048828125,2.6917856533312303,-25.670713383602077
82,127.67649841308594,337.8599853515625,2.646219073603089,-20.025917332433522
83,130.00900268554688,348.6099853515625,2.681429579109582,-24.923613780666898
84,128.0399932861328,226.19000244140625,1.7665574375338822,92.55608205790551
85,124.81449890136719,218.22000122070312,1.74835458333369,92.43324826559873
86,119.635498046875,215.52000427246094,1.801472036234738,82.13902031436461
87,123.0739974975586,209.91000366210938,1.7055593214665294,96.376290244464
88,118.6500015258789,198.39999389648438,1.6721448912346715,96.78639865353287
89,114.29450225830078,188.5399932861328,1.6495980958037713,95.71835761598166
90,118.52249908447266,199.52000427246094,1.6833934975523948,95.34648190074464
91,114.1094970703125,190.36000061035156,1.6682222382686929,93.43416828294855
92,116.58300018310547,199.4600067138672,1.7108841460641342,90.54023486414926
93,117.33399963378906,199.8699951171875,1.7034277851347555,92.01452028810613
94,122.26100158691406,204.00999450683594,1.6686432456698579,100.23647511662185
95,116.50550079345703,188.32000732421875,1.6164044276164755,101.48578661284196
96,115.74649810791016,180.97000122070312,1.563503036195404,106.93143860010983
97,112.51100158691406,173.10000610351562,1.538516266516363,106.68350312865314
98,114.3949966430664,177.66000366210938,1.5530399831772497,106.8504898199096
99,113.60250091552734,166.3699951171875,1.4644923639568204,116.15210948349258
100,112.84400177001953,174.30999755859375,1.5446988304601632,106.30901631866234
101,116.05049896240234,187.63999938964844,1.6168823147450613,101.02418513499637
102,114.44499969482422,186.50999450683594,1.6296910743516815,98.12595771103892
103,116.4729995727539,190.55999755859375,1.6360873185854719,99.16425011439216
104,111.89949798583984,177.19000244140625,1.5834745073103769,101.05923106027953
105,110.38400268554688,183.47999572753906,1.662197340770675,90.96682736345426
106,108.90799713134766,186.35000610351562,1.7110773406177842,84.39348720186766
107,111.48799896240234,187.44000244140625,1.6812572132056796,89.77677113090462
108,105.97000122070312,180.33999633789062,1.7018023427431839,83.03200182986532
109,105.80500030517578,187.8300018310547,1.7752469286828818,75.1280054791554
110,107.7925033569336,191.39999389648438,1.7756336288313213,76.54470145810703
111,112.31649780273438,195.19000244140625,1.7378569155906702,84.10549259913753
112,113.76200103759766,197.44000244140625,1.735553178043638,85.48229140733659
113,113.89199829101562,192.91000366210938,1.6937976904153336,90.3384561006171
114,117.62249755859375,205.08999633789062,1.7436289876069402,87.51836658611748
115,114.54100036621094,198.97999572753906,1.7371944988376165,85.89682424640452
116,116.82050323486328,197.13999938964844,1.687546226310169,93.45614247021027
117,117.14949798583984,198.61000061035156,1.6953551148324857,92.81159617895136
118,117.19400024414062,202.8300018310547,1.730720014749182,88.70325208462108
119,114.83550262451172,192.77000427246094,1.6786620850415823,92.84572822250394
120,111.1614990234375,182.94000244140625,1.6457137052715962,93.45757573863224
121,106.39250183105469,169.69000244140625,1.5949432480764898,94.7420588746908
122,106.71549987792969,167.5399932861328,1.569968687564406,97.70247709941722
123,109.7645034790039,180.11000061035156,1.6408765575549071,92.78248560350377
124,106.03350067138672,173.35000610351562,1.6348607280330447,90.1813135562343
125,107.14350128173828,175.50999450683594,1.6380834339669854,90.8063406365383
126,111.54399871826172,170.91000366210938,1.5322205194902019,106.44727450604861
127,111.48750305175781,178.88999938964844,1.6045744544713605,98.32552993215424
128,112.24199676513672,181.7100067138672,1.6189128129472818,97.39856361571648
129,117.9749984741211,190.85000610351562,1.6177156903746885,102.64278922402465
130,115.83350372314453,189.13999938964844,1.6328609021593175,98.97973939724639
131,112.00749969482422,179.60000610351562,1.6034641126072275,98.92020601653698
132,111.70149993896484,178.36000061035156,1.5967556452492562,99.39245151920542
133,108.96299743652344,174.8699951171875,1.6048566874186652,96.01149514071105
134,108.73750305175781,179.9499969482422,1.6549027878871565,90.36572303242767
135,113.26300048828125,185.8800048828125,1.6411361528608326,95.79028581996536
136,114.5719985961914,184.05999755859375,1.6065007140820904,100.89459764326907
137,118.78299713134766,189.27000427246094,1.5934099058232238,106.25007712153555
138,119.35350036621094,186.97999572753906,1.5666067199858449,109.97149059338696
139,115.67649841308594,177.33999633789062,1.533068503721487,110.3858127381134
140,114.02050018310547,174.4499969482422,1.5299879992465655,109.12087683462781
141,111.35350036621094,176.55999755859375,1.5855810277893074,100.3193161335823
142,110.36750030517578,174.77999877929688,1.583618350474686,99.62541948324721
143,111.77749633789062,189.11000061035156,1.6918432314738343,88.83312812400564
144,109.02999877929688,190.9199981689453,1.7510776878518877,80.12959990376655
145,113.80999755859375,201.6300048828125,1.7716370196652156,81.412713272807
146,113.9000015258789,216.44000244140625,1.9002633849151398,66.82853761029074
147,114.33999633789062,223.8800048828125,1.958020045944517,60.49249164669115
148,107.9000015258789,220.44000244140625,2.043002774087409,47.77440813872826
149,107.51000213623047,218.50999450683594,2.0324620050695628,48.72589918903222
150,105.0199966430664,213.91000366210938,2.0368502237638575,47.07841252059322
151,113.05999755859375,226.75,2.005572305823605,54.410951971674166
152,114.22000122070312,226.02000427246094,1.9788128336273676,58.05142191869342
153,116.31999969482422,224.89999389648438,1.9334593748841933,64.44037378125373
154,114.86000061035156,226.2100067138672,1.969441106667384,59.46719175620191
155,115.12999725341797,221.4199981689453,1.9232172626701927,64.93462770472527
156,118.08000183105469,226.72999572753906,1.920138822930724,67.02625528837237
157,118.19000244140625,229.91000366210938,1.9452576268122959,64.12224125883264
158,117.47000122070312,226.77999877929688,1.9305354254080722,65.44574754228714
159,117.30000305175781,233.49000549316406,1.9905370794418327,58.30921175421477
160,116.62999725341797,229.94000244140625,1.9715339780192578,60.17815580015494
161,119.69999694824219,244.11000061035156,2.0393484280196246,53.71085311179982
162,118.83999633789062,242.6999969482422,2.042241706724627,52.96309668493333
163,121.68000030517578,249.3000030517578,2.0488165879890583,53.48872181862802
164,122.08000183105469,249.11000061035156,2.0405471565694473,54.68233671993485
165,121.69999694824219,245.69000244140625,2.0188168332156637,57.148894437932626
166,119.55000305175781,241.14999389648438,2.0171475344260865,56.29452190273034
167,120.16999816894531,245.1699981689453,2.040193075681538,53.830098757915636
168,117.20999908447266,241.16000366210938,2.0575036732856433,50.41339168919191
169,114.23999786376953,226.5399932861328,1.9830181855945088,57.58160491397459
170,113.86000061035156,224.5500030517578,1.9721588077292078,58.61817383971757
171,113.69000244140625,229.61000061035156,2.019614703840721,53.131647206918586
172,116.6500015258789,233.97999572753906,2.00582934133636,56.18835366529069
173,110.33999633789062,223.27999877929688,2.0235635870020667,51.05641143583179
174,109.41999816894531,224.57000732421875,2.052367127419258,47.45810763275941
175,108.94000244140625,220.64999389648438,2.025426739045299,50.17380142246546
176,108.22000122070312,223.55999755859375,2.0657918595164957,45.45729916099813
177,109.73999786376953,230.0399932861328,2.096227426318186,42.791007810302716
178,107.8499984741211,226.11000061035156,2.0965229838608415,41.97895123392706
179,106.80999755859375,218.38999938964844,2.0446587808397263,47.08956771581481
180,109.44999694824219,228.9600067138672,2.091914235704731,43.14337582769829
181,108.37999725341797,227.44000244140625,2.0985422421592976,41.978727776756585
182,110.6500015258789,233.57000732421875,2.1108902313895697,41.54421259704853
183,110.86000061035156,236.52999877929688,2.1335918949761474,39.11111337639724
184,104.31999969482422,218.1300048828125,2.0909701449475264,41.10210385180065
185,105.0,224.1199951171875,2.1344761439732145,36.81824905656205
186,102.91000366210938,235.3800048828125,2.2872412448419484,20.314393379987536
187,102.80000305175781,240.1300048828125,2.3358949197881995,15.288399474957004
188,103.06999969482422,243.6300048828125,2.3637334394505354,12.465826878558488
189,101.13999938964844,242.85000610351562,2.401127225321805,8.403413245476798
190,99.27999877929688,236.8699951171875,2.3858783040857836,9.716642564235315
191,100.13999938964844,237.0500030517578,2.3671859845873127,11.694394718640865
192,98.73999786376953,226.41000366210938,2.2929917820586216,18.821760069794976
193,98.16999816894531,224.07000732421875,2.2824693032855747,19.731614873579787
194,97.5,224.36000061035156,2.301128211388221,17.76058172394488
195,100.05000305175781,245.1999969482422,2.450774507437001,3.318598068394522
196,97.41999816894531,239.7100067138672,2.4605831576609476,2.2098492999860473
197,95.6500015258789,235.44000244140625,2.461474110669052,2.038893800954867
198,98.63999938964844,239.0399932861328,2.4233576111641617,5.94087211637526
199,101.63999938964844,240.74000549316406,2.3685557550060583,11.767924645125248
200,101.43000030517578,236.72999572753906,2.3339248251531277,15.25104217632341
201,101.41999816894531,240.02000427246094,2.3665944449400986,11.935938055767252
202,98.68000030517578,224.75,2.277563835680408,20.331228562729677
203,97.86000061035156,229.97999572753906,2.350091909801316,13.043835906436357
204,97.18000030517578,214.2899932861328,2.2050832744720603,27.02770290870626
205,97.55999755859375,220.8699951171875,2.2639401460064077,21.401122386283618
206,99.05999755859375,232.50999450683594,2.347163337746973,13.524655364525785
207,96.55999755859375,230.0,2.3819387511938706,9.762095924877372
208,99.97000122070312,245.10000610351562,2.4517355517722756,3.217862592677847
209,100.7699966430664,240.86000061035156,2.3901955803719304,9.465073863327603
210,99.62999725341797,272.3800048828125,2.7339156116805783,-24.915213477344963
211,99.97000122070312,268.1600036621094,2.6824047252944836,-19.842134965915903
212,101.12999725341797,289.57000732421875,2.8633443606113804,-38.34168355086061
213,102.5199966430664,282.45001220703125,2.755072390320194,-27.734149970813036
214,104.4800033569336,291.0199890136719,2.7854132816158543,-31.38642763817225
215,94.93000030517578,298.6199951171875,3.1456862336163516,-62.94759747418436
216,92.22000122070312,296.94000244140625,3.2199088973200327,-68.0670509793143
217,96.29000091552734,295.7200012207031,3.0711392502751185,-56.635332699427266
218,94.51000213623047,291.8800048828125,3.0883504209648103,-57.26139170866301
219,90.47000122070312,286.75,3.169558927057693,-62.2678363004471
220,86.97000122070312,273.0,3.139013408855887,-57.299411825525226
221,83.43000030517578,269.05999755859375,3.2249789832723033,-62.24134806941868
222,86.58000183105469,260.7900085449219,3.0121275471188684,-46.0679372547134
223,88.48999786376953,258.6000061035156,2.9223642484615118,-39.08571355219718
224,88.9000015258789,263.4599914550781,2.963554408695759,-42.91699086822479
225,87.31999969482422,254.66000366210938,2.9163995024292704,-38.08126176358988
226,93.94000244140625,274.9700012207031,2.927081052528307,-41.78152958065945
227,96.41000366210938,290.1300048828125,3.009335067547955,-50.7442468808718
228,95.69999694824219,299.2699890136719,3.1271682189867493,-61.665653177770366
229,98.44000244140625,310.20001220703125,3.1511581116799485,-65.72094346331573
230,98.8499984741211,306.0199890136719,3.0958016564237765,-60.51223137673699
231,98.36000061035156,295.2799987792969,3.0020333158499506,-51.00165635602457
232,97.43000030517578,287.9800109863281,2.955763215480866,-46.03505939684064
233,95.5999984741211,285.04998779296875,2.9816944805718983,-47.69655028646352
234,97.05000305175781,286.69000244140625,2.95404423932384,-45.69847216055078
235,98.45999908447266,291.5,2.960593161796709,-46.970759247331415
236,97.45999908447266,285.5400085449219,2.9298174761671443,-43.519789370847036
237,96.05000305175781,281.1700134277344,2.9273295626677096,-42.68750472547265
238,95.19000244140625,280.9599914550781,2.9515703776562217,-44.63524284179226
239,100.98999786376953,305.5299987792969,3.025349096367361,-54.65293649555662
240,100.98999786376953,316.95001220703125,3.138429734740474,-66.07294992329099
241,100.44000244140625,320.4100036621094,3.1900636785530465,-70.91289176120637
242,99.4800033569336,312.5899963378906,3.1422395033132418,-65.50154285535973
243,96.9800033569336,305.55999755859375,3.1507525982854867,-64.74409802254723
244,94.94000244140625,308.4200134277344,3.248578107190178,-72.72252020909696
245,93.70999908447266,310.260009765625,3.310852767013139,-77.6486215112767
246,92.83000183105469,320.010009765625,3.447269238968938,-89.60655360920563
247,93.30999755859375,315.17999267578125,3.377773024566471,-83.57221688133356
248,95.62999725341797,320.3399963378906,3.349785690038187,-82.91129124679807
249,95.06999969482422,317.8299865722656,3.34311546852323,-81.8063274396446
250,90.86000061035156,290.4100036621094,3.196235986256678,-64.94932307829015
251,90.26000213623047,290.7099914550781,3.2208063879314577,-66.75471998995206
