,acn,avgo,Ratio,Spread
0,412.1600036621094,675.64501953125,1.639278468381291,62.79995204803534
1,412.4049987792969,673.6799926757812,1.633539832615629,65.20499109033445
2,413.80499267578125,672.8599853515625,1.626031578306143,68.53939291764841
3,414.42999267578125,672.6699829101562,1.6231209005097333,69.85189779880155
4,415.6449890136719,672.990478515625,1.6191473404085432,71.71354035903796
5,414.7699890136719,672.0499877929688,1.6202955989923762,71.08252766604853
6,415.2699890136719,674.280029296875,1.6237148051521628,69.75048811393977
7,414.55999755859375,671.0650024414062,1.618740366637903,71.69036754456916
8,415.8900146484375,671.6599731445312,1.614994228010746,73.48411272665165
9,415.75,671.0599975585938,1.6140950031475496,73.83262145743488
10,415.7799987792969,669.5999755859375,1.6104670199428535,75.3465213548114
11,415.05999755859375,668.25,1.6100082010569172,75.40337193777289
12,415.04998779296875,669.75,1.6136610521575976,73.88539435963635
13,415.2799987792969,669.260009765625,1.6115873909961826,74.78848522332642
14,415.29998779296875,671.8800048828125,1.6178185038082675,72.20439045272265
15,413.25,670.8900146484375,1.6234483113089837,69.5125946086036
16,414.6000061035156,671.0599975585938,1.618572087987491,71.76722793023846
17,414.6600036621094,673.5399780273438,1.6243186516155674,69.395003310929
18,415.1499938964844,673.056884765625,1.6212378529709155,70.7581209463087
19,416.1600036621094,673.8499755859375,1.6192088851792998,71.77901160772781
20,415.3399963378906,672.2100219726562,1.618457234794683,71.9462288657357
21,414.2900085449219,672.89501953125,1.6242125217902457,69.37544913224299
22,414.7449951171875,670.739990234375,1.6172346818672407,72.34763608899034
23,414.2900085449219,671.47998046875,1.620796945664068,70.79048819474299
24,414.4200134277344,671.0399780273438,1.6192267658047315,71.46397991316685
25,415.32000732421875,671.77001953125,1.6174756999049027,72.35033096055822
26,414.79998779296875,669.02001953125,1.6128737686105363,74.16637385248755
27,413.95001220703125,665.5900268554688,1.607899522231644,76.06980705796464
28,415.260009765625,666.780029296875,1.6056928517465703,77.23256534549269
