,vz,googl,Ratio,Spread
0,54.72999954223633,131.13600158691406,2.3960534018589486,0.13737598861486555
1,54.57500076293945,131.07550048828125,2.401749860850051,-0.18081663044703822
2,55.02000045776367,132.11978149414062,2.4013046236806725,-0.13787237188527746
3,55.064998626708984,132.07901000976562,2.3986018941931184,0.012838842109874182
4,55.30500030517578,131.40499877929688,2.376005750912168,1.2732232574763196
5,55.095001220703125,131.40174865722656,2.3850030991169042,0.7634026678146477
6,55.09000015258789,131.87350463867188,2.3937829782793534,0.2794280541607912
7,54.92499923706055,127.88525390625,2.3283615053736706,3.864547804470862
8,54.90999984741211,128.80767822265625,2.3457963682497973,2.905476911524533
9,54.63999938964844,128.18850708007812,2.346056158711515,2.8649817161248614
10,54.869998931884766,127.37850189208984,2.3214598937794153,4.23692282459375
11,54.92499923706055,127.4000015258789,2.3195266872196147,4.349800184841955
12,54.88999938964844,126.91075134277344,2.3120924167236776,4.75353858265875
13,54.68000030517578,126.32450103759766,2.3102505547286967,4.826718176102547
14,53.72200012207031,126.4020004272461,2.352890810841517,2.408628411883728
15,53.79999923706055,126.67924499511719,2.3546328399918117,2.32195163407228
16,54.255001068115234,129.46200561523438,2.3861764457934376,0.6508535427933162
17,54.084999084472656,129.65451049804688,2.397236067168014,0.04299904566043944
18,53.70500183105469,128.74725341796875,2.397304702138958,0.02184511977181325
19,53.42499923706055,128.1020050048828,2.3977914241320075,-0.0170100695371338
20,53.209999084472656,127.10400390625,2.388724038586585,0.4557016851551219
21,53.334999084472656,131.0439910888672,2.456998093902993,-3.1788849328474504
22,53.459999084472656,131.04574584960938,2.451285972574424,-2.875239128975051
23,53.43000030517578,132.02700805664062,2.471027649308307,-3.9297944890864023
24,53.29349899291992,133.21450805664062,2.4996389911335766,-5.4507951117549975
25,53.43000030517578,133.03900146484375,2.489968195863106,-4.941787897289528
26,53.345001220703125,133.4084930419922,2.500862123707601,-5.518949621555363
27,53.09000015258789,133.3780059814453,2.5122999735938736,-6.111482322446234
28,52.95000076293945,131.9134979248047,2.4912841553183327,-4.9890214069602745
29,52.959999084472656,131.2060089111328,2.4774548938691563,-4.257104448956865
30,53.125,131.52951049804688,2.475849609375,-4.177475053759123
31,53.222999572753906,131.7209930419922,2.474888565082364,-4.129524598896195
32,53.12350082397461,132.75900268554688,2.4990635147605484,-5.410630034896014
33,53.165000915527344,132.47799682617188,2.4918272274021613,-5.028230964386905
34,53.220001220703125,132.3979949951172,2.4877488154512295,-4.81385213929495
35,53.39500045776367,132.42098999023438,2.4800260109554935,-4.409288207968826
36,53.57500076293945,132.05799865722656,2.4649182786120982,-3.60651931630913
37,53.46500015258789,131.1999969482422,2.453941767021423,-3.0172715953993197
38,53.25,131.6532440185547,2.4723613900198065,-3.995808009652348
39,53.279998779296875,131.66400146484375,2.4711712552817233,-3.933272302861281
40,53.32500076293945,130.38800048828125,2.4451570299629535,-2.5473222765930195
41,53.040000915527344,129.87100219726562,2.448548264622035,-2.72663690009527
42,52.755001068115234,129.34201049804688,2.451748798773512,-2.893958115394367
43,52.63999938964844,128.38075256347656,2.43884411193064,-2.213672801107163
44,52.54499816894531,126.51399993896484,2.4077267931800224,-0.57902758812993
45,52.6349983215332,125.39599609375,2.382369147762468,0.7588650364108553
46,52.517601013183594,125.75799560546875,2.394587589290293,0.1100398906584581
47,52.53499984741211,125.8064956665039,2.3947177316438344,0.10404873999950093
48,52.5,125.89549255371094,2.3980093819754464,-0.07045993249617544
49,52.290000915527344,127.23149108886719,2.4331896894476093,-1.919529179384424
50,52.46500015258789,129.36349487304688,2.4657103687564916,-3.6239740371207865
51,52.63999938964844,129.23802185058594,2.4551296228928217,-3.070942088216538
52,52.69499969482422,128.60501098632812,2.440554354893751,-2.3035542299214575
53,52.82500076293945,127.82450103759766,2.4197728195259347,-1.2054250843678296
54,52.974998474121094,129.34100341796875,2.441548034798969,-2.355452379252751
55,52.7599983215332,129.20748901367188,2.4489668901474886,-2.7472273188964045
56,52.08000183105469,132.07049560546875,2.5359157250781177,-7.271604407717971
57,52.255001068115234,132.28524780273438,2.531532773873613,-7.058797678540271
58,52.724998474121094,132.10501098632812,2.5055479337978355,-5.7302610768413285
