,ups,cat,Ratio,Spread
0,210.2899932861328,196.6999969482422,0.9353749737420968,41.96731446220648
1,210.67999267578125,195.41000366210938,0.9275204597278912,43.70205001392794
2,210.63999938964844,194.7100067138672,0.9243733729493919,44.35643995571025
3,210.6300048828125,195.14999389648438,0.9265061452429786,43.90505537163131
4,209.8699951171875,193.74000549316406,0.9231429456363367,44.44835404669781
5,208.9949951171875,192.02000427246094,0.9187780031038142,45.1705345201919
6,207.83999633789062,191.87069702148438,0.9231654176396127,44.002719776901564
7,209.0,193.46499633789062,0.9256698389372757,43.731249855799554
8,209.17999267578125,191.89999389648438,0.9173917229929345,45.50150992719458
9,209.3699951171875,191.94000244140625,0.9167502837929311,45.67817381433617
10,210.5,194.82000732421875,0.9255107236304929,44.086788721829755
11,209.4600067138672,193.88999938964844,0.9256659656967922,43.83082308170132
12,208.92999267578125,193.1199951171875,0.924328731571212,43.996417064431746
13,207.60000610351562,192.63999938964844,0.9279383127454839,42.959740568752444
14,207.77999877929688,191.66000366210938,0.9224179650982186,44.144993926280314
15,209.5,192.3000030517578,0.9178997759033786,45.46642642605179
16,208.9499969482422,191.1199951171875,0.9146685709908325,46.01922926796815
17,208.72999572753906,189.0500030517578,0.9057155508139325,47.83833929633622
18,207.83200073242188,188.83999633789062,0.9086184787347404,47.02430253932594
19,208.3249969482422,190.16000366210938,0.9128045431310106,46.26649161789695
20,206.2899932861328,187.92999267578125,0.9109990731111931,46.175852461711834
21,205.96499633789062,187.2899932861328,0.9093292385414801,46.44523619680522
22,205.72500610351562,187.50999450683594,0.9114594188539513,45.95155813611701
23,204.47999572753906,186.77000427246094,0.9133901025767042,45.2717801606178
24,202.29400634765625,182.64999389648438,0.9028937495191416,46.898961329250746
25,202.6199951171875,182.49000549316406,0.900651514612953,47.43069642696583
26,201.3000030517578,181.50999450683594,0.901688980402879,46.90543259153731
27,200.8699951171875,180.0500030517578,0.8963509106808943,47.875057373954014
28,202.7100067138672,182.05499267578125,0.8981056023186794,47.96835545995595
29,204.8800048828125,182.3699951171875,0.8901307632313836,50.127946383554566
30,207.27999877929688,184.72000122070312,0.8911617247614194,50.51481308356711
31,208.65499877929688,184.96499633789062,0.8864632882988623,51.8378219977081
32,209.92999267578125,186.52000427246094,0.8884866897534026,51.73677447739721
33,210.74000549316406,187.05999755859375,0.8876340167157373,52.120492728052746
34,210.8699951171875,187.27999877929688,0.8881301423430068,52.0487273288039
35,210.8699951171875,186.97999572753906,0.8867074503588244,52.34873038056171
36,209.8699951171875,186.7949981689453,0.8900509959255608,51.39336137091656
37,209.9499969482422,187.0,0.8906882720560366,51.279590953394525
38,206.1199951171875,187.52000427246094,0.9097613463742238,46.39198063650509
39,208.8699951171875,188.49000549316406,0.9024273945494701,48.557987478458905
40,208.03500366210938,187.9149932861328,0.9032854566693233,48.18080334535393
41,208.27000427246094,187.375,0.8996734822882806,48.98878347104739
42,208.1999969482422,186.39999389648438,0.8952929713194125,49.88395556249208
43,209.02999877929688,186.82000732421875,0.8937473492571351,50.410448474469554
44,210.35000610351562,187.52000427246094,0.8914665977246524,51.215743748596914
45,207.5,184.80999755859375,0.8906505906438253,50.675698782738074
46,206.89999389648438,182.86000061035156,0.883808632212138,51.94146882979175
47,205.05999755859375,180.8249969482422,0.8818150741300644,51.87820218248866
48,204.00999450683594,181.24000549316406,0.8883878749729152,50.26580526079338
49,205.86000061035156,183.0500030517578,0.8891965535268401,50.56549281368675
50,205.58999633789062,182.86000061035156,0.8894401666792098,50.44759140949686
51,205.5800018310547,182.8300018310547,0.8893374851767152,50.46619278733201
52,209.24000549316406,187.1699981689453,0.8945230035135906,50.29994226534283
53,211.3000030517578,189.0399932861328,0.8946521086411323,50.779099494629385
54,212.17999267578125,190.86000061035156,0.8995193100133272,49.96260291804408
55,212.63999938964844,192.1300048828125,0.9035459247286173,49.217174923242716
56,212.6750030517578,192.27000427246094,0.9040554908357942,49.117092539629745
57,211.52999877929688,193.1029052734375,0.912886618388886,46.978466945848034
58,211.42999267578125,192.61000061035156,0.9109871223696757,47.35732799186491
59,215.5399932861328,193.7050018310547,0.8986963341597036,50.94923406264818
60,213.62989807128906,193.27999877929688,0.9047422693372191,49.19602838924508
61,213.27999877929688,193.76499938964844,0.9085005649787037,48.31201432405516
62,215.0850067138672,195.58999633789062,0.9093613698424305,48.54538807980291
63,214.97000122070312,196.33999633789062,0.9133367224402364,47.66423966023479
64,213.27999877929688,195.46499633789062,0.9164712934013034,46.612017375812975
65,212.47000122070312,194.82000732421875,0.9169294780671157,46.33331225330941
66,208.75,192.92999267578125,0.9242155337761976,43.98116187584919
67,208.57000732421875,191.74000549316406,0.919307660545398,44.96589142847757
68,208.68499755859375,193.97500610351562,0.929511025578406,42.86202183708122
69,208.9499969482422,195.44479370117188,0.935366339103534,41.694430683983775
70,209.43499755859375,195.1300048828125,0.9316972194593258,42.56229798396351
71,209.77000427246094,194.97000122070312,0.929446523571908,43.10433210270262
72,210.3800048828125,195.66000366210938,0.9300313676249672,43.1099539639466
73,205.63999938964844,200.48500061035156,0.974931925721663,32.87961321803139
74,202.9199981689453,203.4550018310547,1.0026365250686822,26.807813539669446
75,201.3618927001953,200.00999450683594,0.9932862262306394,28.47600947753549
76,201.3699951171875,199.85000610351562,0.9924517601900555,28.645237606315625
77,201.7050018310547,199.10499572753906,0.9871098580604691,29.772278438921923
78,201.75,198.05999755859375,0.981710025073575,30.868591015364423
79,201.1699981689453,196.63999938964844,0.9774817377316247,31.62717448665763
80,199.78500366210938,207.39999389648438,1.038115925093427,19.287778547031486
81,200.2100067138672,210.94000244140625,1.0535937034499678,16.23242927373372
82,204.57870483398438,213.31869506835938,1.042721896403966,18.83565392969033
83,206.52000427246094,211.25,1.0229033296033578,23.118141976629325
84,205.9530029296875,211.32420349121094,1.0260797389944207,22.397349109973
85,205.0399932861328,211.35000610351562,1.0307745465470104,21.330380823678844
86,203.41000366210938,210.0,1.0323976019824348,20.821601253381836
87,207.2904052734375,210.0749969482422,1.0134332878124848,25.171684574038586
88,208.05999755859375,210.9499969482422,1.0138902212033072,25.17430188720534
89,208.27999877929688,209.47000122070312,1.0057134744016742,26.905179651806016
90,208.77000427246094,208.9149932861328,1.000694491596995,28.01897346903403
91,207.83999633789062,208.95660400390625,1.0053724388264536,26.91681279447969
92,207.05999755859375,210.58999633789062,1.0170481928953852,24.393935929318026
93,206.83999633789062,209.72000122070312,1.0139238296934978,25.01304900944394
94,206.22999572753906,213.3800048828125,1.0346700737206032,20.657421044684305
95,204.53500366210938,212.14999389648438,1.0372307433839292,19.954519746166234
96,205.22999572753906,211.9499969482422,1.0327437575432419,20.947062411015715
97,205.14999389648438,211.0500030517578,1.028759489791896,21.755824893967436
98,206.42999267578125,212.01699829101562,1.0270648927649255,22.24849747000639
99,206.6300048828125,211.9792022705078,1.0258878055523883,22.51438072465232
100,207.19000244140625,211.7899932861328,1.0222017992688979,23.34219220314302
101,206.8300018310547,215.58999633789062,1.0423535968151825,19.13165649079469
102,206.38999938964844,216.77000427246094,1.050293158164199,17.449884482101204
103,205.33999633789062,215.6999969482422,1.050452911245328,17.322503429546522
104,206.05999755859375,216.13999938964844,1.048917800400286,17.70356630932131
105,205.27999877929688,216.72999572753906,1.055777460134109,16.22408544025337
106,204.43499755859375,215.6699981689453,1.05495634673379,16.32047185663624
107,203.8300018310547,214.7100067138672,1.0533778383215167,16.590546410101446
108,207.08999633789062,217.13999938964844,1.0485296403953772,17.87814248255834
109,207.5,218.1699981689453,1.051421677922628,17.31569817238651
110,205.5800018310547,215.86500549316406,1.0500292030864051,17.431189125222637
111,204.55999755859375,214.41000366210938,1.048152161815969,17.723012184502018
112,203.72000122070312,213.36000061035156,1.0473198474959993,17.815111495086263
113,203.88999938964844,215.22000122070312,1.0555691886064615,16.14897111326176
114,204.25999450683594,215.44000244140625,1.0547342026595234,16.350899954610902
115,210.02999877929688,213.39500427246094,1.0160215469824387,24.97581809446627
116,209.47000122070312,213.84500122070312,1.0208860456127575,23.887218652108352
117,210.06500244140625,215.4739990234375,1.0257491563047967,22.936740349525145
118,208.74000549316406,214.74000549316406,1.0287438911665474,22.159751657004655
