,csco,amat,Ratio,Spread
0,58.6199951171875,144.80728149414062,2.4702711285570005,-13.132874065482678
1,58.523040771484375,143.6777801513672,2.4550634802519498,-12.22493480358288
2,59.17264938354492,150.02886962890625,2.5354428302922525,-17.091525213052574
3,59.65743637084961,150.92062377929688,2.5297872815239035,-16.875434089373964
4,60.384613037109375,154.06149291992188,2.551336924610966,-18.354544036320373
5,61.48991012573242,161.2250518798828,2.621975728216474,-22.992255174165688
6,61.596561431884766,158.17335510253906,2.567892613250038,-19.69683662089086
7,62.01348114013672,159.5010528564453,2.572038368496171,-20.071780813854343
8,61.6838264465332,156.5286102294922,2.537595659133911,-17.852671927177266
9,61.441436767578125,155.914306640625,2.5376084096213556,-17.792282257919435
10,61.237831115722656,158.460693359375,2.587627459567075,-20.803952833474153
11,59.735897064208984,156.90512084960938,2.626647101004527,-22.68063115656211
12,58.78987503051758,152.32757568359375,2.5910511904391895,-20.26495515501666
13,59.4140510559082,154.90367126464844,2.6071891835634164,-21.414670742332515
14,59.61886215209961,149.42446899414062,2.5063287624129593,-15.467429908632038
15,60.29180145263672,148.21568298339844,2.458305763177965,-12.720829056818314
16,60.828208923339844,151.04940795898438,2.483213144568302,-14.328744559468884
17,60.584388732910156,158.0841827392578,2.6093220719974783,-21.92070229383101
18,59.97971725463867,155.7359619140625,2.5964770932963726,-20.95428926692652
19,59.843177795410156,165.46575927734375,2.764989517151521,-30.99610943319446
20,58.25347137451172,150.9602508544922,2.591437854131788,-20.123431081425206
21,57.44398880004883,141.75558471679688,2.467718340559881,-12.76861130521338
22,56.644256591796875,137.87159729003906,2.4339907624457267,-10.712188500927692
23,55.278865814208984,133.8191680908203,2.420801623184229,-9.779978614150547
24,55.493431091308594,138.01031494140625,2.486966695469322,-13.48079644510717
25,54.72295379638672,131.76820373535156,2.4079146791972335,-8.999395927065205
26,53.96223831176758,134.3343963623047,2.489414830907974,-13.303991350743853
27,53.26979064941406,128.95428466796875,2.4207770125596912,-9.506275410352725
28,54.23531723022461,131.233154296875,2.419699210752298,-9.578703679340787
29,54.2938346862793,136.91050720214844,2.5216584533629813,-15.122331280844886
30,54.00124740600586,137.33657836914062,2.5432112213368328,-16.217028966683753
