,amat,v,Ratio,Spread
0,144.8072967529297,210.28929138183594,1.4522009325305731,63.630584813426864
1,143.67776489257812,207.17286682128906,1.4419271275286303,64.59551056736125
2,150.02886962890625,213.76300048828125,1.4248124445449748,70.10277294604434
3,150.92062377929688,216.32363891601562,1.4333603552577594,69.24072139106987
4,154.06149291992188,214.99368286132812,1.3955056437956084,76.55331188484045
5,161.22506713867188,215.99610900878906,1.3397179039349252,89.19584957038198
6,158.17335510253906,216.4129638671875,1.368201134299095,82.96618408278947
7,159.5010528564453,216.5320587158203,1.357558805023715,85.37604856088375
8,156.5286102294922,216.2342987060547,1.3814362651596144,80.01198796239895
9,155.914306640625,215.0830078125,1.3794950088079858,79.99317158874099
10,158.460693359375,219.767578125,1.3868901710948995,80.15888321946964
11,156.90513610839844,220.78985595703125,1.4071550583563934,76.17362604478232
12,152.32757568359375,218.3483123779297,1.433412902411514,69.89596821233737
13,154.90367126464844,218.10018920898438,1.4079730159291481,75.05096188481495
14,149.42449951171875,215.33114624023438,1.4410698844157537,67.38344090929137
15,148.2156982421875,210.3786163330078,1.4194084623158123,70.03348198896173
16,151.04942321777344,212.7705078125,1.4086151623746423,73.03918584719092
17,158.0841827392578,214.0905303955078,1.3542817926865347,85.11876468009102
18,155.73594665527344,213.38584899902344,1.370177236417742,81.3505955889721
19,165.4657440185547,213.05833435058594,1.2876280562742606,100.21113984948805
20,150.96023559570312,214.0905303955078,1.4181915492559127,71.54928132531579
21,141.75559997558594,213.06825256347656,1.5030676220210881,55.03884206708135
22,137.87159729003906,212.74075317382812,1.5430353847739038,47.968208268850375
23,133.81918334960938,204.38394165039062,1.5273142200877676,48.60610183806493
24,138.01031494140625,200.33457946777344,1.451591350638013,60.63860724543416
25,131.76820373535156,200.48345947265625,1.521485865249519,48.59993884061238
26,134.3343963623047,204.32440185546875,1.5210132876497133,49.647004107897615
27,128.9542999267578,204.602294921875,1.5866263865422323,39.121262825030456
28,131.233154296875,226.2882537841797,1.724322294900201,21.77599821833083
29,136.91049194335938,224.47198486328125,1.6395528324896134,34.40629160361736
30,137.33656311035156,230.61550903320312,1.6791996523744432,29.07433516320639
31,139.46681213378906,233.6525421142578,1.6753271874466977,30.09493727828225
32,135.25584411621094,229.80166625976562,1.699014691463694,25.924886072175116
33,134.3245086669922,226.67532348632812,1.6875202130706135,27.27724868809283
34,134.87936401367188,225.45455932617188,1.671527449546092,29.55488486587625
35,137.4752960205078,226.2287139892578,1.6455953945028077,33.72538454216986
36,142.87521362304688,229.13670349121094,1.6037540569895563,41.102998028035856
37,138.4859161376953,224.26060485839844,1.619374815236938,37.61849291598183
38,131.27281188964844,223.36593627929688,1.7015399690460236,24.77385433041913
39,130.64859008789062,224.0120849609375,1.7146154031225203,22.938706463642223
40,138.5552520751953,226.47747802734375,1.6345643678987511,35.53368878556738
41,139.66497802734375,227.47158813476562,1.628694547105653,36.65335177788897
42,135.2162322998047,223.28639221191406,1.651328308844149,32.36470870628851
43,132.12489318847656,221.37770080566406,1.6755184845437725,28.385109005117233
44,129.2959747314453,220.01577758789062,1.7016444482890918,24.358592199239997
45,126.91374969482422,214.6774139404297,1.6915221121166246,25.159364209597772
46,132.43260192871094,216.01947021484375,1.6311653404735489,34.32945408339647
47,134.715576171875,217.9778594970703,1.6180598093494867,36.71960646883558
48,133.2068328857422,214.84640502929688,1.6128782613845403,36.97725144655256
49,128.6508026123047,207.73854064941406,1.6147473348879449,35.406924409027724
50,132.19436645507812,207.25143432617188,1.5677781125158567,42.6437061035423
51,129.6731719970703,206.00880432128906,1.588677142300054,39.08403963672252
52,124.80944061279297,199.1096954345703,1.5953095731939493,36.718857150819204
53,118.33768463134766,189.5762176513672,1.6019936357716131,33.925125972928114
54,123.231201171875,190.5802764892578,1.546526161206922,42.2420923904087
55,127.66810607910156,198.5828094482422,1.5554613877110604,42.690844382324386
56,124.04513549804688,196.8033905029297,1.5865466204116356,37.56933635501885
57,122.7249755859375,195.55079650878906,1.5934066849486206,36.307328880054385
58,119.24095153808594,199.1494598388672,1.670143161976179,26.072399815223992
59,123.4892807006836,204.92523193359375,1.659457653092147,28.388719182690682
60,129.51434326171875,210.6214599609375,1.6262404198376692,34.16885172989366
61,131.01318359375,212.19215393066406,1.6196244386262415,35.453104396789016
