,amat,v,Ratio,Spread
62,134.13986206054688,217.8188018798828,1.6238185915351968,35.782060911778004
63,133.2068328857422,215.760986328125,1.6197441351465314,36.06267014772443
64,134.4773406982422,217.1825714111328,1.615012390068565,37.061110686247034
65,130.44740295410156,213.41490173339844,1.6360226183152862,33.15267440222233
66,137.56431579589844,216.02940368652344,1.570388384783174,44.09425707439128
67,136.04566955566406,217.14280700683594,1.596102306791841,40.08818141058781
68,136.64122009277344,219.46902465820312,1.6061699720566986,38.896350769313
69,140.39324951171875,226.77569580078125,1.615289172303488,38.73643404827327
70,134.79498291015625,222.63027954101562,1.651621408560907,32.21843802623589
71,130.8245849609375,220.46311950683594,1.6851811115828368,26.822901735176675
72,126.46707916259766,225.0260772705078,1.7793253292518418,13.959896089705826
73,128.4820556640625,226.39796447753906,1.7620979311655305,16.426076395798663
74,120.80926513671875,224.75767517089844,1.8604340893601348,3.4514617387475424
75,118.4468765258789,217.71937561035156,1.8381183362212432,5.989953498038562
76,121.49415588378906,214.87623596191406,1.768613760874608,14.637460541582715
77,119.07220458984375,215.7013397216797,1.8115171417602014,9.199095747307428
78,115.3797378540039,213.4844970703125,1.8502771894008438,4.382637210390032
79,113.71217346191406,210.1542205810547,1.8481242085434435,4.5365864746555244
80,115.99514770507812,212.01321411132812,1.8277765777787482,7.02613461204773
81,112.52105712890625,211.53604125976562,1.8799684846315117,0.8859627112707242
82,114.01988220214844,211.91380310058594,1.8585688654271642,3.3631184425832314
83,116.19367218017578,214.42889404296875,1.8454438182353379,4.9885982160157765
84,117.01753234863281,216.50657653808594,1.8502063083422688,4.4801801493488425
85,114.83381652832031,215.17446899414062,1.8737901038155804,1.6528105273105664
86,111.96520233154297,206.94326782226562,1.848281997557426,4.419960407106617
87,113.62284851074219,208.7127685546875,1.836890830412118,5.807894981753424
88,108.1139144897461,199.91494750976562,1.8491139503484195,4.112461796386174
89,108.00472259521484,212.84825134277344,1.970730966464273,-9.028827520716458
90,113.78165435791016,219.35968017578125,1.9279002525817226,-4.5365279688935916
91,109.53333282470703,211.87403869628906,1.934333898479691,-5.142963419350122
92,112.13394165039062,210.28347778320312,1.8752883800234323,1.4011600990286182
93,112.95780181884766,207.3309783935547,1.8354728496403896,5.922923917127309
94,117.93071746826172,213.25584411621094,1.8083146502827283,9.470320518943357
95,112.63024139404297,204.03053283691406,1.8115075517160817,8.599442085972573
96,111.66742706298828,201.6248016357422,1.8055829433771373,9.171233088583865
97,104.96737670898438,191.8626708984375,1.8278314359552397,6.171306510925592
98,106.38679504394531,192.43923950195312,1.8088639611942632,8.298403878197139
99,103.15090942382812,195.5607452392578,1.8958702965548724,-0.9867208718992346
100,105.96990203857422,193.1952362060547,1.8231142285639699,6.748321734786333
101,111.03215789794922,198.4342041015625,1.7871777677593674,11.151788747509261
102,109.66236877441406,197.0198974609375,1.7966044292388594,9.956961668188132
103,115.97529602050781,203.18516540527344,1.7519693622454249,15.816370417766013
104,110.51599884033203,199.19119262695312,1.8023742690389521,9.411635748882805
105,109.92044067382812,196.58164978027344,1.7883993966472445,10.886777053225547
106,105.672119140625,198.2350311279297,1.8759445040003881,1.141318775620607
107,109.11643981933594,206.73094177246094,1.8945902387829487,-0.7939519348312105
108,105.80115509033203,201.8206329345703,1.907546593061841,-2.1984991788333277
109,107.99021911621094,203.02581787109375,1.880038947347747,0.7659801540610145
110,114.49768829345703,207.7169952392578,1.8141588562633697,8.470037183760883
111,118.8857650756836,212.02969360351562,1.7834741902744697,12.515617405240551
112,116.70664978027344,211.32252502441406,1.8107153741648512,9.072071761826198
113,113.8907241821289,209.09146118164062,1.8358954399769292,5.939443993428955
114,116.74645233154297,214.19102478027344,1.8346683818023184,6.27938672581887
115,114.38823699951172,211.8006134033203,1.8515943505993926,4.177939439288639
116,114.42803955078125,212.08944702148438,1.8534744443241347,3.9649205409766237
117,115.0947036743164,213.64321899414062,1.8562384903365063,3.6809906299253212
118,111.90067291259766,212.64723205566406,1.90032129853014,-1.406917550751996
119,106.70662689208984,205.2867431640625,1.9238424936031822,-3.9398935598527887
120,101.373291015625,198.7130889892578,1.9602114817267746,-7.525019474621257
121,95.8409423828125,191.49205017089844,1.998019274539598,-10.84183434509539
122,96.13945770263672,192.74703979492188,2.004869222282243,-11.528220836350624
123,96.93547058105469,195.37648010253906,2.015531352263574,-12.641439408149392
124,89.14441680908203,188.2948760986328,2.11224530754291,-20.400003690807562
125,89.38322448730469,189.25103759765625,2.1172992883528834,-20.901291402963164
126,94.69666290283203,193.61355590820312,2.0445657742646057,-15.142929717740639
127,93.47278594970703,193.04583740234375,2.065262476569511,-16.906415754681387
128,92.8160629272461,195.8545684814453,2.110136568009419,-20.966053380730568
129,96.87577056884766,204.68911743164062,2.1129031152962257,-22.067791550906758
130,97.12452697753906,202.74691772460938,2.0874945189848537,-19.65176801010581
131,94.54740905761719,197.3286590576172,2.087086901951645,-19.142327167416493
132,91.48273468017578,198.70314025878906,2.1720288637353975,-26.354309281284184
133,90.52750396728516,196.1035614013672,2.1662318390246917,-25.57422557133354
134,85.84092712402344,198.38441467285156,2.3110702705508372,-36.781931496834474
135,85.57227325439453,199.73898315429688,2.3341553935408554,-38.64822390585324
136,86.12947845458984,200.31666564941406,2.3257619719017257,-38.16455845201979
137,90.29864501953125,201.98997497558594,2.236910364844304,-31.896562885518232
138,90.73645782470703,202.75689697265625,2.2345692330679308,-31.829552028704978
139,88.17924499511719,204.2409210205078,2.3162017437529365,-38.184479274811125
140,88.2886962890625,204.00189208984375,2.3106229977836494,-37.73697076373729
141,88.63695526123047,203.33456420898438,2.294015668856377,-36.40628951560036
142,91.21407318115234,205.08753967285156,2.248419926007964,-33.25044715516468
143,94.0001449584961,209.20103454589844,2.2255394886706505,-32.05711508999106
144,92.67676544189453,206.38235473632812,2.2269050257879734,-31.759169356728744
145,97.74144744873047,212.80657958984375,2.1772399032812544,-28.53633804824464
146,101.7215576171875,212.5177459716797,2.0892104972621004,-20.666308557521017
147,103.32353973388672,215.32647705078125,2.0840021316087496,-20.423631585839285
148,101.16433715820312,212.84642028808594,2.103966934071162,-22.056359887367005
149,100.49766540527344,213.41415405273438,2.1235732511009737,-23.893950245864954
150,98.4180679321289,211.64125061035156,2.1504308614989642,-26.08220242800108
151,102.9454345703125,209.6293182373047,2.036314860511141,-15.446676280345894
152,104.6369857788086,210.5058135986328,2.0117725298740887,-13.101155039795582
153,105.4529037475586,211.2627716064453,2.003385057202243,-12.303976685741343
154,105.87081146240234,210.51576232910156,1.988421165581238,-10.760949180562346
155,104.46781921386719,205.43614196777344,1.9665016797871817,-8.35370686749091
156,108.46783447265625,207.6472625732422,1.9143671815960166,-2.9457169743517797
157,110.50762939453125,212.61734008789062,1.924005982689305,-4.0304535843333555
158,109.07479858398438,215.00775146484375,1.9711954938820642,-9.150078618004226
159,107.293701171875,212.46795654296875,1.9802463166277946,-10.002865252369087
160,99.16433715820312,209.42015075683594,2.1118494486857182,-22.439631073176383
161,104.52752685546875,211.25282287597656,2.021025745381673,-14.05665842979364
162,105.00513458251953,210.6092529296875,2.0057043283362272,-12.503355442013525
163,109.83101654052734,210.85870361328125,1.919846599393669,-3.560609218230792
164,109.23400115966797,215.93734741210938,1.976832718014902,-9.776430218106167
165,107.95040893554688,216.65574645996094,2.0069932906814456,-12.939777686902783
166,105.47279357910156,214.04159545898438,2.0293536199784006,-15.044914976721213
167,107.73150634765625,214.76995849609375,1.9935668383120697,-11.470948883855083
168,104.10960388183594,212.3453826904297,2.0396329903573642,-15.945265536571139
169,100.30860900878906,208.14476013183594,2.075043829125357,-18.984665345080384
170,101.42304229736328,206.33880615234375,2.0344371602202274,-15.055971870953282
171,101.23350524902344,206.20909118652344,2.0369648435986827,-15.287281456653897
172,104.74495697021484,209.35206604003906,1.9986839662320943,-11.741747156236084
173,98.56002044677734,202.43751525878906,2.0539516361819934,-16.60808013421747
174,96.30550384521484,201.87876892089844,2.096232934364418,-20.34367019179619
175,94.2904052734375,200.93089294433594,2.1309792058019723,-23.234094244270675
176,93.84149932861328,198.266845703125,2.1127842918284587,-21.425109740528665
177,91.58699035644531,199.68368530273438,2.1802625517618823,-27.13627120336282
178,91.01837158203125,197.31895446777344,2.1679024908717213,-25.854628555209285
179,90.07068634033203,198.19700622558594,2.2004607079011107,-28.537803070626477
180,91.71668243408203,199.9730224609375,2.1803342331386735,-27.17857473634741
181,93.56218719482422,200.26239013671875,2.1404201434465513,-23.952679647341522
182,96.27558135986328,204.74237060546875,2.1266282448108345,-23.264267339517698
183,96.06608581542969,206.169189453125,2.1461183486671325,-25.09012709045511
184,90.17044067382812,199.22470092773438,2.2094236142017563,-29.375488675196674
185,90.41983032226562,198.9652862548828,2.2004607346170633,-28.64104399227723
186,88.70401000976562,194.9342803955078,2.1975813762427094,-27.878281804715368
187,88.65413665771484,192.86891174316406,2.1755207259849874,-25.907910435038456
188,89.50206756591797,192.6992950439453,2.153015011659065,-24.123180075793254
189,87.90596008300781,191.64166259765625,2.180075872178552,-26.105765851978884
190,86.87845611572266,186.60292053222656,2.1478618391154454,-23.024182886705614
191,84.83343505859375,185.3756561279297,2.185172108142176,-25.69221397459692
192,84.08525848388672,183.54974365234375,2.1829003913631,-25.291406061459195
193,82.73854064941406,180.187255859375,2.1777910807356142,-24.494106480897255
194,83.94560241699219,177.4733123779297,2.1141466291032978,-19.480987523654687
195,85.79110717773438,178.7803955078125,2.083903581491625,-17.27280788875036
196,84.2149429321289,179.65843200683594,2.1333319925375656,-21.15307532297741
197,81.73099517822266,177.25379943847656,2.168746374028076,-23.47979280839503
198,86.04049682617188,181.24488830566406,2.106506761250277,-19.26227067653404
199,89.19282531738281,185.2359619140625,2.0768033892291315,-17.24888241452528
200,89.00328826904297,187.25146484375,2.103871311784776,-19.625409895733707
201,87.90596008300781,185.1761016845703,2.106524989997405,-19.640204938892946
202,82.39936065673828,183.42002868652344,2.225988493413439,-28.372939304300854
203,78.99765014648438,181.77369689941406,2.3010013153853732,-33.206084865422
204,76.11466979980469,178.74049377441406,2.3483054481420442,-35.66429724900111
205,75.82537078857422,177.84249877929688,2.345422078781251,-35.31735043522768
206,79.22708892822266,184.24818420410156,2.325570542810488,-35.24354397955726
207,74.63825988769531,182.2127227783203,2.441277744852134,-41.94874809053273
208,74.22926330566406,184.8368682861328,2.4900808664233214,-45.35193816453831
209,75.04727172851562,186.75257873535156,2.488465928660687,-45.709530416881776
210,77.07233428955078,185.99427795410156,2.4132430874007933,-41.0939504952038
211,78.46894073486328,186.80247497558594,2.380591266126149,-39.2419329571254
212,82.21980285644531,189.9454345703125,2.3102151546380463,-35.24036156373076
213,84.73368072509766,190.28469848632812,2.2456796029393638,-30.7912654305736
214,87.31739044189453,193.94650268554688,2.221166960029673,-29.531695946192524
215,87.9259033203125,202.8765411376953,2.307358053503524,-37.30265710474684
216,86.32979583740234,203.8343963623047,2.361112920343471,-41.30073055183091
217,89.50206756591797,208.87313842773438,2.3337241709405205,-40.29702345958232
218,88.07554626464844,206.697998046875,2.346826182897477,-40.839078569192324
219,89.5718994140625,206.468505859375,2.305058921492069,-37.7593772567959
220,87.54682922363281,200.50184631347656,2.290223964608785,-35.650011383569975
221,86.09037780761719,194.315673828125,2.2571125690998204,-32.23804438408358
222,91.47725677490234,196.5406951904297,2.148519775511595,-24.20229836451649
223,94.80915069580078,199.65374755859375,2.1058489195751933,-20.968857954387953
224,97.2232666015625,201.3300018310547,2.070800631047909,-18.046775807498914
225,94.15074920654297,193.92999267578125,2.0597817256912934,-16.49920671232554
226,104.53546142578125,205.57000732421875,1.966509780704136,-8.358729343696933
227,110.26152038574219,205.0,1.8592161552173587,3.1181053586487506
228,107.34861755371094,206.86000061035156,1.9269926835047595,-4.2903062234331175
229,110.19168853759766,209.99000549316406,1.9056791694549176,-2.004913768942356
230,103.96685028076172,210.13999938964844,2.0212211760014553,-14.01179506368943
231,104.1962890625,210.99000549316406,2.0249282137735833,-14.424772976652815
232,104.4456787109375,210.8000030517578,2.018274050716499,-13.759740525178682
233,104.88461303710938,206.32000732421875,1.9671141585965557,-8.443675703806218
234,106.77999877929688,210.3300018310547,1.9697509293457183,-8.843395630943643
235,107.66999816894531,211.72999572753906,1.9664716200265269,-8.54814507091616
236,105.81999969482422,213.7899932861328,2.0203174626978337,-14.131964886340892
237,103.47000122070312,211.25999450683594,2.0417511550639214,-16.078173543139894
238,103.25,209.05999755859375,2.0247941652164045,-14.297228398933367
239,109.5999984741211,217.0,1.9799270348643148,-10.141941970125014
240,107.01000213623047,217.0,2.02784782420381,-15.075290223239517
241,106.70999908447266,217.66000366210938,2.0397339099385396,-16.306730805805625
242,106.43000030517578,213.67999267578125,2.0077045199951,-12.860053194706676
243,104.70999908447266,209.0800018310547,1.9967529716277015,-11.536269691810286
244,106.11000061035156,207.80999755859375,1.958439321112593,-7.599584010958876
245,108.61000061035156,209.10000610351562,1.925237132201861,-4.127666659556536
246,107.33999633789062,208.6999969482422,1.944289212487814,-6.146723997672763
247,109.37000274658203,214.58999633789062,1.9620553254909456,-8.170027352420515
248,111.87000274658203,213.0399932861328,1.9043531604153987,-1.858098404338489
249,109.63999938964844,213.32000732421875,1.9456403549046277,-6.385756736133215
250,104.55999755859375,207.91000366210938,1.988427778468529,-10.65198998309334
251,104.7300033569336,206.88999938964844,1.9754606393407643,-9.308163705176508
