,ko,wmt,Ratio,Spread
0,58.8849983215332,143.33999633789062,2.434236230341773,-13.396922643753648
1,58.85300064086914,143.94000244140625,2.445754691757388,-14.068758704894499
2,58.81269836425781,144.0157928466797,2.448719355719993,-14.235021630710442
3,58.98529815673828,144.83999633789062,2.4555270696948166,-14.671764670954424
4,59.05500030517578,144.82000732421875,2.4522903492649077,-14.49530486737698
5,59.220001220703125,144.86380004882812,2.4461971810663217,-14.168695471442568
6,59.220001220703125,144.72000122070312,2.4437689672000458,-14.024896643317568
7,58.599998474121094,143.4600067138672,2.448123045211715,-14.156714608206364
8,58.64500045776367,143.67999267578125,2.4499955930473574,-14.275677917509007
9,58.81999969482422,143.9011993408203,2.4464671895175596,-14.104037741101116
10,58.849998474121094,143.94500732421875,2.4459645039331246,-14.08050299837118
11,59.08000183105469,144.38999938964844,2.443974186096785,-14.009172285420426
12,59.05039978027344,144.3321990966797,2.444220524056397,-14.017824123015778
13,59.29999923706055,144.64999389648438,2.439291665388132,-13.775305861616864
14,60.119998931884766,143.77499389648438,2.3914670068337776,-11.05953046447781
15,60.3650016784668,143.63499450683594,2.379441572318765,-10.369536933384758
16,60.45500183105469,143.24000549316406,2.369365662967926,-9.77251117790889
17,60.29499816894531,142.52499389648438,2.3637946467322606,-9.416683623030856
18,60.42499923706055,141.89999389648438,2.3483656712973966,-8.499850870776477
19,60.399898529052734,142.6699981689453,2.3620900306698385,-9.32620243951471
20,60.279998779296875,141.94000244140625,2.3546782567314093,-8.865363531016932
21,60.96500015258789,144.72999572753906,2.3739849973804263,-10.11763225100723
22,61.04499816894531,145.35000610351562,2.3810305588223897,-10.558059169501867
23,61.14500045776367,145.13999938964844,2.3737018284905385,-10.123562429508645
24,61.08000183105469,144.77999877929688,2.370333897169055,-9.909473913574836
25,61.084999084472656,144.42999267578125,2.3644101635501906,-9.548249731317078
26,60.85499954223633,144.13999938964844,2.3685810611108176,-9.774570660145805
27,60.810001373291016,143.9199981689453,2.366715917098431,-9.655583528635226
28,60.935001373291016,144.52000427246094,2.3717075738970417,-9.974983522057478
29,60.66999816894531,143.52999877929688,2.3657491859421955,-9.579870175563237
30,60.709999084472656,143.29640197753906,2.3603426805879977,-9.25647736335501
31,60.755001068115234,143.33999633789062,2.3593118890276297,-9.199049071095125
32,60.85499954223633,143.78500366210938,2.3627475925345394,-9.419574932606743
33,60.52000045776367,143.57000732421875,2.3722737316305027,-9.956600914545824
34,60.470001220703125,143.50999450683594,2.3732427916290897,-10.008828828516592
35,60.54499816894531,143.63499450683594,2.372367641436466,-9.965472013195672
36,60.599998474121094,143.22000122070312,2.363366416285711,-9.427011353548274
37,60.60499954223633,144.25999450683594,2.380331583144382,-10.455777997520052
38,60.59000015258789,144.80999755859375,2.389998303249859,-11.039452412342037
