,adi,avgo,Ratio,Spread
0,168.35000610351562,632.8099975585938,3.758895008114757,-69.21801823932367
1,168.3000030517578,632.8699951171875,3.7603682925814272,-69.44541299358411
2,168.40499877929688,632.3599853515625,3.754995338234002,-68.58390487477561
3,167.9600067138672,632.1199951171875,3.7635149431379378,-69.83363219219382
4,169.0500030517578,635.9453125,3.7618769655111657,-70.00992568875347
5,170.67999267578125,640.47998046875,3.7525193810231006,-69.08781287242664
6,170.24000549316406,641.9600219726562,3.770911661527372,-72.04081688382371
7,169.14999389648438,638.8099975585938,3.7765889483243478,-72.5398674384661
8,167.8000030517578,636.1500244140625,3.791120457952807,-74.39931208222117
9,167.83999633789062,636.5999755859375,3.7928979353905183,-74.71537614703414
10,168.2581024169922,636.6599731445312,3.7838295095394807,-73.37566343450749
11,167.33999633789062,636.5700073242188,3.8040517584263913,-76.35927767707744
12,166.08999633789062,628.8200073242188,3.7860197554882125,-72.79395215648265
13,166.5,631.4299926757812,3.7923723283830704,-74.0313520190117
14,166.8699951171875,636.3300170898438,3.8133279541535874,-77.69272913355496
15,167.30999755859375,637.5650024414062,3.810680842417227,-77.45470089517448
16,166.5222930908203,636.2000122070312,3.820509556999983,-78.72674008768342
17,166.66000366210938,635.7750244140625,3.814802654769218,-77.8407331641406
18,166.64999389648438,634.0499877929688,3.8046805341427894,-76.14920663165151
19,166.91000366210938,635.1599731445312,3.805403865608568,-76.38874699872827
20,165.16000366210938,629.530029296875,3.8116372931596167,-76.61734742223928
21,164.67999267578125,628.969970703125,3.819346603575753,-77.66424060794645
22,164.1699981689453,624.2899780273438,3.80270442218617,-74.69157673007976
23,163.8000030517578,622.5,3.8003662295616767,-74.14024600225525
24,163.4499969482422,618.9400024414062,3.786723854374857,-71.75197773087575
25,164.5399932861328,624.2000122070312,3.793606646874939,-73.36296361024802
26,164.16000366210938,622.1900024414062,3.790143692504176,-72.62506015029476
27,165.42959594726562,627.0999755859375,3.7907363068567226,-73.28476894687151
28,163.1699981689453,631.030029296875,3.8673165188339955,-84.77936758313513
29,162.5050048828125,631.9299926757812,3.888680186382481,-87.90555530880602
30,162.0050048828125,631.7750244140625,3.8997253502819964,-89.42445683884932
31,162.0050048828125,630.72998046875,3.8932746610204614,-88.37941289353682
32,162.92999267578125,630.760009765625,3.8713560309352695,-85.31282394161371
33,164.47500610351562,634.1799926757812,3.85578336611611,-83.56050424266721
34,164.52000427246094,634.6400146484375,3.857524909842651,-83.86988406395915
35,156.7899932861328,619.2999877929688,3.9498693431460357,-94.40792096849759
36,156.99000549316406,614.4400024414062,3.913879743562155,-88.87834683426854
37,158.44000244140625,614.3699951171875,3.8776191974901777,-83.9541273304302
38,160.8300018310547,618.52001953125,3.8457999906073486,-80.10305618316806
39,161.32000732421875,618.2999877929688,3.832754523438112,-78.24261365927725
40,160.30999755859375,615.0800170898438,3.8368163337101313,-78.40389262828103
41,159.97999572753906,614.2999877929688,3.83985500811726,-78.72862352386323
42,162.86000061035156,601.1649780273438,3.691299126699948,-55.95210741130404
43,162.6699981689453,602.8200073242188,3.7057848042645443,-58.243215402240935
44,162.1699981689453,602.0599975585938,3.712523921541765,-59.15707542837799
45,162.41000366210938,603.0900268554688,3.7133797996223494,-59.383628835524405
46,162.24000549316406,602.0499877929688,3.710860252765068,-58.91269937232926
47,161.3000030517578,603.5499877929688,3.741785346397682,-63.559582754034295
48,160.17999267578125,601.5800170898438,3.755650172287721,-65.33911512052384
49,162.38999938964844,601.0399780273438,3.701213007490516,-57.40054910215656
50,161.05999755859375,596.75,3.7051409974280043,-57.56307085079413
