,abt,jnj,Ratio,Spread
0,134.8472137451172,163.9231414794922,1.215621271859077,40.370832859932655
1,132.7523651123047,163.4554443359375,1.231280845336796,37.64111602031887
2,133.03758239746094,162.9292755126953,1.2246860817564351,38.602618318980525
3,136.69619750976562,163.6308135986328,1.1970399804789227,43.48530571639396
4,136.86338806152344,163.94264221191406,1.1978560850635807,43.42866375463053
5,139.12542724609375,165.32627868652344,1.1883253978734167,45.497627914707415
6,138.15176391601562,165.98887634277344,1.201496612404315,43.348906298126
7,138.85987854003906,167.15817260742188,1.203790283881195,43.26042110740173
8,138.6730194091797,167.898681640625,1.2107523320395133,42.234704833668594
9,138.4173126220703,166.69044494628906,1.2042600870413855,43.05265058101765
10,136.745361328125,167.14840698242188,1.222333286913797,40.04275216022106
11,133.5293426513672,166.7001953125,1.2484162057753767,35.58228311396599
12,132.9293975830078,167.8109893798828,1.26240690495188,33.55577956731174
13,132.90972900390625,167.23611450195312,1.2582684183867234,34.10063385622926
14,133.32278442382812,169.4967041015625,1.2713258640229028,32.47049991570422
15,133.02774047851562,168.65872192382812,1.2678462500914762,32.85814996842732
16,133.4604949951172,166.8658447265625,1.2503014074139878,35.3115499934466
17,131.51316833496094,165.4431915283203,1.2579971543757535,33.76195527102593
18,127.96009063720703,164.4395751953125,1.285084860259534,29.342430219909126
19,126.48950958251953,163.54312133789062,1.2929382197596233,27.994303560156574
20,124.92023468017578,162.82208251953125,1.3034083944558128,26.320123250223766
21,124.40701293945312,162.3153839111328,1.304712492294378,26.043480119964194
22,123.08447265625,161.01943969726562,1.3082027019521814,25.32080173333356
23,124.18988037109375,160.649169921875,1.2935769761741993,27.378279848831518
24,122.2060775756836,158.7978057861328,1.299426419179419,26.20172172874127
25,121.66323852539062,163.3385009765625,1.34254605545844,20.832479242421137
26,118.50495147705078,164.06930541992188,1.384493250070609,15.281111149236702
27,118.8701400756836,166.2227325439453,1.3983556546506357,13.68507949210892
28,123.71614074707031,167.39199829101562,1.3530328159301201,19.912372172428583
29,125.79863739013672,167.87921142578125,1.334507391404733,22.603719904613122
30,125.5420150756836,166.50531005859375,1.326291520477947,23.58593293510021
31,128.34498596191406,168.346923828125,1.311675111936834,26.022555867575853
