,cmcsa,googl,Ratio,Spread
0,47.0,134.06199645996094,2.852382903403424,-4.407467435216206
1,46.85499954223633,133.38998413085938,2.846867686139195,-4.144150020456409
2,46.779998779296875,132.52650451660156,2.832973663420722,-3.492065810446662
3,46.9900016784668,133.1540069580078,2.8336667844603576,-3.5276589695549214
4,46.7599983215332,132.2550048828125,2.828379162321493,-3.2769390012582003
5,46.630001068115234,131.47938537597656,2.819630760546558,-2.8677267263009023
6,46.529998779296875,130.7415008544922,2.8098324582949377,-2.411706327819588
7,46.81999969482422,131.6094970703125,2.8109674909899978,-2.4623127149563695
8,46.56999969482422,130.6999969482422,2.8065277604622394,-2.257456772368358
9,46.63999938964844,130.4969940185547,2.7979630301521397,-1.8571543325871582
10,47.380001068115234,132.17237854003906,2.7896237982355294,-1.4467873519164707
11,47.14500045776367,130.1925048828125,2.7615336434125086,-0.12928094372597432
12,47.19499969482422,129.93675231933594,2.7531889640754854,0.2673983052436588
13,46.904998779296875,129.56100463867188,2.762200362658533,-0.17424384277580973
14,46.80500030517578,129.1413116455078,2.759134938649432,-0.036404220597916925
15,47.29499816894531,130.67575073242188,2.762993039256015,-0.189746736856109
16,46.94499969482422,129.81350708007812,2.765225432398721,-0.31400063498082975
17,45.40999984741211,129.83349609375,2.8591388797626065,-4.660504480593418
18,45.029998779296875,128.91751098632812,2.862925038443475,-4.815581536549375
19,45.16999816894531,129.92575073242188,2.876372725242808,-5.429222262455739
20,44.9900016784668,128.38299560546875,2.8535894824586254,-4.393801052874324
21,45.2400016784668,128.2834930419922,2.835620872734233,-3.5896543099154608
22,45.29499816894531,128.40188598632812,2.8347917248479257,-3.5530354266208386
23,45.18000030517578,127.58799743652344,2.823992841405693,-3.0632771782485415
24,44.900001525878906,127.41500091552734,2.837750480745295,-3.679478697627233
25,44.915000915527344,128.52749633789062,2.8615717180906928,-4.749697189544279
26,44.8849983215332,128.13058471679688,2.85464162878953,-4.43735018135989
27,44.900001525878906,128.76800537109375,2.8678842092438694,-5.032483153193639
28,45.47999954223633,129.7635040283203,2.8531993257346375,-4.393212905070016
29,45.63349914550781,131.3834991455078,2.8791020107087553,-5.580557614265161
30,46.0099983215332,132.7344970703125,2.884905496903512,-5.870363727205132
31,46.58000183105469,133.71774291992188,2.8707114139865237,-5.247010955739285
32,47.084999084472656,134.65750122070312,2.8598811476904005,-4.7633957554184585
33,47.30500030517578,134.52099609375,2.8436950687226115,-4.006800309875474
34,47.29899978637695,133.677001953125,2.826212024712341,-3.179719091832369
35,47.275001525878906,133.9510040283203,2.833442616707139,-3.521362105338256
36,47.056400299072266,133.8939971923828,2.8453939600437854,-4.080499597788731
37,47.060001373291016,134.46701049804688,2.8573524558875993,-4.643362999500284
38,46.709999084472656,133.47850036621094,2.857600149484522,-4.641361170149737
39,47.040000915527344,135.60000610351562,2.8826531348717657,-5.832731429569663
40,46.595001220703125,134.41299438476562,2.8847084636418714,-5.8999854901368005
41,46.380001068115234,133.8385009765625,2.8856942193684465,-5.931486506369141
42,46.2400016784668,133.2104949951172,2.8808497006856966,-5.698079545111228
43,46.41999816894531,133.97454833984375,2.8861385959612527,-5.95479897246608
44,46.7599983215332,135.07350158691406,2.888654970817483,-6.095435705359763
45,46.51499938964844,135.62399291992188,2.915704497463757,-7.3364753236955105
46,46.415000915527344,135.2740020751953,2.9144457482912967,-7.268337849955118
47,46.04499816894531,134.56300354003906,2.922423909027192,-7.600220441884859
48,46.209999084472656,133.3905029296875,2.886615571791019,-5.9626520925909015
49,46.560001373291016,134.06356811523438,2.8793720824961033,-5.649208975652415
50,46.42499923706055,133.93174743652344,2.8849057541740843,-5.897902174991374
51,46.38999938964844,134.09950256347656,2.8906985196770623,-6.164307056991363
52,46.5099983215332,134.19924926757812,2.8853849518512353,-5.925827565506126
53,46.869998931884766,134.64524841308594,2.872738457040786,-5.357137372236736
54,46.7599983215332,134.0437469482422,2.8666328434514594,-5.065681066687888
55,46.71500015258789,134.64999389648438,2.8823716891077673,-5.79875880626878
56,46.59000015258789,134.56149291992188,2.8882054620995214,-6.062579919447445
57,46.54499816894531,134.82150268554688,2.8965841226630316,-6.449431228428041
58,46.31999969482422,134.4969940185547,2.9036484219490037,-6.759098022163159
59,47.345001220703125,134.6739959716797,2.8445240785586705,-4.04705453860396
60,47.0099983215332,134.38650512695312,2.858679215595645,-4.703795065916524
61,47.135398864746094,133.74899291992188,2.837548766771051,-3.7128318073697537
62,47.38999938964844,135.093505859375,2.850675408298991,-4.3397336349605675
63,47.290000915527344,135.15591430664062,2.8580230850082966,-4.683995453212334
64,47.09000015258789,134.25,2.850923753769029,-4.341798640560939
65,47.119998931884766,133.9665069580078,2.843092317376019,-3.973751737676282
66,47.2400016784668,131.13600158691406,2.775952517518415,-0.8050094189788704
67,47.060001373291016,131.07550048828125,2.7852846719777906,-1.251852989734659
68,47.099998474121094,132.11978149414062,2.8050909930864076,-2.1833990984097236
69,47.279998779296875,132.07901000976562,2.79354935321193,-1.635282944646094
70,47.28499984741211,131.40499877929688,2.778999665926585,-0.9471758200229781
71,47.224998474121094,131.40174865722656,2.782461681374826,-1.1130441717544963
72,47.20000076293945,131.87350463867188,2.793930137861702,-1.6552581199379128
73,47.1349983215332,127.88525390625,2.713169798667984,2.1497782445277656
74,47.20000076293945,128.80767822265625,2.7289761894197593,1.4105682960777122
75,46.01430130004883,128.18850708007812,2.7858405638757815,-1.3122454619088737
76,46.68000030517578,127.37850189208984,2.7287596627964543,1.374083443078887
77,46.779998779296875,127.4000015258789,2.723386166103568,1.6344371802759943
78,46.57500076293945,126.91075134277344,2.724868475874692,1.5458847272547578
79,46.29999923706055,126.32450103759766,2.72839099609492,1.357022134193243
80,46.525001525878906,126.4020004272461,2.716861822281439,1.913708957289031
81,46.27000045776367,126.67924499511719,2.737826750417972,0.9177243157812418
82,47.04499816894531,129.46200561523438,2.751876090000425,0.3193542008490615
83,46.970001220703125,129.65451049804688,2.760368471970544,-0.08453533419461312
84,46.61000061035156,128.74725341796875,2.7622238088830966,-0.1919675928936906
85,46.404998779296875,128.1020050048828,2.7605216759974196,-0.12453256795137779
86,46.08000183105469,127.10400390625,2.7583333084980657,-0.042560301032041004
87,46.744998931884766,131.0439910888672,2.8033799140699536,-2.1082021377591227
88,46.47990036010742,131.04574584960938,2.819406772267584,-2.8571575608692408
89,46.470001220703125,132.02700805664062,2.841123404098825,-3.8663212517529653
90,46.43000030517578,133.21450805664062,2.8691472578299884,-5.166566900954195
91,46.185001373291016,133.03900146484375,2.880567229814586,-5.6816085944852555
92,46.07500076293945,133.4084930419922,2.895463718566005,-6.361145330928594
93,46.119998931884766,133.3780059814453,2.891977646799885,-6.203827479043015
94,45.54999923706055,131.9134979248047,2.89601537067594,-6.34590729146072
95,44.970001220703125,131.2060089111328,2.917634097166283,-7.273187183139002
96,45.21390151977539,131.52951049804688,2.909050227406703,-6.909237065591996
97,45.04499816894531,131.7209930419922,2.924209088608701,-7.576786661767202
98,45.404998779296875,132.75900268554688,2.9238851724423003,-7.600106966544659
99,45.375,132.47799682617188,2.9196252744059916,-7.403654968062129
