,mdlz,pg,Ratio,Spread
0,63.471290588378906,153.6457061767578,2.4207118644108543,-8.53096322325892
1,63.295413970947266,154.03599548339844,2.43360436119592,-9.32979683704839
2,62.845951080322266,153.93841552734375,2.4494563751704206,-10.276275539393124
3,63.34426498413086,155.46063232421875,2.4542179526933507,-10.640957516989245
4,63.451744079589844,156.2217254638672,2.462055657097661,-11.152387152594327
5,64.0184555053711,158.04644775390625,2.468763835463764,-11.660693820248992
6,64.49723052978516,158.89535522460938,2.4635996603176733,-11.397453391556452
7,64.8489761352539,160.21266174316406,2.4705503662696615,-11.89768901815624
8,64.58377075195312,158.8270721435547,2.4592412349777746,-11.12814577624347
9,65.13383483886719,159.617431640625,2.45060700073162,-10.640759802895486
10,64.79986572265625,158.9539031982422,2.452997416361412,-10.753009193768674
11,65.27134704589844,159.51010131835938,2.4437997457933998,-10.214001974196703
12,66.21432495117188,160.23219299316406,2.419902235827721,-8.745647524937494
13,66.18485260009766,158.88560485839844,2.4006339610426815,-7.467520800366669
14,66.35183715820312,158.7977752685547,2.3932687031699227,-6.991802293894933
15,65.84105682373047,156.63157653808594,2.378934726965572,-6.0120966908227
16,66.06697845458984,154.81661987304688,2.3433282934145048,-3.672346011108812
17,66.1750259399414,155.1581268310547,2.344662878891379,-3.762869150535477
18,66.44023895263672,154.45556640625,2.324729243017275,-2.444244645691396
19,66.89207458496094,155.93875122070312,2.331199206905181,-2.8778591531376327
20,66.1750259399414,152.93338012695312,2.311043750337947,-1.5381224464339147
21,66.40094757080078,158.07571411132812,2.380624372005807,-6.155662416134062
22,66.55812072753906,158.92922973632812,2.387826278733402,-6.644080057333026
23,67.14746856689453,159.53746032714844,2.375926654155427,-5.883312834713292
24,66.41077423095703,158.2425079345703,2.3827836637508497,-6.299629861863719
25,65.79194641113281,156.51585388183594,2.3789515650406647,-6.010452755107009
26,65.4383316040039,155.15219116210938,2.370968014603481,-5.468202901318717
27,66.27325439453125,156.11363220214844,2.3556053437905513,-4.49019935821782
28,65.24187469482422,157.45765686035156,2.4134447024533925,-8.230018926383691
29,65.84105682373047,157.40858459472656,2.390735996479225,-6.789104747463325
30,65.49726104736328,156.71205139160156,2.392650454165981,-6.891175755106856
31,66.69562530517578,159.51783752441406,2.3917286447876664,-6.913278061328596
32,66.73492431640625,161.02865600585938,2.4129592961308233,-8.33280875506655
33,65.83123779296875,158.4681396484375,2.4071876051731027,-7.871468456344003
34,66.2830810546875,157.2810821533203,2.3728692096185755,-5.634822931877165
35,66.84297180175781,156.9279022216797,2.3477098338340614,-3.9810711523057143
36,66.75456237792969,156.57470703125,2.345528177457074,-3.833242470117694
37,65.5856704711914,154.19078063964844,2.3509827608970917,-4.164538494912064
38,65.51690673828125,153.32745361328125,2.340273087460838,-3.4609429441042443
39,64.96684265136719,153.76893615722656,2.3668833189631786,-5.180170958467853
40,64.70164489746094,153.84742736816406,2.377797776424096,-5.874690804759167
41,64.54447174072266,155.01486206054688,2.401675277214242,-7.407223480943015
42,64.88825988769531,156.79055786132812,2.4163162663429683,-8.384332793298524
43,64.82933044433594,156.8690185546875,2.4197229476151865,-8.599680862361948
44,65.2909927368164,154.9363555908203,2.373012709660555,-5.594621213975342
45,65.10436248779297,153.0037078857422,2.350129884374957,-4.095497458207502
46,63.503273010253906,148.88333129882812,2.3444985469455704,-3.6942962843567506
47,65.57585144042969,155.24049377441406,2.367342403711485,-5.237060284847429
48,64.31855010986328,152.93504333496094,2.3777750442715324,-5.852198770031903
49,63.198768615722656,150.4039306640625,2.3798553984269377,-5.922229794995088
50,63.55238723754883,150.87484741210938,2.3740232896077202,-5.571724815932312
51,63.758663177490234,151.4340362548828,2.375113101623907,-5.651754676713194
52,62.697818756103516,152.19924926757812,2.427504692940563,-8.881206287223291
53,61.420875549316406,149.94285583496094,2.441236053604738,-9.591027950754592
54,59.72156524658203,144.0075225830078,2.411315275954687,-7.603027552933396
55,60.20287322998047,145.95001220703125,2.424303100111001,-8.427485459755145
56,59.09291458129883,142.19259643554688,2.4062545813326097,-7.248395867791244
57,58.07136154174805,140.5052032470703,2.419526587921652,-7.933971211764925
58,58.28746032714844,142.30050659179688,2.4413571254110353,-9.227298058157784
59,60.08500289916992,147.42156982421875,2.45355018242423,-10.172844411864942
60,60.85116958618164,146.92123413085938,2.414435665411153,-7.892777888582186
61,61.16549301147461,147.38232421875,2.4095665212916892,-7.623725175899109
62,60.418968200683594,147.3038330078125,2.4380395328589186,-9.2793386233741
63,60.28145217895508,147.863037109375,2.452877821695802,-10.157979092541167
64,60.4779052734375,149.0010528564453,2.4637270782241867,-10.839653373960074
65,59.7019157409668,147.9611358642578,2.478331457674289,-11.602284728037075
66,59.77067565917969,148.21621704101562,2.479748060506529,-11.6976432904069
67,60.42879104614258,149.93304443359375,2.4811524744737485,-11.8857325328142
68,60.4779052734375,150.96315002441406,2.496170284699305,-12.801750541928824
69,61.94148254394531,152.51319885253906,2.4622142155596016,-10.95205146342367
70,61.980987548828125,151.4634552001953,2.443708323957788,-9.810541520117267
71,62.0106201171875,149.9036102294922,2.4173860855802562,-8.181862970020758
72,62.751426696777344,152.1501922607422,2.4246491318189585,-8.707623238778792
73,62.267433166503906,151.1593475341797,2.42758276433168,-8.841048494079798
74,62.23780059814453,151.68911743164062,2.437250609337292,-9.43965197093412
75,62.43534851074219,153.8572235107422,2.4642646702656044,-11.14887342819402
76,62.11927032470703,155.84873962402344,2.508863011580432,-13.8746084808905
77,62.623023986816406,157.0652313232422,2.508106784436153,-13.920929330421627
78,62.632896423339844,156.466796875,2.49815681231522,-13.299562170610171
79,62.889713287353516,155.99588012695312,2.4804673447020202,-12.232084780763456
80,63.0675048828125,156.43736267089844,2.480474896883571,-12.260574709519814
81,62.9390983581543,155.56423950195312,2.471662981517727,-11.685727430888717
82,62.79093551635742,154.08285522460938,2.4539028437388044,-10.548511050511918
83,64.41084289550781,156.38832092285156,2.4279812822284694,-9.09108917720114
84,64.92446899414062,160.5479278564453,2.4728416010754684,-12.057592549537999
85,65.03311157226562,160.42266845703125,2.466784451467735,-11.679966988805218
86,64.2626724243164,159.08094787597656,2.475479806155428,-12.12790174963588
87,64.9738540649414,160.36346435546875,2.4681230113760124,-11.758412323686725
88,63.25518035888672,157.6405792236328,2.4921370602255486,-13.027839351981795
89,63.26506042480469,157.21636962890625,2.4850425902267146,-12.580679323343174
90,65.40846252441406,161.21188354492188,2.46469458726,-11.597278256151055
91,63.689788818359375,158.39036560058594,2.4869036079285594,-12.768072471946153
92,63.00823974609375,156.2495574951172,2.4798273705909075,-12.210436692525361
93,63.897212982177734,154.10874938964844,2.4118227102116734,-8.004630066426314
94,65.37882995605469,155.24327087402344,2.3745189532815503,-5.697499164646002
95,64.43059539794922,152.38229370117188,2.3650610825493334,-5.039178810040125
96,64.92446899414062,153.90158081054688,2.3704711520156807,-5.411245503639561
97,65.46772003173828,153.51681518554688,2.3449238053673325,-3.7645604603320755
98,65.11213684082031,152.7078399658203,2.3453053052020896,-3.7815704709833944
99,64.75654602050781,150.5571746826172,2.324972283650476,-2.4569081405009405
100,64.87507629394531,149.9455108642578,2.3112961005989905,-1.569910004567999
101,65.56649780273438,151.5535888671875,2.311448589539689,-1.5718829698804604
102,65.31956481933594,153.0334014892578,2.3428417184426307,-3.6252969386671743
103,64.91459655761719,152.5993194580078,2.3507705131089125,-4.131916862669767
104,60.19316864013672,143.0889892578125,2.377163264377496,-5.589005330564289
