,mu,adi,Ratio,Spread
0,82.4626693725586,166.94906616210938,2.024541133974807,28.09690138170427
1,81.49893188476562,165.19235229492188,2.0269265924674142,27.54613978543557
2,90.09294128417969,168.88247680664062,1.8745361667562337,44.432641246079015
3,89.7551498413086,169.08856201171875,1.8838870227577518,43.41778241118652
4,93.80872344970703,169.45169067382812,1.8063532307277903,52.760119977347756
5,93.81867218017578,172.20947265625,1.835556490562211,50.02615822786268
6,92.33832550048828,171.13973999023438,1.853398781736944,47.551498687438
7,95.54740142822266,172.25856018066406,1.802859707388992,54.116164983118466
8,93.28216552734375,171.53228759765625,1.8388540470512027,49.418786077598696
9,92.6456298828125,172.50389099121094,1.8619754780599063,46.923126185282314
10,95.23155212402344,173.85824584960938,1.8256370076084405,51.76024171957832
11,95.81835174560547,172.28797912597656,1.7980686996515596,54.73548204433851
12,93.88886260986328,169.62832641601562,1.8066927397009036,52.77536132624033
13,95.13209533691406,170.16812133789062,1.7887561577954687,55.212236970128004
14,93.93858337402344,165.70266723632812,1.7639468393574838,56.82006686946255
15,93.38162231445312,167.2336883544922,1.7908629579313768,53.95551458193182
16,93.68994140625,170.4036865234375,1.8188044945459851,51.5237244294305
17,94.59501647949219,170.5214385986328,1.8026471683696061,53.572992471793214
18,95.10225677490234,166.62521362304688,1.7520637182925356,58.683702253211095
19,96.83283996582031,168.80393981933594,1.7432509454325589,60.64850922969282
20,92.36714935302734,163.40615844726562,1.7690938779839043,55.354093144544265
21,89.51268005371094,160.0300750732422,1.7877922432578064,51.895724240027135
22,84.60938262939453,155.68240356445312,1.84001346808512,44.503436849273385
23,81.48638153076172,156.55584716796875,1.9212516769917898,36.15259561547069
24,82.5008544921875,158.44017028808594,1.9204670213820583,36.69722383996759
25,80.2829360961914,152.8755340576172,1.9042095554956857,36.95150082475706
26,81.52616882324219,156.80120849609375,1.9233236488280987,36.0024969520432
27,78.29376220703125,151.71746826171875,1.9377976480493309,33.34689006202521
28,78.84078216552734,155.68240356445312,1.974643062743793,30.691683962770497
29,81.82453155517578,160.92315673828125,1.9666859519967776,32.5949182263131
30,81.00897979736328,162.29713439941406,2.0034462204731605,29.268266009954118
31,84.05240631103516,165.77137756347656,1.9722383312863299,33.08089514678369
32,81.52616882324219,159.00941467285156,1.9504095061501256,33.79429077528539
33,80.73049926757812,158.0377960205078,1.9575971591194752,32.86083880417701
34,80.43212127685547,157.8317108154297,1.9622970065921428,32.352517958698144
35,83.66452026367188,160.09877014160156,1.9135802086361613,37.824787489869465
36,87.64286804199219,165.0843963623047,1.8836033102340748,42.36451438642689
37,90.52716064453125,158.6658935546875,1.7526882807880544,55.68887537024571
38,89.27398681640625,151.04026794433594,1.6918732245592805,60.31402844894757
39,89.37344360351562,151.11880493164062,1.6908692206383347,60.473620722811944
40,95.48019409179688,159.02902221679688,1.6655707890989693,67.18478850531349
41,95.53987121582031,165.21194458007812,1.7292460464686172,61.14475100555359
42,93.22249603271484,157.4489288330078,1.6889585189582759,63.359278245775556
43,90.30835723876953,157.3802490234375,1.7426986143412417,56.45063918033375
44,90.07959747314453,157.89059448242188,1.7527897427549437,55.392574500200766
