,pep,cost,Ratio,Spread
1039,167.5399932861328,484.25,2.8903546580246946,7.504001996877443
1040,168.1300048828125,486.25,2.8921072139319737,7.246169497708999
1041,168.91000366210938,488.55999755859375,2.892427843030055,7.239327557795386
1042,168.35000610351562,485.8630065917969,2.8860290405516693,8.282775522018605
1043,168.91000366210938,489.07000732421875,2.895447260202322,6.729317792170386
1044,168.64999389648438,488.1300048828125,2.8943375188167613,6.90157165690483
1045,166.57000732421875,483.8409118652344,2.9047300869925907,5.048946395114237
1046,166.72000122070312,481.0199890136719,2.8851966500222126,8.312766459627662
1047,166.0500030517578,479.9599914550781,2.8904545777423114,7.394414707594487
1048,165.60690307617188,477.635009765625,2.8841491561854395,8.411024864302712
1049,165.58999633789062,476.0150146484375,2.8746604576107164,9.98109830173946
1050,166.02999877929688,477.4700012207031,2.8758056058014096,9.825336961686796
1051,166.6699981689453,479.2200012207031,2.875262533662123,9.965106829723547
1052,166.25,478.84991455078125,2.8803002378994362,9.095036247715152
1053,166.1699981689453,483.20001220703125,2.9078655445115973,4.5087117260021135
1054,165.6300048828125,480.260009765625,2.8995954573896277,5.854239145117342
1055,165.4199981689453,480.489990234375,2.904666881592183,5.0041575225683435
1056,165.05999755859375,476.67999267578125,2.8879195427503093,7.75115671441217
1057,164.6300048828125,475.510009765625,2.8883556803882997,7.6514709103306675
1058,163.25999450683594,472.20001220703125,2.8923191724550716,6.916145349412668
1059,164.57000732421875,473.70001220703125,2.8784103489392003,9.284309583744013
1060,164.61000061035156,475.1050109863281,2.8862463351236447,7.997401709344851
1061,163.7899932861328,472.57000732421875,2.8852190408156555,8.111113792208707
1062,164.72000122070312,475.5299987792969,2.886898951282481,7.897220224429313
1063,165.41000366210938,479.05499267578125,2.896166991534375,6.409643618854611
1064,165.4600067138672,479.4549865722656,2.897709217438842,6.157297145243101
1065,165.2100067138672,477.6300048828125,2.8910476694673592,7.244086775999515
1066,167.8000030517578,484.54998779296875,2.8876637603129818,7.9717627805805
1067,166.72500610351562,486.6499938964844,2.9188782490992073,2.6975398358027385
1068,166.72999572753906,486.1000061035156,2.915492224313814,3.2622608320914517
1069,165.89999389648438,482.70001220703125,2.9095842674244983,4.211451687022768
1070,166.1999969482422,481.9519958496094,2.8998315565535075,5.845307526014162
