,cmcsa,nflx,Ratio,Spread
0,47.491939544677734,586.72998046875,12.354306564312616,-247.42824931872838
1,47.150978088378906,593.739990234375,12.59231545783589,-256.92662187391716
2,47.59910583496094,604.9199829101562,12.70864173389262,-264.83614397607295
3,47.76471710205078,614.239990234375,12.85970120836333,-272.94750760480696
4,48.73890686035156,614.0900268554688,12.5995855552317,-265.6878328501808
5,49.16755676269531,613.1199951171875,12.470011436126056,-261.5894813354627
6,49.206520080566406,610.7100219726562,12.411160573288532,-258.8951509166494
7,49.284454345703125,610.5399780273438,12.38808435911138,-258.15633674286795
8,49.284454345703125,612.0900268554688,12.41953542920444,-259.70638557099295
9,49.03116989135742,602.4400024414062,12.286877995697111,-251.90485047947845
10,49.43059158325195,597.3699951171875,12.085026215215034,-243.91983309446306
11,49.13688278198242,591.1500244140625,12.03067819822763,-239.84337168995495
12,49.16625213623047,567.52001953125,11.542877377733785,-215.9990270132617
13,49.45016860961914,553.2899780273438,11.188839059281118,-199.69694136866713
14,48.99981689453125,541.0599975585938,11.042082029065298,-190.75366216581853
15,49.459957122802734,539.8499755859375,10.914889680263151,-186.1855016092848
16,50.06694793701172,540.8400268554688,10.802336654031505,-182.7456874855826
17,49.88093566894531,537.219970703125,10.770045980464344,-180.48316309440406
18,50.20401382446289,519.2000122070312,10.3418028292001,-160.10535550581278
19,50.595619201660156,525.6900024414062,10.39003002110027,-163.73737974195268
20,49.12709426879883,510.79998779296875,10.397520866960447,-159.56477238683726
21,49.273948669433594,515.8599853515625,10.469223581254592,-163.55301529612257
22,49.16625213623047,508.25,10.33737529132248,-156.7290074820117
23,48.68653869628906,397.5,8.164474424432598,-49.479992861888874
24,49.01940155029297,387.1499938964844,7.897893112776497,-36.70072818785205
25,48.62779235839844,366.4200134277344,7.5351973769882745,-18.828741557289607
26,47.443180084228516,359.70001220703125,7.581701133196296,-20.75413132917264
27,47.00262451171875,386.70001220703125,8.227200421768336,-50.96933959719307
28,48.6767463684082,384.3599853515625,7.896172485370074,-36.411443371379946
29,48.94108200073242,427.1400146484375,8.727637338341747,-77.2623310034712
30,48.892127990722656,457.1300048828125,9.349767000723583,-107.60959134758399
31,48.94108200073242,429.4800109863281,8.775449855806228,-79.60232734136183
32,48.59842300415039,405.6000061035156,8.345949951274688,-58.22307402695155
33,48.29492950439453,410.1700134277344,8.493024374130446,-65.0080001278108
34,47.83479309082031,402.1000061035156,8.406015373372238,-60.29610354751706
35,48.17744445800781,403.5299987792969,8.375911244753127,-59.225400334800995
36,48.7256965637207,412.8900146484375,8.473763204359395,-64.58423039846961
37,47.89352798461914,406.2699890136719,8.482774314394717,-64.03743470986431
38,46.62080764770508,391.30999755859375,8.39346243238787,-58.36585362901455
39,46.40542984008789,396.57000732421875,8.545767352889316,-65.197707109733
40,47.041786193847656,407.4599914550781,8.661660715348594,-71.44351389343068
41,47.0809440612793,398.0799865722656,8.455225240473839,-61.77773189876136
42,45.78864288330078,386.6700134277344,8.444670754126102,-59.79907160436305
43,45.66136932373047,391.2900085449219,8.569388398555237,-65.34791889495436
44,45.955078125,377.3800048828125,8.211932615070763,-49.29440593422815
45,44.18305587768555,367.4599914550781,8.316762708137219,-52.30674641640876
46,45.04458999633789,390.0299987792969,8.658753444331632,-68.58921184053894
47,46.08234786987305,390.79998779296875,8.480470415624362,-61.78556451093304
48,45.77885437011719,394.5199890136719,8.617952424584931,-67.72048450827667
49,45.41661834716797,386.239990234375,8.504375805391941,-62.08411193333414
50,45.406829833984375,380.0299987792969,8.369445745689704,-55.94555779623208
51,46.13129806518555,368.07000732421875,7.978748111620871,-38.69834177239771
52,46.21941375732422,361.7300109863281,7.826365191163986,-31.71527037296004
53,45.32850646972656,350.260009765625,7.727146492231159,-26.74717868617869
54,45.162071228027344,341.760009765625,7.5674122216416535,-19.46183581139177
55,45.15228271484375,358.7900085449219,7.946220810381535,-36.5632719086647
56,44.437599182128906,356.7699890136719,8.028561298990047,-39.759067468147336
57,44.07536315917969,340.32000732421875,7.721320550329701,-25.95271198304862
58,44.02641296386719,331.010009765625,7.5184414873246075,-16.9999566942402
59,44.58445739746094,343.75,7.710085982106769,-25.667295965214624
60,45.259971618652344,357.5299987792969,7.8994746570268095,-34.51734028549298
61,45.504730224609375,371.3999938964844,8.161788720936705,-46.601068373848975
62,45.92570495605469,380.6000061035156,8.287298071258864,-52.728774788764426
63,45.69074249267578,374.5899963378906,8.198378400130778,-48.43353905408996
64,46.22920227050781,382.9200134277344,8.283076380749499,-52.83383549639022
65,45.543888092041016,374.489990234375,8.22261791697619,-49.40528759988278
66,45.818016052246094,375.7099914550781,8.200049321792056,-48.62468199787365
67,46.14109420776367,373.8500061035156,8.102322073684414,-44.40684755381362
68,46.532691955566406,378.510009765625,8.134281380648693,-46.2089408975928
69,46.77745056152344,391.82000732421875,8.376258274462447,-57.73267142735499
70,46.6893424987793,381.4700012207031,8.170387090601603,-48.02568470548151
71,45.83759689331055,374.5899963378906,8.17211245191952,-47.36178440478152
72,46.699127197265625,373.4700012207031,7.9973657675249,-39.95427522745784
73,47.100528717041016,391.5,8.312008605082918,-55.054815010638706
74,47.130062103271484,380.1499938964844,8.065976935559707,-43.48927199528718
75,46.992225646972656,368.3500061035156,7.838530757634919,-32.69522520404483
76,46.42119216918945,362.1499938964844,7.80139365177376,-30.66265899849235
77,46.687015533447266,355.8800048828125,7.622676258409681,-22.452670738582857
78,46.874080657958984,348.0,7.424145607022403,-13.2074502677301
79,46.51964569091797,344.1000061035156,7.396875040488416,-11.894149872848278
80,47.1694450378418,350.42999267578125,7.4291735337282,-13.481851105532986
81,46.844547271728516,341.1300048828125,7.282171026310468,-6.552992062378439
82,46.135677337646484,337.8599853515625,7.323182509685848,-8.456359534333604
83,47.366355895996094,348.6099853515625,7.359865008763123,-10.224773276011138
84,46.66733169555664,226.19000244140625,4.84685955299524,107.09367754820273
85,46.214439392089844,218.22000122070312,4.721900862397004,111.75843609467553
86,44.678550720214844,215.52000427246094,4.823791300261419,103.24940002935416
87,45.00345230102539,209.91000366210938,4.664308912525954,111.23055722947238
88,43.881072998046875,198.39999389648438,4.521311361399824,114.54935698671302
89,43.76292419433594,188.5399932861328,4.308212870988516,123.5470985899113
90,41.05543518066406,199.52000427246094,4.8597707805184625,92.80762567522625
91,39.14542007446289,190.36000061035156,4.862893289898191,88.02819298764389
92,39.82475662231445,199.4600067138672,5.0084425777032004,83.88603697549753
93,39.74599075317383,199.8699951171875,5.028683178597764,82.90120923407501
94,40.97666931152344,204.00999450683594,4.978686602267705,87.74279610274904
95,39.755836486816406,188.32000732421875,4.736914726638146,94.52305194430654
96,39.381710052490234,180.97000122070312,4.595280422802762,99.14265471169405
97,39.14542007446289,173.10000610351562,4.421973394952531,105.28818749447983
98,39.67707443237305,177.66000366210938,4.477648773346914,104.60824410826616
99,39.224185943603516,166.3699951171875,4.241515562780425,112.59303781891016
100,40.75022506713867,174.30999755859375,4.277522327089153,115.79018563385229
101,40.83883285522461,187.63999938964844,4.594646474223203,103.10685021821014
102,41.22280502319336,186.50999450683594,4.524437247826756,107.03911335441354
103,42.17781448364258,190.55999755859375,4.51801497757777,109.9588423974778
104,41.47878646850586,177.19000244140625,4.2718222379997455,118.22727758877046
105,41.37049102783203,183.47999572753906,4.435045153418719,111.146935892652
106,41.36064147949219,186.35000610351562,4.5054911973721055,108.20504275946026
107,42.217193603515625,187.44000244140625,4.43989726559648,113.36622934376392
108,42.40425491333008,180.33999633789062,4.252875017058712,121.8314231953674
109,43.02452087402344,187.8300018310547,4.365650052932008,118.86816612994836
110,43.4478759765625,191.39999389648438,4.405278499683922,118.38785198696071
111,43.47740936279297,195.19000244140625,4.489457980641451,114.81338035387468
112,43.595550537109375,197.44000244140625,4.528902606089158,113.42558368112311
113,43.2509651184082,192.91000366210938,4.460247375612995,115.44077171603261
114,43.12297058105469,205.08999633789062,4.755933869453633,102.3266651158353
115,42.266422271728516,198.97999572753906,4.707755826795737,102.18551064394502
116,41.626468658447266,197.13999938964844,4.735928983244241,99.35507655951746
117,41.97106170654297,198.61000061035156,4.732069967612704,100.39994176310655
118,42.17781448364258,202.8300018310547,4.808926311478665,97.68883812501686
119,41.52801513671875,192.77000427246094,4.641926748432896,103.00655034402963
120,40.98651885986328,182.94000244140625,4.463418888217737,108.88467092539396
121,39.57862091064453,169.69000244140625,4.287415744588734,111.85972399629397
122,39.224185943603516,167.5399932861328,4.271344051015402,111.42303964996485
123,39.50970458984375,180.11000061035156,4.5586268609219145,100.93676924646168
124,37.32401657104492,173.35000610351562,4.644462789087829,91.74544540015309
125,38.11164855957031,175.50999450683594,4.605153572207865,95.3336554981877
126,37.88520812988281,170.91000366210938,4.511259462431203,98.28106676572777
127,38.29871368408203,178.88999938964844,4.67091403813909,93.31886620341545
128,38.505470275878906,181.7100067138672,4.719069924662011,92.00778430176258
129,38.95835876464844,190.85000610351562,4.898820488215653,86.17299974639202
130,39.21434020996094,189.13999938964844,4.823235540288511,89.75117862918644
131,38.52516174316406,179.60000610351562,4.661888438025416,94.26149474663966
132,38.72207260131836,178.36000061035156,4.606158416331232,96.93857074510682
133,38.633460998535156,174.8699951171875,4.526386986757877,99.78188198290589
134,39.66722869873047,179.9499969482422,4.536490267947592,102.24639590487057
135,39.478904724121094,185.8800048828125,4.708337431895425,94.94198519795283
136,39.478904724121094,184.05999755859375,4.662236676645579,96.76199252217158
137,39.58793258666992,189.27000427246094,4.781002490041424,92.34767948915966
138,39.607757568359375,186.97999572753906,4.720792269161632,94.78237226694269
139,38.8247184753418,177.33999633789062,4.567708493508385,98.70769245798103
140,39.39960861206055,174.4499969482422,4.427708880713134,105.79328404103099
141,39.528465270996094,176.55999755859375,4.4666545070279815,104.62368918434824
142,39.231109619140625,174.77999877929688,4.455137784173781,104.23356367049003
143,40.53947448730469,189.11000061035156,4.66483601482237,99.4521087293178
144,40.182647705078125,190.9199981689453,4.751304582271655,95.03796201893796
145,40.945858001708984,201.6300048828125,4.924307725445561,89.89792243086721
146,41.45136260986328,216.44000244140625,5.22154131526438,78.77713617063718
147,41.897396087646484,223.8800048828125,5.343530285616578,74.59232016896358
148,42.224483489990234,220.44000244140625,5.220667826372913,80.41943149288797
149,42.09563446044922,218.50999450683594,5.190799409666485,81.40908935369437
150,42.34342956542969,213.91000366210938,5.051787393167398,87.81750782939936
151,42.98769760131836,226.75,5.274764936306939,79.67942890004316
152,39.06260681152344,226.02000427246094,5.786096288017962,51.76381179788724
153,37.189266204833984,224.89999389648438,6.047443707487058,39.21203912698668
154,37.179351806640625,226.2100067138672,6.084291299383646,37.82967027319707
155,37.34785461425781,221.4199981689453,5.928586807886326,43.84942519755761
156,38.140804290771484,226.72999572753906,5.944552034063908,44.32643503402831
157,38.58683776855469,229.91000366210938,5.95824941761536,44.40161353919065
158,37.932655334472656,226.77999877929688,5.9784899522497295,42.75734497706192
159,38.24983596801758,233.49000549316406,6.104340047063094,38.36214678921097
160,37.82362365722656,229.94000244140625,6.07926952016069,38.801619794144884
161,38.616573333740234,244.11000061035156,6.321379126538572,30.41862902026396
162,39.052696228027344,242.6999969482422,6.214679660813309,35.01149092565164
163,39.647403717041016,249.3000030517578,6.287927573542606,32.75170556849379
164,40.212379455566406,249.11000061035156,6.194858498378873,37.06494416689476
165,40.00423049926758,245.69000244140625,6.14160051012366,38.9658553306315
166,38.91392517089844,241.14999389648438,6.197010269136948,35.54873218733384
167,38.269657135009766,245.1699981689453,6.406380838585027,26.82681050633847
168,38.33904266357422,241.16000366210938,6.290193674847145,31.343185908212217
169,37.28838348388672,226.5399932861328,6.0753503402481,38.2954052217391
170,36.91173553466797,224.5500030517578,6.0834311852082275,37.536589911419256
171,36.78287887573242,229.61000061035156,6.2423064107099355,31.53618659915669
172,37.268558502197266,233.97999572753906,6.278214267765257,30.710718547471696
173,36.47561264038086,223.27999877929688,6.121350201315371,35.62373594060189
174,35.97010803222656,224.57000732421875,6.2432397234676245,30.64451609731635
175,35.40513229370117,220.64999389648438,6.232147138050367,30.441293368056005
176,35.87098693847656,223.55999755859375,6.23233472616821,30.931132538587985
177,36.57473373413086,230.0399932861328,6.289587641521606,29.587134758119316
178,35.44477844238281,226.11000061035156,6.379218901816644,25.27062727995867
