,t,tmus,Ratio,Spread
0,18.119335174560547,127.54000091552734,7.038889654990921,8.251945695585675
1,18.123111724853516,127.7249984741211,7.047630694620874,8.095250782249963
2,18.077795028686523,127.40499877929688,7.0475961574476225,8.075633028243061
3,18.066465377807617,127.2699966430664,7.0445432452659835,8.125727228699418
4,18.070241928100586,127.72000122070312,7.0679740608280905,7.7040252963207365
5,18.123111724853516,128.1699981689453,7.072184960002021,7.650251087425744
6,18.119335174560547,128.4600067138672,7.089664464854338,7.331939897245832
7,18.074018478393555,128.27499389648438,7.097203870286496,7.177335265797524
8,18.115558624267578,128.17999267578125,7.075685345086268,7.583651290073732
9,18.119260787963867,128.07000732421875,7.068169547473602,7.72138181054828
10,18.14199447631836,128.22000122070312,7.067580214957899,7.741761261958089
11,18.153324127197266,128.22999572753906,7.063719836050589,7.816674690896264
12,18.175981521606445,128.26499938964844,7.0568403272844,7.951472606069814
13,18.232627868652344,128.6199951171875,7.054386018502904,8.021002263135955
14,18.024925231933594,128.1300048828125,7.108490228620359,6.954404185380241
15,18.030590057373047,127.98999786376953,7.098491921590332,7.136865172310252
16,18.040029525756836,127.69000244140625,7.078148195882692,7.507602913553342
17,18.020544052124023,128.3800048828125,7.124091509749993,6.671570258027856
18,17.991012573242188,128.58999633789062,7.147457421553968,6.240260693591097
19,17.95694923400879,129.13999938964844,7.1916447335647256,5.434976358164988
20,17.847431182861328,128.35000610351562,7.19151147234951,5.4042072260801035
21,17.696374893188477,130.0,7.346137318216421,2.622150402070247
22,17.798337936401367,129.8249969482422,7.294220247539103,3.5612962872643834
23,17.831344604492188,129.55999755859375,7.2658568623004545,4.073657937614996
24,17.851207733154297,129.8719940185547,7.275249717549861,3.9105219562990783
25,17.975830078125,130.0050048828125,7.232211492754214,4.7114697970258135
26,18.066465377807617,130.4499969482422,7.220559983386878,4.945726923523637
27,18.115558624267578,130.7899932861328,7.219760427974146,4.973650679722169
28,18.017372131347656,132.4600067138672,7.351793910245417,2.567797063809479
29,18.013595581054688,132.52000427246094,7.356665895832327,2.479496859957692
30,18.096675872802734,132.1699981689453,7.303551165857036,3.4521325706195114
31,18.130664825439453,131.55999755859375,7.256214751375229,4.316856988293381
32,18.183534622192383,132.1300048828125,7.2664642836576085,4.143072403421797
33,18.236404418945312,132.3209991455078,7.255871064585685,4.34830088007368
34,18.27039337158203,132.57000732421875,7.256001807296584,4.354016508685049
35,18.126888275146484,132.42999267578125,7.30572123938967,3.4185592258478437
36,18.11178207397461,132.7100067138672,7.327274929205469,3.025334606729757
37,18.08534812927246,132.60000610351562,7.331902330864884,2.9372309945403856
38,18.1707706451416,132.86500549316406,7.312018190526705,3.31241456980419
39,18.13821792602539,132.51370239257812,7.305772977975004,3.419757444825052
40,18.070241928100586,131.9700927734375,7.30317243667967,3.4539337435863615
41,18.036252975463867,131.97000122070312,7.316930040858947,3.1993014889984295
42,17.892749786376953,132.69000244140625,7.41585301452283,1.4038426312858974
43,17.983383178710938,133.2100067138672,7.407394114337933,1.5630732564872005
44,18.104228973388672,133.1199951171875,7.35297787676349,2.55874091289337
45,18.18731117248535,133.8701934814453,7.360636886444801,2.431186450047022
46,18.130664825439453,133.22999572753906,7.348323793433196,2.6468588193480684
47,18.130664825439453,133.30999755859375,7.352736308463667,2.566856988293381
48,18.149547576904297,133.6999969482422,7.36657464224499,2.3183708249351014
49,17.851207733154297,133.22500610351562,7.463080823158112,0.5575098713381408
50,17.867597579956055,132.55999755859375,7.4190162927835415,1.3453490378268214
51,17.854984283447266,132.4199981689453,7.41641639481628,1.3908204511664906
52,17.97960662841797,133.7449951171875,7.438705299914327,0.9997822079088508
53,17.963668823242188,133.27999877929688,7.4194197238179616,1.345335665104443
54,17.95694923400879,133.52000427246094,7.435561716663234,1.0549714753524881
55,17.930513381958008,133.24000549316406,7.43090856657972,1.1368517378431306
56,18.19108772277832,133.7899932861328,7.3547000226163,2.5396892906175594
57,18.221298217773438,133.52999877929688,7.3282373837144545,3.0260906652524966
58,18.28700828552246,133.89999389648438,7.322137760635834,3.1485472812894955
59,18.30060386657715,133.17999267578125,7.277355088758093,3.9704380249215205
60,18.198640823364258,133.1199951171875,7.314831717887518,3.2662927500789465
61,18.24395751953125,133.1699981689453,7.299402995560522,3.5559071471522543
62,18.24018096923828,132.83999633789062,7.28282227911679,3.8576063329489045
63,19.2731990814209,133.52999877929688,6.928273724314817,10.909363673919273
64,19.545000076293945,132.86500549316406,6.797902531313649,13.611318351244137
65,19.475000381469727,132.0800018310547,6.7820282025117455,13.871722477510161
66,19.65850067138672,132.0399932861328,6.716686867087441,15.286939402401543
67,19.625,131.1699981689453,6.683821562748806,15.905870044178897
68,19.655000686645508,130.2100067138672,6.624777520477918,17.090695997875002
69,19.628400802612305,130.4199981689453,6.644453589494055,16.68135671917642
70,19.674999237060547,131.63999938964844,6.690724497802599,15.810578693573802
71,19.7549991607666,132.44000244140625,6.704125946227925,15.610120010532
72,19.69499969482422,131.60000610351562,6.681899372565092,16.000461645451935
73,19.665000915527344,131.61000061035156,6.692600787342616,15.765646934263287
74,19.58919906616211,130.88999938964844,6.681743288613802,15.91756546413572
75,19.55500030517578,130.94000244140625,6.695985701761881,15.61126623587461
76,19.565000534057617,131.44000244140625,6.718119031614802,15.18621106874727
77,19.19499969482422,133.0,6.928887841340389,10.853311870926177
78,19.30500030517578,134.27999877929688,6.955710782521751,10.397691958963293
79,19.364999771118164,134.05999755859375,6.922798819679662,11.067347882637108
80,19.444799423217773,134.39999389648438,6.911873502588361,11.32539501560791
81,19.29990005493164,133.9600067138672,6.940968934170041,10.679461159029358
82,19.385000228881836,134.6199951171875,6.944544417214724,10.657239989788678
83,19.415000915527344,134.85000610351562,6.94566055856675,10.652063502078533
84,19.415000915527344,134.58999633789062,6.932268348761751,10.912073267703533
85,19.385700225830078,134.30999755859375,6.928302614503197,10.972483543740879
86,19.37350082397461,133.3699951171875,6.884145324532302,11.821059864404504
87,19.395000457763672,133.4499969482422,6.88063902029057,11.90218299160665
88,19.5049991607666,133.49000549316406,6.8438867591275265,12.686539019753496
89,19.545000076293945,132.74000549316406,6.7915070337689025,13.736318351244137
90,19.540000915527344,132.97000122070312,6.805015096751573,13.468857354401393
91,19.3174991607666,132.0749969482422,6.837064976634423,12.69636411040986
92,19.424999237060547,131.88999938964844,6.789704224956585,13.687000754553111
93,19.459999084472656,131.47000122070312,6.7559099386394355,14.369298691420084
94,19.475000381469727,131.32000732421875,6.743004095094574,14.631716984346099
95,19.482900619506836,131.10000610351562,6.728977818233829,14.91092505184659
96,19.44499969482422,130.14999389648438,6.693237127235703,15.576895913462494
97,19.459999084472656,130.77000427246094,6.7199388707476215,15.069295639662272
98,19.503299713134766,132.63999938964844,6.8009004291884105,13.523808932902995
99,19.557300567626953,132.35499572753906,6.767549298016376,14.213511833671703
100,19.56999969482422,132.24000549316406,6.757281939464632,14.423673286293138
101,19.5049991607666,132.60000610351562,6.798257462642416,13.576538409401934
102,19.475000381469727,132.2899932861328,6.792810818735873,13.661731022432036
103,19.55500030517578,133.02000427246094,6.802352451881755,13.531264404819922
104,19.489999771118164,132.83999633789062,6.815802868029969,13.224138072850593
105,19.38599967956543,132.86000061035156,6.853399505128324,12.424724691632292
106,19.485000610351562,133.22999572753906,6.837566926056937,12.796673413898446
107,19.514999389648438,133.08999633789062,6.8198821675847485,13.161493007899594
108,19.454999923706055,133.13999938964844,6.8434849607692065,12.661835253171091
109,19.3700008392334,132.85000610351562,6.858544158368421,12.314818901284212
110,19.375,132.625,6.84516129032258,12.577290274103518
111,19.43000030517578,132.6999969482422,6.829644614719509,12.91448275952834
112,20.040000915527344,133.3699951171875,6.65518907306287,16.8160193359584
113,20.02910041809082,133.32989501953125,6.656808954789808,16.774427707528957
114,20.209999084472656,133.21499633789062,6.591538959555902,18.24503739129466
115,20.271299362182617,133.22000122070312,6.571853083539056,18.69943590037508
116,20.309999465942383,132.61000061035156,6.52929611508478,19.599467153295052
117,20.235000610351562,132.47000122070312,6.546577574746196,19.17740173779646
118,20.209999084472656,132.08999633789062,6.535873444911503,19.37003739129466
119,19.639999389648438,129.64999389648438,6.601323723300032,17.538284418816176
120,19.594999313354492,129.27499389648438,6.597346181501531,17.576039818021854
121,19.571699142456055,128.9199981689453,6.587062126317108,17.756416800878014
122,19.6200008392334,127.9000015258789,6.518858106780605,19.138401417941623
123,19.565000534057617,128.35000610351562,6.560184134934798,18.276207406637894
124,19.639999389648438,128.4600067138672,6.54073374266875,18.728271601433363
125,19.530000686645508,128.6300048828125,6.586277540213754,17.73390885941936
126,19.274999618530273,127.05000305175781,6.59143997749378,17.402853187884375
127,19.225000381469727,127.1500015258789,6.6137840833768795,16.92814484366525
128,19.3799991607666,127.31999969482422,6.5696597114706945,17.91975584858298
129,19.453899383544922,127.48999786376953,6.553441824193197,18.30358898798238
