,msft,ma,Ratio,Spread
0,312.82000732421875,367.114990234375,1.1735662094460693,32.135623649481445
1,312.54998779296875,367.1050109863281,1.174548153332504,31.799873114063487
2,313.1120910644531,370.739990234375,1.1840487825749897,28.88460418265744
3,313.8800048828125,370.5899963378906,1.180674112950428,30.017825762383794
4,313.8399963378906,370.3949890136719,1.180203267065082,30.161606623433173
5,314.760009765625,371.3299865722656,1.1797241550753652,30.404583271678646
6,314.1099853515625,369.75,1.1771354533227059,31.152286346227257
7,306.30999755859375,350.4587097167969,1.144130823381819,40.45656540025227
8,308.6199951171875,357.6575012207031,1.1588928354590096,36.21546718630812
9,305.9800109863281,360.0,1.176547444519458,30.49276425034425
10,309.94830322265625,361.9200134277344,1.167678640807862,33.65370481597314
11,311.9700012207031,363.69000244140625,1.165785174915308,34.47227377757169
12,311.739990234375,362.92999267578125,1.1642073652562834,34.937780222901225
13,314.0899963378906,364.010009765625,1.1589353816096442,36.86668288618888
14,312.29998779296875,359.5199890136719,1.1512007783106493,39.0647980720109
15,315.239990234375,364.2699890136719,1.1555322938020776,38.07914209093401
16,314.82000732421875,363.74798583984375,1.155415721292568,38.06340416168321
17,315.03338623046875,365.7799987792969,1.1610832843973669,36.30459902579993
18,314.4464111328125,366.8900146484375,1.166780734837118,34.44302725078656
19,315.25,367.6700134277344,1.1662807721736221,34.69193406124954
20,314.989990234375,366.57000732421875,1.1637512895297548,35.45902676567836
21,322.4599914550781,370.0400085449219,1.1475532417995244,41.55352590744839
22,318.6000061035156,368.0400085449219,1.1551789124113916,38.61124675602868
23,319.2311096191406,370.86138916015625,1.1617332333387345,36.59792354608955
24,318.9700012207031,369.6000061035156,1.1587296757972558,37.524986527309196
25,319.07989501953125,369.5400085449219,1.1581425665264868,37.72569079366254
26,317.7200012207031,368.8500061035156,1.1609278757596857,36.674501453765075
27,318.2900085449219,367.3299865722656,1.1540732561839826,38.924351556393404
28,317.7699890136719,376.0199890136719,1.1833086887179074,29.568522316813542
29,314.3699951171875,376.260009765625,1.1968699799908282,24.975189979689063
30,310.0,372.80999755859375,1.2026128953503024,22.82991262150496
31,310.07000732421875,374.1700134277344,1.2067275279433611,21.55953329432505
32,309.239990234375,373.7149963378906,1.208495046370457,20.951806413703665
33,306.989990234375,371.7900085449219,1.2110818605553704,19.995921074293065
34,304.82000732421875,369.6199951171875,1.2125844309295777,19.387514295986776
35,307.0899963378906,371.43499755859375,1.209531414204403,20.47897868137325
36,306.885009765625,370.3999938964844,1.2069667207901982,21.251519984132145
37,308.69000244140625,369.9750061035156,1.1985325186349116,23.987598845456333
38,307.3699951171875,368.80999755859375,1.1998893952481657,23.46248577487337
39,307.7699890136719,371.5299987792969,1.2071677292836782,21.25463196283586
40,309.760009765625,372.0799865722656,1.2011879353109334,23.252642977502276
41,310.20001220703125,372.1499938964844,1.1997097977162778,23.746009525118453
42,309.55999755859375,368.0,1.1887840900061537,27.076536308263783
43,305.6700134277344,368.3399963378906,1.2050249620739213,21.755850740162103
44,305.37811279296875,368.6000061035156,1.2070282402766965,21.122094887416793
45,303.8269958496094,366.8599853515625,1.2074634261043533,20.876084027235507
46,303.989990234375,367.0299987792969,1.207375277377779,20.91476666341221
47,303.3500061035156,367.7149963378906,1.2121806129531145,19.410341065822095
48,302.7699890136719,366.30999755859375,1.209862307528943,20.072692889362614
49,310.4501037597656,363.989990234375,1.172458909905986,32.22622742496448
50,307.2300109863281,362.1700134277344,1.1788236841349822,29.923235896153997
51,311.0575866699219,364.4800109863281,1.1717444827124417,32.51402053712191
52,309.9079895019531,366.2749938964844,1.181883030783161,29.247107140627648
53,307.7850036621094,362.1400146484375,1.17660058267816,30.66384067026219
54,306.7970886230469,361.57000732421875,1.178531416145444,29.968933375321583
55,303.30999755859375,360.8399963378906,1.1896739284638422,26.234114602652724
56,309.8599853515625,369.20001220703125,1.1915059370707142,26.260624889146087
