,tgt,mcd,Ratio,Spread
0,221.07000732421875,247.5500030517578,1.1197810415263785,96.84425110568992
1,222.64999389648438,247.02000427246094,1.109454350074255,99.83563441977884
2,222.35499572753906,247.77499389648438,1.1143216867503778,98.62108144023097
3,221.95700073242188,247.0800018310547,1.1131885951591118,98.69605638456488
4,222.58140563964844,247.9600067138672,1.1140194123641478,98.7887816559662
5,223.2100067138672,248.39999389648438,1.1128533059671837,99.32806163282692
6,223.08999633789062,248.24000549316406,1.1127348136093982,99.30109168559636
7,223.07000732421875,249.13499450683594,1.1168466684305671,98.37496275593952
8,222.47000122070312,248.25999450683594,1.1159257119819388,98.3152423159699
9,222.7899932861328,248.60000610351562,1.115849066812595,98.47373085525999
10,221.9600067138672,249.1396026611328,1.1224526722163213,96.64113842734861
11,221.83999633789062,249.25,1.1235575374801234,96.34378273793055
12,221.4600067138672,248.66000366210938,1.1228212594763685,96.34181165004009
13,221.99000549316406,249.02999877929688,1.1218072553584646,96.7974759540902
14,217.83999633789062,250.0,1.1476313083122998,89.36237652727505
15,217.16000366210938,250.90499877929688,1.1553923123417014,87.39805010221232
16,216.59500122070312,250.04029846191406,1.154413984869075,87.38256048899154
17,216.3800048828125,249.8000030517578,1.15445049179588,87.28792352034782
18,215.11729431152344,249.44000244140625,1.1595534577530442,85.68080850665166
19,214.52499389648438,249.0399932861328,1.1608903408537241,85.158101540713
20,212.25999450683594,247.27999877929688,1.1649863619087821,83.38956323160238
21,211.17999267578125,247.1999969482422,1.1705654205972127,81.78708253326874
22,211.85000610351562,247.53500366210938,1.1684446378592839,82.49585727810319
23,211.3800048828125,246.75,1.1673289540171803,82.54866880878626
24,210.67999267578125,246.75999450683594,1.1712549985065681,81.44815919834303
25,211.08999633789062,248.42999267578125,1.1768913590681043,80.41688587101271
26,210.41000366210938,248.27999877929688,1.1799819136831617,79.50755212173118
27,210.47000122070312,249.25,1.1842542811534997,78.63101819083937
28,211.9199981689453,243.5500030517578,1.149254459966523,86.58989513625852
29,213.22000122070312,244.69000244140625,1.1475940392108368,87.47510751925876
30,213.3300018310547,245.27999877929688,1.1497679495336282,87.0564758029983
31,212.72000122070312,245.77999877929688,1.1554155573941214,85.60618540503623
32,213.2100067138672,245.99000549316406,1.1537451233388327,86.15953450950849
33,213.30999755859375,246.10499572753906,1.1537433713576266,86.20031516784292
34,214.44000244140625,246.9499969482422,1.1516041509825994,87.11569380834703
35,216.0050048828125,247.0500030517578,1.143723513192613,89.45372918809886
36,216.61000061035156,248.15499877929688,1.1456303867783555,89.29122699406156
37,216.3699951171875,248.77999877929688,1.1497897323728083,88.29233406388806
38,215.97000122070312,249.3800048828125,1.154697427759734,87.06919684767814
39,215.5,249.27000427246094,1.156705356252719,86.44700532660346
40,215.3699951171875,248.47000122070312,1.1536890321490938,87.04448006981795
41,214.8000030517578,248.61000061035156,1.1574022210346382,86.01651765603378
42,212.75,248.29330444335938,1.1670660608383518,83.13961338587939
43,212.77999877929688,248.91000366210938,1.169799817135481,82.56964781203504
44,211.89999389648438,250.47999572753906,1.1820670266271998,79.62873877356407
45,212.33999633789062,251.25,1.1832438746028469,79.54419298762377
46,212.49000549316406,250.91000366210938,1.1808084953444142,80.11788132097092
47,215.0865020751953,250.97999572753906,1.166879340665437,84.09284548734507
48,215.9499969482422,251.5,1.1646214566063562,84.9180380435775
49,221.25999450683594,250.8699951171875,1.1338244659923677,93.82023086768663
50,221.61000061035156,252.25999450683594,1.1383060051986331,92.97548902984181
51,223.64500427246094,252.7949981689453,1.1303404651998026,95.61071898242619
52,227.05999755859375,253.86000061035156,1.1180304912354364,99.86576913415865
53,228.02999877929688,254.23500061035156,1.114919098238551,101.00188704191686
54,228.5500030517578,254.52999877929688,1.113673136646844,101.51697833621671
55,228.19000244140625,254.41000366210938,1.1149042505814242,101.07614594360808
56,233.5449981689453,253.39999389648438,1.085015718098043,110.4284441178882
57,234.7100067138672,252.97000122070312,1.077798108237867,112.67334716424267
58,234.58999633789062,252.89999389648438,1.0780510586317629,112.55639613791055
59,233.38499450683594,253.32000732421875,1.0854168574955187,110.25916873670485
60,233.63999938964844,252.57000732421875,1.0810221194316996,111.40642848933112
61,234.2899932861328,252.0399932861328,1.0757608114245083,112.9490365282773
62,233.52000427246094,251.6300048828125,1.077552245113963,112.15949635111474
63,231.5800018310547,251.0,1.0838587011632932,109.76726541841083
64,230.38999938964844,250.86659240722656,1.0888779594245623,108.04682586016577
65,232.7100067138672,251.5800018310547,1.0810880261818283,110.94764344856338
66,230.15609741210938,250.97000122070312,1.090433857901775,107.57903248780883
67,230.625,250.85499572753906,1.087718138655996,108.42451860556639
68,229.91000366210938,250.30499267578125,1.0887085759158426,107.86066350219232
69,229.47999572753906,250.52999877929688,1.0917291417276755,106.96576887014857
70,234.1999969482422,251.00999450683594,1.0717762501180081,113.8388343728572
