,rtx,cat,Ratio,Spread
0,93.2300033569336,182.3699951171875,1.9561298782643934,22.055483420289463
1,94.23999786376953,184.72000122070312,1.9601019249568397,21.944104692521805
2,96.44000244140625,184.96499633789062,1.9179281590154378,26.57536428853787
3,97.39990234375,186.52000427246094,1.9149916969545056,27.147950301083526
4,97.83000183105469,187.05999755859375,1.9120923444490248,27.561261691420455
5,97.69000244140625,187.27999877929688,1.9170845951368058,27.030955351101554
6,98.15170288085938,186.97999572753906,1.9050102060328302,28.35430579352247
7,97.83000183105469,186.7949981689453,1.9093835702009565,27.826261081068893
8,98.12000274658203,187.0,1.9058295430644396,28.26403897217851
9,101.54000091552734,187.52000427246094,1.8467599230027745,35.324374468092756
10,101.83999633789062,188.49000549316406,1.8508445823955162,35.01930554212599
11,101.31999969482422,187.9149932861328,1.854668316740354,34.44175829206448
12,101.2300033569336,187.375,1.8509828488232094,34.78227696288461
13,101.19000244140625,186.39999389648438,1.8420791520824273,35.66862204502989
14,102.04000091552734,186.82000732421875,1.830850702156261,37.13260881792293
15,102.69999694824219,187.52000427246094,1.8259007774553837,37.89547644638928
16,103.7249984741211,184.80999755859375,1.7817305401523142,42.87737321558397
17,104.01000213623047,182.86000061035156,1.7581001524338473,45.45907359970447
18,102.94999694824219,180.8249969482422,1.7564351851234288,45.144602471402024
19,102.79000091552734,181.24000549316406,1.7632065753370973,44.374966751359594
20,102.97000122070312,183.0500030517578,1.777702251934652,42.963935333751934
21,102.75,182.86000061035156,1.779659373336755,42.66631061280175
22,102.68000030517578,182.8300018310547,1.7805804566387287,42.54115683229075
23,101.69999694824219,187.1699981689453,1.8404130165726658,36.029007746728965
24,101.30000305175781,189.0399932861328,1.8661400551937346,33.27243623655967
25,100.51000213623047,190.86000061035156,1.898915496506123,29.70141178858863
26,100.27999877929688,192.1300048828125,1.9159354529477552,27.921610870838506
27,100.16999816894531,192.27000427246094,1.9194370349112022,27.537797900011853
28,100.5999984741211,193.1029052734375,1.9195120099640197,27.657981740815373
29,100.70999908447266,192.61000061035156,1.9125211236353583,28.394699985079527
30,99.69499969482422,193.7050018310547,1.9429761013491542,25.04997819198165
