,mo,cost,Ratio,Spread
0,51.654998779296875,566.5599975585938,10.96815431124681,-8.099339231689441
1,51.255001068115234,569.6436767578125,11.113914054957986,-15.507536684605043
2,51.35499954223633,566.3870239257812,11.028858513764813,-11.169764599663495
3,51.349998474121094,565.906005859375,11.02056519328964,-10.742814868519531
4,51.260101318359375,568.3099975585938,11.086790367990304,-14.118716856671085
5,51.59000015258789,569.1699829101562,11.03256408658113,-11.412047973438007
6,51.689998626708984,569.97998046875,11.026890996554078,-11.140926279121572
7,51.630001068115234,574.8300170898438,11.133643331354438,-16.6396179551391
8,51.98099899291992,575.5499877929688,11.072314863963303,-13.56482461238113
9,51.755001068115234,576.4949951171875,11.138923451251737,-16.95317629531712
10,51.78499984741211,575.6099853515625,11.115380651687458,-15.743839002230288
11,51.875,576.0800170898438,11.105156955948795,-15.240846916069927
12,51.834999084472656,575.4299926757812,11.101186511801313,-15.023286699993832
13,52.04999923706055,576.47998046875,11.075504109869145,-13.748830981355354
14,52.13999938964844,580.1500244140625,11.126774668302778,-16.445851102226356
15,52.28010177612305,585.3400268554688,11.196229673806807,-20.121156557227096
16,52.380001068115234,583.1699829101562,11.133447327574485,-16.871065652457332
17,52.30500030517578,585.1799926757812,11.187840345311601,-19.691935478792857
18,52.30500030517578,584.6199951171875,11.177133958631048,-19.131937920199107
19,52.43000030517578,581.27001953125,11.086591953993718,-14.430542647095876
20,52.310001373291016,575.5999755859375,11.003631437100923,-10.05785005368682
21,52.33000183105469,579.4299926757812,11.072615562797948,-13.671635044537425
22,52.308799743652344,578.0621948242188,11.050955052631778,-12.533060539571125
23,52.22010040283203,575.3099975585938,11.017022049375324,-10.73982355733176
24,52.255001068115234,573.989990234375,10.984402994962526,-9.0424926638417
25,52.470001220703125,576.2299194335938,10.982083209981521,-8.957978351453221
26,52.58000183105469,573.6599731445312,10.910231136692685,-5.198776138955964
27,52.709999084472656,575.5700073242188,10.919560184431317,-5.703363538271333
28,52.650001525878906,575.8101196289062,10.936564158424192,-6.592130897882612
29,52.529998779296875,579.6649780273438,11.034932257714068,-11.744381890279442
30,52.380001068115234,578.2249755859375,11.039040927739016,-11.926058328238582
31,52.51499938964844,574.125,10.93259081543795,-6.366567626666665
32,52.71500015258789,573.239990234375,10.874323979419232,-3.3192781131652964
33,52.69499969482422,572.8150024414062,10.870386293932723,-3.110522419189806
34,52.720001220703125,575.1900024414062,10.910280522063594,-5.21522198493426
35,53.084999084472656,580.8200073242188,10.941320850358805,-6.899104476774141
36,53.130001068115234,580.72998046875,10.930358908222608,-6.3225450880567
37,53.11000061035156,579.6080932617188,10.91335128225829,-5.416889980018709
38,53.04999923706055,579.6635131835938,10.92673933119763,-6.121006198873374
39,53.119998931884766,578.5999755859375,10.89231903652465,-4.300676875768772
40,52.96500015258789,576.5399780273438,10.885301168061524,-3.9164265318025855
41,52.65999984741211,575.3300170898438,10.925370656227175,-6.003932930351425
42,53.39509963989258,576.8049926757812,10.802582944237797,0.4685181364274058
43,53.5,579.4249877929688,10.830373603606892,-1.0173616860405446
44,53.61000061035156,579.9000244140625,10.817012083788141,-0.3031423836995373
45,53.630001068115234,583.6699829101562,10.883273751362404,-3.8568687808000277
46,53.47999954223633,582.844970703125,10.898372769110026,-4.653576695190054
47,53.6349983215332,584.2000122070312,10.892141894082778,-4.332870984468741
48,53.83000183105469,584.780029296875,10.863459212433348,-2.8046354196425227
49,53.31999969482422,599.9199829101562,11.25131257208898,-23.458404452111154
50,53.314998626708984,597.1500244140625,11.200413388267647,-20.74251429127969
51,53.43000030517578,601.1400146484375,11.250982803947409,-23.489180266957646
52,53.4900016784668,607.02001953125,11.348289408927332,-28.72048885279048
53,53.599998474121094,607.5880737304688,11.335598713194397,-28.09932837063036
54,53.64500045776367,607.5499877929688,11.325379487531391,-27.574709899881668
55,53.75,607.739990234375,11.306790515988371,-26.629524753115334
56,53.84000015258789,598.3699951171875,11.113855747053263,-16.286505811486336
57,54.22999954223633,601.4650268554688,11.091001879633533,-15.165114724539535
58,54.279998779296875,604.3300170898438,11.133567256459544,-17.48954533245933
59,54.29999923706055,602.7449951171875,11.100276309134921,-15.688291260809933
60,54.275001525878906,601.8599243164062,11.089081665514701,-15.07347965222823
61,54.189998626708984,601.8699951171875,11.106661937070799,-16.00254718424469
62,54.11000061035156,600.1099853515625,11.090555878440664,-15.107424572536729
63,54.459999084472656,586.3223266601562,10.766109741403307,2.46419274611128
64,54.65999984741211,589.7899780273438,10.790156964394274,1.158821126800035
65,54.625,589.7050170898438,10.795515186999427,0.865386201575916
66,54.45500183105469,587.8900146484375,10.795886417786779,0.8424776646236296
67,54.595001220703125,589.0700073242188,10.789815810111858,1.1760684397389696
68,54.45000076293945,584.47998046875,10.73425109787266,4.198443509048843
69,54.45000076293945,584.6699829101562,10.737740582514423,4.008441067642593
70,54.55419921875,586.6300048828125,10.75315948696376,3.1749458514234448
71,54.810001373291016,589.7952880859375,10.760723833394128,2.7752311896275614
72,54.744998931884766,586.559814453125,10.714399961591722,5.30794019019811
73,54.560001373291016,585.6900024414062,10.734787164578803,4.1776774598273505
74,54.78499984741211,583.8400268554688,10.656932161752078,8.460191985840765
75,54.584999084472656,579.2708129882812,10.612271186298537,10.86712610515201
76,54.90999984741211,581.1799926757812,10.584228633961143,12.471645852693996
77,55.029998779296875,585.510009765625,10.639833231940807,9.43898011475369
78,54.900001525878906,588.8699951171875,10.726229121134075,4.673547982819059
79,54.779998779296875,588.530029296875,10.743520306891636,3.716121209172229
80,54.790000915527344,590.2050170898438,10.772130082636687,2.149270086728052
81,54.78499984741211,591.4995727539062,10.796743166950051,0.8006460874032655
82,54.77000045776367,592.3300170898438,10.814862372451937,-0.1919620122652077
83,54.79999923706055,590.989990234375,10.784489023034437,1.4723923706654887
84,55.040000915527344,591.3599853515625,10.74418560165274,3.697141199340763
85,55.06520080566406,595.0,10.805372382094314,0.32957157206465126
86,55.082000732421875,593.7000122070312,10.778475805392684,1.8111893791409557
87,55.15999984741211,593.25,10.755076171883509,3.104477902806707
88,55.150001525878906,595.3400268554688,10.794923125724809,0.9063556188692701
89,55.07500076293945,592.8599853515625,10.764593320723188,2.575537062064882
90,54.97999954223633,590.6900024414062,10.74372512476343,3.7184278125173478
91,54.91999816894531,588.7999877929688,10.721048933426724,4.959746163975183
92,54.95500183105469,586.8300170898438,10.67837316963258,7.308153971880188
93,54.974998474121094,584.3699951171875,10.629740997487678,9.984366801473811
94,54.92499923706055,585.8699951171875,10.66672741475202,7.943807175018719
95,54.834999084472656,585.3099975585938,10.674022199889723,7.530780909170858
96,54.755001068115234,582.0900268554688,10.630810254781085,9.885864458378933
