,shw,apd,Ratio,Spread
0,295.8999938964844,280.1416015625,0.9467441951367623,32.356295302983675
1,296.3599853515625,279.8561096191406,0.9443113897011304,33.12922829504807
2,296.0,279.9599914550781,0.9458107819428315,32.64387929195575
3,293.5,275.2900085449219,0.9379557360985413,34.66467685679813
4,292.75,276.4100036621094,0.9441844702377775,32.749926136016505
5,290.17999267578125,277.94000244140625,0.9578193171710127,28.4965570604518
6,286.0400085449219,277.0299987792969,0.968500875763993,25.01952660683937
7,285.5899963378906,276.2099914550781,0.9671556952165974,25.36266763342629
8,280.0899963378906,272.6120910644531,0.973301776674607,23.132360264360862
9,280.4200134277344,273.3500061035156,0.9747877933611157,22.744155800545194
10,282.79998779296875,275.3299865722656,0.9735855673863334,23.28617261603582
11,283.260009765625,275.8500061035156,0.9738402760480007,23.253626472179143
12,279.2749938964844,273.3599853515625,0.9788201282814661,21.520828967584087
13,282.1600036621094,274.3800048828125,0.9724269964618603,23.55797967320651
14,282.7699890136719,274.989990234375,0.9724864763533279,23.59438002333021
15,283.4599914550781,275.5660095214844,0.9721513364440895,23.749538478622547
16,283.7900085449219,273.1400146484375,0.9624722732449598,26.525243926916254
17,285.375,275.4649963378906,0.9652737497604578,25.879836691559397
18,287.70001220703125,277.6300048828125,0.9649982381058354,26.178583453254724
19,286.80499267578125,278.2550048828125,0.9701888460406473,24.605154402871868
20,284.0199890136719,278.7149963378906,0.9813217629709651,21.19396659247152
21,285.6000061035156,280.4750061035156,0.9820553225123446,21.10826007475034
22,284.8699951171875,280.2099914550781,0.9836416479728152,20.5997009604284
23,286.67999267578125,281.7049865722656,0.9826461342590375,21.022713446153055
24,285.89678955078125,281.20001220703125,0.9835717730474348,20.697747714925832
25,286.5,282.20001220703125,0.9849913166039486,20.33695422781002
26,286.4200134277344,282.1400146484375,0.9850569143961836,20.312192084376555
27,289.0299987792969,281.989990234375,0.9756426371841851,23.22795047637637
28,290.94000244140625,281.6099853515625,0.9679314738037003,25.631936843651225
29,290.95001220703125,283.2250061035156,0.9734490263639558,24.027523181459593
30,291.7449951171875,283.8299865722656,0.9728701137041182,24.26496554285395
31,293.57000732421875,284.4800109863281,0.9690363589225529,25.5488593663459
32,292.9200134277344,284.5199890136719,0.9713231461525422,24.820099616958224
33,292.1400146484375,283.6600036621094,0.9709727850991826,24.853540434330306
34,294.0199890136719,285.3900146484375,0.9706483413111308,25.11568966318
35,294.7699890136719,285.20001220703125,0.9675340870396519,26.100447708180432
36,294.2650146484375,284.6600036621094,0.967359317254199,26.105347977847053
37,294.2850036621094,285.6202087402344,0.970556451011606,25.166324740556796
38,294.92999267578125,284.6400146484375,0.9651104388062166,26.829997009516852
39,294.32000732421875,284.510009765625,0.9666689408994639,26.313616190643152
40,290.6449890136719,282.19500732421875,0.9709267938245595,24.73429677122507
41,290.6300048828125,283.32000732421875,0.974847753377903,23.59341847527113
42,289.3999938964844,282.17999267578125,0.9750518266310481,23.430022291886438
43,288.7799987792969,282.0899963378906,0.9768335671802563,22.863025838329314
44,288.6000061035156,282.2799987792969,0.978101153185867,22.482289813345652
45,289.17498779296875,281.5199890136719,0.9735281435032778,23.85159280517987
46,287.7200012207031,280.8800048828125,0.9762269000803881,22.949765294089467
47,281.8999938964844,262.5,0.9311812901152166,35.16245893172614
48,283.114990234375,262.239990234375,0.9262667088637068,36.70996889453104
49,282.3999938964844,263.8399963378906,0.9342776276213481,34.35229966289827
50,283.3500061035156,265.2200012207031,0.9360155126441426,33.97899814678035
51,283.5799865722656,266.05718994140625,0.9382086273341649,33.38551378108561
52,284.3900146484375,266.0350036621094,0.935458314142926,34.266065863857385
53,281.82000732421875,262.9599914550781,0.9330777965403884,34.617707774620804
54,281.4649963378906,257.42999267578125,0.9146074859224909,39.7715105929553
55,281.2099914550781,257.1099853515625,0.9142988982048119,39.82129583776193
56,280.3800048828125,255.1802978515625,0.9101230237805922,40.87146803214059
57,281.510009765625,256.69000244140625,0.911832593999471,40.55920039256883
58,281.1300048828125,256.6300048828125,0.9128517071302557,40.216516604484774
59,280.4700012207031,255.6322021484375,0.9114422256777449,40.5149305270543
60,279.239990234375,254.3800048828125,0.9109726893676772,40.463716960857106
61,278.7799987792969,253.7519989013672,0.9102231150458404,40.604281893597395
62,279.9049987792969,254.72000122070312,0.910023051862493,40.828412979652704
63,280.1199951171875,254.60000610351562,0.9088962249803137,41.1762341558946
64,279.20001220703125,253.8000030517578,0.9090257591520485,41.001355110242365
65,278.6499938964844,253.9600067138672,0.9113942661998073,40.25851126895096
66,279.5799865722656,253.8300018310547,0.9078976107806804,41.374005338935
67,279.8900146484375,252.80999755859375,0.9032476484598486,42.72253834580808
68,287.2550048828125,256.0050048828125,0.8912116430739,47.3320207005037
69,287.7699890136719,256.2650146484375,0.8905202920109311,47.61772629989539
70,286.1199951171875,257.0400085449219,0.8983643678577752,45.09427654324153
71,286.489990234375,257.7049865722656,0.8995252726332232,44.82137277281415
72,286.760009765625,259.114990234375,0.9035952762247258,43.69750182475914
73,286.2799987792969,259.5,0.9064552225321808,42.80383683090613
74,286.6499938964844,259.3599853515625,0.9047967586743543,43.335925736259945
75,284.1199951171875,259.989990234375,0.9150710780743894,40.02494657753734
76,284.3500061035156,257.1816101074219,0.9044543857466868,43.07706339818716
77,285.2200012207031,257.3399963378906,0.9022508773455934,43.840588493697474
78,282.43499755859375,255.1999969482422,0.903570730094448,43.02939152802369
79,281.5799865722656,253.5,0.9002770512418535,43.82335544624075
80,280.42498779296875,252.77000427246094,0.9013818856223866,43.329428837792385
